,A,LiuR
R2,,0.05987377141893946
xmin,,-3.829931419000001
xmid,,-0.03454561724264685
xmax,,1.628738874666666
ystart,,0.6411215886452029
yend,,7.616358865284776
ALE:GalactoseA5:1.0,10.44481034282368,0.3920315472499998
ALE:GalactoseA5:2.0,9.85107434953791,0.3560775342500002
ALE:GalactoseA6:1.0,9.972626905457185,0.3869484112500001
ALE:GalactoseA6:2.0,10.944793725929731,0.3832769972499998
ALE:GalactoseA8:1.0,10.20095462505407,0.3456919472500002
ALE:GalactoseA8:2.0,9.278643683753682,0.1484572102499997
ALE:IL_Control:1.0,0.1591855042968118,0.0897297142499997
ALE:IL_Control:2.0,-6.792730361806302,-0.47941931075
ALE:IL_Control:3.0,5.305691972739098,0.1229976132499999
ALE:IL_Control:4.0,1.3278528865255017,0.2666919832499999
ALE:IL_TEOH_OAc:1.0,-6.6414536812322975,-0.4682886537500001
ALE:IL_TEOH_OAc:2.0,-5.761763036493544,-0.4029483357500001
ALE:IL_TEA_HS:1.0,9.761220918861149,-0.75656540075
ALE:IL_TEA_HS:2.0,-4.693702166240022,0.3955937852499995
ALE:IL_Mixed:1.0,-5.399072563629885,0.3413421042500002
ALE:IL_Mixed:2.0,-6.3677649356669965,0.0551282462499997
ALE:IL_PP5350:1.0,0.9897667693793794,-0.24245915875
ALE:IL_PP5350:2.0,0.4207362379379869,0.1842327862499999
ALE:IL_T8:1.0,-3.73590804971124,-0.1133444787500002
ALE:IL_T8:2.0,-3.591470936892953,-0.0234954857500002
ALE:IL_T9:1.0,6.389795715121711,0.2995610262499997
ALE:IL_T9:2.0,4.800728340038192,0.2452135982499999
ALE:IL_Control2:1.0,-4.280059584621695,1.1058703062499995
ALE:IL_Control2:2.0,-5.004154426076812,0.86539631125
ALE:IL_Glc+Ace:1.0,-7.113191532478397,0.4185307762499994
ALE:IL_Glc+Ace:2.0,-8.170981725404978,0.8885256682500002
ALE:XyloseA1:1.0,10.514943506115522,0.6244801352500002
ALE:XyloseA1:2.0,10.525918642780168,0.2105206672499999
ALE:XyloseA2:1.0,11.12202432268716,0.94571703625
ALE:XyloseA2:2.0,12.976400316984488,0.1678894232499996
ALE:XyloseA3:1.0,11.531724785455037,0.61180968125
ALE:XyloseA3:2.0,12.180324434141175,0.3623661862499996
ALE:XyloseA4:1.0,10.152941316087526,0.8572215692499996
ALE:XyloseA4:2.0,10.077751062158832,1.1001376642499996
Aromatic:Coumarate:1.0,6.8062482582187895,1.140784736666666
Aromatic:Coumarate:2.0,7.61134399132967,1.026912520666666
Aromatic:Coumarate:3.0,6.897425771578375,1.4329606006666666
Aromatic:Coumarate+ferulate:1.0,4.726000438778836,1.3940679806666665
Aromatic:Coumarate+ferulate:2.0,3.604117158089142,0.876501198666666
Aromatic:Coumarate+ferulate:3.0,2.1484524950692103,1.2898474446666666
Aromatic:Ferulate:1.0,12.257492636671277,1.6217794776666667
Aromatic:Ferulate:2.0,12.022216058365531,1.628738874666666
Aromatic:Ferulate:3.0,11.250878764240223,1.6252467006666662
Aromatic:Glucose:1.0,0.0767024280964996,-0.3262601843333335
Aromatic:Glucose:2.0,-1.6038898443522698,-0.2570850313333337
Aromatic:Glucose:3.0,1.5271874170963342,0.5833452156666667
Bioreactor1:24h:1.0,-2.1056542606476976,-0.4085900345000004
Bioreactor1:24h:2.0,2.1056542607375457,0.4085900345000004
Bioreactor2:S_0min:1.0,-0.167008191363046,-0.103033249333333
Bioreactor2:S_15min:1.0,-2.1078845755157407,-0.5175447723333328
Bioreactor2:P1_15min:1.0,-1.8744412258552183,-0.7732820773333327
Bioreactor2:P3_15min:1.0,-0.1131881832126473,-0.6042162233333328
Bioreactor2:P5_15min:1.0,1.0669298470069677,-0.7236499593333328
Bioreactor2:S_1h:1.0,-1.552988260989666,0.0242327596666673
Bioreactor2:S_3h:1.0,-1.4392189480675308,-0.5464651013333328
Bioreactor2:S_9h:1.0,0.1131716402023298,-0.0245060353333328
Bioreactor2:S_25h:1.0,-0.9739689053526543,0.1620539916666672
Bioreactor2:P1_25h:1.0,-0.5588218849313472,0.2293125536666673
Bioreactor2:P3_25h:1.0,0.6756862382753603,-0.3163287673333328
Bioreactor2:P5_25h:1.0,2.4443463204891,-0.6194720523333328
Bioreactor2:S_0min:2.0,0.8098956439794197,-0.0988332993333327
Bioreactor2:S_15min:2.0,-2.866295796130598,-0.0982400573333328
Bioreactor2:P1_15min:2.0,-1.5582098657609644,-0.2353780473333326
Bioreactor2:P3_15min:2.0,-1.4637609045285531,0.0715036996666671
Bioreactor2:P5_15min:2.0,0.4798247542875045,-0.1101612773333329
Bioreactor2:S_1h:2.0,-1.7624929517627743,0.2435299766666672
Bioreactor2:S_3h:2.0,-1.16762163347574,0.1907544516666672
Bioreactor2:S_9h:2.0,-1.0170718679270836,0.492028133666667
Bioreactor2:S_25h:2.0,-1.1479397585877922,0.225870240666667
Bioreactor2:P1_25h:2.0,-0.5742835366036942,0.1002994466666673
Bioreactor2:P3_25h:2.0,0.6983306386095508,0.3970722136666675
Bioreactor2:P5_25h:2.0,2.5855999478489147,-0.5498235523333328
Bioreactor2:S_0min:3.0,-0.642887453686415,0.2018665486666671
Bioreactor2:S_15min:3.0,-2.696260174668055,-0.4574253683333329
Bioreactor2:P1_15min:3.0,-2.461998614717493,-0.1940838513333327
Bioreactor2:P3_15min:3.0,0.4633147666493039,-0.6182876563333326
Bioreactor2:P5_15min:3.0,0.7258705063321392,-0.6776301123333326
Bioreactor2:S_1h:3.0,-1.726416333071521,-0.2406475893333328
Bioreactor2:S_3h:3.0,-1.6968780627271849,-0.3506589403333326
Bioreactor2:S_9h:3.0,-0.534735009474798,-0.0600650983333328
Bioreactor2:S_25h:3.0,-0.940546866506168,0.040975842666667
Bioreactor2:P1_25h:3.0,0.2046426798906449,-0.2370430583333327
Bioreactor2:P3_25h:3.0,1.6426351263037506,0.0029262906666671
Bioreactor2:P5_25h:3.0,2.3515074416626542,-0.1646775833333329
Carbon:Citrate:1.0,-4.519168043118709,-0.121845704
Carbon:Citrate:2.0,-4.311611136915887,-0.2835370089999998
Carbon:Citrate:3.0,-4.473713585730139,-0.7740395159999998
Carbon:Ferulate:1.0,3.338274098136286,-0.6190463720000001
Carbon:Ferulate:2.0,3.221652726625993,-0.5635321850000001
Carbon:Ferulate:3.0,3.4200256824429207,-0.4280549759999998
Carbon:Glucose:1.0,-1.056065835718351,0.0930013499999997
Carbon:Glucose:2.0,1.0560658353054888,-0.0930013499999997
Carbon:Serine:1.0,7.414675656058312,-0.3434811909999995
Carbon:Serine:2.0,6.144501536813703,-0.3502558970000002
Carbon:Serine:3.0,7.185753846332656,-1.072690222
Carbon2:Glucose:1.0,-0.2790830291254904,0.0449542696666664
Carbon2:Glucose:2.0,0.5069990735477796,-0.1817866673333332
Carbon2:Glucose:3.0,-0.2279160430850182,0.1368323976666667
Carbon2:Coumarate:1.0,7.091874322128873,0.0246600526666664
Carbon2:Coumarate:2.0,6.461995866351775,0.0955679246666667
Carbon2:Coumarate:3.0,6.289918681842731,0.6923060846666664
Crc:Control:1.0,-0.7904408788995223,0.0323719744999992
Crc:Control:2.0,0.7904408793046055,-0.0323719745000001
Crc:Del_crc:1.0,1.8319946630696,0.5730374924999992
Crc:Del_crc:2.0,1.856442119127805,0.2884169374999992
Crc:Del_crcZ_crcY:1.0,-17.192197282207616,0.5040628034999992
Crc:Del_crcZ_crcY:2.0,-16.01043593280255,1.1745560535
FinR:Control:1.0,0.4523704894046191,0.4942437319999992
FinR:Control:2.0,-0.4810343275316625,-0.4544762920000003
FinR:Control:3.0,0.0286638382570221,-0.0397674400000003
FinR:Del_finR:1.0,-3.548714958159041,0.0254648339999992
FinR:Del_finR:2.0,-3.4583969482474703,0.1293445049999997
FinR:Del_finR:3.0,-3.7032418037758696,0.1908348209999992
FleQ:Del_fleQ:1.0,-0.4236049956581307,-0.405681473
FleQ:Del_fleQ:2.0,0.3901722130917162,-0.120884041
FleQ:Del_fleQ:3.0,0.0997509125267663,-0.718240824
FleQ:OE_wspR:1.0,-0.5748998174157053,0.0636508400000002
FleQ:OE_wspR:2.0,-0.1054783170317775,0.2311952690000005
FleQ:Control:1.0,0.0406947615250661,-0.0397663750000001
FleQ:OE_wspR:3.0,0.0117307667652215,0.7063405220000005
FleQ:Control:2.0,0.4510312690435742,0.4942433290000005
FleQ:Control:3.0,-0.4917260302261351,-0.454476954
Fuel:Butanol:1.0,15.195386503727082,0.2987236464999991
Fuel:Butanol:2.0,15.297880026663632,0.6634051574999997
Fuel:Control:1.0,-0.0848589592525235,-0.1004425095000005
Fuel:Control:2.0,0.0848589592036848,0.1004425094999996
Fuel:Isopentanol:1.0,-4.047688161652479,-0.6664122375000003
Fuel:Isopentanol:2.0,0.9557478463381044,-0.0990688595000008
Glycolaldehyde:Glycolaldehyde:1.0,1.3204215020518009,0.28968623
Glycolaldehyde:Control:1.0,0.2089519606859589,0.0173394749999999
Glycolaldehyde:Glycolaldehyde:2.0,0.2697688945606917,0.4637973959999999
Glycolaldehyde:Control:2.0,-0.2089519611330305,-0.0173394749999999
HNS_protein:Control_ex:1.0,-0.8742591157468136,-0.1208285164999996
HNS_protein:Del_turB_ex:1.0,-1.3424629684883864,-0.2057630744999992
HNS_protein:Del_turB_ex:2.0,0.3914913683830223,-0.6438754834999996
HNS_protein:WT_pCAR1_ex:1.0,-0.2953063800468705,-0.259181129499999
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,0.8095730553073353,0.2535374495000004
HNS_protein:WT_pCAR1_Del_turA_st:1.0,8.605619974941629,0.4396839855000003
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,0.825855731024386,0.3650735805000007
HNS_protein:WT_pCAR1_Del_turA_st:2.0,8.081585873957062,0.3813147115000008
HNS_protein:WT_pCAR1_ex:2.0,-0.4576832700792594,-0.7231136584999991
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,0.5964405143893966,-0.3242924074999997
HNS_protein:WT_pCAR1_Del_turB_st:1.0,6.482988917356263,0.2365618885000007
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,1.2827911179134752,-0.0097924634999992
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,2.6537538406239216,0.3357826585000003
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,1.899345682124396,0.2985244935000004
HNS_protein:WT_pCAR1_Del_turB_st:2.0,6.281105804861836,0.7492817205000009
HNS_protein:Control_ex:2.0,0.8742591156766549,0.1208285165000004
HNS_protein:WT_Del_turA_ex:1.0,0.870240739105708,-0.5775056154999998
HNS_protein:WT_Del_turA_ex:2.0,9.133982556734352,-0.457706074499999
Mobile_gene:2737_exp:1.0,-0.1023839027299491,0.0986653034999998
Mobile_gene:2737_exp:2.0,-0.1103745524173379,-0.1022055325000002
Mobile_gene:2737_exp:3.0,0.0419639220444693,-0.0141281265000001
Mobile_gene:2737_exp:4.0,0.1707945320828849,0.0176683554999996
Mobile_gene:2737_reg:1.0,-3.720179298642693,0.2068879524999998
Mobile_gene:2737_reg:2.0,-3.7736451616925866,0.0913532514999992
Mobile_gene:2737_reg:3.0,-4.031407610805808,0.1396640164999993
Mobile_gene:2737_reg:4.0,-3.918573691750068,0.3497839374999998
Mobile_gene:3227_exp:1.0,-0.4892646725316407,0.0362982874999993
Mobile_gene:3227_exp:2.0,0.8584529298182135,-0.5337653235000008
Mobile_gene:3227_exp:3.0,-0.2008835842039951,-0.3384779835000007
Mobile_gene:3227_exp:4.0,-1.3194567474957917,0.0811006984999993
Mobile_gene:3227_reg:1.0,-3.6660947099228087,0.2649143664999993
Mobile_gene:3227_reg:2.0,-2.7683673713801378,0.3656965914999999
Mobile_gene:3227_reg:3.0,-2.4774193636953323,0.5042522104999998
Mobile_gene:3227_reg:4.0,-2.8936003885958086,0.1680380224999993
Mobile_gene:mfsR_exp:1.0,-4.335198075759848,-1.0904388355000003
Mobile_gene:mfsR_exp:2.0,-5.93810333886687,-2.765546231500001
Mobile_gene2:Condition1:1.0,0.522117349326898,-0.3629252785000005
Mobile_gene2:Condition1:2.0,-2.419923570454907,0.2851612635
Mobile_gene2:Condition2:1.0,1.4164730321575485,-0.0592788105000003
Mobile_gene2:Condition2:2.0,-1.046012636997229,0.0878188514999998
Mobile_gene2:Condition2:3.0,0.6432077522212761,-0.0261736094999998
Mobile_gene2:Condition2:4.0,-1.0136681478002405,-0.0023664315000004
Muconate:CJ522_fructose:1.0,0.6530578213486603,-0.5527711316666668
Muconate:CJ522_fructose:2.0,1.265292566747688,-1.2569924266666668
Muconate:CJ522_fructose:3.0,1.1147051317091257,-0.2132741616666669
Muconate:CJ522_fructose_glucose:1.0,-2.7454984986540443,-1.015491026666667
Muconate:CJ522_fructose_glucose:2.0,-1.668771018313583,-0.580785448666667
Muconate:CJ522_fructose_glucose:3.0,0.8946015264399196,-0.8791874046666672
Muconate:CJ522_fructose_glucose_gluconate:1.0,-3.111227656024555,0.0750125063333326
Muconate:CJ522_fructose_glucose_gluconate:2.0,-3.082002061450277,-0.2249244666666667
