,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
18,Stress Time Course__C30,-16.363449636349998,0.3860556814232884,2.0,55.0,-16.0904670461,56.0,-16.6364322266,,,,,,,,,,,,
19,Stress Time Course__C90,-10.961794141750001,0.37591101644360414,2.0,57.0,-11.2276033706,58.0,-10.6959849129,,,,,,,,,,,,
20,Biofilm__BI,1.3574444940000001,2.779636944086194,2.0,59.0,-0.6080556384,60.0,3.3229446264,,,,,,,,,,,,
21,Biofilm__BC,-13.1280619275,1.5108424394503932,4.0,61.0,-10.9737102833,62.0,-14.415129983,63.0,-13.266687593,64.0,-13.8567198507,,,,,,,,
22,Biofilm__Sw,-0.10550813450000007,1.6097112575981825,2.0,65.0,-1.2437458805000001,66.0,1.0327296115,,,,,,,,,,,,
23,Life Cycle__BT,-6.9599335121,1.171985370454776,2.0,67.0,-6.1312147092,68.0,-7.788652315,,,,,,,,,,,,
24,Life Cycle__B36,-2.7957712317,0.3344610770146287,2.0,69.0,-2.5592715361,70.0,-3.0322709273,,,,,,,,,,,,
25,Life Cycle__B60,-4.01382726005,0.6417721104138003,2.0,71.0,-3.5600258488,72.0,-4.4676286713,,,,,,,,,,,,
26,M9__M9exp,0.0,0.42700982154747646,3.0,73.0,0.0716908665,74.0,-0.4583175654,75.0,0.3866266989,,,,,,,,,,
27,M9__M9tran,3.465101762066667,0.8438700645618943,3.0,76.0,2.8978550372000003,77.0,4.4348665463,78.0,3.0625837027,,,,,,,,,,
28,M9__M9stat,-10.625668990300001,1.115075045260325,3.0,79.0,-11.8741373414,80.0,-10.2741754219,81.0,-9.7286942076,,,,,,,,,,
29,Supplement__M+G,2.027339748033333,2.013394278414327,3.0,82.0,4.3241438673,83.0,0.5670488482,84.0,1.1908265286,,,,,,,,,,
30,Supplement__Glu,-2.854316127266666,0.4283947896338403,3.0,85.0,-2.3753584827,86.0,-2.9866885687,87.0,-3.2009013304,,,,,,,,,,
31,Supplement__Fru,-4.173465805833334,5.397119236079669,3.0,88.0,-10.275090506,89.0,-0.024232743,90.0,-2.2210741685,,,,,,,,,,
32,Supplement__Mal,1.5925223051,2.7748625515561076,3.0,91.0,4.7390282615,92.0,-0.5046461050000001,93.0,0.5431847588000001,,,,,,,,,,
33,Supplement__G+S,-5.96381213865,1.1971427130560581,2.0,94.0,-5.1173044082,95.0,-6.8103198691,,,,,,,,,,,,
34,Supplement__Pyr,-1.4656249342666667,0.3567025817450154,3.0,96.0,-1.6780813760000002,97.0,-1.0538096929,98.0,-1.6649837339,,,,,,,,,,
35,Supplement__Gly,-5.8061166384,2.086116486680031,3.0,99.0,-5.312263752,100.0,-4.0112389796,101.0,-8.0948471836,,,,,,,,,,
36,Supplement__Glucon,-8.595510365066668,1.0938290995555213,3.0,102.0,-7.6886544336,103.0,-8.2875768275,104.0,-9.8102998341,,,,,,,,,,
37,Stressors__aero,9.102850375233333,4.181924319279467,3.0,105.0,4.4733645024,106.0,12.6068731051,107.0,10.2283135182,,,,,,,,,,
38,Stressors__nit,0.6587412770333333,0.6626423919936261,3.0,108.0,1.0018930892,109.0,-0.10510151570000001,110.0,1.0794322576,,,,,,,,,,
39,Stressors__ferm,4.7880234252,1.2314787470013389,3.0,111.0,5.4776059085,112.0,3.3662470846,113.0,5.5202172825,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,1.5956777064,,1.0,114.0,1.5956777064,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,3.6051411233,,1.0,115.0,3.6051411233,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,5.9546185649000005,,1.0,116.0,5.9546185649000005,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,8.0654720223,,1.0,117.0,8.0654720223,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,13.5096183168,,1.0,118.0,13.5096183168,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,15.0372186247,,1.0,119.0,15.0372186247,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,21.7234964708,,1.0,120.0,21.7234964708,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,21.4304270072,,1.0,121.0,21.4304270072,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,27.1566467966,,1.0,122.0,27.1566467966,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,23.0582937122,,1.0,123.0,23.0582937122,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,18.566218807,,1.0,124.0,18.566218807,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,14.2898994663,,1.0,125.0,14.2898994663,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,15.1042312312,,1.0,126.0,15.1042312312,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,13.4884154212,,1.0,127.0,13.4884154212,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,12.2323910547,,1.0,128.0,12.2323910547,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,10.889097166300001,,1.0,129.0,10.889097166300001,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,6.0919875607,,1.0,130.0,6.0919875607,,,,,,,,,,,,,,
57,Stressors__HPh,-4.337157742,0.5877066442923603,3.0,131.0,-5.0055118377,132.0,-3.9011170509,133.0,-4.1048443374,,,,,,,,,,
58,Stressors__LPh,-6.9635585531,0.6608881590409266,3.0,134.0,-7.6024894087,135.0,-6.2827087315,136.0,-7.0054775191,,,,,,,,,,
59,Stressors__LPhT,-17.4830610362,1.4016743473803142,3.0,137.0,-19.0592886197,138.0,-17.013256732,139.0,-16.3766377569,,,,,,,,,,
60,Stressors__SMMPr,7.516507255933334,1.192073295183224,3.0,140.0,6.1434186721,141.0,8.1193285116,142.0,8.2867745841,,,,,,,,,,
61,Stressors__HiTm,-13.072582865733333,0.80037370901645,3.0,143.0,-13.5347155601,144.0,-13.5346421231,145.0,-12.148390914,,,,,,,,,,
62,Stressors__LoTm,-4.337806653333334,0.23844809336690764,3.0,146.0,-4.0625719045,147.0,-4.4818945769,148.0,-4.4689534786,,,,,,,,,,
63,Stressors__HiOs,-2.5819260829333333,0.9813694390969528,3.0,149.0,-2.2851273968,150.0,-3.6774362331,151.0,-1.7832146189,,,,,,,,,,
64,Stressors__BMM,-9.447728542599998,0.4070817216865864,3.0,152.0,-9.674606941,153.0,-9.6908144791,154.0,-8.9777642077,,,,,,,,,,
65,Stressors__Heat,-19.612089562833333,0.24746706918110675,3.0,155.0,-19.3871961554,156.0,-19.8772031156,157.0,-19.5718694175,,,,,,,,,,
66,Stressors__Cold,5.527006177733334,0.9302050234691469,3.0,158.0,4.8265583179,159.0,6.5824329029,160.0,5.1720273124,,,,,,,,,,
67,Stressors__Etha,4.918235765066666,1.9096463057885196,3.0,161.0,6.2026067943,162.0,2.7237802006000003,163.0,5.8283203003,,,,,,,,,,
68,Stress Time Course__SMM,-0.3659470976333334,0.7221500975851395,3.0,164.0,-0.2991751445,165.0,0.3204980818,166.0,-1.1191642302,,,,,,,,,,
69,Stress Time Course__Salt,29.508427332599997,0.8588231770249458,3.0,167.0,29.2701941879,168.0,28.793870722,169.0,30.4612170879,,,,,,,,,,
70,Stress Time Course__Mt0,-4.641266599550001,1.2960361555466797,2.0,170.0,-3.7248306453,171.0,-5.5577025538000004,,,,,,,,,,,,
71,Stress Time Course__M0t45,-4.729327285433333,5.489561870467929,3.0,172.0,-8.7984327102,173.0,1.5143910582,174.0,-6.9039402042999996,,,,,,,,,,
72,Stress Time Course__M0t90,-14.580975921866667,0.921497797622764,3.0,175.0,-15.6122484236,176.0,-14.2923109498,177.0,-13.8383683922,,,,,,,,,,
73,Stress Time Course__M40t45,-6.734645560133333,2.1634037063730163,3.0,178.0,-7.8686637553,179.0,-4.2399908399,180.0,-8.0952820852,,,,,,,,,,
74,Stress Time Course__M40t90,-13.867259154866668,0.5911989828995043,3.0,181.0,-13.2317937689,182.0,-13.9689963738,183.0,-14.4009873219,,,,,,,,,,
75,Stress Time Course__dia0,-4.1159971112,1.0087011704367261,3.0,184.0,-3.0493147846,185.0,-4.2442214249,186.0,-5.0544551241,,,,,,,,,,
76,Stress Time Course__dia5,-3.806587319166667,7.938392848443365,3.0,187.0,5.2267636526,188.0,-6.9752981608999995,189.0,-9.6712274492,,,,,,,,,,
77,Stress Time Course__dia15,-14.0579289283,3.0501231928000796,3.0,190.0,-15.5952899979,191.0,-16.0334499527,192.0,-10.5450468343,,,,,,,,,,
78,Stressors__Diami,-4.549576195166666,2.4962474557303467,3.0,193.0,-4.4819164454,194.0,-2.0878464176,195.0,-7.0789657225,,,,,,,,,,
79,Stressors__Paraq,-9.268892897299999,0.8606764790829131,3.0,196.0,-9.4875814919,197.0,-8.3199680645,198.0,-9.9991291355,,,,,,,,,,
80,Stressors__H2O2,-6.808814362266666,1.0733889681746915,3.0,199.0,-7.2378515031,200.0,-5.5872658887,201.0,-7.601325695,,,,,,,,,,
81,Stressors__Oxctl,-6.835587790233333,0.7891751764174116,3.0,202.0,-7.4444307853,203.0,-7.1183460902,204.0,-5.9439864952,,,,,,,,,,
82,Carbon Transition__GM-0.1,-3.0280686515333337,0.7790669608417933,3.0,205.0,-3.3697070776,215.0,-3.5779489035000003,225.0,-2.1365499735,,,,,,,,,,
83,Carbon Transition__GM-0.2,-3.705533155266666,1.6674792568778194,3.0,206.0,-4.2259269063,216.0,-5.0507582897,226.0,-1.8399142698,,,,,,,,,,
84,Carbon Transition__GM+5,0.9017018832666667,1.025108370961104,3.0,207.0,1.0106604789,217.0,-0.1735336002,227.0,1.8679787711,,,,,,,,,,
85,Carbon Transition__GM+15,-6.6482589419,1.9953658435614732,3.0,208.0,-5.1506419189,219.0,-8.9134256858,229.0,-5.880709221,,,,,,,,,,
86,Carbon Transition__GM+25,-6.630272380666667,2.155347822797717,3.0,209.0,-4.1880357786,220.0,-7.4364997058,230.0,-8.2662816576,,,,,,,,,,
87,Carbon Transition__GM+45,-3.7449951043666663,1.5208701928235817,3.0,210.0,-2.4692684104,221.0,-3.3376612474,231.0,-5.4280556553,,,,,,,,,,
88,Carbon Transition__GM+60,-4.502304804033333,1.1871482752768818,3.0,211.0,-3.2598852725,222.0,-4.6219008656,232.0,-5.625128274,,,,,,,,,,
89,Carbon Transition__GM+90,-2.8012753553666667,1.298345560473977,3.0,212.0,-1.5967151325,223.0,-2.6305889756000003,233.0,-4.176521958,,,,,,,,,,
90,Carbon Transition__GM+120,-2.38653221195,0.831730663738102,2.0,213.0,-1.7984098195,234.0,-2.9746546044,,,,,,,,,,,,
91,Carbon Transition__GM+150,0.6584704655333334,1.7884197943648044,3.0,214.0,2.2330814606000002,224.0,-1.2859415619,235.0,1.0282714979,,,,,,,,,,
92,Carbon Transition__GM+10,-3.8943906749500004,0.7377044032510606,2.0,218.0,-4.416026461,228.0,-3.3727548889,,,,,,,,,,,,
93,Carbon Transition__MG-0.1,-5.9414589183999995,0.4461998499310625,3.0,236.0,-5.6152617754000005,244.0,-5.7591723802,254.0,-6.4499425996,,,,,,,,,,
94,Carbon Transition__MG+5,-3.7526748623666664,1.2245222025157259,3.0,237.0,-2.9048741951,246.0,-3.1965853257,256.0,-5.1565650663,,,,,,,,,,
95,Carbon Transition__MG+10,-3.900102469833333,1.7624383847522718,3.0,238.0,-2.5061789167,247.0,-3.3129607046,257.0,-5.8811677882,,,,,,,,,,
96,Carbon Transition__MG+15,-2.3837843967,0.9548637560945957,3.0,239.0,-1.6971510079,248.0,-1.979996189,258.0,-3.4742059932,,,,,,,,,,
97,Carbon Transition__MG+25,-1.7003373287333332,1.3691169224300603,3.0,240.0,-0.2793155983,249.0,-1.8108447952,259.0,-3.0108515927,,,,,,,,,,
98,Carbon Transition__MG+45,-1.7954499647000002,1.2008783959533162,3.0,241.0,-0.42191667600000005,250.0,-2.3174026215,260.0,-2.6470305966,,,,,,,,,,
99,Carbon Transition__MG+120,1.4549589974666668,2.2563449630354793,3.0,242.0,0.9902405927000001,253.0,3.9074804001,263.0,-0.5328440004,,,,,,,,,,
100,Carbon Transition__MG+150,-1.97887713955,1.7318545085864858,2.0,243.0,-0.7542710725,264.0,-3.2034832066,,,,,,,,,,,,
101,Carbon Transition__MG-0.2,-6.59527669535,1.3143751155807488,2.0,245.0,-5.6658731381,255.0,-7.5246802526,,,,,,,,,,,,
102,Carbon Transition__MG+60,-2.1688056239,0.9378232356748557,2.0,251.0,-1.5056644544,261.0,-2.8319467934,,,,,,,,,,,,
103,Carbon Transition__MG+90,-1.6391426338000001,0.5027276986419077,2.0,252.0,-1.283660469,262.0,-1.9946247986,,,,,,,,,,,,
