,-0.08448998466430623,-0.06336748849822967,-0.042244992332153106,-0.021122496166076546,1.3877787807814457e-17,0.021122496166076574,0.04224499233215313,0.0633674884982297,0.08448998466430625,0.10561248083038281,0.12673497699645936,0.14785747316253595,0.16897996932861248,0.190102465494689,0.2112249616607656,0.23234745782684219,0.2534699539929187,0.27459245015899525,0.29571494632507184,0.3168374424911484
thresh,-0.0950512327473445,0.0950512327473445,33,,,,,,,,,,,,,,,,,
unreg,0,2,32,527,2547,469,25,4,2,0,0,0,0,0,0,0,0,0,0,0
Fnr,0,0,1,20,97,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF,0,1,1,16,74,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis,0,0,2,7,61,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NsrR,0,0,0,8,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FlhDC,0,0,0,15,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NarL,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and IHF,0,0,0,6,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and Fis,0,0,0,3,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and NsrR,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and FlhDC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and NarL,0,0,0,7,16,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF and Fis,0,1,0,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF and NsrR,0,0,0,1,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NarP and NarL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis and FlhDC,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis and NarL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, NarP, and NarL",0,0,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarP, Fis, NsrR, and NarL",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, Fis, and NsrR",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, NarP, and NarL",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, and NarL",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, Fis, and NarL",0,0,0,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, Fis, and NarL",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, NarP, FlhDC, and NarL",0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, Fis, and FlhDC",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IHF, NsrR, and FlhDC",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, NarP, Fis, and NarL",0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, NarP, NsrR, and NarL",0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, and NsrR",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, and Fis",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarP, Fis, and NarL",0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, NarP, Fis, NsrR, FlhDC, and NarL",0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fnr_genes,[],[],['cheY'],"['thrA' 'feoC' 'caiE' 'yfcZ' 'rpmC' 'feoB' 'nrdG' 'nrdD' 'ynfK' 'cheZ'
 'cheR' 'garL' 'yffS' 'gcvT' 'hyfE' 'rplP' 'fixA' 'focB' 'ung' 'cydA']","['gadW' 'rpsS' 'trmD' 'argK' 'glnD' 'xdhB' 'aldA' 'rplB' 'entF' 'ydeJ'
 'cheB' 'scpA' 'hyfI' 'uraA' 'emrY' 'arcA' 'ymjE' 'sdhA' 'rplS' 'mltA'
 'hyfB' 'fumC' 'hyfD' 'rplV' 'rimM' 'feoA' 'iraM' 'hyfF' 'rpsC' 'rpsQ'
 'ortT' 'ysgA' 'aer' 'sdhC' 'hyfR' 'zwf' 'ybdN' 'scpB' 'rplD' 'malQ'
 'acrE' 'uxaA' 'purN' 'rplW' 'hyfH' 'pykA' 'gdhA' 'hyfJ' 'garK' 'aspC'
 'tap' 'tar' 'rplC' 'bcsZ' 'scpC' 'yibN' 'cadC' 'sdhD' 'caiB' 'hyfC'
 'emrK' 'uxaC' 'tpx' 'amtB' 'pepT' 'ompX' 'gcvH' 'rpsJ' 'puuA' 'upp'
 'gcvP' 'puuP' 'pdhR' 'soxS' 'katG' 'xdhC' 'sdhB' 'fixC' 'soxR' 'aroP'
 'caiA' 'hyfA' 'nac' 'fumA' 'garP' 'caiD' 'bcsB' 'ybdZ' 'msrB' 'rpsP'
 'caiC' 'hyfG' 'garR' 'ravA' 'malP' 'gapC' 'cydB']","['ydfZ' 'ychO' 'acrF' 'narL' 'narX' 'fes' 'ackA' 'xdhA' 'pdeF' 'glnK'
 'gnd' 'moaE' 'iraD' 'dcuC' 'purM' 'fixB' 'pitA' 'ycaC' 'fixX' 'caiT'
 'viaA' 'moaC' 'moaA' 'fepE' 'garD' 'moaB' 'acnA' 'nfeR' 'moaD' 'ccp']",['ydfO'],[],[],[],[],[],[],[],[],[],[],[],[],[]
