,A,NsrR,Fis,Fnr,NarP,flhD,NarL,ihfB
ros_tale__1_1_750pq__2,7.237463447423271,3.0204298780000003,-1.8253976990000016,-0.1400300820000009,0.4366753150000005,-0.09833269300000058,-1.7726852084999996,-0.6581965830000005
ros_tale__1_2_0pq__1,7.635155328090908,4.026490957,-0.02273321700000075,-0.7469103590000009,0.6134263210000004,1.4166037419999995,-2.2244668655,-1.1304818590000014
ros_tale__1_2_0pq__2,7.526253754774317,4.246056697,0.2642400899999995,-0.4607050050000012,0.596874757000001,1.869598019,-2.3924394714999995,-1.0979514990000006
ros_tale__1_2_250pq__1,9.524701518765475,4.107775326999999,-0.25937967800000017,-0.5614698010000012,0.5554992110000008,1.5243275589999996,-2.1940850795,-0.7678107230000002
ros_tale__1_2_250pq__2,10.586921387872325,3.65612155,-0.3863759520000016,-0.6291280470000018,0.2813953230000008,1.11650689,-1.8264850234999999,-0.5014282960000003
ros_tale__1_2_750pq__1,9.73520582026379,3.888920127999999,-0.8260008180000007,-0.5068758120000005,0.4265214670000006,1.3884233219999995,-1.7433209995,-0.5396704150000016
ros_tale__1_2_750pq__2,9.4977363545398,4.252979794,-0.924568926000001,-0.4695970820000017,0.700414459000001,1.4351920729999996,-2.1714816835,-0.4184585450000018
ros_tale__1_3_0pq__1,11.533454966247724,2.6791846009999998,-1.2421107000000011,-1.7787047730000012,0.6494614849999998,0.2232683759999992,-1.7995051445000003,0.4144101549999988
ros_tale__1_3_0pq__2,11.955924294061523,2.5483101109999997,-1.3628868940000007,-1.874588590000001,0.5500920790000015,0.37018481299999983,-1.6596569795000002,0.4207752549999988
ros_tale__1_3_250pq__1,8.962930454533227,2.4000515139999994,-0.7988855109999999,-0.8703407090000024,1.1385341900000006,0.9031894740000012,-2.1305453955,-0.09119649500000017
ros_tale__1_3_250pq__2,9.56666004077824,2.376437446999999,-1.3571465949999997,-0.9554763430000008,1.0703833240000007,0.1936185850000003,-1.6237211205000002,0.18637689499999865
ros_tale__1_3_250pq__3,8.875002805453903,2.687987368,-1.155846760000001,-1.0004178030000013,1.5617586840000008,0.395490144,-1.571112017499999,-0.25625172500000026
ros_tale__1_3_250pq__4,7.3393625658246275,2.150974537999999,-0.4887705350000005,-0.6838976960000007,1.854934506,0.6030434329999999,-1.3911057424999995,0.16089092499999855
ros_tale__1_3_750pq__1,7.1552751011087645,2.923027392,-0.39445776100000174,-0.9480534160000004,1.1722384580000007,0.4037278619999993,-2.0511425955,-0.5423704530000002
ros_tale__1_3_750pq__2,8.460334298946718,2.899324476999998,-0.4870691490000016,-0.9457819960000008,1.1351607570000004,0.17986083599999958,-2.0115204375,-0.4106519150000008
ros_tale__1_4_0pq__1,12.185055329724095,2.7368469689999997,-1.1364775700000005,-1.9003157510000008,1.1868398000000004,0.2903706750000001,-0.8314362334999998,0.7322895249999988
ros_tale__1_4_0pq__2,11.734746843695536,2.7588839489999994,-1.288805471,-1.9069165040000016,1.0432991440000017,0.4927540279999994,-0.9146237704999997,0.4307701549999994
ros_tale__1_4_250pq__1,13.05712521932328,2.7644497219999997,-0.8338684610000016,-1.4960609020000015,1.2702448370000008,0.3055919969999996,-0.4885653424999994,0.39407791499999867
ros_tale__1_4_250pq__2,13.18089838681314,2.8356466219999987,-0.943310405,-1.7788410200000015,0.7608017290000015,-0.15735230399999978,-0.7313105465000005,-0.033236975000001216
ros_tale__1_4_750pq__1,8.600794173408495,3.056922599,-0.228900212000001,-1.3624810130000018,1.3323804710000005,-0.6223631980000004,-1.2248396305,-0.0832875650000009
ros_tale__1_4_750pq__2,12.195904890934573,3.735463352,-0.29251746200000106,-1.310339443000002,0.8383681430000012,-0.002356349000001145,-1.248474612499999,-0.4445194470000011
ros_tale__1_4_750pq__3,9.345863036403138,3.3294295290000004,-0.7185369170000016,-0.6301287150000014,1.2861149130000005,-1.7648034150000005,-1.1090555945,0.36094371499999933
ros_tale__1_4_750pq__4,11.432857603761065,4.235539097,-1.76310051,-0.7915381390000018,0.4741654010000005,-0.9967113540000004,-0.9898636015000006,-0.0008650550000002255
ros_tale__2_mid_250pq__1,1.2575399402003409,1.3954452859999993,-0.29239659700000153,-0.674096929000001,0.5432145910000008,1.130108675999999,0.002900199499999978,0.5566811749999996
ros_tale__2_mid_250pq__2,1.2419264028976609,1.0643709669999994,-0.031356612000001505,-0.7700295950000005,0.4642122520000002,1.29020916,-0.2337367724999995,0.044054444999998665
ros_tale__2_0_0pq__1,3.878782169656884,4.45458236,-1.1901711510000013,-1.0332000470000011,-0.6506409069999988,-1.5303754510000005,-1.7621037475000003,0.15041881499999832
ros_tale__2_0_0pq__2,4.240767919357303,4.34558358,-1.3917865700000007,-1.2030837790000015,-0.7198957779999997,-1.4755490720000002,-1.6079884074999995,0.2961731849999989
ros_tale__2_0_250pq__1,0.9151019702080142,0.041072424999998525,0.28258660599999885,-0.8948849500000016,-1.494039999,1.4265584459999996,-0.8817618314999995,-0.5350269250000004
ros_tale__2_0_250pq__2,1.183230985146487,-0.012503700999999978,0.36480556099999895,-0.9689770120000016,-1.122601464999999,1.3714597050000004,-1.0448200934999994,-0.4748101150000004
ros_tale__2_0_750pq__1,6.133167103033514,4.0095973030000005,-1.109809858000002,-0.641609003000001,-0.628308281999999,-1.0066363020000004,-1.2761237974999995,0.6769577349999985
ros_tale__2_0_750pq__2,6.22676970086155,3.863701227,-1.2697995020000017,-0.5827253830000014,-0.5534496599999992,-1.979696075,-1.2702009665,0.7600181149999994
ros_tale__2_1_0pq__1,3.801387926564196,4.461692278999999,-0.3910662570000003,-0.004000038000000927,-1.671004492999999,1.3234099539999995,-2.2131058125000003,-0.8659966050000012
ros_tale__2_1_0pq__2,2.2727148515851154,4.315319832,-0.3973918040000015,-0.2982868750000005,-1.756724384,1.081899625,-2.1104281645,-0.9510845130000014
ros_tale__2_1_250pq__1,2.1825783473330302,4.134550742,-1.7001642190000013,-0.3908430820000017,-0.7606851269999995,-1.1137834330000018,-1.5516010224999992,-0.8926500670000017
ros_tale__2_1_250pq__2,2.474481503749714,3.933542616999999,-1.8725659300000004,-0.35773280200000107,-1.093481260999999,-0.7836634299999998,-1.6620210774999995,-0.6502119170000018
ros_tale__2_1_750pq__1,1.6126114262571585,4.005835143999999,-1.9578167610000008,-0.11330932800000147,-1.0069392109999995,-0.9310844130000008,-1.6107359365000002,-0.4490783360000013
ros_tale__2_1_750pq__2,2.483682255526767,4.330570079999998,-1.6044757110000007,-0.34476941800000205,-0.7281257859999997,-0.9780242820000008,-1.8849882575,-0.7560188510000003
ros_tale__2_1_750pq__3,1.8438478913762768,4.602493522,-1.0648551210000008,-0.2464773900000008,-1.1960046959999993,-0.5476436740000006,-2.1288456344999998,-0.9738206110000008
ros_tale__2_2_0pq__1,2.808040844143046,4.837429942,0.07697432599999843,-0.8299582590000014,-2.3294870029999992,2.115024469,-2.4249442675,-0.8101516240000013
ros_tale__2_2_0pq__2,1.7698281439553931,4.519126242,-0.7949919610000009,-0.8454112730000016,-1.5714040539999994,0.1123052229999999,-1.6811806305,-0.8215792280000009
ros_tale__2_2_250pq__1,2.789596321399371,4.538795892,0.11033218799999922,-0.6476073540000016,-2.1139939819999998,1.9214321069999996,-2.4917287644999995,-0.6815045200000007
ros_tale__2_2_250pq__2,2.5465239816295844,4.981030082,-0.5383455380000015,-0.6126834980000009,-1.93045723,0.3266296769999997,-2.3300522655,-1.0306508920000006
ros_tale__2_2_750pq__1,1.999185137623114,4.953561801999999,-0.7730443090000012,-0.6184409880000015,-1.8318441979999995,0.5376027819999996,-1.8987000375000005,-0.9141063800000016
ros_tale__2_2_750pq__2,1.9228036373235389,4.799408562,0.07180531199999862,-0.6966102150000015,-1.1283853739999996,1.539808261999999,-1.5359188825,-0.3966197850000004
ros_tale__2_3_0pq__1,3.29120657049507,5.040676152,-0.4883917380000007,-0.24007157800000198,-1.5617925209999992,-1.1623105980000004,-1.8181148945,-1.1432706060000015
ros_tale__2_3_0pq__2,4.038461607872752,4.763882222,-0.4886142430000007,-0.5949751230000011,-1.6364570269999978,-1.6662523300000005,-2.0019324365,-0.5396704520000011
ros_tale__2_3_250pq__1,3.2244566567053137,4.664151261999999,-0.9212534760000004,-0.5962753010000004,-1.5655443249999994,-1.7821575770000004,-2.3994855025,-0.4605642280000009
ros_tale__2_3_250pq__2,2.6111216950091056,5.084500311999999,-1.3410489170000002,-0.16395242800000176,-1.4882251809999998,-1.929613847,-3.0048782075,-1.3851055860000017
ros_tale__2_3_750pq__1,3.79221325870717,4.635987781999999,-0.822794634000001,-0.10994565100000032,-1.3969231859999995,-1.7635199640000003,-2.1174233595,-0.6647747530000014
ros_tale__2_3_750pq__2,4.735138948663442,4.618518282,-0.7322588760000013,-0.3576800360000014,-1.680945942999999,-2.006521052,-2.5786150995000003,-0.6939882440000016
ros_tale__3_0_0pq__1,5.617165301147154,5.569879342,-0.16598346900000038,-0.021811511000001005,-0.027962001999998883,1.1611846640000012,-2.0453695115,-0.8597776440000011
ros_tale__3_0_0pq__2,6.1490248656765525,5.314773252,-0.16737619200000076,0.1209169449999994,0.1149623040000014,1.0848906740000013,-2.2734699155,-0.8969574320000007
ros_tale__3_0_250pq__1,9.053509779831248,4.894306481999999,-1.0194024080000013,0.583430697999999,-0.4615934729999998,0.9954893269999996,-1.5536719334999995,-0.7157152090000007
ros_tale__3_0_250pq__2,7.955389357842273,4.673784742,-0.8759214550000003,0.6844449279999996,-0.4138114259999997,1.1178130519999998,-1.5475424205,-0.8278185830000009
ros_tale__3_0_750pq__1,7.505262523601706,3.7141560609999984,-2.8642874730000014,2.044364117999999,-0.13086222899999903,-3.667618203,-0.7174491485000001,1.0848845849999993
ros_tale__3_0_750pq__2,7.429204479407062,3.8127806899999994,-2.8173003160000007,2.0072407479999987,0.004959072000001008,-3.538598843,-0.9698444615,1.1105349249999996
ros_tale__3_1_0pq__1,6.887137800519956,4.676268892,0.2247291539999985,0.8087902079999996,-1.7606331029999989,0.5807143720000001,-2.1821245595,-1.2394694250000011
ros_tale__3_1_0pq__2,5.29552332075173,5.231715491999999,0.5036187429999988,-0.15626136300000049,-1.5855482609999996,1.7854672329999994,-1.8952417805,-0.9061142330000004
ros_tale__3_1_250pq__1,5.24372246452052,5.316867362,0.3095451519999983,0.05210373499999932,-1.3427232289999995,1.554847134,-2.3755801425,-0.664380941000001
ros_tale__3_1_250pq__2,5.426303769324206,5.311058471999999,0.4470179099999996,-0.1814581300000011,-1.341281810999999,2.0001436959999994,-2.0647630664999994,-0.7515438030000006
ros_tale__3_1_750pq__1,5.256491140161917,5.507221101999999,-0.5357649620000018,0.8123256179999991,-1.4595902589999996,1.0990721540000001,-2.5820372785,-0.5822830690000007
ros_tale__3_1_750pq__2,5.3269216718839445,5.438681561999999,0.4945159529999987,0.1798249719999987,-1.2581222899999993,2.0547169069999995,-2.2520674645,-0.6685993090000011
ros_tale__3_2_0pq__1,4.940280084823034,1.6371223709999994,-0.6195766190000018,0.5296092979999987,0.14887456900000107,1.5669608009999996,-0.8554140595000002,0.6099334249999995
ros_tale__3_2_0pq__2,4.678054484878087,1.692258676999999,-0.6452215600000013,0.4875684279999994,0.09972493800000047,1.6341993359999991,-1.0307259295,0.5490627649999986
ros_tale__3_2_0pq__3,4.142551030547311,2.2023944009999994,-0.4610028290000017,0.3922573579999984,0.5592668230000006,1.6683898330000002,-1.0543742515000003,0.2003355649999996
ros_tale__3_2_0pq__4,3.5862909090053563,2.3896623929999987,-0.4854341410000007,0.3502411479999985,0.47280730600000004,1.5710511459999994,-0.9881753884999984,0.21333680499999907
ros_tale__3_2_250pq__1,8.280484492345662,4.30674893,0.0023578959999994713,0.9029290279999992,-0.7862560049999994,-1.915155968,-2.0783476535,-0.1016371550000006
ros_tale__3_2_250pq__2,6.99068037739763,5.160813632,0.9959623929999992,0.6096105479999991,-0.4528927719999993,-1.4207847940000002,-2.0746081034999992,-0.4974436600000018
ros_tale__3_2_750pq__1,8.51165832692323,5.494272872000001,-0.6640191860000009,0.6418914279999992,-0.5224396909999998,-1.852498172,-2.1275063915,-1.2498803800000005
ros_tale__3_2_750pq__2,5.580202205136176,5.280563451999999,0.4854673019999982,0.6362542679999983,-0.8069932049999995,-2.3286708540000003,-2.3579970185,-1.0981923300000016
ros_tale__3_3_0pq__1,5.883180103555867,5.209799031999999,-1.4551394260000006,-0.06992816900000065,-0.5874531549999995,1.019626883,-1.8370052495,-0.10574536500000063
ros_tale__3_3_0pq__2,6.022129598830498,5.2233625219999995,-1.765930893000001,-0.35693888800000195,-0.26153147099999874,1.283204540999999,-1.7173618164999995,-0.10138283500000078
ros_tale__3_3_0pq__3,5.217287996153694,5.189007812,-1.5552157810000011,-0.20300362200000066,-0.5947065509999998,0.7258731310000002,-1.7870395075000003,-0.14054390500000125
ros_tale__3_3_0pq__4,5.937491636197835,5.216530922,-1.9484199930000008,-0.5671932900000005,-0.2691165829999997,1.1437955750000004,-1.6567116115000005,-0.15111671500000054
ros_tale__3_3_250pq__1,4.09867310021135,4.629707121999999,-0.2827303810000004,0.17681958499999872,-1.7736283379999995,0.4990558909999994,-2.4111822805000003,-0.2845421150000007
ros_tale__3_3_250pq__2,4.589102076864566,4.535611831999999,-0.5957009700000011,-0.014051734000000593,-1.985994303,0.3028116750000001,-2.2699596575000003,-0.2187099750000012
ros_tale__3_3_750pq__1,4.843136721801534,4.087333139,-0.5244724420000004,0.16454690599999822,-1.9739773489999992,0.5250592869999995,-2.3179693285,0.05928978499999892
ros_tale__3_3_750pq__2,5.175902085395151,4.156176381,-0.14586545800000114,0.049420889999998614,-1.7869939409999995,0.3702843619999996,-2.0950462524999995,0.08908384499999933
ros_tale__3_4_0pq__1,9.372903799859062,4.863717572,0.7055890429999998,1.140941987999998,-0.32164411199999954,-1.2201661390000007,-2.3321637484999997,-0.5184502370000015
ros_tale__3_4_0pq__2,9.006517019994078,4.908970351999999,0.7775984329999996,1.045733607999999,-0.21660716099999888,-1.1946168579999998,-2.4009682345,-0.4754345670000006
ros_tale__3_4_250pq__1,9.445704434026425,5.516599692000001,0.35780710299999896,1.6871186179999995,-0.2936170019999995,-0.709182255,-2.9070275735,-0.8697443310000015
ros_tale__3_4_250pq__2,11.096831398573723,5.797296702,-0.9670388720000016,1.9246012179999996,-0.4686857009999992,-1.0204325280000006,-2.7011237664999994,-1.050985093000001
ros_tale__3_4_750pq__1,9.676012608674975,4.270819739999999,0.7486870029999988,1.2535135879999988,-0.5844309399999991,-1.0602684830000006,-2.5270212165,-0.7252045100000011
ros_tale__3_4_750pq__2,8.71388154710974,4.8793943319999995,0.7637364329999983,1.4200948579999988,-0.3607269229999997,-0.7204932920000005,-2.6169661445,-0.7641835720000003
pcoli__atASMT_325G__1,0.7868202851091033,0.6402289879999996,-0.011270601000001434,-0.4602264240000018,-0.15391931499999956,-0.18578411200000036,-0.5945350324999996,0.2294886849999997
pcoli__atASMT_325G__2,1.2802857983001483,0.6667890829999994,-0.17708870100000065,-0.4407618760000016,-0.4103577159999992,-0.13793855900000018,-0.6742076345000001,0.2382061749999984
pcoli__bpTDC__1,1.8156609868008813,0.5878520819999995,-0.4755020340000016,-0.3905470610000013,0.019641852000000348,-0.3423745970000001,-0.42577327849999946,0.5143308249999983
pcoli__bpTDC__2,1.6674288996361253,0.5846891079999992,-0.574761542000001,-0.33950688700000065,-0.16313849400000002,-0.257552392,-0.6019739854999999,0.3707379249999985
pcoli__BRCA__1,0.7451367578266793,0.25135983800000083,0.05125302099999906,-0.43615873400000105,-0.12725835599999868,0.23428068699999915,-0.8740727555000003,0.08331476499999901
pcoli__BRCA__2,1.0794303879849905,0.4179605709999992,0.08475666699999884,-0.4686541300000009,0.060138943000001006,0.18802467400000025,-1.0234973265000002,0.06908284499999873
pcoli__BRCActrl__1,1.8938555199368112,0.8257220669999992,-0.8897437740000012,-0.4039888910000009,-0.029671627999999117,-0.6308251839999999,-0.5740491795000002,0.1894734949999997
pcoli__BRCActrl__2,1.9871723175001463,0.8673600939999995,-1.4100773350000004,-0.4444890530000016,-0.11711174599999907,-0.5936825780000001,-0.5252165024999993,0.13358924499999958
pcoli__BRCAswap__1,0.8867342845036245,0.6586801230000008,-0.4419232040000001,-0.5007945340000006,-0.4710295979999994,-0.31695103699999994,-0.3716597765000005,0.9174961749999984
pcoli__BRCAswap__2,1.1269619748761803,0.7489586759999991,-0.4374183030000012,-0.5053284840000014,-0.380978475,-0.14393572,-0.2293440545000003,1.0355499849999994
pcoli__btAANAT__1,0.4947618293666764,0.4820343439999997,-0.1902323490000004,-0.4664706570000003,-0.8017523159999991,-0.22435674000000014,-0.4059400894999996,0.5520848149999988
pcoli__btAANAT__2,1.26480573156574,0.6679323299999984,-0.3301792490000004,-0.3767592230000005,-0.7643708419999989,-0.2786531850000005,-0.31513347349999954,0.5551159849999987
pcoli__btASMT__1,0.7719155189401679,0.360570566999999,-0.2982951290000013,-0.5001192040000007,-1.236689558999999,0.0317339539999999,-0.1439362854999997,0.6867043349999982
pcoli__btASMT__2,0.546439632543181,0.3778076119999989,-0.1811907710000007,-0.4153459760000011,-0.8515527319999991,0.0710262239999997,-0.0009237544999995961,0.7940552549999982
pcoli__CC1__1,1.2622490940002236,0.9210410839999996,-0.6111079400000001,-0.5118250530000008,-0.4965836629999991,-0.5016472170000004,-0.043982127499999635,1.1382838349999993
pcoli__CC1__2,0.4387709783619856,0.2925425389999994,-0.4852906550000018,-0.3148570140000011,-1.470505629999999,-0.6719370409999996,0.09599383349999968,1.028434794999999
pcoli__ccCOMT__1,0.6525787194937567,0.658879014,-0.27324114400000177,-0.4821603170000017,-0.05801645799999911,0.18582819399999995,-0.5080616015000006,0.4107827149999999
pcoli__ccCOMT__2,1.119546677057243,0.5888839609999987,-0.3321301580000018,-0.4097629730000012,-0.16304485899999932,0.031359175000000405,-0.4949952145000003,0.35958486499999864
pcoli__ckDDC__1,1.604445611080829,1.2949197840000002,-0.8340731840000011,-0.6301229880000019,-0.1910136609999986,-0.9186312370000004,-0.19097546550000025,1.0989126649999983
pcoli__ckDDC__2,2.555576411833472,1.406252564,-1.022077783000002,-0.6381489420000008,-0.3008564059999985,-1.2799479999999999,-0.061367065499999825,0.8824161149999998
pcoli__CNTF_belt__1,1.0311941641853752,0.5058021589999999,-0.4567412750000006,-0.2983868250000015,-0.9171236159999996,-0.6134595020000004,-0.20005541249999936,0.4792530549999992
pcoli__CNTF_belt__2,0.4364230994228305,0.3503239389999999,-0.7754609110000015,-0.3800616630000011,-1.2061898259999992,-0.14454730699999985,0.08148287250000052,0.672856444999999
pcoli__cobPNMT__1,1.1482836471963334,0.4064485719999995,-0.28901146300000136,-0.4008976880000006,-0.4811257599999994,-0.04459255700000053,-0.4023656715000001,0.2845649749999985
pcoli__cobPNMT__2,1.386045564656758,0.5806856019999991,-0.28012710300000165,-0.4210134200000013,-0.2581195300000001,-0.1070840569999998,-0.5218830954999998,0.28185787499999826
pcoli__cvPhhB__1,1.0830173378252983,0.8756888089999997,-0.3189916660000005,-0.5254932990000007,0.009245724000001232,0.16554356899999956,-0.44880965449999977,0.2542827749999983
pcoli__cvPhhB__2,1.167224622359617,1.1188555409999994,-0.3884975700000002,-0.7439974980000006,0.23036418600000094,0.18763217199999985,-0.4797649874999994,0.4859822649999988
pcoli__ggAANAT__1,0.5004799718555702,0.5840056489999998,-0.1901966040000005,-0.4627207230000003,-0.19329694099999892,0.15607412599999915,-0.4959027615,0.2609595349999996
pcoli__ggAANAT__2,0.7068795172238193,0.7564721890000001,-0.2649335180000012,-0.4205303770000004,-0.16526028399999948,0.03690393000000025,-0.5030244974999993,0.2951621049999993
pcoli__ggTPH__1,0.7395787352764772,0.467317754999999,-0.13487748400000046,-0.4549850710000012,-0.7378494279999996,0.17281998799999965,-0.6399381774999995,0.22412060499999956
pcoli__ggTPH__2,1.4462849207714366,0.4933625059999995,-0.13884979800000075,-0.4975143120000016,-0.540886939,0.055075384000000234,-0.8038166894999996,0.1132577649999984
pcoli__hsAANAT__1,3.0133322269314724,1.3983633809999994,-2.0932345570000006,0.02233214599999833,-0.7761328529999991,-1.5833101850000002,0.17672431550000045,1.2467476249999994
pcoli__hsAANAT__2,1.430493750954023,0.7822181859999997,-1.4686424030000005,-0.17518171200000054,-1.070688734,-1.3983166670000005,0.17797426849999987,1.2629522249999994
pcoli__hsASMT__1,1.373492479239745,0.5257077489999995,-0.201932149000001,-0.4829606560000013,-0.1257197209999985,0.03358997900000027,-0.4642016965,0.4648737349999994
pcoli__hsASMT__2,1.936183561270528,0.6632957890000002,-0.1921495820000008,-0.4025945610000008,-0.04914206299999968,-0.06164850099999964,-0.5092591385,0.37343606499999815
pcoli__hsPNMT_mb__1,0.7544913929295788,0.2366423690000001,-0.1564479160000012,-0.3763032000000006,-0.3020539469999992,-0.1852465160000003,-0.4800181165000002,0.2914652749999984
pcoli__hsPNMT_mb__2,1.1437374990599258,0.5383509859999993,-0.11294418900000025,-0.4244936110000008,-0.3598738039999993,-0.1692054720000007,-0.4852757215000008,0.2760435249999986
pcoli__hsTPH__1,0.7695236827328943,0.3288720369999991,0.09360618399999864,-0.4364301220000009,-0.292955705999999,-0.2264866789999997,-1.096724342499999,0.06470883499999935
pcoli__hsTPH__2,1.6110815745743594,0.7310723609999991,0.04356450099999876,-0.5736641880000004,-0.12262459999999994,0.19835235499999992,-0.9809825245,0.09849440499999852
pcoli__hsTPH_E2K__1,1.2302849033882597,0.6686488959999988,-0.5716579890000021,-0.1253592690000005,-1.3046296689999997,-0.4541990170000005,-0.3183766274999993,0.901946924999999
pcoli__hsTPH_E2K__2,1.3315894012484335,1.2524056989999997,-0.7744507160000005,-0.08738553500000101,-0.999237589999999,-0.7808787170000002,-0.3063947874999995,0.8548870149999992
pcoli__hsTPH_E2K_N91I_P99C__1,0.4792574640188819,0.055849746999999006,0.20269207099999956,-0.3295064520000004,-0.6163053349999991,0.03221731899999991,-0.7407224924999998,0.2488908549999991
pcoli__hsTPH_E2K_N91I_P99C__2,0.995721189826268,0.5632375239999998,0.0035754349999983508,-0.4272124510000008,0.008228135000000414,0.11798027099999953,-0.7195519345000001,0.16713879499999962
pcoli__hsTPH_N158trunc__1,2.6074444177908878,1.8053978369999992,-0.9753075580000008,-0.04011854100000178,-0.3573959009999985,-0.7057903330000004,-0.3692697815000008,0.30525573499999936
pcoli__hsTPH_N158trunc__2,2.34230568519568,1.5601270040000002,-0.9806343980000012,-0.0891516370000005,-0.5799933669999993,-0.9148671090000002,-0.4899277475000003,0.3628533449999996
pcoli__hsTPH_N174trunc__1,0.7721742993611649,0.9197917969999994,-0.3846183080000003,-0.4509407600000017,-0.7330438959999991,-0.2551150180000006,-0.5297338444999999,0.9229170049999986
pcoli__hsTPH_N174trunc__2,0.9666280605859248,1.0415698129999995,-0.7164335360000003,-0.2544656520000004,-0.7356081739999993,-0.5100540550000003,-0.5399660135000001,0.6854901049999995
pcoli__hsTPH_Ntermtrunc__1,2.473346613391114,1.6652461229999993,-1.5687996220000011,0.08120852199999895,-0.7081907129999996,-0.8488986370000005,0.43524424449999977,1.0945708049999985
pcoli__hsTPH_Ntermtrunc__2,1.3552781725302798,1.0397054129999992,-0.9768274640000012,-0.3630076400000011,-0.4306324599999991,-0.5080177590000003,0.6075804584999993,1.3859715649999984
pcoli__hsTPH1__1,0.4188600611957753,0.502742539999999,-0.4372692830000009,-0.4578139740000005,-0.6105454719999992,0.07633972599999961,-0.2607317304999999,0.8930052949999983
pcoli__hsTPH1__2,0.6634474509958586,0.6401297969999993,-0.3977863230000018,-0.4164835860000018,-0.5932696519999991,-0.14131750900000029,-0.27928310450000016,0.8963619449999989
pcoli__MBP__1,0.7680514476446142,1.0613963659999994,-1.140861184000002,-0.9117002910000008,-0.4934975219999993,0.12463520099999935,-0.7889837015000003,0.10761562499999933
pcoli__MBP__2,0.4655274191028652,0.5511095599999987,-1.2262071220000017,-0.3261531160000004,-1.2982309999999997,-0.2608477310000001,-0.29348330249999943,0.8126329749999996
pcoli__msCOMT__1,0.9678227413897014,0.7545692189999995,-0.02111297900000153,-0.4175279690000018,0.4387122640000012,0.4646744839999997,-0.5418198754999999,0.14669211499999868
pcoli__msCOMT__2,0.5489665108159499,0.3091804130000009,0.03995936599999972,-0.3509913490000009,0.05570758200000103,0.338112475,-0.5107075374999992,0.008338234999998306
pcoli__ocAANAT__1,0.7057441424674418,0.4231577109999991,-0.04860656400000174,-0.3931989210000015,-0.4643002940000001,0.2588293430000013,-0.6138434604999999,0.3438339049999985
pcoli__ocAANAT__2,1.1852835656707232,0.5002385459999994,-0.14402123100000175,-0.40912006900000186,-0.27539460899999924,0.011277847999999755,-0.6652457934999996,0.3139215049999997
pcoli__osTDC_K374H__1,0.6261469601616234,0.8535006989999996,-1.0251855350000003,-0.4867337290000009,-0.4290775929999997,-0.509047689,0.3972365025000002,1.2839606549999996
pcoli__osTDC_K374H__2,1.1014135229890365,0.9497951039999996,-0.8850563000000005,-0.5400144710000011,-0.3085949039999996,-0.373826877,0.5434466144999988,1.6466498449999991
pcoli__osTDC_K374L__1,0.5843389567884449,0.4049860349999985,-0.5519230250000007,-0.3414374370000015,0.18624569999999974,0.936220745,-0.2198352054999999,-0.002575395000000924
pcoli__osTDC_K374L__2,0.693746992076684,0.6214890979999996,-0.6840313299999998,-0.2780145520000019,0.2303825830000008,0.66183032,-0.14079581050000026,0.044617884999999184
pcoli__osTDC_K374Q__1,0.9745615338929988,0.5832494509999995,-0.35945396300000176,-0.5542566460000007,-0.6006167139999999,-0.0564556430000005,-0.2760847524999992,0.7409232449999994
pcoli__osTDC_K374Q__2,0.7808300509070316,0.6838552549999992,-0.3930280610000008,-0.5038226680000015,-0.5984220879999995,-0.04394127900000111,-0.12585417549999978,0.7893113849999995
pcoli__osTDC_L360V__1,1.126650188197636,0.5322341619999991,-0.1943197870000013,-0.5578479170000019,0.009581501000000436,-0.016728549999999842,-0.7044672034999984,0.21303473499999906
pcoli__osTDC_L360V__2,1.2729820565769072,0.6781150259999995,-0.44607434200000107,-0.4621018020000012,0.1513906630000008,0.05080141000000005,-0.6702064145000001,0.28664729499999986
pcoli__pmTPH__1,1.003286577613101,0.2566615919999995,-0.12354388100000158,-0.3615149380000009,-0.5237305479999996,0.3794808159999992,-0.8203616895000003,-0.5422877960000019
pcoli__pmTPH__2,1.2057514538473515,0.4591159799999991,-0.22536154000000155,-0.25580899000000196,-0.36076860299999947,0.3449580499999998,-0.5814454734999996,-0.4181322750000014
pcoli__RFC__1,1.026225686327654,0.4548260739999997,0.15332891099999912,-0.3978887450000013,-0.3964333379999996,-0.17986634000000026,-0.7457907865000006,-0.04249276500000043
pcoli__RFC__2,0.9808235072962735,0.5316108869999994,0.1501054739999983,-0.3922490920000019,-0.2425950749999997,-0.11846742,-0.8047283165000003,-0.05563172500000135
pcoli__RFCctrl__1,2.283324702460956,1.2696341869999994,-1.4662473720000015,-0.44447988700000174,-0.6624935099999991,-1.3884989719999998,-0.011515938499999656,1.2445997549999994
pcoli__RFCctrl__2,2.48098916455074,1.5149134379999998,-1.6208006820000014,-0.4408784980000018,-0.23232157099999906,-1.6982817060000004,-0.033051968499999695,1.1952123949999989
pcoli__RFCnopause__1,2.350338540828279,1.832961799,-1.68122066,-0.2864244790000008,-0.37336500500000014,-1.554378443,0.11185093150000024,1.277978395
pcoli__RFCnopause__2,3.1754861031726827,1.6196669339999996,-2.066074520000001,-0.08273235300000081,-0.3483593839999992,-2.0026707420000003,0.10091024750000076,1.2688223649999983
pcoli__RFCpluspause__1,3.0808199194521864,1.3936053629999998,-2.0470951540000017,0.1545512699999989,-0.8496136739999995,-1.5091012950000002,0.2887766645000003,0.7064890449999996
