,A,RpoE
ytf__wt_ph5__1,2.321698552864379,1.5482009664999996
ytf__wt_ph5__2,2.2186348592832967,1.5743899295000006
ytf__wt_ph8__1,0.2203535375311885,0.9142745335000004
ytf__wt_ph8__2,-0.4421032448172683,0.8616219385000008
ytf__delybaO__1,-1.937709190591372,0.7981012075000002
ytf__delybaO__2,-2.273658916871422,0.6987697965000006
ytf__delybaQ__1,0.3413005736762702,0.7784099305000005
ytf__delybaQ__2,-0.0979185930849175,0.8695207134999999
ytf__delybiH__1,-1.302104646578341,1.3848466115000004
ytf__delybiH__2,-1.6258420006437475,1.310311199500001
ytf__delydcI_ph5__1,2.2813952813133067,1.3379795815000008
ytf__delydcI_ph5__2,2.029737780305317,1.3237961335
ytf__delydcI_ph8__1,0.9629236556719436,1.4065664274999996
ytf__delydcI_ph8__2,0.5825962672470076,0.9738323275000004
ytf__delyddM__1,0.1557642507121475,1.2450217925000011
ytf__delyddM__2,0.2415910526518279,1.302442793500001
ytf__delyheO__1,-1.7979129196589787,0.9499962345000004
ytf__delyheO__2,-2.1395706278827,0.7242416245000012
fps__bw_glc__1,0.2163239194938942,0.7128644975
fps__bw_glc__2,0.3436732899424117,0.6404729015000008
fps__fps_thrA_ale1__1,-0.2555081436930921,0.7987248505000011
fps__fps_thrA_ale1__2,-0.5063599330489981,0.7389979414999992
fps__fps_thrA_ale2__1,-1.1097761695811297,0.6798376835000006
fps__fps_thrA_ale2__2,-1.233494130598274,0.6981809124999998
fps__fps_serB_ale1__1,0.7602238694483237,1.287237664500001
fps__fps_serB_ale1__2,0.7658156179956702,1.2159247395
fps__fps_serB_ale4__1,2.8747412647596597,2.1387762734999995
fps__fps_serB_ale4__2,2.17221414812991,2.1380479335000007
fps__fps_ptsI_ale1__1,1.3130179470562695,0.9764509655000017
fps__fps_ptsI_ale1__2,0.8044124850231199,0.9997681785
fps__fps_ptsI_ale3__1,-0.6464571273390521,0.5284679845000007
fps__fps_ptsI_ale3__2,-0.2157530525359125,0.5742229275000009
pal__lyx_ale2_f6__1,2.603020805458198,1.1285212175000012
pal__lyx_ale2__1,-1.596361429155902,-0.057622196499999674
pal__lyx_ale2__2,-0.9906844429479964,-0.09105967949999894
pal__lyx_ale4__1,1.549135558175731,0.05850488050000102
pal__lyx_ale4__2,1.1129814931942112,0.18742677050000006
pal__5drib_ale10_f18__1,10.382265430730191,2.2943955235000004
pal__5drib_ale10_f18__2,10.453693360599566,2.1456621035000008
pal__5drib_ale10__1,2.3959806535981603,0.4460324485000005
pal__arab_ale14_f9__1,-0.7213714867188158,0.26634967150000044
pal__arab_ale14_f9__2,-0.8055132024878732,0.4343475765000005
pal__arab_ale14__1,-1.309043152595128,-0.5023052354999997
pal__arab_ale14__2,-1.2288869723642823,-0.3709494345
pal__arab_ale16__1,-1.8837229467068792,-0.5058954394999988
pal__arab_ale16__2,-0.8242028015789663,-0.042934741499999866
pal__tartr_ale26_f10__1,5.771979452863093,1.5770912315000007
pal__tartr_ale26_f10__2,5.358869660851311,1.7250250285000008
pal__tartr_ale26__1,4.925637543849687,1.3155909115000008
pal__tartr_ale26__2,5.366636225510629,1.3335580425
pal__tartr_ale28_f10__1,3.551538824688809,1.8071490445000011
pal__tartr_ale28_f10__2,4.895561510076737,2.0560867675
pal__tartr_ale28__1,1.101817096584903,0.6952438945000008
pal__tartr_ale28__2,2.2834248274984077,0.9946410935000004
efeU__delmenFentC_citr__1,-0.6870236428720776,1.090192333500001
efeU__delmenFentC_citr__2,-1.0837724557959365,1.1401419935000003
efeU__delmenFentC__1,0.7974469657207337,1.4329771215000005
efeU__delmenFentC__2,0.3387299453992852,1.4992426094999995
efeU__menFentC_ale39__1,-1.5811547034485014,0.7282715114999991
efeU__menFentC_ale39__2,-1.6669652310597214,0.6233403524999996
efeU__menFentC_ale29__1,-2.9846167586309944,0.6556799734999998
efeU__menFentC_ale29__2,-3.2812272552240573,0.5851686995000005
efeU__menFentC_ale30__1,-2.429309384699349,-0.14736488049999966
efeU__menFentC_ale30__2,-1.7021265561326668,0.014221924500001926
efeU__menFentCubiC_ale36__1,5.994750782172979,1.7872011855000007
efeU__menFentCubiC_ale36__2,5.520282481547228,1.7309211705000005
efeU__menFentCubiC_ale37__1,6.503000834607201,2.3176229235
efeU__menFentCubiC_ale37__2,6.581133468932912,2.3610370634999995
efeU__menFentCubiC_ale38__1,0.0870679140931313,1.1318567115000011
efeU__menFentCubiC_ale38__2,-0.0208427261338371,0.9490627744999998
misc2__salc_glc__1,0.1402603715558039,1.211053701500001
misc2__salc_glc__2,1.0877401176078028,1.0883536664999998
misc2__dbcn_glc__1,0.7940467524275894,-0.1041878254999995
misc2__dbcn_glc__2,0.8897395888818375,-0.034456785499999754
misc2__tyr_glc__1,-0.2850820581870749,0.7546903164999996
misc2__tyr_glc__2,-0.2390629620752772,0.8488313984999998
misc2__arg_cytd__1,-1.3474587498026986,0.11557682250000045
misc2__arg_cytd__2,-0.8475266473374385,0.08757183950000069
misc2__delyheO_pyr__1,0.2619872136280634,1.0421383045000001
misc2__delyheO_pyr__2,0.5331094247488438,0.9850747275000008
misc2__dellon_glc__1,-0.5718750435188806,1.6606548925000002
misc2__dellon_glc__2,-0.7652892145949763,2.3854274435000007
nquinone__delubiC__1,0.3602738966459833,1.0259848915000005
nquinone__delubiC__2,-0.3941655489845652,0.8735625845000001
nquinone__ubiC_ale1__1,0.2175320368668486,0.9462933675000008
nquinone__ubiC_ale1__2,-0.3031321551358402,0.8551434884999995
nquinone__ubiC_ale2__1,0.5176743193783663,1.1514610115000004
nquinone__ubiC_ale2__2,1.1770469401682766,1.0618720595000006
nquinone__ubiC_ale3__1,-0.9432638614435916,0.4474623255000001
nquinone__ubiC_ale3__2,-1.0507242979304552,0.3935174005000004
nquinone__ubiC_ale4__1,0.920831400985712,1.1713003945000011
nquinone__ubiC_ale4__2,0.1637680021502799,1.1755922035000008
nquinone__delpdhR__1,-1.730530123396374,0.2703244005000016
nquinone__delpdhR__2,-1.400647188021929,0.2439819115000006
quinone__glu_ale4__1,-2.257431036498775,-0.14493214049999814
quinone__glu_ale4__2,-2.662037110525315,0.3450102255000012
quinone__delmenF__1,0.1061905316207411,0.8836824105000005
quinone__delmenF__2,-0.000547904012168,0.7306294785000009
quinone__menF_ale5__1,-2.265904986269988,1.1536191065000008
quinone__menF_ale5__2,-2.267869171889934,1.033966274500001
quinone__menF_ale6__1,-2.339769253341939,1.0074137695000012
quinone__menF_ale6__2,-2.1038541100419783,1.0316602705000015
quinone__menF_ale7__1,-1.9867145419744647,0.8435635425000001
quinone__menF_ale7__2,-2.2217225395926734,0.8980393924999994
quinone__menF_ale8__1,-3.2110653260561066,0.6194384435
quinone__menF_ale8__2,-2.729387465858092,0.9589410765000004
quinone__delmenFubiC__1,1.021874811301518,0.9308492425000008
quinone__delmenFubiC__2,0.7678394235084572,1.0578771464999992
quinone__menFubiC_ale1__1,-2.064105906792977,0.5515918365000001
quinone__menFubiC_ale1__2,-2.1719762412500363,0.5435002275000009
quinone__menFubiC_ale2__1,-1.7111986940036408,0.7734609715000005
quinone__menFubiC_ale2__2,-1.7828752162828283,0.749065485500001
quinone__menFubiC_ale3__1,-0.3966913747303459,0.3471251965000004
quinone__menFubiC_ale3__2,-0.5551975797872847,0.24925231349999954
quinone__menFubiC_ale4__1,-1.7099378513705927,0.6526351725000001
quinone__menFubiC_ale4__2,-1.7978452870216322,0.6031010235000007
oxyR__wt_glc__1,-1.14439685174293,0.2645449295000013
oxyR__wt_glc__2,-0.8940380340055133,0.21346214950000156
oxyR__wt_h2o2__1,-1.162518989215163,0.3409951885000009
oxyR__wt_h2o2__2,-0.5735424264238355,0.6198998734999996
oxyR__glu_ale4__1,-0.4845078829908659,0.7444057174999994
oxyR__glu_ale4__2,-1.1854296258993764,0.36451539149999945
oxyR__glu_ale4_h2o2__1,-0.5917749019596551,0.7617186844999999
oxyR__glu_ale4_h2o2__2,-1.4081393787953465,0.6826195975000005
oxyR__oxyR_ale17__1,-1.4691716803491424,0.6771278274999997
oxyR__oxyR_ale17__2,-1.9370884178848329,0.6133922205000015
oxyR__oxyR_ale17_h2o2__1,-0.9622755306259354,0.7407697155000008
oxyR__oxyR_ale17_h2o2__2,-1.290406972427781,0.35105506050000024
oxyR__oxyR_ale18__1,-1.3478395608032026,-0.09594657249999994
oxyR__oxyR_ale18__2,-1.061945912849759,0.10447954850000052
oxyR__oxyR_ale18_h2o2__1,-1.7379140200988985,0.2536288775000006
oxyR__oxyR_ale18_h2o2__2,-1.5223533344685831,0.3401819145000005
oxyR__oxyR_ale19__1,-1.8603271190944448,-0.0335773804999997
oxyR__oxyR_ale19__2,-0.2454756122516341,0.5268959095000003
oxyR__oxyR_ale19_h2o2__1,-0.9738901944445232,-0.04196332149999993
oxyR__oxyR_ale19_h2o2__2,-1.615695798316228,-0.05244090649999933
oxyR__oxyR_ale20__1,-3.560222836616936,-0.2433235164999994
oxyR__oxyR_ale20__2,-3.5439131434937106,-0.2205747484999998
oxyR__oxyR_ale20_h2o2__1,-2.663767091042948,0.17679585850000026
oxyR__oxyR_ale20_h2o2__2,-2.2846277303744413,0.16691550350000028
svns_pgi__BmePgi24_15__1,-0.4645586119426216,0.40604551050000026
svns_pgi__BmePgi24_15__2,-0.3671285704134985,0.4450049544999999
svns_pgi__BmePgi24_26__1,-1.2059935650567093,0.0002718335000002625
svns_pgi__BmePgi24_26__2,-1.440385456879621,0.18652151550000085
svns_pgi__BmePgi24_41__1,-0.955274551699424,0.3947760774999995
svns_pgi__BmePgi24_41__2,-1.88010385713505,0.02111558250000023
svns_pgi__BmePgi24_52__1,-1.0850578446188834,0.2209155814999999
svns_pgi__BmePgi24_52__2,-1.154290447914187,0.025363102500000068
svns_pgi__PaePgi2_34__1,-0.8383357773581952,0.5893182545000002
svns_pgi__PaePgi2_34__2,-1.079910084496991,0.6692998895000013
svns_pgi__PaePgi2_63__1,-1.775962723913875,0.5696290934999997
svns_pgi__PaePgi2_63__2,-1.3500172632132328,0.4090705025000005
svns_pgi__PaePgi24_54__1,2.925026039876077,1.6382958735000006
svns_pgi__PaePgi24_54__2,2.8014019060986213,1.7247965794999995
svns_pgi__PaePgi24_90__1,1.8995323036217824,1.4679489844999996
svns_pgi__PaePgi24_90__2,1.809813366675912,1.6107388005
abx_media__m9_ctrl__1,4.466182623540261,1.8980135155000009
abx_media__m9_ctrl__2,5.3021879114534975,1.9927778105
abx_media__rpmi_ctrl__1,-1.083101935973634,-0.43608974549999946
abx_media__rpmi_ctrl__2,0.1980039767521428,-0.3561642214999994
abx_media__camhb_ctrl__1,-2.214735474619576,-0.8934040874999996
abx_media__camhb_ctrl__2,-1.7842350670058815,-1.1326144694999989
abx_media__m9_mero__1,5.994685116305042,2.3016839235000006
abx_media__m9_mero__2,5.626336271363716,1.9221052175000004
abx_media__rpmi_mero__1,1.6363290844027094,-0.030384636500000006
abx_media__rpmi_mero__2,1.573547193260543,0.13281336650000064
abx_media__camhb_mero__1,-0.8741990687074778,-1.2040953905
abx_media__camhb_mero__2,-0.892500382551948,-1.2706913064999998
abx_media__m9_trisulf__1,5.135272149301292,1.6890383215
abx_media__m9_trisulf__2,5.68057494494822,1.8041049805
abx_media__rpmi_trisulf__1,2.788754643668496,-0.008100696499999671
abx_media__rpmi_trisulf__2,2.7446698689890217,0.1120998515
abx_media__camhb_trisulf__1,5.220222333378175,0.8096793575000003
abx_media__camhb_trisulf__2,4.873090778015851,0.6548634275000005
abx_media__m9_cef__1,8.094585406133517,2.257796043500001
abx_media__m9_cef__2,8.379107799066043,2.229089523500001
abx_media__rpmi_cef__1,3.3334433957940144,0.5101599605000011
abx_media__rpmi_cef__2,3.4481903768113566,0.6172793505000005
abx_media__camhb_cef__1,2.906904982596463,0.2496957275000007
abx_media__camhb_cef__2,2.7441247793514574,0.2639933205000009
abx_media__m9_cipro__1,5.395829286424138,1.7261698035000013
abx_media__m9_cipro__2,5.797074781249767,1.9920205395000004
abx_media__rpmi_cipro__1,0.7786542015967762,-0.7713769244999993
abx_media__rpmi_cipro__2,1.479206623052402,-0.7221959304999981
abx_media__camhb_cipro__1,2.052085643527769,-0.2549797274999994
abx_media__camhb_cipro__2,2.3890887813031894,-0.0722793924999996
hot_tale__42c_ale3_30c__1,0.8571123399603208,0.4104746774999999
hot_tale__42c_ale3_30c__2,1.748458440768916,0.4369934435000005
hot_tale__42c_ale3_37c__1,0.9667686184034768,0.5644101795000012
hot_tale__42c_ale3_37c__2,0.4999719738834847,0.5254742525000005
hot_tale__42c_ale3_44c__1,3.728699609010941,2.3107251335
hot_tale__42c_ale3_44c__2,3.0790523076407403,2.365339773500001
hot_tale__hot_ale3_mid_30c__1,0.58864671431416,1.051373464500001
hot_tale__hot_ale3_mid_30c__2,1.3679265766632838,0.8941921624999996
hot_tale__hot_ale3_mid_37c__1,-1.410499241787108,0.28698303250000023
hot_tale__hot_ale3_mid_37c__2,-1.8238425392692892,0.32509007149999997
hot_tale__hot_ale3_mid_44c__1,1.109286880651516,1.4698625305000004
hot_tale__hot_ale3_mid_44c__2,1.0522349971471543,1.6524358965
hot_tale__hot_ale3_30c__1,-0.7667672326903556,0.3686328805000017
hot_tale__hot_ale3_30c__2,-1.2364714872792688,0.4584996434999997
hot_tale__hot_ale3_37c__1,-2.752073707787011,-0.16695593249999965
hot_tale__hot_ale3_37c__2,-2.3304561681999685,-0.0720356424999995
hot_tale__hot_ale3_44c__1,-0.1860169069584785,1.2163896664999996
hot_tale__hot_ale3_44c__2,-0.0950892004944719,0.9036179964999996
hot_tale__hot_ale4_30c__1,-0.1345949987030762,0.2267345255000013
hot_tale__hot_ale4_30c__2,-0.9153544655906608,0.22920183050000095
hot_tale__hot_ale4_37c__1,-1.913525883480184,-0.06769691850000026
hot_tale__hot_ale4_37c__2,-2.730925896614047,0.05560268750000042
hot_tale__hot_ale4_44c__1,-1.223580445785514,0.863306230500001
hot_tale__hot_ale4_44c__2,-0.8359259461803193,1.0136367245000013
hot_tale__hot_ale8_30c__1,-1.1689618099028585,-0.025017848500000998
hot_tale__hot_ale8_30c__2,-0.9714487272312964,-0.05734940349999995
hot_tale__hot_ale8_37c__1,-2.7293874334600314,0.010758776500000344
hot_tale__hot_ale8_37c__2,-2.573867235912092,-0.03362908049999813
hot_tale__hot_ale8_44c__1,-1.3547339084148506,1.0220260794999998
hot_tale__hot_ale8_44c__2,-1.8396972323604823,0.8745537184999996
hot_tale__hot_ale9_mid_30c__1,0.3289077000932136,0.6187006714999992
hot_tale__hot_ale9_mid_30c__2,0.1212220285356174,0.4320051275000001
hot_tale__hot_ale9_30c__1,0.5336588324170273,0.3655671585000011
hot_tale__hot_ale9_30c__2,-0.1760109295568073,0.29992870050000064
hot_tale__hot_ale9_mid_37c__1,-1.171688103680953,0.2791902114999996
hot_tale__hot_ale9_mid_37c__2,-0.8900390824657454,0.3259478715000004
hot_tale__hot_ale9_37c__1,-2.164131183019176,-0.08582223949999879
hot_tale__hot_ale9_37c__2,-2.1417777832976865,0.07918132950000079
hot_tale__hot_ale9_mid_44c__1,2.495467981052978,1.872022877500001
hot_tale__hot_ale9_mid_44c__2,2.7115026840002003,2.085847770500001
hot_tale__hot_ale9_44c__1,-0.7415481874789982,0.9869954185000012
hot_tale__hot_ale9_44c__2,-1.1408346184928475,0.8324684864999998
