,LAC_H_01365
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,6.8032175174
USA300_LAC_U01-Set001_CAMHB_Control_1,6.5204472576
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,6.9421234296000005
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,6.4873295057
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,7.087089031
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,6.5790853256
USA300_LAC_U01-Set001_CAMHB_Control_2,6.6433914367
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,6.7496485061
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,6.5587561944
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,6.9099829688
USA300_TCH1516_U01-Set000_CAMHB_Control_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,0.0
USA300_LAC_U01-Set001_R10LB_PreCulture_1,7.1296098251
USA300_LAC_U01-Set001_R10LB_PreCulture_2,6.797745358
USA300_LAC_U01-Set001_R10LB_Control_1,7.2939488259
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.4140787968
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,7.273251291
USA300_LAC_U01-Set001_R10LB_Control_2,7.5592223704
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,7.6443248455
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.5723276659
USA300_TCH1516_U01-Set000_R10LB_Control_1,0.0
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_R10LB_Control_2,0.0
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_Control_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,0.0
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,0.0
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,0.0
USA300_LAC_U01-Set004_CAMHB_Control_1,6.1609700566
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,6.7130759486
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,6.4834230987
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,6.5900941949
USA300_LAC_U01-Set004_CAMHB_Control_2,6.3175069635
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,6.0721498501
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,6.2932399342
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,6.547296566
USA300_LAC_U01-Set004_R10LB_Control_1,6.6832200945
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,6.8131246191
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,6.5453056749
USA300_LAC_U01-Set004_R10LB_Control_2,6.6665070822
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,6.9583961319
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,6.8507023854
USA300_TCH1516_U01-Set003_CAMHB_Control_2,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,0.0
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,0.0
