,A,ManR
R2,,0.7957072285052266
xmin,,-6.414673769282763
xmid,,
xmax,,4.471408763480619
ystart,,-16.606397194185686
yend,,10.507401899534136
amb:ctrl:1,-4.7847745702845375,-1.9519700313911332
amb:ctrl:2,1.7815676647561391,0.3172612623947311
amb:ctrl:3,3.0032069055283563,1.6347087689964033
amb:amb:1,-5.338159245063069,-2.207959495428262
amb:amb:2,0.8253395131949715,0.5053712630944824
amb:amb:3,4.037369841611843,1.7311013870186909
ave1:ctrl_5m:1,-0.004824212018743164,-0.0004912008494084574
ave1:vdave1_5m:1,-0.2023733125726669,-0.5755743251455403
ave1:ctrl_20m:1,-9.49041152296353,-3.2793465485850137
ave1:vdave1_20m:1,-12.17743164998714,-4.661585310405402
ave1:supernatant_5m:1,-0.5671713650242823,-0.24747834271876454
ave1:vnave1_20m:1,-6.603783802383439,-1.8990958668997893
ave1:supernatant_20m:1,-4.135151533095098,-1.0614330954508409
ave1:ctrl_5m:2,0.004824212018725803,0.0004912008494084574
ave1:vdave1_5m:2,0.0010885854472217232,-0.2674998285241905
ave1:ctrl_20m:2,-8.504655622859412,-2.6911570526280792
ave1:vdave1_20m:2,-8.645741289581077,-3.6059747770330604
ave1:supernatant_5m:2,-0.7930799351255939,-0.32511062558373816
ave1:vnave1_20m:2,-7.618539360415435,-2.385997275519133
ave1:supernatant_20m:2,-6.033956368804718,-1.836248542643455
biofilm_time:8h:1,-0.07138518440367395,-0.13089283899363924
biofilm_time:8h:2,-0.0011396987484600185,0.05287343599748695
biofilm_time:8h:3,-0.07240742676554046,0.16213154483948689
biofilm_time:8h:4,0.1449323099176715,-0.0841121418433346
biofilm_time:12h:1,0.8863820036776482,0.8156139149137891
biofilm_time:12h:2,-0.3911172919077195,0.40478235023884057
biofilm_time:12h:3,-0.9227549917145212,0.2021541590122755
biofilm_time:12h:4,-0.5733215291316572,0.10863116722613153
biofilm_time:16h:1,-1.4711702158363265,0.07297324464701482
biofilm_time:16h:2,-2.4618611278711207,-0.1742942588612868
biofilm_time:16h:3,-1.4355243445437211,0.7303348619063925
biofilm_time:16h:4,-1.212556102555744,0.7400941769803238
biofilm_time:20h:1,-0.2988723420591648,0.6953212186525581
biofilm_time:20h:2,-1.76301904645013,-0.7528004751429198
biofilm_time:20h:3,0.18938056365500844,1.0401903275020574
biofilm_time:20h:4,-1.64523478327541,-0.5883713592492024
biofilm_time:24h:1,-0.4880238276504557,-0.21275020634337327
biofilm_time:24h:2,-3.1562791298134787,-1.211921515837147
biofilm_time:24h:3,-1.7099896219732855,-1.4409402906804027
biofilm_time:24h:4,-3.1949495709239466,-1.3490648672593464
biofilm_time:28h:1,1.7778078779243902,1.966509433339284
biofilm_time:28h:2,-4.716209454623961,-1.1964715205603724
biofilm_time:28h:3,-5.922752246859848,-1.6672577774222923
biofilm_time:28h:4,-0.3133925942036293,0.6985668947467882
biofilm_time:32h:1,-4.918518887095209,-0.7826671663597735
biofilm_time:32h:2,-0.6226946585691316,0.7206748810479535
biofilm_time:32h:3,0.7630699121630129,1.6924883491983858
biofilm_time:32h:4,-1.0414133724711077,0.7799071901344155
codY:wt:1,-0.18522836381440266,-0.04979585713511092
codY:wt:2,0.18522836381438648,0.04979585713511092
codY:ctrl:1,-1.7054100227564697,-0.16939505006319733
codY:ctrl:2,-1.2921618670468995,-0.29471949225022565
codY:codYR61K:1,-1.5095967810868658,-0.2880141908261744
codY:codYR61K:2,-1.4626508537023917,0.01527791201251549
codY:codYR61H:1,-1.9165960931808643,-0.6104135761077094
codY:codYR61H:2,-0.4260449179579153,-0.17501347147366264
codY:codYF71Y:1,-1.0451494780878547,-0.0316107266340242
codY:codYF71Y:2,-1.0579494193698875,-0.10571914259350246
decay:wt:1,0.189451398652753,0.5333970456687993
decay:wt:2,0.4552805118025177,0.06894724486300953
decay:wt:3,-0.6447319104552544,-0.6023442905318079
decay:delpnpA:1,6.292053400078174,4.099661589784716
decay:delpnpA:2,7.119809107219403,4.471408763480619
decay:delpnpA:3,6.387248869582474,4.228181311724509
ecm_tasA:deltasA:1,0.7406455136377591,0.10155454804370656
ecm_tasA:deltasA:2,0.2062303447847912,0.3862650088826869
ecm_tasA:deltasA:3,1.1114615002972659,0.6464033745111868
ecm_tasA:delcssRS:1,1.220694007933193,0.253888798811853
ecm_tasA:delcssRS:2,1.1333667721968552,0.6116105285899618
ecm_tasA:delcssRS:3,0.2076760558603834,0.5513702067162174
ecm_tasA:wt:1,-0.0981984929029308,-0.5167190979050953
ecm_tasA:wt:2,0.09819849290293778,0.5167190979050953
heatshock:wt_37C:1,0.5558079481142209,0.33604102320817475
heatshock:wt_37C:2,1.5373186032617585,0.7133501271384395
heatshock:wt_37C:3,-2.0931265513760002,-1.0493911503466125
heatshock:wt_48C:1,-0.964907678570058,-0.4497899858175485
heatshock:wt_48C:2,-2.5787652566847425,-0.19446755215422584
heatshock:wt_48C:3,-9.874881154652826,-4.487907247860782
