,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,12.082201915366667,0.522516910508413,3.0,0.0,12.5143801202,1.0,12.2307227706,2.0,11.5015028553,,,,,,,,,,
1,LB__LBtran,1.3738861701333331,2.120152625417008,3.0,3.0,-1.0711840887,4.0,2.7025849802,5.0,2.4902576189,,,,,,,,,,
2,LB__LBstat,1.2814166369333335,1.9837832356595486,3.0,6.0,-0.6820313388,7.0,3.2849282549,8.0,1.2413529947,,,,,,,,,,
3,LB__LBGexp,15.7278818439,1.056795709204102,3.0,9.0,16.6547804757,10.0,14.5770742766,11.0,15.9517907794,,,,,,,,,,
4,LB__LBGtran,-7.92827610605,3.1426255623247252,2.0,12.0,-10.1504479519,13.0,-5.7061042602,,,,,,,,,,,,
5,LB__LBGstat,-13.072076113233335,1.2293091637762894,3.0,14.0,-14.2038651427,15.0,-13.2481325502,16.0,-11.7642306468,,,,,,,,,,
6,Life Cycle__S0,9.811583099866667,0.7200956837504433,3.0,17.0,10.6237320266,18.0,9.5599378577,19.0,9.2510794153,,,,,,,,,,
7,Life Cycle__S1,-5.244035533166667,0.6332954387268355,3.0,20.0,-5.0191692903,21.0,-5.959079219,22.0,-4.7538580902,,,,,,,,,,
8,Life Cycle__S2,-14.717195248633333,0.3580384934555352,3.0,23.0,-14.5876745659,24.0,-15.1219700858,25.0,-14.4419410942,,,,,,,,,,
9,Life Cycle__S3,-13.22495368465,0.6574309158369643,2.0,26.0,-13.6898275434,27.0,-12.7600798259,,,,,,,,,,,,
10,Life Cycle__S4,-10.541011927033333,0.42125074833265286,3.0,28.0,-10.7947094746,29.0,-10.7735798456,30.0,-10.0547464609,,,,,,,,,,
11,Life Cycle__S5,-11.154613433933335,0.3313143777818849,3.0,31.0,-11.52101448,32.0,-10.8761137923,33.0,-11.0667120295,,,,,,,,,,
