,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-10.248898172333334,2.6411959090792245,3.0,0.0,-12.210719698,1.0,-7.2457712845,2.0,-11.2902035345,,
1,AB0057_PGcoculture__AB ,1.3877787807814457e-17,0.44360365058200096,4.0,3.0,-0.5200010847000001,4.0,0.20359065070000001,5.0,-0.179762632,6.0,0.49617306600000005
2,AB0057_PGcoculture__ABPG,1.11725200105,1.2929900272271382,4.0,7.0,1.8143759914,8.0,2.063034741,9.0,-0.7731755266,10.0,1.3647727984
3,AB5075_AZI__AZI_000,0.0,4.5393552890467825,2.0,11.0,-3.2098089071,17.0,3.2098089071,,,,
4,AB5075_AZI__preculture,-6.8937348954,0.08240662068354167,2.0,12.0,-6.8354646151,13.0,-6.9520051757,,,,
5,AB5075_AZI__AZI_040,-8.2992465562,1.674251107185568,2.0,14.0,-7.1153722449,18.0,-9.4831208675,,,,
6,AB5075_AZI__AZI_028,-9.112606393650001,0.5795506116662275,2.0,15.0,-9.522410561200001,19.0,-8.7028022261,,,,
7,AB5075_AZI__AZI_003,3.10314767295,4.250825474910866,2.0,16.0,6.1089351919,20.0,0.097360154,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,1.6909784620666664,1.3596181524428077,3.0,21.0,0.5291084189,28.0,3.1863012693,29.0,1.357525698,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,3.333331758762862e-11,0.49557603700784075,3.0,22.0,0.5687137888,23.0,-0.33930303440000004,24.0,-0.22941075430000002,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,1.7366492942333334,0.7404767475227753,3.0,25.0,2.3274463406,26.0,0.9059705163,27.0,1.9765310258,,
11,AB5075_VIR-O_LSO__VIR-O,-3.33333360913457e-11,0.7978896155489641,3.0,30.0,-0.4797542522,32.0,0.9210560539,34.0,-0.4413018018,,
12,AB5075_VIR-O_LSO__LSO,1.6820833500666668,1.2459767905582162,3.0,31.0,1.7460500525,33.0,2.8948446949,35.0,0.40535530280000004,,
13,AB5075_Zinc__Control,-3.700743415417188e-17,0.9016683776284063,3.0,36.0,-0.3097813612,37.0,1.0157231233,38.0,-0.7059417621,,
14,AB5075_Zinc__Zinc,2.2447629825,0.07418806564402104,2.0,39.0,2.2972218668,40.0,2.1923040982,,,,
15,AB5075_biofilm+abx__planktonic,-1.4802973661668753e-16,4.279608912655774,3.0,41.0,4.7713875147,42.0,-1.2719395952,44.0,-3.4994479195,,
16,AB5075_biofilm+abx__biofilm,-0.7036704108666667,4.246827081696016,3.0,43.0,-5.3830678583000005,45.0,2.9060558356,46.0,0.36600079010000003,,
17,AB5075_biofilm+abx__cip_biofilm,-3.1529795851,2.061037650969897,3.0,47.0,-5.4015388554,48.0,-1.3535243397,50.0,-2.7038755602,,
18,AB5075_biofilm+abx__tet_biofilm,-4.320863215266667,1.2012859134355314,3.0,49.0,-3.0109583318,51.0,-4.5805945252,52.0,-5.3710367888,,
19,AB5075_gigAB__kan_gigB,2.632965328033333,1.8199269991925076,3.0,53.0,0.5697758369,54.0,3.3187694937,55.0,4.0103506535,,
20,AB5075_gigAB__gigB,0.9334664080333334,0.7758245279662592,3.0,56.0,0.45141643680000004,57.0,0.5205613002,58.0,1.8284214871,,
21,AB5075_gigAB__kan_gigA,-0.5606454006999999,3.823838857060122,3.0,59.0,0.32903284600000005,60.0,-4.750894791,61.0,2.7399257429,,
22,AB5075_gigAB__gigA,-1.1434289302333334,0.8194614950183502,3.0,62.0,-0.35079378240000003,63.0,-1.9873113414999999,64.0,-1.0921816668,,
23,AB5075_gigAB__kan_WT,0.31442587773333336,0.8400103532479879,3.0,65.0,0.0593845397,66.0,-0.3685056915,67.0,1.252398785,,
24,AB5075_gigAB__WT,0.0,1.3685427796606406,3.0,68.0,0.7548453343,69.0,0.8248941508000001,70.0,-1.5797394851000002,,
25,AB5075_med__CA-MHB,1.6607217911,0.9245505021221506,2.0,71.0,2.3144777207000002,72.0,1.0069658615,,,,
26,AB5075_med__CA-MHB_pH6,1.8052944667,0.557283802368231,2.0,73.0,1.411235311,74.0,2.1993536224,,,,
27,AB5075_med__RPMI+_pH7,4.320818854500001,2.7550438569278177,2.0,75.0,2.3727086608,76.0,6.2689290482,,,,
28,AB5075_med__RPMI+_pH6,2.4895351625,1.5436657622889252,2.0,77.0,3.5810716909,78.0,1.3979986341,,,,
29,AB5075_med__RPMI+_-HCO3,1.1624582693,1.1610325681255378,2.0,79.0,1.9834322714,80.0,0.3414842672,,,,
30,AB5075_med__LB,0.0,0.9214948479303261,2.0,81.0,0.6515952558,82.0,-0.6515952558,,,,
31,AB5075_med__M9+AA,1.6428518365,0.4008493007581871,2.0,83.0,1.3594085777,84.0,1.9262950953,,,,
32,AB5075_med__M9-AA,0.8664749202,0.09366984246545661,2.0,85.0,0.932709501,86.0,0.8002403394000001,,,,
33,AYE_adeB__WT,-3.33333360913457e-11,0.4009568650665293,3.0,87.0,-0.4488903294,88.0,0.1262641492,89.0,0.3226261801,,
34,AYE_adeB__adeB,2.6637699545999998,0.946617698915908,3.0,90.0,3.7142478498,91.0,2.4001742979,92.0,1.8768877161000002,,
35,COL__0ug/ml,0.0,1.8112018380744743,2.0,93.0,-1.2807131018,94.0,1.2807131018,,,,
36,COL__0.25ug/ml,1.9803334002000001,3.014534130224451,2.0,95.0,-0.1512641254,96.0,4.1119309258,,,,
37,COL__1ug/ml,2.5569591689,0.4473898711155771,2.0,97.0,2.2406067572,98.0,2.8733115806000002,,,,
38,H2O2__0ug/ml,0.0,0.9054144681312245,2.0,99.0,0.6402247102,100.0,-0.6402247102,,,,
39,H2O2__1.25ug/ml,-0.5012567214,0.7654126956494482,2.0,101.0,0.039971786100000004,102.0,-1.0424852289,,,,
40,H2O2__2.5ug/ml,-0.12869232295,0.3886810694826197,2.0,103.0,0.14614669700000002,104.0,-0.40353134290000003,,,,
