,-0.11841712639304616,-0.1036149855939154,-0.08881284479478463,-0.07401070399565386,-0.059208563196523095,-0.04440642239739233,-0.02960428159826156,-0.014802140799130795,-2.7755575615628914e-17,0.014802140799130753,0.029604281598261506,0.04440642239739226,0.05920856319652304,0.07401070399565382,0.08881284479478457,0.10361498559391533,0.11841712639304611,0.1332192671921769,0.14802140799130767,0.1628235487904384
thresh,-0.09621391519435002,0.09621391519435002,1,,,,,,,,,,,,,,,,,
unreg,1,2,0,8,11,40,127,669,2154,753,116,24,5,6,1,0,0,3,3,0
unreg_genes,['yfhL'],['aaaD' 'yqaE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['insD-2' 'insC-4' 'insC-2'],['insD-3' 'insD-4' 'insC-3'],[]
