,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,-3.333333262189875e-11,0.09063507700488196,3.0,0.0,0.0813912663,2.0,-0.0976720626,4.0,0.0162807962,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,0.9635196045666666,0.25890235984142534,3.0,1.0,1.2062838066000001,3.0,0.9932321381,5.0,0.691042869,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-0.144772323575,0.3904136279279944,4.0,6.0,0.2844305162,20.0,-0.33550286090000003,40.0,0.058668350800000005,63.0,-0.5866853004,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-0.8503889505750001,0.09035940874284003,4.0,7.0,-0.8409613084,33.0,-0.8533349772000001,81.0,-0.7432307025,82.0,-0.9640288142000001,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-0.119190694725,0.4857535200706363,4.0,8.0,-0.3401775541,51.0,0.4584566156,65.0,0.0642486895,76.0,-0.6592905299,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,0.00387181076666665,1.047190174624644,3.0,9.0,-0.4788333335,22.0,-0.7149079359,49.0,1.2053567017,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-0.41545415335,0.040778543661558905,2.0,10.0,-0.3866193686,26.0,-0.44428893810000003,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,0.023711641199999984,0.5449195503078857,3.0,11.0,0.1231456189,54.0,-0.5640778143,83.0,0.512067119,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-0.077975943,0.3888687586959767,4.0,12.0,-0.1473192568,48.0,0.4628043738,64.0,-0.16323105300000001,78.0,-0.46415783600000005,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-0.155869788875,0.09275396758232335,4.0,13.0,-0.1691866384,38.0,-0.24281086000000002,67.0,-0.0249696027,72.0,-0.18651205440000002,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-0.12390614836666668,0.20874849047504407,3.0,14.0,-0.0075186741,41.0,0.0007016439,85.0,-0.3649014149,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-0.067489294325,0.09991883372362742,4.0,15.0,0.0387920344,52.0,-0.17046282810000002,71.0,-0.13257260040000002,80.0,-0.0057137832,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-0.06389077003333334,0.41875182782349557,3.0,16.0,-0.3372322841,53.0,0.4182020561,77.0,-0.2726420821,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,0.07417759786666668,0.5293043074790938,3.0,17.0,-0.3318813338,50.0,0.6728080722,66.0,-0.1183939448,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-0.09888722130000001,0.24220085175579692,3.0,18.0,-0.37470924050000004,25.0,0.0790601828,62.0,-0.0010126062,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-0.16976993654999997,0.4298100544236797,4.0,19.0,-0.2847477604,28.0,-0.5825491371,56.0,0.43421131150000003,73.0,-0.2459941602,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-0.10083157579999999,0.32342695987219466,4.0,21.0,-0.4264753885,34.0,0.270691367,45.0,0.0615520337,58.0,-0.3090943154,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-0.18943408727500002,0.22646968992113164,4.0,23.0,-0.1171632281,42.0,-0.19942956920000002,70.0,-0.49131470130000005,79.0,0.050171149500000005,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-0.400058615375,0.30326573065080636,4.0,24.0,-0.5939307825,29.0,-0.3404942396,68.0,0.0030690045,74.0,-0.6688784439000001,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-0.11539569062499999,0.2682999475428993,4.0,27.0,-0.4522556931,31.0,0.19226105540000002,69.0,-0.039963002000000004,75.0,-0.1616251228,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-0.046069454350000004,0.4123003842025708,4.0,30.0,-0.3765659066,32.0,0.3933752949,59.0,-0.4181127781,86.0,0.2170255724,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,0.49646960770000004,,1.0,35.0,0.49646960770000004,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-0.11303764972500002,0.46729298284840454,4.0,36.0,0.2726191407,44.0,0.2766688309,60.0,-0.3365672317,61.0,-0.6648713388,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,-6.938893903907228e-18,0.09787986343473534,4.0,37.0,-0.0638425796,46.0,-0.026128173,57.0,-0.0548531895,84.0,0.1448239421,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,-0.18009247915,0.025184163585756876,2.0,39.0,-0.19790037200000002,43.0,-0.1622845863,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-1.3680174069,0.12351202197983044,2.0,47.0,-1.4553535952,55.0,-1.2806812186,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,-3.33333360913457e-11,0.40810496960306747,3.0,87.0,0.2705829997,90.0,0.1988316756,93.0,-0.46941467540000004,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,-0.2385395413,0.09170283551432516,3.0,88.0,-0.223285899,91.0,-0.3369127389,94.0,-0.155419986,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,-0.7454821375666666,0.274262644619898,3.0,89.0,-0.8990692655,92.0,-0.4288381122,95.0,-0.9085390350000001,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,0.0,0.32653205056427476,4.0,96.0,-0.0299852242,97.0,-0.3551357452,98.0,-0.0510477545,99.0,0.4361687239,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,0.2628769291,0.7636884501289145,2.0,100.0,0.8028862109,104.0,-0.27713235270000003,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,0.030189220500000002,1.0796305650173048,2.0,101.0,0.7936033142000001,105.0,-0.7332248732000001,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,8.333334022836425e-12,0.8051724770518041,12.0,102.0,-1.6619041636,110.0,-0.1204617746,117.0,0.4879199521,125.0,-0.8938704809,131.0,0.5891328699,134.0,-0.1656804892,138.0,1.5014496581999999,159.0,0.5629549396,162.0,-0.1585475999,164.0,0.42539144840000004,170.0,-0.2305835257,174.0,-0.3358008342,,,,
33,immunity_isolated__WT_npr1,0.16167618875,0.20680053400792076,2.0,103.0,0.0154461288,126.0,0.3079062487,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,-0.3864507829214286,0.8812133559006264,14.0,106.0,-1.6619041636,113.0,-0.6327853462,121.0,-1.6619041636,127.0,-0.6770968685000001,136.0,0.4408230594,142.0,0.9033892021000001,145.0,-0.0009927811000000001,150.0,-1.0202886616,160.0,0.2961031441,161.0,0.051154456800000005,163.0,-0.6958839635,167.0,0.4661874541,172.0,-1.6619041636,176.0,0.4447918343
