,PN96_RS05410
SBRG_BHIN_Growth_Late_1,-3.1384323334999995
SBRG_BHIN_Growth_Late_2,-2.4555037445
SBRG_BHIN_Growth_Mid_1,-2.1267141845
SBRG_BHIN_Growth_Mid_2,-2.9238616935
SBRG_BHIN_Growth_Stat_1,-1.6572966204999997
SBRG_BHIN_Growth_Stat_2,-2.6707981025
SBRG_LBv2_Growth_Late_1,3.9464928235
SBRG_LBv2_Growth_Late_2,3.8046222985
SBRG_LBv2_Growth_Mid_1,0.0134407635000002
SBRG_LBv2_Growth_Mid_2,-0.0134407634999997
SBRG_LBv2_Growth_Stat_1,-2.2980455515
SBRG_LBv2_Growth_Stat_2,-1.6192172154999998
SBRG_MHB_Rich_Mid_1,-1.0010364275
SBRG_MHB_Rich_Mid_2,-0.9096692834999996
SBRG_NBO_Rich_Mid_1,0.2586575905000003
SBRG_NBO_Rich_Mid_2,0.1574276925000002
SBRG_M9Na_Arabinose_Mid_1,-3.0666171765000003
SBRG_M9Na_Arabinose_Mid_2,-2.0742858635000005
SBRG_M9Na_Galactose_Mid_1,3.4314218735
SBRG_M9Na_Galactose_Mid_2,3.6171065365
SBRG_M9Na_GlcNAcGrowth_Late_1,-3.2704554655000004
SBRG_M9Na_GlcNAcGrowth_Late_2,-3.997970230500001
SBRG_M9Na_GlcNAcGrowth_Mid_1,-3.292602381500001
SBRG_M9Na_GlcNAcGrowth_Mid_2,-3.349553909500001
SBRG_M9Na_GlcNAcGrowth_Stat_1,-4.180780080500001
SBRG_M9Na_GlcNAcGrowth_Stat_2,-4.1100527925
SBRG_M9Na_GlcNAc_Mid_1,-2.0449185525000004
SBRG_M9Na_GlcNAc_Mid_2,-1.9795761525000009
SBRG_M9Na_Gluconate_Mid_1,-2.509957734500001
SBRG_M9Na_Gluconate_Mid_2,-2.8130132655000004
SBRG_M9Na_Glucosamine_Mid_1,-1.6756234365000005
SBRG_M9Na_Glucosamine_Mid_2,-1.6777976815000004
SBRG_M9Na_Glycerol_Mid_1,1.6182812864999994
SBRG_M9Na_Glycerol_Mid_2,3.398012763499999
SBRG_M9Na_Maltose_Mid_1,0.1600189454999991
SBRG_M9Na_Maltose_Mid_2,1.2882161084999997
SBRG_M9Na_Mannitol_Mid_1,-1.3819767545000006
SBRG_M9Na_Mannitol_Mid_2,-1.617343609500001
SBRG_M9Na_Trehalose_Mid_1,0.2770209004999993
SBRG_M9Na_Trehalose_Mid_2,-1.9844411825000008
SBRG_M9Na_ethanol_Mid_1,1.0349179224999991
SBRG_M9Na_ethanol_Mid_2,2.207703540499999
SBRG_M9Na_fructose_Mid_1,-1.5257352875000008
SBRG_M9Na_fructose_Mid_2,1.8578992424999996
SBRG_M9Na_fumarate_Mid_1,-0.298371759500001
SBRG_M9Na_fumarate_Mid_2,-0.3807133965000009
SBRG_M9Na_glucoseGrowth_Late_1,-1.3060361695000005
SBRG_M9Na_glucoseGrowth_Late_2,-1.2894002745000006
SBRG_M9Na_glucoseGrowth_Mid_1,1.0746221504999998
SBRG_M9Na_glucoseGrowth_Mid_2,-1.0746221505000009
SBRG_M9Na_glucoseGrowth_Stat_1,-4.5047991535000005
SBRG_M9Na_glucoseGrowth_Stat_2,-4.3530330155
SBRG_M9Na_ribose_Mid_1,4.530131493499999
SBRG_M9Na_ribose_Mid_2,3.8684623565
SBRG_M9Na_succinate_Mid_1,-3.718577469500001
SBRG_M9Na_succinate_Mid_2,-2.5488393565000007
SBRG_M9Na_sucrose_Mid_1,-2.9380410205000005
SBRG_M9Na_sucrose_Mid_2,-2.3661092895000007
SBRG_LBv2_HapROver_Late_1,-2.9637581184999995
SBRG_LBv2_HapROver_Late_2,-3.3444544495
SBRG_LBv2_HapROver_Mid_1,-0.1964929714999996
SBRG_LBv2_HapROver_Mid_2,-1.4985004524999996
SBRG_LBv2_HapROver_Stat_1,2.4143500475
SBRG_LBv2_HapROver_Stat_2,1.8389884305000008
SBRG_LBv2_LuxOOver_Late_1,-2.1070774715
SBRG_LBv2_LuxOOver_Late_2,-2.5272282175
SBRG_LBv2_LuxOOver_Mid_1,2.4845522355000007
SBRG_LBv2_LuxOOver_Mid_2,2.9089769385000004
SBRG_LBv2_LuxOOver_Stat_1,3.4359621055000007
SBRG_LBv2_LuxOOver_Stat_2,2.4357881305000006
SBRG_LBv2_QstROver_Late_1,3.8639276275000007
SBRG_LBv2_QstROver_Late_2,3.8642273245000007
SBRG_LBv2_QstROver_Mid_1,1.7132351515000002
SBRG_LBv2_QstROver_Mid_2,2.1447566635
SBRG_LBv2_QstROver_Stat_1,-0.4056442934999995
SBRG_LBv2_QstROver_Stat_2,-0.7971827834999998
SBRG_LBv2_TfoXOver_Late_1,-2.7776348085
SBRG_LBv2_TfoXOver_Late_2,-2.5634533985
SBRG_LBv2_TfoXOver_Mid_1,2.9443167095000007
SBRG_LBv2_TfoXOver_Mid_2,3.4838111485
SBRG_LBv2_TfoXOver_Stat_1,-0.8046186064999996
SBRG_LBv2_TfoXOver_Stat_2,-1.9573769135
SRX12193062,-0.2136879565000002
SRX12193071,-1.4672955715000002
SRX12193063,0.2136879564999994
SRX12193072,-0.7390590735
SBRG_LBv2_LowpH_Mid_1,-0.5887207774999998
SBRG_LBv2_LowpH_Mid_2,0.0087518535000001
SBRG_LBv2_highSalt_Mid_1,1.7698898345000007
SBRG_LBv2_highSalt_Mid_2,2.0777756915000003
SBRG_M9Na_glucoseKanamycin_Mid_1,-1.6773869845000005
