,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.001486944760267613,,1.0,0.0,0.001486944760267613
1,Cr__2,0.003576460193684649,,1.0,1.0,0.003576460193684649
2,Cr__3,0.010799395994533422,,1.0,2.0,0.010799395994533422
3,Cr__4,0.007259373350012397,,1.0,3.0,0.007259373350012397
4,Cr__5,0.009573367213641116,,1.0,4.0,0.009573367213641116
5,Cr__6,0.004769736307942456,,1.0,5.0,0.004769736307942456
6,Fe__1,-0.014288349503334024,,1.0,6.0,-0.014288349503334024
7,Fe__2,-0.028716676245781805,,1.0,7.0,-0.028716676245781805
8,Fe__3,-0.03508558888100035,,1.0,8.0,-0.03508558888100035
9,Fe__4,-0.03702762487228498,,1.0,9.0,-0.03702762487228498
10,Fe__5,-0.0360723358635261,,1.0,10.0,-0.0360723358635261
11,Fe__6,-0.03137134179827473,,1.0,11.0,-0.03137134179827473
12,Cd__1,0.004352036104439805,,1.0,12.0,0.004352036104439805
13,Cd__2,0.006623103749869468,,1.0,13.0,0.006623103749869468
14,Cd__3,0.0074960905223404595,,1.0,14.0,0.0074960905223404595
15,Cd__4,0.006833420022265454,,1.0,15.0,0.006833420022265454
16,Cd__5,0.003415495918589393,,1.0,16.0,0.003415495918589393
17,Cd__6,0.004946066419486995,,1.0,17.0,0.004946066419486995
18,Zn__1,0.0009116961551893023,,1.0,18.0,0.0009116961551893023
19,Zn__2,0.005628576091216282,,1.0,19.0,0.005628576091216282
20,Zn__3,0.015264501782330263,,1.0,20.0,0.015264501782330263
21,Zn__4,0.02588949192253776,,1.0,21.0,0.02588949192253776
22,Zn__5,0.03744035489801443,,1.0,22.0,0.03744035489801443
23,Zn__6,0.04805321042567455,,1.0,23.0,0.04805321042567455
24,Cu__1,0.0042665335607563705,,1.0,24.0,0.0042665335607563705
25,Cu__2,0.0061825058087481965,,1.0,25.0,0.0061825058087481965
26,Cu__3,0.010514378386521422,,1.0,26.0,0.010514378386521422
27,Cu__4,0.012957750982831195,,1.0,27.0,0.012957750982831195
28,Cu__5,0.013448162478510741,,1.0,28.0,0.013448162478510741
29,Cu__6,0.014408795648574356,,1.0,29.0,0.014408795648574356
30,Pb__1,-0.0028944003582639932,,1.0,30.0,-0.0028944003582639932
31,Pb__2,0.0010136891377301488,,1.0,31.0,0.0010136891377301488
32,Pb__3,0.0015475419345691622,,1.0,32.0,0.0015475419345691622
33,Pb__4,0.006082056778826257,,1.0,33.0,0.006082056778826257
34,Pb__5,0.00798451287142327,,1.0,34.0,0.00798451287142327
35,Pb__6,0.011267385340990204,,1.0,35.0,0.011267385340990204
