,-0.20659659358227686,-0.17481250226192657,-0.14302841094157628,-0.111244319621226,-0.07946022830087571,-0.04767613698052542,-0.01589204566017513,0.015892045660175158,0.047676136980525446,0.07946022830087576,0.11124431962122602,0.14302841094157628,0.1748125022619266,0.20659659358227692,0.23838068490262718,0.2701647762229774,0.3019488675433277,0.33373295886367804,0.36551705018402836,0.39730114150437856
thresh,-0.222488639242452,0.222488639242452,28,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,1,21,1272,1347,14,0,0,0,0,0,0,0,0,0,0,0
ppGpp,0,0,0,0,0,5,364,354,3,0,0,0,0,0,0,0,0,0,0,0
Cra,0,0,0,0,0,0,10,8,1,0,0,0,0,0,0,0,0,0,0,0
IHF,0,0,0,0,0,0,43,40,1,0,0,0,0,0,0,0,0,0,0,0
ArcA,0,0,0,1,0,1,44,42,2,0,0,0,0,0,0,0,0,0,0,0
IclR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Crp,0,0,0,0,0,1,158,129,4,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Cra,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and IHF,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and ArcA,0,0,0,0,0,0,8,10,2,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Crp,0,0,0,0,0,1,32,39,2,0,0,0,0,0,0,0,0,0,0,0
Cra and ArcA,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Cra and Crp,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0
IHF and ArcA,0,0,0,0,0,1,8,16,0,0,0,0,0,0,0,0,0,0,0,0
IHF and Crp,0,0,0,0,0,2,23,22,0,0,0,0,0,0,0,0,0,0,0,0
ArcA and Crp,0,0,0,0,0,2,23,22,1,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, ArcA, and Crp",0,0,0,0,0,1,4,7,2,0,0,0,0,0,0,0,0,0,0,0
"Cra, ArcA, and Crp",0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0
"Cra, IHF, and Crp",0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Cra, and Crp",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, IHF, and Crp",0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
"IHF, ArcA, and Crp",0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, IHF, and ArcA",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, IHF, ArcA, and Crp",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Cra, IHF, and Crp",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Cra, and ArcA",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Cra, ArcA, and Crp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Cra, IHF, ArcA, IclR, and Crp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
