,A,ihfB,IclR,Crp,ArcA,Cra
SRX4705203,4.7354486665,0.2288210901,1.3487840211,-0.385355987,-0.38558688100000005,0.1410654555
SRX4705204,5.8764142323,0.6101915694,-0.2612451658,-0.6930073795,-0.2343390475,-0.3910279091
SRX4705205,4.3197335039,0.576618225,-0.3018394987,-0.7755713976,-0.1768228467,-0.44154555100000004
SRX4705206,4.5902280226,0.6110947582,-0.2633998885,-0.6576656106000001,-0.1829866169,-0.5611262142
SRX4705207,7.4757415148,0.5652189377,1.3395653314,-0.1341736427,-0.1312277256,-0.3524552037
SRX4705208,4.7390572351,-0.2131127912,0.732882447,-0.5635110724,-0.6927357911,-0.9056081209
SRX4705209,7.8281010331,0.46224616560000004,1.0538210348,-0.1045202598,-0.05061829700000001,-0.42057476650000003
SRX4705210,6.5158729246,0.5648670378,-0.32706916610000003,-0.5514972085000001,-0.2321428443,-0.8672213773
SRX4705211,6.000937337,0.2495908246,-0.3891284271,-0.5907591781,-0.33308463520000003,-0.4427516114
SRX4705212,6.0872603511,0.25883636260000004,-0.1812585781,-0.5379723588,-0.3163096863,-0.7546014759
SRX4705213,-0.228396798,-0.3371452922,-0.0176322933,0.5884298837,0.1901686705,0.2453102094
SRX4705214,0.7983325174,-0.4144919876,0.18335904,0.5233414408,-0.058796187400000005,0.2457475705
SRX4705215,-0.2082548194,0.0859386959,-0.3453686126,-0.4463507494,0.0858430565,-0.1542627521
SRX4705216,-0.2023000616,-0.5315682872,0.1652940396,0.4678437997,0.0028923649,0.0075343704000000004
SRX4705217,-0.4893561047,0.6184017657,-0.0358545023,-0.7475887920000001,-0.1846147007,0.0001936499
SRX4705218,0.3299752664,0.5788651053,0.0502023286,-0.38567558290000004,-0.035493203800000005,-0.3445230481
SRX4705219,7.666622659,-0.5625498558,0.5936601718,-0.31419254,-0.23346584150000002,0.16050459590000002
SRX4705220,8.2193072416,-0.31589760570000003,0.6494199431000001,-0.1236678575,-0.1391940875,-0.4633537807
SRX4705221,6.11223393,1.1900981018,-0.4753969959,-0.7518707576,0.0132220698,-0.6211628684
SRX4705222,8.117917193,-0.2427241886,0.5630224859,-0.10341932470000001,-0.15327054480000002,0.1250024662
SRX4705223,4.738442045,0.9276404627,1.5160652608,-0.31786441590000003,-0.40193558090000003,-0.2019906604
SRX4705224,4.6968281255,0.0796417516,1.3080472113,-0.5855978821,-0.5313746106,-0.17092258500000002
SRX4705225,6.2767944648,0.2109846849,-0.4209673406,-0.9927383484000001,-0.6203175706,-0.9988764317000001
SRX4705226,5.8073900565,0.23533751830000002,-0.5544657865,-1.0770436531,-0.6981566933000001,-0.8214510339000001
SRX4705227,5.4178049922,0.21035469750000002,-0.35069383,-0.9319843065000001,-0.7595007277,-0.7360847575
SRX4705228,5.7135645563,0.351986183,0.7276297296,-0.3099510565,-0.0372590058,0.3966041554
SRX4705229,5.4313042422,0.13782204180000002,0.6386556186,-0.5033890871,0.09376858960000001,0.3910926074
SRX4705230,5.8137349578,0.2137416066,1.1755726431,-0.43552663960000004,0.0231333739,-0.035026353
SRX4705231,5.2537679207,1.1509351128,-0.2743636948,-0.9039885132000001,0.1127304596,-0.2532313176
SRX4705232,5.6711639928,1.210246552,-0.3877480681,-0.882397812,-0.0380817781,-0.8358621076
SRX4705233,13.262988676,0.9463787208000001,0.39022120920000003,-0.1968594431,-0.2157053013,0.1310562172
SRX4705234,7.9287049656,0.6894988855,1.1702901097,-0.0757624216,-0.4094781025,0.5837345662
SRX4705235,4.3402068896,1.0535282181,1.0261274986,-1.1352115054,-0.1995304755,-0.7926743156
SRX4705236,7.0241214734,-0.1420939679,1.0576887721,-0.1630694594,-0.4656880963,1.3401219728
SRX4705237,4.5873631081,0.9057751446000001,1.1665030468,-1.1430905682,-0.0487554939,-0.5941587655
SRX4705238,4.7160849527,1.1254304514,1.154081145,-1.1479592129,-0.215019177,-0.7212959865
SRX2038319,-0.1288091569,1.4426827544,-0.3908556442,0.0216952277,1.0693941837,-0.8537273313
SRX2038320,-1.8480742395,0.6087812218,-0.6457716766,0.0089552738,0.2635843553,-0.5581509644
SRX2038321,-3.5121043719,1.453697321,0.246579815,-0.029136735400000002,0.9174621933,-0.4894097088
SRX2038322,-3.1255478228,1.5126676941000001,-0.025997309700000002,-0.22346250180000002,-0.1218903694,0.0555135524
SRX2038323,-1.8523361814000001,1.1758653763,-0.0060945415,-0.5950074874,-0.8918312391000001,-0.0787142445
SRX2038324,-2.2882847012,0.7068659902000001,0.5438593025,-0.2819178846,-0.6881736304,0.1591601426
SRX2038325,-2.9726867555,2.7404168595,-0.0575433948,-0.2129587413,0.7699156984000001,-0.6722701763000001
SRX2038326,-2.9906911657,1.4055007212000001,0.0327935783,-0.6664505470000001,0.9700102006,-0.6569091517
SRX2038327,-0.47269852570000004,1.5731943474999999,-0.7979856724000001,-0.2899666271,1.0384347552,-0.6965257371
SRX2038328,-2.0569568349,1.3286870738,-0.5569829182,-0.0956451908,1.1285368322,-0.867810289
SRX2038329,-2.7359912504,-0.5334557359000001,-0.47564744950000004,-0.534902734,0.8161619262,-0.2072308356
SRX2038330,-0.6958352219,1.0691534304,0.0877996657,-0.09387450950000001,-0.0201403201,-0.0366993311
SRX2038331,-0.9520967516000001,-0.2272644741,0.0411565447,-0.4795015226,-0.10491848840000001,0.012245357600000001
SRX2038332,-2.0382034561,1.2407535673,-0.4110115634,0.3381492062,0.7603654310000001,-0.41071263300000005
SRX2038334,2.4469492407,-0.2811494248,-0.2818623254,-0.2479411708,-1.0891380371,0.3169642319
SRX2038335,-2.0268507171,0.3734034026,0.1915335336,0.1803691418,-0.8079639627,0.015997995100000002
SRX2038336,0.3399234597,1.0406558945,0.2069967561,0.5647813138000001,-0.6936482731,0.0644254838
SRX2038337,2.2686634598,1.5872047917,0.1027113709,-0.0535453575,0.44997349200000003,-0.3527493064
SRX2038338,0.3797087739,-0.5988409250000001,0.0022080929,0.0598112988,-0.3344079171,0.11344961220000001
SRX2038339,-2.9713832507,1.4638075866,-1.3550318361,0.1188856227,0.6810912996,-0.0776861945
SRX2038340,-3.4692063085,-0.065066414,-0.1340016776,0.34647646330000004,-0.7281520391,-0.3085645329
SRX2038341,-1.6406492298000002,-0.3694768094,0.1387437323,-0.08200134910000001,-1.0546255310000001,0.5362143779
SRX2038342,-0.311428688,-1.3381919271,-0.085908044,-0.1543697162,-0.8944886509000001,0.2827147237
SRX2038343,-2.7218441849,-0.3357301543,0.2439908903,0.5010526678,-0.7695802995000001,0.1739749676
SRX2038344,-3.0047463912,-0.4951080302,0.5423613604,0.033069829700000004,-0.5339921031,0.5552778938
SRX2038345,-2.4189709748,-0.4177804027,0.7081722194000001,-0.1021128979,-0.0834480876,0.6973714623
SRX2038346,-3.5180724089,0.8912843678,-1.1799237727,-0.5275545316,0.6391570357,-0.29816975030000004
SRX2038347,-6.1293851096,0.7457290625,-1.352203728,-0.8740408744,0.9185526292,-0.16488263350000001
SRX2038348,-4.0994677164,0.4106332983,-1.5999273487,-0.6052099843000001,0.6901443962,-0.1090022791
SRX2038349,-0.0137037114,-1.5295929048999999,0.097041609,-0.520378201,-0.6312365123,0.3859898433
SRX2038350,-0.8118665909,-0.42164055240000003,-0.3661963801,-0.1808186141,-0.6568917332,-0.5205175573
SRX2038351,-1.9573003911,-1.8189793688,0.48995134370000004,-0.2481074814,-1.0174438648,0.3174432465
SRX2038352,-3.0739291583,-0.6449885269,0.7247445147,-0.1007067708,-0.6496157627,0.5627784507
SRX2038353,2.0474756152,-1.0202695171,-0.48442966870000004,-0.2493838519,-0.7033841573,0.4923875361
SRX2038354,-0.688431491,-0.4636976262,0.4391080041,0.0934857714,-0.6182618178,0.3566497402
SRX2038355,1.2406610588,-0.0876755152,0.8791151937,0.0258529291,-0.5516249936000001,0.7956397664
SRX2038356,1.6842834623,0.2687374822,0.6505419736,-0.7092992376,-0.7842142551,0.3601288832
SRX2038357,-0.250899617,-0.8438418294000001,0.3886475513,-0.08150652650000001,-0.7349862666,0.7402777192000001
SRX2038358,-0.8250019082000001,-0.8046802190000001,0.17952667090000002,-0.38365261440000004,-0.31267291070000003,0.48647327700000004
SRX2038359,-3.2460077329,-0.1292274729,0.3346905657,0.30292598800000003,-0.4842923424,0.27027891930000003
SRX2038360,-1.819229908,-1.3119733839,0.4925933277,-0.5695966895,-1.0148851516,1.101532198
SRX2038361,-0.9561080439,-1.1567435402,0.2122690173,-0.5088220601,-0.6907153027,0.7309354211
SRX2038362,-4.0318967812,-0.5962353548,0.38170826290000004,-0.5568547845,-0.5100728839,0.7472775657
SRX2038363,-1.6471588031,-0.42237850050000003,0.4340835789,-0.1075832786,-0.3755575815,0.8744017874000001
SRX2038364,-1.9880940539,-0.2330364484,0.15285852,-0.2548516616,-0.2196301371,0.745558492
SRX2038365,-3.8214648006000003,0.7267281071,-0.9204544567,-0.5224634022,0.4059186527,-0.047413801000000005
SRX2038366,-5.9369592959,1.633609074,-0.8453199096,-0.6997337682,0.6795316201,-0.1801907724
SRX2038367,-4.4515217815,0.5375879140000001,-0.7595508313,-0.164303206,0.5180514967000001,0.1621832389
SRX2038368,-0.2647019526,-1.2151198529,0.0155029888,-0.2838038458,-0.5719402797,0.0343100946
SRX2038369,-1.2514669171000001,-0.9595485512,0.4996694585,-0.14120318680000002,-1.1732918553,0.3322543509
SRX2038370,-2.1041180927,-0.9363784741000001,0.5478641338,-0.2275315786,-0.7755120344,0.8075245937000001
SRX2038371,-2.1682593923,-1.1393529857,0.9046917636,-0.1971165942,-0.5555756714,0.8193045941
SRX2038372,1.0798697981,-1.6868286117,-0.22892113320000002,-0.7030767083,-1.0030252318,0.7120229640000001
SRX2038373,-0.5633467724,-1.0194093062,0.8922550083,-0.3391076354,-0.5831005596000001,0.8730704559
SRX2038374,1.0764257772,-2.0533163881,0.8788756897000001,-0.8919006833,-0.9335797538,1.301894215
SRX2038375,0.9973709514,0.1201491622,0.7920720033,-0.8480468999,-0.8369083792,0.42012269210000003
ERX530520,-0.2780342928,0.16429681270000002,-0.0129918651,-0.0552460372,-0.0588099996,-0.1895340584
ERX530521,-0.3874603935,-0.015058738600000001,-0.1218573151,0.2379487723,0.0707141134,0.153080733
ERX530522,-0.7703649528000001,0.1129815054,0.0966526263,0.1666261772,0.0792301926,0.3677356986
ERX530523,-1.225652499,0.1308799863,-0.1794790705,0.3038599931,0.1165178999,0.20934616350000002
ERX530524,0.2780342928,-0.16429681270000002,0.0129918651,0.0552460372,0.0588099996,0.1895340584
ERX530525,-0.2675611908,0.10135033510000001,0.09126462560000001,0.2803346536,0.1391146988,0.2349933388
ERX530526,0.1689024203,-0.0248447382,0.0187923143,-0.038816530200000005,-0.2406300043,-0.30974919160000003
ERX530527,-0.9587316423000001,0.021092889,-0.2975304582,0.21736006800000002,0.09393124500000001,0.3322552634
ERX3212443,-0.8534242279,0.24784995,-1.1351553803,0.02870798,0.8784288994,-0.9568080187
ERX3212444,-1.4306885694,0.1064565189,-1.1385574555,0.0422419746,0.7269323781,-0.9676118753
ERX3212445,-1.4116386319,0.005539048,-1.1999034221,-0.0473495293,0.7669138366,-1.0099299057
ERX3212446,0.1732214827,-0.0982544908,-0.16364865850000002,-0.1275263066,0.3543791704,-0.4600895052
ERX3212447,-0.8240134931,-0.15643323380000002,-0.32589029610000003,-0.1188682696,0.6126265213000001,-0.46340290570000003
ERX3212448,-1.1184061889,0.0867734718,-0.4283908481,-0.0775782685,0.7204335675,-0.5932001555
ERX3212449,-0.2003427609,-0.033570588000000005,0.0274509429,-0.0172228206,0.0023349412,-0.0431349533
ERX3212450,-0.0484784303,-0.057117415000000005,0.0101088398,-0.0153227698,0.0138897402,0.0100351717
ERX3212451,0.2488211911,0.090688003,-0.0375597827,0.032545590400000005,-0.0162246814,0.0330997816
ERX3212452,0.8825852503,0.1092855969,0.0150735967,0.1223491476,-0.5224664074,0.7607520602000001
ERX3212453,1.3466891617,0.1973599473,0.0769424709,0.1974911759,-0.5060912851,0.848878765
ERX3212454,0.959414677,0.0520428904,0.6476074022,0.2034264775,-0.2103690696,0.5210592231
SRX7478973,0.0886192719,0.0126545278,-0.0679326526,-0.060392566700000004,-0.0026986212,-0.216800287
SRX7478974,-0.088003618,-0.0106326912,0.3816342534,0.0044704471,0.0232666232,0.2673721395
SRX7478975,-0.0006156539000000001,-0.0020218365,-0.31370160080000004,0.0559221196,-0.0205680019,-0.0505718525
SRX7478976,0.1538581921,-0.129348762,-0.4114952257,-0.0294229657,-0.0248110193,-0.1657855262
SRX7478977,0.0010701816000000001,-0.0711125526,-0.00047876980000000004,-0.10860318570000001,-0.0365080084,0.0558414491
SRX7478978,-0.1563040412,-0.0494529187,-0.7959566625000001,-0.1133642725,0.10535953910000001,-0.149255529
SRX7478979,-0.4638213707,-0.0136252659,-1.2723622772,0.029688543100000003,0.2585635182,-0.3121806988
SRX7478980,-0.4853238261,0.040501495900000004,-1.2002194349,0.0276315887,0.303827907,-0.2982454419
SRX7478981,-0.38889569760000003,0.0660673569,-1.2428899238,-0.0099621376,0.24080459610000002,-0.2805224475
SRX7478982,-0.0074931362,0.0680506139,-1.4228066223,0.0895954796,0.2868203253,-0.1825965015
SRX7478983,-0.0415117349,0.1463277796,-1.4435901473000001,0.10367688060000001,0.2959739772,-0.1968644844
SRX7478984,-0.1404986466,0.058645976,-1.3618401083,0.0034602426000000003,0.24580874260000002,-0.13727567940000002
ERX1521038,-3.0556378558,0.8947661931,0.020183414400000002,0.2075117463,0.9327413782,0.11390770330000001
ERX1521039,0.9518863718,0.8245761367000001,0.050856250400000004,0.009730694,0.9261506939,0.1873961184
ERX1521040,-3.3239754269,0.9172620950000001,-0.0017190694,0.2850669433,1.0687949022,0.0168979536
ERX1521041,0.1558112832,0.4369839626,-0.4542759028,0.1631970502,0.5925125441,0.45957792270000003
ERX1521042,-1.5839098656,0.7686354297,0.0225987118,0.1392690724,0.191028469,-0.5553368521000001
ERX1521043,3.2327501038,-0.7693821899000001,0.45667890590000004,0.5908241112,0.0868822129,1.5354335179
ERX1521044,-1.1344816821,0.5138647472,-0.08104706090000001,0.1104686965,0.12093167490000001,-0.3400196666
ERX1521045,1.1344816821,-0.5138647472,0.08104706090000001,-0.1104686965,-0.12093167490000001,0.3400196666
SRX621182,3.1455877679,-2.0371496979,-0.8140029475,-1.5681109031,-1.0591036869,-0.965519541
SRX621183,3.9623446133,-2.2684730482,-0.7219115724,-1.7787209304,-1.0120794948,-1.1416494558
SRX621184,2.4586813574,-1.3068979798,-1.0167600279,-2.3286332422,-1.4965225604,-0.8614623277000001
SRX621185,2.7543829131,-1.0530082661,-1.423775099,-2.0720734261000002,-1.193941523,-1.1799050635000001
SRX621188,1.7266410349,-1.886946245,-1.0111625885,-2.2153905101,-1.4967474998,-0.8568152088000001
SRX621189,0.9585739878,-2.0984424845,-1.0783017981,-2.5455493469,-1.8797889081,-1.2488999172
SRX621190,0.7944980285000001,-0.2592372978,0.1880135166,0.0910120247,0.0614368063,0.3037840317
SRX621191,-0.7944980285000001,0.2592372978,-0.1880135166,-0.0910120247,-0.0614368063,-0.3037840317
SRX621192,-2.1032466580999998,-1.4481975116,-2.225684226,-2.4304813555,-1.2240719898,-2.9306335603
SRX621193,-1.5312167378,-1.5487593325,-1.9487647818,-2.283345836,-0.9646090827,-2.4810304921
SRX6489436,2.0401621314,0.5725168552000001,-1.7541174316,-2.5610024343999997,-2.3862196642,-1.1343475535
SRX6489437,2.0565328639,0.5767602426,-0.4258450118,-1.7192127447,-1.2660276597,-0.745303582
SRX6489438,3.098848303,0.5408314315,-1.0805465849,-2.5656982779,-2.3724224758,-0.8684320375000001
SRX6489439,-0.46363337520000003,-0.3724250743,0.1457798667,0.2181867704,0.011139977700000001,-0.1286148301
SRX6489440,-0.051800493100000004,-0.5506885260000001,-0.1380685218,-0.051637196,-0.2115586693,-0.8133276643
SRX6489441,0.5154338683,0.9231136003,-0.0077113449,-0.1665495744,0.2004186917,0.9419424944
SRX6489442,-0.14338192460000002,-0.015400114400000001,0.6548287164000001,0.5013664708,0.2432724134,0.2687126539
SRX6489443,-1.2376665531,-0.1280760356,0.9619772805000001,-0.0310669673,-0.25783494830000003,-0.7678659126
SRX6489444,1.8092887175999999,0.8585979411,-0.1035795666,-0.0959832862,0.27401214690000003,0.6197851686
SRX6489445,-0.6204708866,-0.1118771202,0.2004003739,0.1827632689,0.043676152100000004,-0.7257333649000001
SRX6489446,-0.5176419806,-0.3732720155,0.12291902290000001,-0.0362566025,-0.2864002101,-0.9063900389
SRX6489447,1.2860694393,0.8058659089,-0.31424451610000004,-0.13451388420000002,-0.1341877166,0.5474014037
SRX6489448,0.4582249095,0.4054833875,0.048007178500000004,-0.3668404044,-0.5771907675,0.5672649508000001
SRX6489449,-0.3597037114,-0.02338005,0.40866062810000003,-0.0648374225,-0.5073577501000001,-0.14745600050000002
SRX6489450,4.9805216994,0.9979107099000001,0.637273651,0.0483373318,-0.7561764232,0.798751953
SRX6489451,0.7070355129,-0.5737993512,-0.1810112991,-0.0097311396,-0.139486361,-0.048757564
SRX6489452,0.4059021403,-0.3996532846,0.1432441948,-0.3293122911,-0.7649544516,-0.5341879819
SRX6489453,1.5455661892,0.6080325268,-0.0405642938,-0.3831059042,-0.2798375699,0.3887646153
SRX6489454,0.3756914149,-0.1255185965,-0.025666619,-0.0190652403,-0.3225539216,0.021528378600000002
SRX6489455,0.13434662320000001,-0.7386780321,-0.0501708364,0.10856884550000001,-0.3566598492,-0.46063201200000004
SRX6489456,1.1435392496,0.6323031777,0.07310747940000001,-0.250826488,-0.16903673660000001,0.5577970553
SRX6489457,6.0411298916,0.41266472940000004,0.4604653865,-0.8913190701,-1.0507190625,-0.47915796060000004
SRX6489458,6.3070521145,0.5379466454,1.0017582036,-1.4459433789,-1.3019793658,-0.4242198553
SRX6489459,7.0791425952,0.917368182,0.614470411,-1.4845663116,-1.200284001,-0.4408909259
SRX6489460,6.1828095252,0.714406406,0.4937577342,-1.0651718251,-0.692848533,-0.7986508937
SRX6489461,6.6817974521,0.48906684650000004,0.6544978017,-0.7987644547,-0.721131519,-0.23109035
SRX6489462,6.4746093613,1.106647775,0.1367994506,-1.2519211603,-1.1946762861,-0.4984742653
SRX6489463,6.0685555857,0.8958872998,0.6901170216,-1.3554675684,-1.1387573988,-0.7412924465
SRX6489464,5.7983882166,0.7264677902000001,0.8688001363000001,-1.3336062681,-1.0754994254,-0.32567890390000004
SRX6489465,7.3551498162,1.4966062456,0.0532500844,-0.8925679957,-1.1412931212,-0.1433465964
SRX6489466,6.8869113599,0.4676500039,0.48876687750000003,-1.1430168893000001,-1.3610413978,-0.5727036634
SRX6489467,6.641024944,0.9145932295,0.1427450874,-1.4493752758,-1.2445931649,-0.06640882050000001
SRX6489468,7.2647599476,0.8961990470000001,0.41018365630000003,-1.4050641086,-1.0844773372,-0.0988652604
SRX6489469,5.6918649358,0.9549122993,-0.2128216184,-1.6123595908000001,-1.2057146664,-0.2921015008
SRX6489470,5.7913851982,-0.0356378772,0.6934625782,-1.226893919,-1.1663520224,-0.23103725800000002
SRX6489471,7.0882101471,0.7947546427000001,0.08853688400000001,-1.5448590486,-1.3199865412,-0.4034763851
SRX6452027,-3.0263531069,0.6483579828,-0.3384427376,-0.1459188516,1.3487612159,-0.8134585722000001
SRX6452029,0.411285351,0.1013773724,-0.1055920837,-0.0579075359,-0.1205748881,-0.15458974220000002
SRX6452030,-2.0648905615,0.7561082961000001,-0.018802032700000002,-0.10275380890000001,1.3799665865000001,-1.0411310568
SRX6452031,-1.7358666943,0.4480533525,-0.1315226676,-0.0890509939,0.3409236023,-0.1568155477
SRX6452044,-0.6941270222,0.4746197462,0.0868944349,-0.4156744168,0.21495707700000002,-0.2971344521
SRX6452045,0.9789349331,0.9323482898000001,-0.1158496625,0.0988768356,0.5988323535,-0.1844494213
SRX6452046,0.061269959400000004,0.5534249098,-0.3973838323,-0.2628324997,0.17335244460000002,-0.3766773225
SRX6452047,-2.862737308,1.5819909601000002,-0.2302455608,-0.2208033278,1.1378923818,-0.9073723469
SRX6452048,-0.411285351,-0.1013773724,0.1055920837,0.0579075359,0.1205748881,0.15458974220000002
SRX6452059,-5.2265414224,1.5114326746,-0.5499108587,-0.2805843959,1.0703387567,-1.1203611161
SRX1828491,0.6007512106,-0.22883507590000002,0.3057482553,1.0841805474,0.9847594599,1.2763301475
SRX1828492,0.440418907,-0.16930334090000002,0.5521263352,1.1446573046,1.0641314952,1.5518422955
SRX1828493,1.8606118938,-0.0495267151,0.9478649931,0.9603956705000001,0.4470775843,0.7051289762
SRX1828494,3.4133661375,-0.1082065834,1.1643448943,1.5682706127000001,0.9888960972,1.7200493047
SRX1828495,0.4378901443,0.27176167630000003,0.8704806924,-0.4755092777,-0.3516493636,-0.13141419940000001
SRX1828496,0.5497331429,0.1478877247,0.5265776605,-0.1918949817,-0.0888831399,-0.2414090268
SRX1828497,1.4014416656,0.0989071549,0.977817256,0.35721379940000003,0.6470682595,0.6210753481
SRX1828498,0.6489577264,0.092265601,0.975387141,0.3103341766,0.5005750261,0.5507871298
SRX1828499,0.8393931618,-0.1910441595,0.9091135997,0.8959768911,0.44943581320000003,0.4600576756
SRX1828500,1.3931175624,-0.2720639669,0.8677898012,1.151414448,0.6363389736,0.5858702455
SRX1828501,0.1638009382,-0.10026415400000001,0.8958018923000001,0.5787595543,0.5226066503,0.7626308654
SRX1828502,-0.389136829,0.1267075309,1.299899353,0.170452503,0.2223851306,0.12262653920000001
SRX1828503,-3.1216480089,-0.0752220175,1.1138161464,0.2993918273,0.0892295235,1.9881627285
SRX1828504,-2.5081389358,-0.1755236102,1.396120569,0.3449252499,0.2306965681,2.1931153397
SRX1828505,-0.058349524800000004,-0.167099086,0.7864507439,0.2963526906,0.2943102145,0.4856786449
SRX1828506,-0.7248229388,-0.3144100777,0.7625908954,0.8750640991,0.5272311071,0.7669822615
SRX1828507,-0.0915773329,-0.0172169932,-0.19249082580000001,-0.326898736,-0.11984394920000001,-0.2521839124
SRX1828508,0.0915773329,0.0172169932,0.19249082580000001,0.326898736,0.11984394920000001,0.2521839124
SRX3796953,-0.0756487547,-0.093145789,-0.0378730034,-0.07878716350000001,-0.0676967451,-0.0605792777
SRX3796954,0.0756487547,0.093145789,0.0378730034,0.07878716350000001,0.0676967451,0.0605792777
SRX3796955,-0.5628613996,0.1545839931,-0.4385382302,1.2078040582,0.1233067759,0.2948835343
SRX3796956,-1.701415305,0.5016686799,0.4039134418,1.3633198144,0.20364527300000002,0.8609545578000001
SRX3796957,-1.9453732738,0.2930838522,-4.178424034,-2.4304975054,1.6182345706999999,-1.1863394348
SRX3796958,-0.6444738832,0.4443584974,-3.1728208736,-1.9638896553,1.594982006,-0.9082664866
SRX3796959,-1.1359881423,0.1499765312,0.6110259167000001,0.23973138100000002,0.0672035128,-0.06662269800000001
SRX3796960,0.0779626352,0.0832177955,0.42104911570000003,0.1717381616,-0.0222688136,-0.2838553941
SRX3796961,0.8181349866000001,0.1494158533,-0.5224361489,0.08582733690000001,0.0424268426,0.7321625501
SRX3796962,1.3444414814,0.0520250297,-0.5175181281,-0.0164337809,-0.3133300406,0.6851959435
SRX3796963,-4.5496447483,-0.5083392594,-2.9949385861,-2.9541291327,1.5958580575,-1.3965703528
SRX3796964,-3.4489006007,-0.1052962085,-3.6320341534000002,-2.4056994769,1.7177042546,-1.317922929
SRX3796965,-11.0074550412,-1.060972326,0.2759865948,-0.18704894200000002,-1.0287892827,-1.104683767
SRX3796966,-11.0395205349,-1.0260900458,0.3244848558,-0.1143135745,-1.0047560455,-1.2546926981
SRX3796967,3.4817529692,0.5162780332,-0.9331011034000001,0.1036684385,0.3254800541,-0.1032883054
SRX3796968,2.2826822635,-0.1665471899,-0.9542901035,-0.5320317657,0.1120321633,-0.1602192955
SRX3796969,4.474275868,-0.25053451520000003,-0.3996070652,-0.33952435410000004,0.4894026192,-0.030563167500000002
SRX3796970,3.2184439416,-0.2176500094,0.18178139170000002,-0.5029284707,0.6397665666,-0.045479457
SRX3796971,-1.4104533919,-0.1135008517,0.32404058280000003,0.051597773300000004,-0.0407208341,-0.2876364708
SRX3796972,-1.2806371022,-0.1418917681,0.48844805080000003,0.1695436772,-0.014845037,-0.3919699821
SRX3796973,1.0329514252,0.8887595407000001,-0.8535626616,0.4016716534,0.5397192637,-0.0756674972
SRX3796974,2.8155533044,0.9354712413,-0.3970665954,0.0540830645,0.48378118270000003,-0.1685223861
SRX3796975,-2.7604684131,-0.114380222,-3.0707344132,-2.4044391384,1.3182395307,-1.7743965943000002
SRX3796976,-2.3176585535,-0.4618928782,-3.1452256589,-2.2572603749,1.3320724377,-1.5057214365
SRX3796977,0.5044368564,-0.1224464358,0.2951047634,0.15715905260000002,0.4198393247,-0.4013139988
SRX3796978,-0.8183403208000001,0.2983490954,-0.1109571501,0.22238625250000002,0.5218605334,-0.3582488616
SRX3796979,0.5160652999,-0.24434000990000002,-0.5492485189,0.029169605100000003,-0.12638412400000001,0.33721073900000004
SRX3796980,0.7937439185,0.0135024936,-0.5516505567000001,0.3152681445,-0.1359480794,0.20826187340000002
SRX3796981,-2.6680468765,-0.0888189655,-3.1850307312,-2.3922730427,1.2536283473,-1.5433322065000001
SRX3796982,-2.5951800842,0.0958785737,-3.0040583977,-2.1205585644,1.4218786994000001,-1.3081320442
SRX3796983,-11.7848069569,-1.0485301634,0.33694132250000003,-0.14166017990000002,-0.7977188794000001,-1.1285112896
SRX3796984,-11.3663205539,-0.9506783407,0.1641712901,-0.1285585019,-0.7443303324,-1.1969005227
SRX3796985,1.0166377302,0.0092334253,-0.5217759989,-0.41390028040000004,0.7261719226000001,0.0065009034
SRX3796986,-0.7795282553,0.24535617110000002,-0.839185982,-0.5311079492,0.8865826679000001,-0.0929676374
SRX3796987,-5.7337907355,0.047163355000000004,-1.7725103358,0.7351458547,-0.9243434027,-0.5564313898000001
SRX3796988,-5.3621522547,0.5261040576,-1.9449220809,1.4053881684,-0.4780419603,-0.2266175615
SRX2568270,-0.3311767671,0.1562382721,0.0642718697,-0.004570969,-0.0418893319,-0.1477545398
SRX2568271,2.1380835118,0.6331112553,-0.7700335471,0.0653832305,0.3591658249,-0.43275175790000003
SRX2568272,2.4216036626,0.6614788326000001,0.0176714553,0.3822852162,-0.8304810236,0.1479863207
SRX2568273,1.9783825190000002,0.24987335840000002,-0.1871550241,0.21028994880000001,-0.9492480625,-0.2443604499
SRX2568274,5.7025283380000005,0.0917625044,0.6046169026,-0.0570535506,-0.7195329218000001,-0.8080377215000001
SRX2568275,0.3311767671,-0.1562382721,-0.0642718697,0.004570969,0.0418893319,0.1477545398
SRX2568276,3.5121580487,0.0567651034,-0.1887059603,0.051884897000000006,0.36484522820000004,0.0461749848
SRX2568277,2.4668508879,0.7709594122000001,-0.2961198148,0.3721571684,-0.2926059744,-0.0514301256
SRX2568278,2.7907679481,-0.0509849852,0.11416945340000001,0.12152566340000001,-0.96780511,-0.5199344295
SRX2568279,5.4398479768,0.0225987589,0.43880155260000003,-0.0765298296,-0.8880264464000001,-0.6797673496000001
SRX3421856,-0.1502331176,-0.0052523366,-0.0858035583,0.020805030000000002,-0.0702595117,-0.12346562080000001
SRX3421857,0.1502331176,0.0052523366,0.0858035583,-0.020805030000000002,0.0702595117,0.12346562080000001
SRX3421858,-2.7350640844000003,0.570603653,1.3490047539,0.16600598560000002,0.9398787361000001,-1.1624552896
SRX3421859,-3.0713760923,0.6901759176000001,1.2182777188,0.1916775286,0.8303069123,-1.4364844985
SRX3421860,-1.3224525554,1.5424410397,-0.4431234834,0.46786379100000003,0.946656288,-0.4126939052
SRX3421861,-2.0883865674,1.5776798909,-1.2101261593000001,0.5122323806,1.1842926666,-0.1829286654
