,PP_1729
SRX8894563,-2.331635212
SRX8894564,-1.9996035670000003
SRX8894565,-2.830003018
SRX8894566,-2.539883444
SRX8894567,-2.232190695000001
SRX8894568,-1.8134461550000005
SRX8245718,0.6739678739999988
SRX8245719,0.4814628120000002
SRX8245720,-0.3308100970000005
SRX8245721,-0.8246205890000002
SRX8245722,0.280764078999999
SRX8245723,1.207828094
SRX8245724,-0.3974052740000005
SRX8245725,0.3162968609999996
SBRG_IL__IL3__1,0.4982849900000001
SBRG_IL__IL3__2,0.5770627800000003
SRX8245728,-1.1708297750000003
SRX8245729,-1.0357563250000004
SRX8245730,-0.9047618080000008
SRX8245731,-1.2154551960000006
SRX8245732,-2.254880131
SRX8245733,-2.1473721150000005
SBRG_IL__wt__1,-1.987862091
SBRG_IL__wt__2,0.0828551920000002
SRX8245726,-0.9608900180000006
SRX8245727,-0.927737854
SRX8894553,-1.1593512460000008
SRX8894554,-1.2114472440000004
SRX8894555,-1.514870062
SRX8894556,-1.3036672360000008
SRX8894557,-2.199901526000001
SRX8894558,-2.2845937470000006
SRX8894559,-1.3421139780000004
SRX8894560,-1.240346498
SBRG_UNeb__coum__1,0.4315272423333329
SBRG_UNeb__coum__2,0.0218801913333326
SBRG_UNeb__coum__3,-0.1313445106666666
SBRG_UNeb__coumferul__1,0.7993191423333332
SBRG_UNeb__coumferul__2,0.5508704323333333
SBRG_UNeb__coumferul__3,0.7535697523333322
SBRG_UNeb__ferulate__1,0.030812071333333
SBRG_UNeb__ferulate__2,-0.0296427686666671
SBRG_UNeb__ferulate__3,-0.3118867276666677
SBRG_UNeb__glc__1,0.1070219763333319
SBRG_UNeb__glc__2,0.0365696253333318
SBRG_UNeb__glc__3,-0.1435916016666674
SRX5659920,0.2221943670000001
SRX5659925,-0.2221943670000001
SRX5704140,-0.1259973960000007
SRX5704141,-0.6302644830000013
SRX5704142,-0.7807345220000013
SRX5704143,-0.5324739970000012
SRX5704144,0.3874751769999989
SRX5704145,-0.0679451200000009
SRX5704146,-0.9553871460000014
SRX5704147,-0.266166902000001
SRX5704148,-0.2741021170000008
SRX5704149,-0.5123643450000008
SRX5704150,0.009663882999999
SRX5704151,0.6376866789999989
SRX5704152,0.066318740999999
SRX5704153,-0.6994400490000015
SRX5704154,-1.0355730970000012
SRX5704155,-0.5691254200000007
SRX5704156,0.4397826279999988
SRX5704157,-0.1439930110000009
SRX5704158,-0.2203415030000011
SRX5704159,0.1056210549999985
SRX5704160,-0.2237399400000015
SRX5704161,-0.6447533640000014
SRX5704162,0.027014799999999
SRX5704163,0.9891333359999992
SRX5704164,0.059678654999999
SRX5704165,-0.3541688200000008
SRX5704166,-0.9263001010000008
SRX5704167,-0.9273018130000016
SRX5704168,0.2803031979999986
SRX5704169,-0.3951690660000011
SRX5704170,-0.1667636690000007
SRX5704171,-0.1046408250000014
SRX5704172,0.010015566999999
SRX5704173,-0.9275343230000016
SRX5704174,0.1355709039999988
SRX5704175,1.0962841759999993
SRX4552613,0.6431327644999998
SRX4552614,0.2550564634999999
SRX4552615,0.4035279024999996
SRX4552616,-0.3251480315000004
SRX4552617,0.2511657214999996
SRX4552618,-0.2070906314999998
SRX4552619,-0.1373991925000002
SRX4552621,0.1373991925000002
SRX4552622,1.9475133795
SRX4552623,1.4400773354999998
SRX4552624,0.7071744095000003
SRX7195897,0.1398294399999997
SRX7195898,-0.1707768200000003
SRX7195899,0.0309473799999988
SRX7195900,0.643446599999999
SRX7195901,0.7621838399999987
SRX7195902,0.719791729999999
SRX801088,0.2724611440000002
SRX801089,-0.2724611440000002
SRX801090,0.4435711850000006
SRX801091,0.2207643160000003
SRX801092,-0.5039573590000002
SRX801093,0.6003019329999999
SRX3921725,0.0335782166666653
SRX3921834,-6.553333333414457e-05
SRX3921973,-0.0335126833333347
SRX3922005,-0.0859245233333343
SRX3922933,0.0332609866666651
SRX3923031,-0.0254556333333351
SRX5739419,-0.599475176666667
SRX5739420,-0.4721782266666654
SRX5739421,-0.5460380466666663
SRX5739422,0.0768617233333337
SRX5739423,-0.1268945866666655
SRX5739424,-0.0335115566666655
SRX5739425,0.1395692533333328
SRX5739426,0.0335778033333333
SRX5739427,-6.624666666610324e-05
SBRG_Stress3__butanol__1,-0.0180368614999997
SBRG_Stress3__butanol__2,-0.0210183544999997
SBRG_Stress3__glc__1,-0.1273090224999995
SBRG_Stress3__glc__2,0.1273090225000004
SBRG_Stress3__isopentanol__1,-0.8781067325
SBRG_Stress3__isopentanol__2,-0.8770664654999996
SRX3141766,-1.4755262190000007
SRX3141767,0.1909507040000004
