,Value,list
TF,FadR,
reg_genes,24,['Saci_1126' 'bcp_1' 'fadR' 'Saci_1124' 'mmgC_1']
comp_genes,25,"['SACI_RS05455' 'Saci_1992' 'Saci_1990' 'SACI_RS08040' 'SACI_RS11955'
 'SACI_RS11725']"
both_genes,19,"['Saci_1113' 'Saci_1106' 'Saci_1120' 'Saci_1119' 'glpA_1' 'fadA' 'nrdB'
 'adhT_3' 'aes' 'Saci_1108' 'abfD_1' 'Saci_1121' 'fabG_4' 'nlhH' 'glpK1'
 'Saci_1122' 'gloB_1' 'fadJ_2' 'Saci_1111']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
