,-0.12506649905107933,-0.10005319924086346,-0.0750398994306476,-0.050026599620431725,-0.025013299810215855,2.7755575615628914e-17,0.025013299810215883,0.05002659962043174,0.07503989943064762,0.1000531992408635,0.1250664990510794,0.15007979886129522,0.1750930986715111,0.20010639848172698,0.2251196982919428,0.2501329981021587,0.27514629791237455,0.3001595977225905,0.3251728975328063,0.35018619734302214
thresh,-0.13757314895618727,0.13757314895618727,2,,,,,,,,,,,,,,,,,
unreg,0,0,4,17,454,2966,416,15,7,1,0,0,0,0,0,0,0,0,0,0
tdcA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
tdcA_genes,[],[],[],[],[],[],[],[],[],[],[],[],['tdcA'],[],['tdcG'],[],['tdcC' 'tdcE' 'tdcB'],['tdcD'],[],[]
