,PSPTOB0055
SRX1828913,-0.0670379986
SRX1828914,-0.5074802098
SRX1828915,0.1499085843
SRX1828916,-0.38198049970000003
SRX1828917,-0.0828705857
SRX1828918,-0.652396337
SRX3983989,-0.1060657433
SRX3983990,0.0426544622
SRX3983993,-0.2340261335
SRX3983994,0.0271130664
SRX3983995,0.2883637544
SRX3983996,0.2998958098
SRX3983997,-0.037778954000000003
SRX3983998,-0.1387709241
SRX3983999,-0.12823089940000001
SRX3984000,-0.0043153068
SRX3984001,0.0076473525
SRX3984002,0.11709661730000001
SRX3984003,-0.33024813550000004
SRX3984004,0.0252808025
SRX3984005,-0.6811973926
SRX3984006,0.40223524380000003
SRX3984007,-0.328802588
SRX3984008,0.18215068140000001
SRX3984009,-0.1637881441
SRX3984010,-0.1369005744
SRX3984011,0.1781303401
SRX3984012,-0.066708813
SRX3984013,0.0249615179
SRX3984014,0.26230961010000003
SRX3984015,0.0432280437
SRX3984016,-0.30688061710000003
SRX3984017,0.3744077363
SRX3984019,-0.1524586605
SRX3984020,0.052545775600000004
SRX3984021,-0.4334604863
SRX3984022,0.4500678658
SRX3984023,0.2408142734
SRX3984024,0.5192316129
SRX3984025,-0.40790027770000004
SRX3984026,-0.2363379196
SRX3984027,0.014606279500000001
SRX3984028,0.4431847458
SRX3984029,-0.3064479808
SRX3984031,0.7044508855
SRX3984032,0.8083143151000001
SRX3984034,-0.1433413543
SRX3984035,-1.5373891918
SRX3984036,0.8728370314
SRX3984037,0.3453104765
SRX3984038,0.8513207681
SRX3984039,0.7151279627
SRX3984040,-0.1460746558
SRX3984041,0.8543380786
SRX3984042,0.0526193326
SRX3984043,-0.3915607109
SRX3984045,-1.6759676448
SRX3984046,0.0086669699
SRX3984047,0.3504936985
SRX3984048,0.51746035
SRX3984049,0.23457748020000002
SRX3984050,-0.3128963474
SRX3984051,0.3518916663
SRX3984052,-0.0445629658
SRX3984056,0.6378246555
SRX3984057,0.9712288045
SRX3984058,0.34704400950000003
SRX3984059,-0.2209057231
SRX3984061,-0.0017730530000000001
SRX3984062,-0.024514859400000002
SRX3984063,-0.446066022
SRX3984064,-0.0474116101
SRX3984065,-0.1209027364
SRX3984066,-0.16121315960000002
SRX3984067,-0.1070982603
SRX3984068,-0.1833217366
SRX3984069,0.0396123839
SRX3984070,0.3419387625
SRX3984071,0.4637820449
SRX3984073,0.1600367806
SRX3984074,-0.1730213457
SRX3984077,0.22676830120000002
SRX3984078,-0.2352312312
SRX3984079,0.6106104608
SRX3984080,-0.106139889
SRX3984082,-0.16861714560000002
SRX3984084,1.0100281223
SRX6997963,0.3333445586
SRX6997964,-0.6131604637
SRX6997965,-1.4725311582
SRX6997967,-0.18929007320000002
SRX6997968,0.4229448342
SRX6997969,0.23273259140000002
SRX6997971,-0.1440544855
SRX6997972,-0.5486135841
SRX6997973,0.0490793339
SRX3159100,-0.7919847874
SRX3159101,0.30107182600000004
SRX3159102,0.0801659223
SRX3159103,0.4107470391
SRX3159000,-0.5635498877
SRX3159001,-0.9645004318
SRX3159002,-1.0222120286
SRX3159003,-3.0568699454
SRX3159004,-3.0568699454
SRX3159005,-3.0568699454
SRX3159006,-3.0568699454
