,A,CysB
42c__42c_ale1__1,-10.3903762293,-0.47766552700000003
42c__42c_ale2__1,3.3721110311,0.056356401
42c__42c_ale3__1,1.3280133994,0.36892915200000004
42c__42c_ale4__1,2.3186403837,0.36331994300000003
42c__42c_ale5__1,3.3620374589,0.150400479
42c__42c_ale6__1,-13.6190034785,-0.444671713
42c__42c_ale8__1,-4.9972367906,-0.191861108
42c__42c_ale9__1,4.4342811554,0.201290513
42c__42c_ale10__1,-6.5927860262,-0.33212768600000003
ssw__wt_ac__1,0.17646040600000001,-0.9213973790000001
ssw__wt_glc__1,-0.5280609233,0.8468017640000001
ssw__wt_glyc__1,-13.7920015289,0.12241940500000001
ssw__wt_xyl__1,-0.9882719864,0.41456616700000004
ssw__glc_ale1__1,1.6016092841,0.41712027700000004
ssw__glc_ale2__1,-1.5273307623,-0.525668372
ssw__glc_ale3__1,-9.0680104433,-0.305943929
ssw__glyc_ale1__1,-2.907240583,0.20711780800000001
ssw__glyc_ale2__1,-10.0240821223,-0.46283354
ssw__xyl_ale1__1,0.1425699316,0.093725838
ssw__xyl_ale2__1,-0.4726836372,-0.12298274000000001
ssw__xyl_ale3__1,-1.8837832977,-0.26054636600000003
ssw__glc_ac_ac2__1,-16.5669998734,-0.7546940390000001
ssw__glc_ac_glc1__1,-1.6080605795,-0.43551849400000003
ssw__glc_glyc_glc__1,1.2707347989,-0.39365267200000004
ssw__glc_glyc_glyc__1,-0.5798171535000001,0.0069368960000000006
ssw__glc_xyl_glc__1,0.2247302301,-0.250383265
ssw__glc_xyl_xyl__1,1.2153605706,0.11114384100000001
ica__wt_glc__1,3.7180976754,0.263977196
ica__wt_glc__2,3.765405565,0.384305999
ica__wt_glc__3,2.3021217823,0.411143497
ica__wt_glc__4,-0.6687452379000001,0.22714813
ica__arg_sbt__1,0.42133597840000003,0.11604916200000001
ica__arg_sbt__2,1.1861801356,0.270494287
ica__cytd_rib__1,-21.0516553178,-1.3430235640000001
ica__cytd_rib__2,-20.7806608585,-1.249201685
ica__gth__1,8.5928268144,0.683513782
ica__gth__2,8.5420280673,0.85233722
ica__leu_glcr__1,-0.9858860398,0.346015049
ica__leu_glcr__2,-1.4044226672,0.34724641500000003
ica__met_glc__1,-1.567664208,-0.043823311000000004
ica__met_glc__2,-1.2473954408,-0.128286543
ica__no3_anaero__1,-17.2879399783,-0.013837349
ica__no3_anaero__2,-20.6906314216,-0.158987502
ica__phe_acgam__1,1.8660612226,0.31208741700000003
ica__phe_acgam__2,1.7598473094,0.17365012900000001
ica__thm_gal__1,-1.8807715243,-0.16466101
ica__thm_gal__2,-1.6544832766000002,-0.256954352
ica__tyr_glcn__1,1.4929388001000001,0.33393525
ica__tyr_glcn__2,1.1369331941,0.344667587
ica__ura_pyr__1,0.058621698800000004,0.462548183
ica__ura_pyr__2,-1.3273375543,0.21646942800000002
ica__wt_glc__5,-1.1825249099,0.082131019
ica__wt_glc__6,-1.9659197088,0.105312708
ica__bw_delpurR_cytd__1,1.0724666006,0.096972472
ica__bw_delpurR_cytd__2,0.5926379801,-0.226759919
ica__ade_glc__1,0.41398382970000003,-0.22880565100000003
ica__ade_glc__2,1.1786231901,0.22120740200000003
ytf__wt_glc__1,1.243781272,0.646131238
ytf__wt_glc__2,1.1244698489,0.790240173
ytf__delyafC__1,-3.2690609346,-0.13955255900000002
ytf__delyafC__2,-4.8573936223,-0.17549235800000001
ytf__delyeiE__1,4.9999776885,1.8320187780000001
ytf__delyeiE__2,8.1204055137,1.964256528
ytf__delyiaJ__1,-9.723868274600001,0.21329724
ytf__delyiaJ__2,-10.6705165703,0.28937539
ytf__delyieP__1,-5.7615232443,0.047393454
ytf__delyieP__2,-4.1053697439,0.07342469900000001
ytf__wt_ph5__1,2.1953764891,0.48481460200000004
ytf__wt_ph5__2,1.4962733784,0.44938816400000003
ytf__wt_ph8__1,-0.71598361,0.404748979
ytf__wt_ph8__2,-0.6017471295,0.410051174
ytf__delybaO__1,-5.983224205,0.020448442
ytf__delybaO__2,-8.6420836273,-0.20432101100000002
ytf__delybaQ__1,1.1618289485,0.24725074100000002
ytf__delybaQ__2,1.0104059623,0.35400805700000004
ytf__delybiH__1,0.6784496101,0.449549395
ytf__delybiH__2,-4.7353533044,-0.019725783
ytf__delydcI_ph5__1,3.3689357006,0.47233101400000005
ytf__delydcI_ph5__2,2.8653611348,0.460898097
ytf__delydcI_ph8__1,0.23526707700000002,0.625053078
ytf__delydcI_ph8__2,0.2884978479,0.390845469
ytf__delyddM__1,-2.1562936099,0.08980428800000001
ytf__delyddM__2,-3.0620904289,-0.096292601
ytf__delyheO__1,-2.5758623299,0.146380914
ytf__delyheO__2,-7.8488583969,-0.653366474
fps__bw_glc__1,0.3116683413,0.15520688600000002
fps__bw_glc__2,0.4721622171,0.039261642
fps__fps_thrA_ale1__1,-1.6471054154,0.14126697200000002
fps__fps_thrA_ale1__2,-1.0971613223,0.31381745
fps__fps_thrA_ale2__1,-1.4273879142,0.495179266
fps__fps_thrA_ale2__2,-1.0510232239,0.48801155300000004
fps__fps_serB_ale1__1,-0.7619120418,0.040713999
fps__fps_serB_ale1__2,-0.31584362450000003,0.231509492
fps__fps_serB_ale4__1,-2.8644221681,-0.21972048100000002
fps__fps_serB_ale4__2,-2.346517058,0.227121494
fps__fps_ptsI_ale1__1,-1.7052817875000001,-0.365795531
fps__fps_ptsI_ale1__2,-1.2415798419,-0.195476339
fps__fps_ptsI_ale3__1,-0.8375138091000001,0.076655634
fps__fps_ptsI_ale3__2,-1.1014496276,-0.033389821
pal__lyx_ale2_f6__1,-0.5988936858,-0.12908472000000001
pal__lyx_ale2__1,-0.2859703389,0.12559889200000002
pal__lyx_ale2__2,-0.5234730181,0.08699649500000001
pal__lyx_ale4__1,1.9945471942,0.084114135
pal__lyx_ale4__2,1.8679382643,-0.083605313
pal__5drib_ale10_f18__1,-1.5143417089,-0.66290065
pal__5drib_ale10_f18__2,-1.1372005805,-0.56378574
pal__5drib_ale10__1,-1.46999827,-0.06021259600000001
pal__arab_ale14_f9__1,-0.7349900548,-0.034326766
pal__arab_ale14_f9__2,-0.28339757200000004,-0.009057505
pal__arab_ale14__1,-1.8161058297000001,0.006513494000000001
pal__arab_ale14__2,-1.2880114408,-0.286590609
pal__arab_ale16__1,-1.158829563,0.20699678900000001
pal__arab_ale16__2,-2.4833111667,-0.036614859
pal__tartr_ale26_f10__1,-2.0599554882,-0.5336264510000001
pal__tartr_ale26_f10__2,-2.4210859777,-0.696446035
pal__tartr_ale26__1,-0.6316778689,-0.7424891760000001
pal__tartr_ale26__2,0.7084055832,-0.7363789620000001
pal__tartr_ale28_f10__1,0.9506996512,-0.47481465300000003
pal__tartr_ale28_f10__2,1.501708334,-0.47347063600000006
pal__tartr_ale28__1,-0.9869535678,-0.18258289300000002
pal__tartr_ale28__2,-1.2511352591,-0.21089733400000002
efeU__delmenFentC_citr__1,0.1729448376,0.137206943
efeU__delmenFentC_citr__2,1.3719001702,0.058957395
efeU__delmenFentC__1,-0.0287406418,0.136626005
efeU__delmenFentC__2,-0.1882365138,0.25876005900000004
efeU__menFentC_ale39__1,-0.3314998225,-1.001579615
efeU__menFentC_ale39__2,-1.6097347579,-0.9206085140000001
efeU__menFentC_ale29__1,2.8458459053,-0.83314603
efeU__menFentC_ale29__2,2.4245303417,-0.779963696
efeU__menFentC_ale30__1,0.7126635229,0.23934961600000002
efeU__menFentC_ale30__2,1.6557120443,0.072331453
efeU__menFentCubiC_ale36__1,-0.2945536844,0.182956253
efeU__menFentCubiC_ale36__2,-0.6484697958,0.20628237100000002
efeU__menFentCubiC_ale37__1,-1.2539486808,0.152234886
efeU__menFentCubiC_ale37__2,-1.7843715482,0.078004208
efeU__menFentCubiC_ale38__1,1.2155816018,0.466327366
efeU__menFentCubiC_ale38__2,0.8901117383,0.212655996
misc2__salc_glc__1,3.0092313285,-0.127673847
misc2__salc_glc__2,2.7068710981,-0.230175544
misc2__dbcn_glc__1,5.0329214721,0.333424186
misc2__dbcn_glc__2,2.5861359956000003,-0.021547662000000002
misc2__tyr_glc__1,-0.8042747522,0.351336403
misc2__tyr_glc__2,-1.431858465,0.279583303
misc2__arg_cytd__1,1.8873196866000002,0.322006563
misc2__arg_cytd__2,2.3282154542,0.320342874
misc2__delyheO_pyr__1,-2.3435603055,-0.018393529000000002
misc2__delyheO_pyr__2,-1.1060551639,0.0007055420000000001
nquinone__delubiC__1,0.3200686761,0.23056347900000002
nquinone__delubiC__2,-0.6839501659,0.479132904
nquinone__ubiC_ale1__1,-0.5492471169,0.24620353600000003
nquinone__ubiC_ale1__2,-0.6845765074,0.378478853
nquinone__ubiC_ale2__1,-1.8008841960000002,0.28487139300000003
nquinone__ubiC_ale2__2,-1.2790903983,0.237865768
nquinone__ubiC_ale3__1,0.4688296051,0.091047046
nquinone__ubiC_ale3__2,0.2655214507,0.20556707800000001
nquinone__ubiC_ale4__1,-1.4182343948,0.24449067200000002
nquinone__ubiC_ale4__2,-1.4551194912,0.40845319999999996
nquinone__delpdhR__1,0.364612054,0.004814718
nquinone__delpdhR__2,0.174191694,0.090841395
quinone__glu_ale4__1,2.8759472493000002,0.18700740400000002
quinone__glu_ale4__2,4.362081801,0.370572964
quinone__delmenF__1,-0.4762300119,0.186625531
quinone__delmenF__2,0.10043180800000001,0.294000753
quinone__menF_ale5__1,2.3080361101999998,-0.035871503
quinone__menF_ale5__2,2.486093217,-0.177631373
quinone__menF_ale6__1,0.7611465894,-0.20339931300000003
quinone__menF_ale6__2,0.8098689706000001,-0.244956315
quinone__menF_ale7__1,-8.0002401997,-0.477474202
quinone__menF_ale7__2,-7.5875531565,-0.535464805
quinone__menF_ale8__1,-11.8933441194,-0.6497503170000001
quinone__menF_ale8__2,-13.1620246041,-0.355451829
quinone__delmenFubiC__1,-1.6996697311000002,0.313568826
quinone__delmenFubiC__2,-1.5349245002,0.348782922
quinone__menFubiC_ale1__1,-12.2953453501,-0.652311988
quinone__menFubiC_ale1__2,-12.8090414903,-0.7962258870000001
quinone__menFubiC_ale2__1,-11.716630337,-0.818271646
quinone__menFubiC_ale2__2,-10.0629890348,-0.84687749
quinone__menFubiC_ale3__1,2.1244396623,0.139082854
quinone__menFubiC_ale3__2,1.6740660869,0.261464709
quinone__menFubiC_ale4__1,1.8808448984,-0.780380257
quinone__menFubiC_ale4__2,1.1111683508,-0.758252637
oxyR__wt_glc__1,2.4309861765000003,0.08285717100000001
oxyR__wt_glc__2,1.8184824729,0.058509092000000006
oxyR__wt_h2o2__1,1.8411548603,-0.09210359700000001
oxyR__wt_h2o2__2,-2.7836718188000003,-0.137892603
oxyR__glu_ale4__1,0.057181552600000005,0.067698168
oxyR__glu_ale4__2,0.263248918,-0.126226777
oxyR__glu_ale4_h2o2__1,0.8811919784000001,-0.099500775
oxyR__glu_ale4_h2o2__2,1.0521941477,0.00019709500000000002
oxyR__oxyR_ale17__1,0.6681517038,0.12272336900000001
oxyR__oxyR_ale17__2,0.1839188179,-0.067982498
oxyR__oxyR_ale17_h2o2__1,0.9854616715000001,0.131560966
oxyR__oxyR_ale17_h2o2__2,1.2108721755,0.36925055100000004
oxyR__oxyR_ale18__1,3.1903965737,-0.06498603
oxyR__oxyR_ale18__2,0.9506258968,-0.061878172
oxyR__oxyR_ale18_h2o2__1,-1.9179223415000002,0.089138068
oxyR__oxyR_ale18_h2o2__2,-1.5836410249,0.147002405
oxyR__oxyR_ale19__1,2.971231208,0.03965299
oxyR__oxyR_ale19__2,0.5949694566,-0.094831989
oxyR__oxyR_ale19_h2o2__1,3.3818909196,0.038809248000000005
oxyR__oxyR_ale19_h2o2__2,3.505239495,0.04196229
oxyR__oxyR_ale20__1,0.344282117,-0.38199591
oxyR__oxyR_ale20__2,0.18722909540000002,-0.571168723
oxyR__oxyR_ale20_h2o2__1,1.0443194303,0.1549071
oxyR__oxyR_ale20_h2o2__2,-0.1243849209,0.047551729
svns_pgi__BmePgi24_15__1,0.5439113498,0.24814159500000002
svns_pgi__BmePgi24_15__2,0.8547388717000001,0.10410068900000001
svns_pgi__BmePgi24_26__1,2.1525044039,0.13441243
svns_pgi__BmePgi24_26__2,2.4343184961,0.293634602
svns_pgi__BmePgi24_41__1,-13.7999796987,-0.500827291
svns_pgi__BmePgi24_41__2,2.5422359058,0.15983739500000002
svns_pgi__BmePgi24_52__1,1.201136988,0.30566302100000003
svns_pgi__BmePgi24_52__2,2.8953668677,0.277624476
svns_pgi__PaePgi2_34__1,-0.177498659,0.6470237830000001
svns_pgi__PaePgi2_34__2,-0.2489800318,0.706771766
svns_pgi__PaePgi2_63__1,0.5197992102,0.568867446
svns_pgi__PaePgi2_63__2,0.1301475496,0.48570718300000004
svns_pgi__PaePgi24_54__1,1.0213110657,0.18422828500000002
svns_pgi__PaePgi24_54__2,0.6244393444,0.14105549
svns_pgi__PaePgi24_90__1,1.2535611897,0.22314049200000002
svns_pgi__PaePgi24_90__2,0.8468010991,0.148667726
abx_media__m9_ctrl__1,-1.4234379217,-0.148444361
abx_media__m9_ctrl__2,-0.7278602497000001,0.112032237
abx_media__rpmi_ctrl__1,-24.157603947,-0.7021517770000001
abx_media__rpmi_ctrl__2,-23.2183490257,-0.551202697
abx_media__camhb_ctrl__1,-22.245293363,-1.347132361
abx_media__camhb_ctrl__2,-22.43209778,-1.611493896
abx_media__m9_mero__1,-4.2468368272,-0.068363239
abx_media__m9_mero__2,-2.7438077848,-0.41184033000000003
abx_media__rpmi_mero__1,-23.5108890452,-1.131064328
abx_media__rpmi_mero__2,-23.6456721296,-1.043370268
abx_media__camhb_mero__1,-21.7019189179,-1.650757997
abx_media__camhb_mero__2,-21.2415468302,-1.5311639330000002
abx_media__m9_trisulf__1,-9.2447381096,0.23387322500000002
abx_media__m9_trisulf__2,-7.8785381923,0.35007987900000004
abx_media__rpmi_trisulf__1,-19.0964193742,-0.36893231
abx_media__rpmi_trisulf__2,-19.3936718307,-0.443259769
abx_media__camhb_trisulf__1,-21.4133355695,-0.7484768940000001
abx_media__camhb_trisulf__2,-21.1974387547,-0.8863754110000001
abx_media__m9_cef__1,-9.3862868685,-0.246352321
abx_media__m9_cef__2,-9.8543843132,-0.519802675
abx_media__rpmi_cef__1,-21.981170604,-0.313654086
abx_media__rpmi_cef__2,-22.1479563502,-0.15189380500000002
abx_media__camhb_cef__1,-20.5985081928,-0.798144394
abx_media__camhb_cef__2,-20.8266045968,-0.6368882880000001
abx_media__m9_cipro__1,-2.3180452211,-0.26871174600000003
abx_media__m9_cipro__2,-3.6189654679,-0.16022260700000002
abx_media__rpmi_cipro__1,-21.6176207683,-0.581387459
abx_media__rpmi_cipro__2,-21.7643717011,-0.415371433
abx_media__camhb_cipro__1,-20.8968156424,-1.6294565300000001
abx_media__camhb_cipro__2,-20.8826910576,-1.441407856
hot_tale__42c_ale3_30c__1,1.9888586245000002,0.34990995700000005
hot_tale__42c_ale3_30c__2,1.135717891,0.47140362300000005
hot_tale__42c_ale3_37c__1,1.6105670376,0.15503245100000002
hot_tale__42c_ale3_37c__2,1.4889221586,0.17846688600000002
hot_tale__42c_ale3_44c__1,5.5883087626,0.478884032
hot_tale__42c_ale3_44c__2,7.4670106889,0.48103687100000003
hot_tale__hot_ale3_mid_30c__1,5.9847266793,1.801982283
hot_tale__hot_ale3_mid_30c__2,4.8591454911,1.6036691950000002
hot_tale__hot_ale3_mid_37c__1,5.9026292011,0.529678058
hot_tale__hot_ale3_mid_37c__2,5.6722686356,0.49324463100000004
hot_tale__hot_ale3_mid_44c__1,3.2195008375,-0.049178513
hot_tale__hot_ale3_mid_44c__2,1.446584522,-0.075260776
hot_tale__hot_ale3_30c__1,5.5637664572,1.643105617
hot_tale__hot_ale3_30c__2,6.3377437281,1.585495527
hot_tale__hot_ale3_37c__1,6.4329183083,0.5612206160000001
hot_tale__hot_ale3_37c__2,6.1607427195,0.5084833630000001
hot_tale__hot_ale3_44c__1,1.3662754342,0.025769396
hot_tale__hot_ale3_44c__2,1.2009551434,0.09721386200000001
hot_tale__hot_ale4_30c__1,1.7177814010999999,0.508081144
hot_tale__hot_ale4_30c__2,1.7734222347,0.596713905
hot_tale__hot_ale4_37c__1,2.8341688657,0.48663088400000004
hot_tale__hot_ale4_37c__2,3.0910613689,0.462410955
hot_tale__hot_ale4_44c__1,1.8092882331,0.884990927
hot_tale__hot_ale4_44c__2,0.3058366866,0.5159834130000001
hot_tale__hot_ale8_30c__1,1.8763589980000002,0.45446647300000004
hot_tale__hot_ale8_30c__2,2.2945800555,0.460022886
hot_tale__hot_ale8_37c__1,2.4784609347,0.247544486
hot_tale__hot_ale8_37c__2,1.9955210225000002,0.29824694300000004
hot_tale__hot_ale8_44c__1,0.28536554340000003,0.390349013
hot_tale__hot_ale8_44c__2,-0.1338242958,0.322780738
hot_tale__hot_ale9_mid_30c__1,-0.7169629496000001,0.30279589900000003
hot_tale__hot_ale9_mid_30c__2,-0.2572172209,0.230743406
hot_tale__hot_ale9_30c__1,1.733742662,0.239751289
hot_tale__hot_ale9_30c__2,2.197434672,0.33236418300000004
hot_tale__hot_ale9_mid_37c__1,1.5144996139,0.320390296
hot_tale__hot_ale9_mid_37c__2,1.3149781667,0.28573731
hot_tale__hot_ale9_37c__1,2.3511212245,0.363404023
hot_tale__hot_ale9_37c__2,2.1482316559,0.40587172400000004
hot_tale__hot_ale9_mid_44c__1,5.0515558766,0.46464385700000005
hot_tale__hot_ale9_mid_44c__2,6.5719441056,0.625049449
hot_tale__hot_ale9_44c__1,3.0364436692,0.34762178200000005
hot_tale__hot_ale9_44c__2,1.9231037982,0.211306248
hot_tale__hot_ale10_30c__1,3.5872548416,0.8575916130000001
hot_tale__hot_ale10_30c__2,3.7826220655,0.9013637600000001
hot_tale__hot_ale10_37c__1,3.5118325071000003,0.424519276
hot_tale__hot_ale10_37c__2,3.1649035009,0.40396710100000005
hot_tale__hot_ale10_44c__1,-1.816082771,-0.20483983800000002
hot_tale__hot_ale10_44c__2,-2.5008911907,-0.08802966300000001
hot_tale__hot_ale16_30c__1,-0.2451003082,0.22414039800000002
hot_tale__hot_ale16_30c__2,0.2583387585,0.40304075
hot_tale__hot_ale16_37c__1,0.8830815882,0.161411869
hot_tale__hot_ale16_37c__2,0.8892794165000001,0.21237060600000002
hot_tale__hot_ale16_44c__1,1.8448947531000002,0.36664523
hot_tale__hot_ale16_44c__2,3.9488898463,0.504185556
pdhr_ale__pdhR-13_51__1,-3.6707539044,-0.004649839
pdhr_ale__pdhR-13_51__2,-1.4040606448,-0.00446098
pdhr_ale__pdhR-14_46__1,-9.3544025655,-0.5337238430000001
pdhr_ale__pdhR-14_46__2,-4.1152974956,-0.23910576700000002
pdhr_ale__pdhR-15_51__1,1.9640596419,0.143418021
pdhr_ale__pdhR-15_51__2,0.9465210409,0.079797648
pdhr_ale__pdhR-16_49__1,-4.4981143528,-0.283511848
pdhr_ale__pdhR-16_49__2,-2.6406116064000003,-0.61931241
tcs__del_atoC_LiAcet__1,-3.3464015233,-0.5032467860000001
tcs__del_atoC_LiAcet__2,-3.1002735769,-0.425699751
tcs__del_atoC_LiCl__1,-4.5777898369,-0.440154396
tcs__del_atoC_LiCl__2,-4.5893979125,-0.29699490500000003
tcs__del_atoC_m9__1,-8.7647689501,-0.440181339
tcs__del_atoC_m9__2,-9.2400643339,-0.41434269300000004
tcs__del_baeR_etoh__1,-9.7693417961,-0.812228122
tcs__del_baeR_etoh__2,-9.0837456875,-0.728919035
tcs__del_baeR_lb__1,-21.2861963961,-1.052171139
tcs__del_baeR_lb__2,-20.6502860754,-1.047433819
tcs__del_btsR_01xlb__1,-16.6331220565,-1.150094635
tcs__del_btsR_01xlb__2,-16.9801452685,-1.182413889
tcs__del_btsR_lb__1,-21.5970227764,-0.325275766
tcs__del_btsR_lb__2,-21.610320232,-0.246047384
tcs__del_btsR_pyruvate__1,-16.861244249,-1.2476123430000001
tcs__del_btsR_pyruvate__2,-16.645193146,-1.151815947
tcs__del_cpxR_etoh__1,-16.1415361933,-0.29611415
tcs__del_cpxR_etoh__2,-16.0365600857,-0.39710532200000004
tcs__del_cpxR_lb__1,-21.840902909,-0.876278269
tcs__del_cpxR_lb__2,-21.468385712,-0.776036493
