,PSPTOA0051
SRX1828913,0.1308345314
SRX1828914,-1.5219886166
SRX1828915,0.0369110238
SRX1828916,-2.0647647875
SRX1828917,-0.1677455552
SRX1828918,-1.5784546823999999
SRX3983989,1.0484613079
SRX3983990,0.5105070822000001
SRX3983993,0.9880055349
SRX3983994,1.0356677823
SRX3983995,0.3692580388
SRX3983996,1.3756319898
SRX3983997,0.9115159803
SRX3983998,0.3217097573
SRX3983999,0.48836644230000004
SRX3984000,1.1840674492
SRX3984001,1.1863208617
SRX3984002,1.3705988721
SRX3984003,1.4846225802
SRX3984004,0.3810512211
SRX3984005,1.5919012297
SRX3984006,1.5567802483
SRX3984007,1.0443823274
SRX3984008,0.6261722569
SRX3984009,0.4037929022
SRX3984010,1.1746925214
SRX3984011,0.6105430127
SRX3984012,0.5565872558
SRX3984013,0.6574435219
SRX3984014,0.4181090992
SRX3984015,1.2440076379
SRX3984016,0.6511014469
SRX3984017,1.2584897396999999
SRX3984019,0.7522871631
SRX3984020,1.01278345
SRX3984021,1.6121064191
SRX3984022,1.5597916375
SRX3984023,-0.13030296930000002
SRX3984024,0.6520224601
SRX3984025,0.8410162550000001
SRX3984026,1.3333998303
SRX3984027,0.7039712593
SRX3984028,0.5434750388
SRX3984029,1.065852652
SRX3984031,1.3817544228
SRX3984032,1.1487391167
SRX3984034,-0.2042616187
SRX3984035,0.49803771680000003
SRX3984036,1.7383362732
SRX3984037,2.5187421899
SRX3984038,1.8337544527
SRX3984039,2.1041071468
SRX3984040,0.9121871521
SRX3984041,1.3294867497
SRX3984042,1.2697068768
SRX3984043,0.6444852436
SRX3984045,-0.8659533333
SRX3984046,0.3013273915
SRX3984047,2.0085148586
SRX3984048,1.4431678869
SRX3984049,1.4910316234
SRX3984050,1.3398046738
SRX3984051,2.1109482846
SRX3984052,1.0351551766
SRX3984056,1.2760965972
SRX3984057,1.4169752239
SRX3984058,1.3217067756
SRX3984059,0.45996998520000004
SRX3984061,0.2219446735
SRX3984062,0.28301586900000003
SRX3984063,0.78054832
SRX3984064,0.8483275527
SRX3984065,0.6610032851000001
SRX3984066,0.5130325636
SRX3984067,0.5487868984000001
SRX3984068,0.6687390674
SRX3984069,1.0092530148
SRX3984070,1.7415389376000001
SRX3984071,1.3182224463
SRX3984073,0.8401183969
SRX3984074,0.6152673796
SRX3984077,0.3366071954
SRX3984078,0.6311803261000001
SRX3984079,1.5171712305
SRX3984080,0.033237196600000005
SRX3984082,0.3906759446
SRX3984084,1.1728458814
SRX6997963,0.0808643136
SRX6997964,-0.5534975944
SRX6997965,-1.2081456267
SRX6997967,0.6202970794
SRX6997968,-0.668673281
SRX6997969,-0.9123062501
SRX6997971,-0.701161393
SRX6997972,-1.5490454907
SRX6997973,-0.7187526156
SRX3159100,0.2936125234
SRX3159101,0.38197173830000003
SRX3159102,0.612242382
SRX3159103,-1.2878266436999999
SRX3159000,-0.6990716667
SRX3159001,0.6299701188
SRX3159002,-0.07793872980000001
SRX3159003,-0.6990716667
SRX3159004,1.3354912053
SRX3159005,0.0863464723
SRX3159006,-0.6990716667
SRX3159007,-0.6990716667
SRX3159008,-0.6990716667
SRX3159009,0.7475080151
SRX3159010,-0.1757814516
SRX3159012,-0.6990716667
SRX3159013,-0.6990716667
SRX3159014,0.3790862745
SRX3159015,0.9335490958
SRX3159016,-0.6990716667
SRX3159017,1.1082238741000001
SRX3159018,0.7449005197
SRX3159019,-0.6990716667
SRX3159020,0.44224101190000004
SRX3159021,-0.3232874485
SRX3159022,-0.6990716667
SRX3159023,0.2869256605
SRX3159024,-0.2883189872
SRX3159025,0.1932264779
SRX3159026,-0.6990716667
SRX3159027,0.4173613933
SRX3159028,0.9289321126000001
SRX3159029,-0.6990716667
SRX3159030,0.9115351893
SRX3159034,0.1911149104
SRX3159036,-0.6990716667
SRX3159037,1.1269559005
SRX3159041,-0.1570646236
SRX3159042,0.5986303148000001
SRX3159043,-0.6990716667
SRX3159045,0.0318849634
SRX3159047,1.226465166
SRX3159048,0.012337341
SRX3159049,-0.6990716667
SRX3159050,0.3588389128
SRX3159051,0.6316532395000001
SRX3159052,0.5833241861
SRX3159053,0.7229851153
SRX3159054,0.021906956300000002
SRX3159055,0.7506545662
SRX3159056,0.2676064013
SRX3159057,0.31160280090000003
SRX3159058,0.3144678628
SRX3159060,1.7062750743000001
SRX3159061,-0.6990716667
SRX3159062,-0.6990716667
SRX3159063,0.3057797852
SRX3159066,0.9660449964000001
SRX3159069,-0.6990716667
SRX3159070,-0.6990716667
SRX3159071,0.7976894895000001
SRX3159073,2.1299074403000002
SRX3159074,-0.6990716667
SRX3159075,1.6006950495
SRX3159076,-0.6990716667
SRX3159080,-0.6990716667
SRX3159082,-0.6990716667
