,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.001381350960564359,,1.0,0.0,0.001381350960564359
1,Cr__2,0.003391130877592132,,1.0,1.0,0.003391130877592132
2,Cr__3,0.003070296418271996,,1.0,2.0,0.003070296418271996
3,Cr__4,0.0024012216494579725,,1.0,3.0,0.0024012216494579725
4,Cr__5,-0.00251009810713007,,1.0,4.0,-0.00251009810713007
5,Cr__6,-0.007362089692645205,,1.0,5.0,-0.007362089692645205
6,Fe__1,-0.00814932293162564,,1.0,6.0,-0.00814932293162564
7,Fe__2,-0.031261581156158014,,1.0,7.0,-0.031261581156158014
8,Fe__3,-0.0533506616289454,,1.0,8.0,-0.0533506616289454
9,Fe__4,-0.07544638476692175,,1.0,9.0,-0.07544638476692175
10,Fe__5,-0.09175232052465568,,1.0,10.0,-0.09175232052465568
11,Fe__6,-0.1053823219691168,,1.0,11.0,-0.1053823219691168
12,Cd__1,0.006497637446900471,,1.0,12.0,0.006497637446900471
13,Cd__2,0.012558349547369755,,1.0,13.0,0.012558349547369755
14,Cd__3,0.009042888834433957,,1.0,14.0,0.009042888834433957
15,Cd__4,0.007307138629423774,,1.0,15.0,0.007307138629423774
16,Cd__5,0.0009496118445858012,,1.0,16.0,0.0009496118445858012
17,Cd__6,-1.8530971915755004e-05,,1.0,17.0,-1.8530971915755004e-05
18,Zn__1,-0.02449684401634505,,1.0,18.0,-0.02449684401634505
19,Zn__2,-0.05415329446809557,,1.0,19.0,-0.05415329446809557
20,Zn__3,-0.06440853357033552,,1.0,20.0,-0.06440853357033552
21,Zn__4,-0.07513482736728301,,1.0,21.0,-0.07513482736728301
22,Zn__5,-0.08779215630607723,,1.0,22.0,-0.08779215630607723
23,Zn__6,-0.11085905463964306,,1.0,23.0,-0.11085905463964306
24,Cu__1,0.0041892327379271215,,1.0,24.0,0.0041892327379271215
25,Cu__2,0.008830122915677164,,1.0,25.0,0.008830122915677164
26,Cu__3,0.019109930448226158,,1.0,26.0,0.019109930448226158
27,Cu__4,0.027243177976954774,,1.0,27.0,0.027243177976954774
28,Cu__5,0.038878051588488685,,1.0,28.0,0.038878051588488685
29,Cu__6,0.05363964501523135,,1.0,29.0,0.05363964501523135
30,Pb__1,0.00747094753318282,,1.0,30.0,0.00747094753318282
31,Pb__2,0.013229922620459056,,1.0,31.0,0.013229922620459056
32,Pb__3,0.03342337317304018,,1.0,32.0,0.03342337317304018
33,Pb__4,0.05433624025433799,,1.0,33.0,0.05433624025433799
34,Pb__5,0.06941693945949462,,1.0,34.0,0.06941693945949462
35,Pb__6,0.08696771005409183,,1.0,35.0,0.08696771005409183
