locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2343,0.34281840900000005,STM2343,putative cytoplasmic protein,Carbohydrate transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2343
STM2342,0.30282937130000004,STM2342,putative inner membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2342
STM2341,0.30075263020000004,STM2341,putative transketolase,Carbohydrate transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2341
STM2344,0.2504101258,STM2344,putative phosphotransferase system,Carbohydrate transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2344
STM2340,0.24638478030000002,STM2340,putative transketolase,Carbohydrate transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2340
