,A,FliA,ModE,Crp
misc2__arg_cytd__2,0.8800441434932321,5.761097274999999,-0.2405946809999984,0.09710128400000073
misc2__delyheO_pyr__1,-0.7360570997410126,1.405227365,-0.38957984799999856,1.0004127829999998
misc2__delyheO_pyr__2,-0.4401469460460721,1.1713748179999994,-0.5943655539999986,1.0134814930000005
misc2__dellon_glc__1,1.0067710126073626,5.090582468999999,-0.04210630299999885,0.4872481129999997
misc2__dellon_glc__2,1.4515492267757557,4.8876469920000005,-0.3263260039999993,0.2154419530000009
nquinone__delubiC__1,0.4665820267361267,5.983185591,-0.36797682899999895,0.4464799330000009
nquinone__delubiC__2,0.2705146323430599,5.674109248999999,-0.14368520199999854,0.6182852329999999
nquinone__ubiC_ale1__1,-0.4692154827675046,4.418393127999999,-0.009784790999998629,0.4621411030000005
nquinone__ubiC_ale1__2,-1.5278087354772558,4.421617437999999,-0.032976363999999585,0.5186398529999998
nquinone__ubiC_ale2__1,-1.1121083101929137,2.86367614,-0.18814855799999908,0.4747234030000005
nquinone__ubiC_ale2__2,-1.688970872595714,2.7072678670000005,-0.2561608779999993,0.4297995330000006
nquinone__ubiC_ale3__1,0.9739684815775808,6.259551082000001,-0.7486069009999987,0.026469302000000642
nquinone__ubiC_ale3__2,1.6006154361121698,6.2549115429999995,-0.30472143699999865,0.09906102300000086
nquinone__ubiC_ale4__1,-1.5208563634275956,2.749410455,-0.02434361799999873,0.493212583
nquinone__ubiC_ale4__2,-1.784523080895739,2.8434038989999997,0.07919953700000093,0.5086079229999996
nquinone__delpdhR__1,2.4977679955236267,7.153519189999999,-0.5913293019999983,0.3856681930000008
nquinone__delpdhR__2,2.816038325375564,6.99751706,-0.7295170519999985,0.36299017299999997
quinone__glu_ale4__1,0.3660474221977234,5.635447825,-0.2977951749999983,0.3684261329999998
quinone__glu_ale4__2,0.087523179099148,5.977468533,-0.3244980939999991,0.7361257729999995
quinone__delmenF__1,-0.7431919682019107,0.8897054059999999,-0.30800842199999856,0.5532796730000005
quinone__delmenF__2,-1.4540158532488994,-0.1044903030000004,-0.4215947009999983,0.4243016730000004
quinone__menF_ale5__1,-0.3734563520604688,0.1442735749999997,0.2532438850000016,0.9045305230000018
quinone__menF_ale5__2,0.0692660513714407,-1.1146651420000002,0.09713865800000132,0.9292543930000008
quinone__menF_ale6__1,-0.552244487202848,-0.6551061270000003,0.1758095560000017,0.928937233000001
quinone__menF_ale6__2,-0.9499625185433516,-1.1888297120000002,0.26056044700000136,0.9358953230000004
quinone__menF_ale7__1,-1.818134135987291,-0.8761992170000004,0.07973253600000163,0.8647486830000002
quinone__menF_ale7__2,-1.3242915179179326,-0.5181133520000003,0.08223605500000186,0.8297670830000001
quinone__menF_ale8__1,-0.470059300043747,-0.00572489200000037,0.14485848200000095,1.0002332430000005
quinone__menF_ale8__2,-1.5536637664006605,-0.5085510010000003,0.14787737100000165,0.9954071830000012
quinone__delmenFubiC__1,-1.353873044152448,-2.1657691550000004,-0.3823787779999988,0.5032428030000009
quinone__delmenFubiC__2,-1.5604863045697628,-1.8248551020000003,-0.28302691199999863,0.5733612729999997
quinone__menFubiC_ale1__1,-2.6506849443617857,-0.8295368640000005,0.054599474000001536,0.6889852029999997
quinone__menFubiC_ale1__2,-1.4128603227548655,-0.2970194410000002,-0.044668065999997175,0.6891632330000004
quinone__menFubiC_ale2__1,-2.9643259308299124,-1.8769258470000003,-0.0394954659999982,0.5664049030000005
quinone__menFubiC_ale2__2,-2.9972712227894,-1.860286498,-0.11313102999999812,0.587592463
quinone__menFubiC_ale3__1,0.2877506260652457,0.6910878689999995,-0.615800179999999,0.1084791789999997
quinone__menFubiC_ale3__2,0.366107567178461,0.14999909099999975,-0.4675706549999985,0.1436014399999994
quinone__menFubiC_ale4__1,-0.366579298421361,-1.3549443290000005,0.1849478160000011,1.042582673
quinone__menFubiC_ale4__2,-0.2472536923425839,-1.5573407630000005,0.3267536090000016,1.0279896629999996
oxyR__wt_glc__1,1.7738202883876346,6.400907168,-0.5545355319999983,0.09382866099999987
oxyR__wt_glc__2,2.6566290046021344,6.520401128,-0.5354291559999984,0.13043923000000035
oxyR__wt_h2o2__1,1.5437358424225218,6.257726027,-0.7095126809999988,0.05757602200000101
oxyR__wt_h2o2__2,1.802298960105196,6.38737993,-0.3803315479999991,0.4618741830000008
oxyR__glu_ale4__1,-1.082690606390094,3.730733575,-0.3764657559999982,0.7723290729999999
oxyR__glu_ale4__2,-1.312190266212874,3.673711799,-0.4389927419999991,0.49579595299999996
oxyR__glu_ale4_h2o2__1,-0.923355725078922,4.2579148060000005,-0.456625977999999,0.6213283730000008
oxyR__glu_ale4_h2o2__2,-0.6411612436044183,2.958649861,-0.2047902439999989,0.4863484329999999
oxyR__oxyR_ale17__1,-1.0105177241575378,1.3999279329999998,-0.3778177999999981,0.13801763000000022
oxyR__oxyR_ale17__2,-0.8574495047110032,0.4539382649999997,-0.3653987049999978,0.15520324300000074
oxyR__oxyR_ale17_h2o2__1,0.2712313829177727,3.22347597,-0.22108810699999906,0.21122745300000112
oxyR__oxyR_ale17_h2o2__2,0.0986696902040259,3.492846246,-0.3976625599999979,0.156206473000001
oxyR__oxyR_ale18__1,1.7595248312088971,6.082922192000001,-0.7221438679999991,-0.2332659079999999
oxyR__oxyR_ale18__2,2.246528239481396,6.1474557339999985,-0.5230342269999984,-0.08594182799999928
oxyR__oxyR_ale18_h2o2__1,1.1540150746183897,5.283491934999999,-0.2505906509999987,0.027939159000000657
oxyR__oxyR_ale18_h2o2__2,1.5637129687065272,5.758576343,-0.2158162959999972,0.09512536300000107
oxyR__oxyR_ale19__1,0.0676858401208898,5.205175488,-0.8406815399999985,-0.1866830670000006
oxyR__oxyR_ale19__2,0.724598658474417,5.411784955,-0.4860831199999982,-0.08065952299999958
oxyR__oxyR_ale19_h2o2__1,1.4614200831762114,5.392152717,-0.6858033919999986,-0.3216936859999997
oxyR__oxyR_ale19_h2o2__2,0.6086575287690806,5.552753039999999,-0.6508577609999984,-0.22926116100000016
oxyR__oxyR_ale20__1,-1.239709803932707,-1.2437689630000004,-0.20426765499999802,-0.29073972199999965
oxyR__oxyR_ale20__2,-1.1432294102144516,-1.947864571,-0.18874736499999845,-0.3286302970000001
oxyR__oxyR_ale20_h2o2__1,-0.997077125036011,0.07300450499999966,-0.15878212499999833,-0.1032146049999998
oxyR__oxyR_ale20_h2o2__2,-0.9695385675051128,0.06524604999999982,-0.14046143699999902,-0.05797147799999891
svns_pgi__BmePgi24_15__1,0.2455357259826491,-2.2141685900000003,-0.6065606719999987,0.20789728299999946
svns_pgi__BmePgi24_15__2,-0.0872848527451798,-1.4025752580000004,-0.6755168859999987,0.2882144130000004
svns_pgi__BmePgi24_26__1,0.7161940142558733,-1.4996280670000004,-1.0367998309999988,0.16856253300000112
svns_pgi__BmePgi24_26__2,0.5660066156527435,-1.9332043530000005,-0.8942346529999989,0.14498237199999942
svns_pgi__BmePgi24_41__1,1.6751033910833368,-1.0955908720000005,-0.2794616429999985,0.4958493130000008
svns_pgi__BmePgi24_41__2,1.0145641019289071,-1.4615832220000002,-0.9145852949999984,0.08223337899999983
svns_pgi__BmePgi24_52__1,1.0792321624722268,-1.1919820940000003,-0.6443319339999984,0.2600776430000007
svns_pgi__BmePgi24_52__2,0.3955511989428242,-2.1272765020000004,-0.7305830129999986,0.11009234900000033
svns_pgi__PaePgi2_34__1,-3.0580635855759097,-2.061235476,0.0232917590000028,0.9464174330000006
svns_pgi__PaePgi2_34__2,-2.3182627388892367,-2.34860163,-0.12322966999999795,0.980365153000001
svns_pgi__PaePgi2_63__1,-1.4548819237436954,-2.0202878,-0.38133045499999785,0.998691483
svns_pgi__PaePgi2_63__2,-1.521570726124481,-2.067284658,-0.2434331799999985,0.974959343
svns_pgi__PaePgi24_54__1,-1.3802589119816409,-1.932307647,-0.15823378899999962,0.8303385730000006
svns_pgi__PaePgi24_54__2,-1.2482868431060812,-2.4261748680000004,-0.2997750029999988,0.9265034130000008
svns_pgi__PaePgi24_90__1,-1.3830277332716612,-2.6981106500000003,-0.3972900759999982,0.809689723
svns_pgi__PaePgi24_90__2,-1.109790327201238,-2.137537698,-0.41745366999999867,0.9991721830000008
abx_media__m9_ctrl__1,-1.808692303825672,2.227817034,-0.759920554999999,-0.21908725299999965
abx_media__m9_ctrl__2,-1.8044776123647612,2.3554198039999994,-0.5358663079999983,0.06872792999999966
abx_media__rpmi_ctrl__1,-1.245482898461599,4.5244108800000005,-1.204076806999999,0.1818832429999997
abx_media__rpmi_ctrl__2,-1.4801844403078366,4.6036049970000015,-1.2297455289999988,0.4604582229999998
abx_media__camhb_ctrl__1,0.4279674983595681,1.5255969230000002,-1.2251160259999985,-1.4667156490000008
abx_media__camhb_ctrl__2,-0.0234553811628381,1.643440945,-1.1839912639999983,-1.5642143070000003
abx_media__m9_mero__1,-1.0399578773298876,2.398446397,-0.6587846969999989,0.10006032100000084
abx_media__m9_mero__2,-1.9175730398133053,2.442144874,-0.6978280579999989,-0.24440689100000054
abx_media__rpmi_mero__1,-0.9701116984690472,3.556341784,-1.5310541199999983,-0.15585906599999966
abx_media__rpmi_mero__2,-0.9192911098470288,3.9525343349999993,-1.285212229999999,0.12222331400000107
abx_media__camhb_mero__1,-0.6324918467726565,1.319821802,-1.696641077999999,-2.568928611
abx_media__camhb_mero__2,-0.6757991283442863,1.4221420969999998,-1.655076120999999,-2.3720532899999998
abx_media__m9_trisulf__1,-1.7738215411124878,4.123181042999998,-0.4308295899999983,-0.13952741599999996
abx_media__m9_trisulf__2,-2.3072021951739816,4.266686848999998,-0.3255814799999985,-0.12156318199999915
abx_media__rpmi_trisulf__1,-2.4808045660657334,0.6457822859999998,-0.6267509979999986,-1.1385435739999998
abx_media__rpmi_trisulf__2,-2.144244120648498,0.26705546999999985,-0.5568623139999982,-1.1257448149999991
abx_media__camhb_trisulf__1,-2.8724640639731485,1.1034891780000002,-0.7910804329999985,-0.6163487490000001
abx_media__camhb_trisulf__2,-2.8878860337717938,1.2615743999999998,-0.891346766999999,-0.6510849729999997
abx_media__m9_cef__1,-1.897955630611082,3.485977321,-0.7232688799999991,-0.4245596339999995
abx_media__m9_cef__2,-2.4081550502041558,3.5544307279999985,-0.6281075449999989,-0.35219075799999894
abx_media__rpmi_cef__1,-1.9183985484914463,2.250670533,-1.2708886569999986,0.17718560299999986
abx_media__rpmi_cef__2,-2.118159162210956,2.379738511,-1.1009626459999984,0.25364192300000177
abx_media__camhb_cef__1,-0.1342792440259693,2.457517909,-1.2405380349999984,-0.8382274849999991
abx_media__camhb_cef__2,-0.3800017926977311,2.391537377999999,-1.0462157229999989,-0.9034556939999998
abx_media__m9_cipro__1,-1.8794273604184035,4.122368827999998,-0.7520748539999982,-0.29610201100000033
abx_media__m9_cipro__2,-1.856174813058844,4.232043877,-0.6947156449999987,-0.23094071100000055
abx_media__rpmi_cipro__1,-0.7592153216641617,2.65822844,-1.3189403859999986,-0.7087974589999995
abx_media__rpmi_cipro__2,-1.9516245011846505,2.903498087,-1.144270581999999,-0.9681077109999999
abx_media__camhb_cipro__1,-2.2396839643351343,1.527671076,-0.9922550559999984,-1.3565894469999993
abx_media__camhb_cipro__2,-1.8261757740262436,1.4358094449999994,-0.981148715999998,-1.1236836730000004
hot_tale__42c_ale3_30c__1,-1.5912070769862805,6.656372076,-0.282673544999998,0.06220796800000095
hot_tale__42c_ale3_30c__2,-0.7890335932842398,6.58902509,-0.4165242619999985,0.017358810000001057
hot_tale__42c_ale3_37c__1,-1.273760405731866,7.107499729999999,-0.181983301999999,0.4355665230000003
hot_tale__42c_ale3_37c__2,-0.8283978659610791,7.0374932700000015,-0.4571756839999983,0.4006368030000012
hot_tale__42c_ale3_44c__1,-1.6161665750528955,-1.3082118790000004,-0.6217751269999985,0.3718853430000007
hot_tale__42c_ale3_44c__2,-1.1165487392135225,-1.1065357870000003,-0.6964478479999991,0.3553441930000005
hot_tale__hot_ale3_mid_30c__1,-0.2529183098658808,5.1681203469999994,-0.1825755229999988,0.7396188830000003
hot_tale__hot_ale3_mid_30c__2,-1.3809752357779002,6.91212314,-0.09928042499999812,0.5625003330000009
hot_tale__hot_ale3_mid_37c__1,-0.0998091056780334,7.15902058,0.2308218640000028,0.5847484430000005
hot_tale__hot_ale3_mid_37c__2,-0.8840775367083633,6.998755339999999,-0.4185711179999991,0.1894337430000004
hot_tale__hot_ale3_mid_44c__1,1.3004825758000007,5.53063689,-0.08128351999999861,-0.07124534099999913
hot_tale__hot_ale3_mid_44c__2,0.6608884139862029,5.328136066000001,-0.6309717039999985,-0.002275452999999317
hot_tale__hot_ale3_30c__1,-1.4093475442399432,6.520133190999999,0.020696785000001938,0.5150203330000007
hot_tale__hot_ale3_30c__2,-2.0996470652091683,6.51183121,-0.062412534999998215,0.5286701730000001
hot_tale__hot_ale3_37c__1,-1.4444116465187298,6.470982342999999,-0.3706976799999984,0.3493771030000001
hot_tale__hot_ale3_37c__2,-1.1737386782496777,6.4626942320000005,-0.3840894119999989,0.3963193829999998
hot_tale__hot_ale3_44c__1,-0.906041099710161,3.965459179,-0.7520788399999985,0.28643448300000074
hot_tale__hot_ale3_44c__2,-0.0570097176751315,3.397615202999998,-0.5819991749999991,0.30231870300000097
hot_tale__hot_ale4_30c__1,-2.423883585150662,6.045274278999998,-0.5934227359999982,-0.0598787810000001
hot_tale__hot_ale4_30c__2,-2.077952409846881,5.968066505,-0.6728471049999989,0.0276806220000001
hot_tale__hot_ale4_37c__1,-1.53847132445299,6.707826503,-0.4148303239999995,-0.15436083400000022
hot_tale__hot_ale4_37c__2,-1.6143174227894967,6.86718645,-0.4171737949999983,-0.04945322999999924
hot_tale__hot_ale4_44c__1,-0.0646485207734864,3.810590012000001,-0.0593700859999986,0.16471379300000066
hot_tale__hot_ale4_44c__2,0.2461041215218214,4.87270219,-0.43012982599999816,0.0758041020000011
hot_tale__hot_ale8_30c__1,-1.2405596428293686,6.630536297999999,0.03836066600000088,-0.056768664999999885
hot_tale__hot_ale8_30c__2,-1.2069893403434022,6.6971693189999995,0.0377030540000014,-0.10699186199999923
hot_tale__hot_ale8_37c__1,-0.291522421093658,6.790001206,-0.2609725239999996,-0.007091699000000062
hot_tale__hot_ale8_37c__2,-0.1478546220846587,6.830475380999999,-0.26266317599999844,-0.04404757799999892
hot_tale__hot_ale8_44c__1,-0.4065329354172444,4.4708262429999985,0.02512070400000166,0.07381628000000083
hot_tale__hot_ale8_44c__2,-0.2073064509209759,5.510564286999999,0.1498381920000007,0.1405062560000001
hot_tale__hot_ale9_mid_30c__1,-1.5613932954363574,5.911760703000001,-0.24529942199999866,0.11993167500000013
hot_tale__hot_ale9_mid_30c__2,-1.9324336216519868,5.7997536620000005,-0.2342180269999989,0.10594186400000004
hot_tale__hot_ale9_30c__1,-1.988677025292588,6.393956056,-0.4306447459999987,0.057352916000001024
hot_tale__hot_ale9_30c__2,-1.1299017204411157,6.438021825,-0.4949054409999985,0.17408408300000033
hot_tale__hot_ale9_mid_37c__1,-0.6121141221015255,6.303407325,-0.2489214879999988,-0.07088768000000023
hot_tale__hot_ale9_mid_37c__2,-0.73302475511877,6.35011096,-0.4356016879999993,0.028525377000001132
hot_tale__hot_ale9_37c__1,-0.8513423971917012,6.326070046,-0.41338337499999867,0.032825572000000136
hot_tale__hot_ale9_37c__2,-1.4258879545982426,6.3055451090000005,-0.2802686839999993,0.03721724300000062
hot_tale__hot_ale9_mid_44c__1,-0.5447893332797558,-1.3880668690000002,-0.12202040699999905,0.2861256930000007
hot_tale__hot_ale9_mid_44c__2,-0.2664758632128887,-1.4771294550000005,-0.5618437999999983,0.3056119630000005
hot_tale__hot_ale9_44c__1,0.7244690617129617,-0.3901964050000002,-0.3691248029999983,-0.02729796100000037
hot_tale__hot_ale9_44c__2,0.7159481959629285,0.5773707149999998,-0.4588756389999995,-0.08631352099999923
hot_tale__hot_ale10_30c__1,-2.007929397685063,6.166086243999999,-0.19389127899999886,0.23749544300000025
hot_tale__hot_ale10_30c__2,-1.45208740273892,6.033476176999999,-0.3764567059999973,0.4220348329999997
hot_tale__hot_ale10_37c__1,-1.009215449544633,6.47298565,-0.5059139809999982,0.06875389400000033
hot_tale__hot_ale10_37c__2,-1.0734224280180242,6.564913923,-0.3354054289999988,0.12083432100000024
hot_tale__hot_ale10_44c__1,-0.9771221799808096,4.268749303999998,-0.5977576139999989,-0.03575344399999913
hot_tale__hot_ale10_44c__2,-1.0642467768773105,3.557373417,-0.3071133819999989,0.11004349699999948
hot_tale__hot_ale16_30c__1,-1.9356709592647576,6.046710246,-0.31203063699999856,0.12930916100000012
hot_tale__hot_ale16_30c__2,-2.4709004709474693,6.170959783999999,-0.3728176729999984,0.25108644300000016
hot_tale__hot_ale16_37c__1,-1.169942464014469,6.481787785,-0.5145506109999989,-0.02264786099999938
hot_tale__hot_ale16_37c__2,-1.429028035111621,6.435474525,-0.4541133429999986,-0.007290675000000134
hot_tale__hot_ale16_44c__1,0.0916158567764234,2.771623758,-0.4090122499999982,0.039920518000000633
hot_tale__hot_ale16_44c__2,0.4008106836296325,1.4821752549999996,-0.6374025489999982,0.206041613
pdhr_ale__pdhR-13_51__1,0.7460739072481133,5.1227574460000005,-0.2879585849999984,0.42604259299999997
pdhr_ale__pdhR-13_51__2,-0.1798798662783052,4.702680883999999,-0.3666033659999988,0.3453698430000003
pdhr_ale__pdhR-14_46__1,-0.5931155909525496,-2.4947667270000005,-0.3388146349999985,0.4137442230000001
pdhr_ale__pdhR-14_46__2,-0.7013879641138436,-1.9734018990000004,-0.20211772399999892,0.3746890430000001
pdhr_ale__pdhR-15_51__1,0.3398415836312293,5.0591564810000005,-0.1791195529999987,0.20815125300000048
pdhr_ale__pdhR-15_51__2,0.4021522594374533,5.333810885,-0.2251003729999983,0.29122772299999866
pdhr_ale__pdhR-16_49__1,-1.2897091399047451,-1.9941587030000003,-0.2444539679999993,0.3586398129999999
pdhr_ale__pdhR-16_49__2,-0.6217301962337423,-1.6070758000000005,-0.4627653259999986,0.2910247429999995
tcs__del_atoC_LiAcet__1,-1.962698230745154,-1.9919036610000005,-0.09281055099999858,0.3723211630000005
tcs__del_atoC_LiAcet__2,-2.126226832627065,-1.818254581,-0.1667981179999991,0.5545006830000005
tcs__del_atoC_LiCl__1,-1.545423068958503,-1.3045209020000004,-0.0030430119999991234,0.7297175930000002
tcs__del_atoC_LiCl__2,-1.5790039262689286,-1.2059778810000004,-0.1022554489999994,0.803204053
tcs__del_atoC_m9__1,-1.1727171824218,-1.1408810270000005,-0.04154666799999873,0.6994936329999994
tcs__del_atoC_m9__2,-1.3716720370129878,-0.9722913409999999,-0.06039296099999891,0.8078232029999999
tcs__del_baeR_etoh__1,1.0562362556187157,-0.6216974850000003,-0.1870179519999988,0.725387413
tcs__del_baeR_etoh__2,0.3581404371189432,-0.9326243500000002,-0.08784686999999812,0.8432000029999998
tcs__del_baeR_lb__1,-0.355256644233299,2.7819172079999994,-0.35725938699999915,0.452954033000001
tcs__del_baeR_lb__2,-0.6226334574306399,2.69508342,-0.583835581999999,0.5136486629999997
tcs__del_btsR_01xlb__1,8.4781427376202,-0.7220754420000004,-0.7584250059999986,-1.0043266899999992
tcs__del_btsR_01xlb__2,8.718391912100351,-0.9857708300000004,-0.9536326179999984,-1.1325108709999991
tcs__del_btsR_lb__1,0.5096019436557109,2.0116215539999995,0.1944697950000016,0.9059306429999996
tcs__del_btsR_lb__2,0.962005747829814,1.5185807899999997,0.004806268000001168,0.882795573000001
tcs__del_btsR_pyruvate__1,8.657987301199753,-1.3370675570000004,-0.9805344539999991,-1.2074819320000003
tcs__del_btsR_pyruvate__2,8.543163398724253,-1.4223208280000004,-1.0219763059999982,-1.2602474279999996
tcs__del_cpxR_etoh__1,-0.7940666883025342,-0.9375100450000002,-0.10708447499999796,1.209290043000001
tcs__del_cpxR_etoh__2,-0.1911736299183207,-0.8503013050000003,-0.2859556159999972,1.1967784130000003
tcs__del_cpxR_lb__1,-1.5538430135220551,2.5061473120000004,-0.4250243329999988,0.5608460330000007
tcs__del_cpxR_lb__2,-0.9579049172608208,2.6246525710000013,-0.3657022359999989,0.6407895630000002
tcs__del_cusR_CuSO4__1,-0.2121339223866713,1.1643116859999996,-0.06538310799999891,1.0462541129999998
tcs__del_cusR_CuSO4__2,-0.3929691631199681,0.8097696429999997,0.1068039340000011,1.048489943
tcs__del_cusR_lb__1,0.8995794413950127,1.254343519,-0.0970403409999987,0.9952246930000008
tcs__del_cusR_lb__2,1.7283209700525135,1.0285469589999998,-0.05749248599999834,1.0406022430000004
tcs__del_kdpE_01-kcl__1,-1.7510636988494743,-2.242257223,-0.5061009249999984,0.08810516099999965
tcs__del_kdpE_01-kcl__2,-1.4646928338399356,-2.0872201520000004,-0.4904704729999994,0.12273579200000027
tcs__del_kdpE_115-kcl__1,-2.405734111444794,-2.104951625,-0.23017743799999835,0.04519701000000076
tcs__del_kdpE_115-kcl__2,-3.25732213434685,-2.2091005170000004,-0.17182855599999858,-0.003365354999999681
tcs__del_phoB_m9__1,-1.463889933038178,-0.7441918880000005,-0.23313406899999836,0.7310639430000005
tcs__del_phoB_m9__2,-0.8803182679373548,-0.5835867790000004,-0.21315042799999875,0.7578592129999997
tcs__del_phoB_m9p__1,-0.0810406053441458,-2.5265941730000003,-1.0030488859999984,-0.5173016199999996
tcs__del_phoB_m9p__2,-0.4158613929974722,-2.3076420420000003,-1.2428085569999991,-0.4868159799999994
tcs__del_rcsB_etoh__1,0.3783016066072516,-2.4599649190000004,-0.8152339479999986,0.8584217130000003
tcs__del_rcsB_etoh__2,0.1717870923106894,-2.5865924720000004,-0.7598192359999985,0.921416013
tcs__del_rcsB_lb__1,-0.956733277724808,1.500795127,-0.4630478189999989,0.6655188230000011
tcs__del_rcsB_lb__2,-1.125978453689804,1.3678070880000002,-0.15517534199999886,0.7005509330000006
tcs__del_zraR_lb__1,0.1213834057667228,1.6185857499999994,-0.4252870339999984,0.5367675730000006
tcs__del_zraR_lb__2,0.3071184530259467,1.3900720149999994,-0.4966181979999993,0.5696375729999996
tcs__del_zraR_zncl2__1,-1.036109372622222,-0.9554487830000004,0.03813904200000096,0.8338904830000011
tcs__del_zraR_zncl2__2,-0.5692098614096708,-0.9208647560000004,0.014362748000001703,0.8158754130000005
tcs__wt_01-kcl__1,-2.696906716876104,-0.7679788100000002,-0.2061312009999972,-0.042192379999999474
tcs__wt_01-kcl__2,-2.8245093166505786,-0.5357997830000003,-0.02831016199999858,-0.04159150899999986
tcs__wt_01xlb__1,9.282581377940442,1.5365090179999994,-0.9938982289999982,-1.1868215099999997
tcs__wt_01xlb__2,8.727298442226282,1.658756029,-0.7234445289999982,-1.1874649749999993
tcs__wt_115-kcl__1,-2.487169437080504,-1.1892743390000002,-0.3705343399999981,-0.09970663000000002
tcs__wt_115-kcl__2,-3.0506645273134585,-1.6065230330000002,-0.2169668599999985,-0.12142913199999937
tcs__wt_CuSO4__1,0.850196751348872,4.862255627,-0.20094153499999834,0.7338502030000011
tcs__wt_CuSO4__2,1.0582183985817168,5.054928189,-0.2223440859999988,0.7305206129999995
tcs__wt_etoh__1,-0.4378487274987714,0.6883807149999996,-0.17699360599999725,0.5754630630000008
tcs__wt_etoh__2,-1.0439903366254983,0.6485849849999998,-0.04052624699999896,0.5394844130000003
tcs__wt_lb__1,-0.0483601585212443,5.258381786999999,-0.6714463379999991,0.9893765630000004
tcs__wt_lb__2,0.0116105418865767,5.121790337999999,-0.6012241359999981,1.0922559429999996
tcs__wt_LiAcet__1,-1.4212115882562903,4.696498189,-0.04318372799999892,0.6491752730000009
tcs__wt_LiAcet__2,-1.5098808755962494,4.483693298,-0.02821262299999905,0.4062179429999997
tcs__wt_LiCl__1,-0.4255972301577365,5.206920672000001,-0.010141136999998857,0.5743156230000004
tcs__wt_LiCl__2,-0.6734403213356576,5.159572589,-0.09314258299999878,0.6016396030000006
tcs__wt_m9p__1,1.4821396094429446,2.8240259879999985,-0.8740437719999985,-0.39549780799999995
tcs__wt_m9p__2,1.5072907056306468,2.91205463,-0.7063498129999983,-0.4201194360000001
tcs__wt_pyr__1,9.077993891497917,1.1525164619999997,-0.987374213999999,-1.287916309
tcs__wt_pyr__2,8.837039990026229,1.2248542919999998,-1.0096580599999987,-1.1631474849999996
tcs__wt_zncl2__1,-0.1319770565886103,3.781368084,-0.07904777299999832,0.6655301930000004
tcs__wt_zncl2__2,-0.1337053635471431,3.707877394,-0.06501276399999956,0.6831118230000008
ros_tale__0_0_0pq__1,-1.147246361959433,3.943282059,-0.5174811459999988,0.3292272530000009
ros_tale__0_0_0pq__2,-1.3647637643789787,4.1490312120000015,-0.6252150309999989,0.30771033300000106
ros_tale__0_0_250pq__1,-1.3626617168734367,1.7033233730000001,0.6608536800000016,1.4522597630000007
ros_tale__0_0_250pq__2,-1.105667040420106,1.5241503769999998,0.5810729110000006,1.4384985730000004
ros_tale__1_mid_250pq__1,-1.5756538310356152,3.761532318,-0.30375767099999873,0.6546866229999999
ros_tale__1_mid_250pq__2,-1.592585212315026,3.95900945,-0.24309817899999955,0.6257248529999995
ros_tale__1_0_0pq__3,-1.0168213258404468,5.4268846779999995,-0.6706095119999986,0.6079365029999995
ros_tale__1_0_0pq__4,-0.5886831989839154,5.464095398,-0.7381641679999991,0.6228776230000008
ros_tale__1_0_250pq__1,-0.7201609944290266,4.702396055,-0.19203524799999894,0.4961959629999999
ros_tale__1_0_250pq__2,-0.9349749305555444,4.716616782999998,-0.22413343499999794,0.6021915230000001
ros_tale__1_0_750pq__1,-0.3756539567840115,4.517898477999999,-0.34576769699999765,0.6259014130000011
ros_tale__1_0_750pq__2,-0.4570398409963941,4.788583759,-0.20516241199999907,1.045357503
ros_tale__1_1_0pq__1,-2.500090932655188,5.8824671849999985,-0.2738788859999985,0.7677037930000008
ros_tale__1_1_0pq__2,-2.520513012148902,5.749343658999998,-0.5593681179999983,0.727341753000001
ros_tale__1_1_250pq__1,-2.020844013881346,5.870266902999999,-0.10602626599999887,0.616797033000001
ros_tale__1_1_250pq__2,-2.2591874568459804,6.0142476590000005,-0.267926651999999,0.8796841830000002
ros_tale__1_1_750pq__1,-1.262549662266661,5.858036895,-0.2366205889999993,0.9722065830000002
ros_tale__1_1_750pq__2,-1.4917402338324244,6.068239129,-0.1933561829999988,1.0968635530000004
ros_tale__1_2_0pq__1,-1.0697346621761312,7.26367166,-0.3993626659999983,0.4026113930000008
ros_tale__1_2_0pq__2,-0.9795390700019244,7.123118979999999,-0.3661521779999983,0.2011867830000007
ros_tale__1_2_250pq__1,-0.3770001606754383,7.08536513,-0.4641063039999995,0.6133156930000006
ros_tale__1_2_250pq__2,-0.0281916976916934,7.27741161,-0.3673770449999978,0.8060088329999999
ros_tale__1_2_750pq__1,-0.2483589963524243,7.30426765,-0.16992344599999853,1.0991647330000005
ros_tale__1_2_750pq__2,-0.282708908715145,7.34600013,-0.13804096799999854,1.1248291229999996
ros_tale__1_3_0pq__1,-0.2398350685782862,7.4108481899999985,-0.5174040099999989,1.6003325529999994
ros_tale__1_3_0pq__2,-0.4126135849337817,7.457031480000001,-0.698790666999999,1.5980901030000003
ros_tale__1_3_250pq__1,-2.4406905326131243,5.976196154,-0.6313895859999983,0.982030343
ros_tale__1_3_250pq__2,-1.4543509016291127,6.482514704,-0.5966693579999989,1.2771547729999997
ros_tale__1_3_250pq__3,-2.090665775283105,6.718481122000001,-0.01806953099999831,1.2324065130000008
ros_tale__1_3_250pq__4,-2.7478500837075166,6.721485273999998,-0.1961274349999984,0.6953416529999998
ros_tale__1_3_750pq__1,-2.4443387967481285,6.055004524999998,-0.4625281339999994,1.0045313030000005
