,A,TtdR
ecoli_00423,-0.023071053,0.1437539525
ecoli_00424,0.4145633896,0.2123535195
ecoli_00425,0.0187013649,-0.6570631805
ecoli_00426,-0.4396704831,-0.4439124005
ecoli_00427,0.3892108234,-0.3545024705
ecoli_00428,-0.0201696497,-0.1085779375
ecoli_00429,0.029010288300000003,-0.3116372175
ecoli_00430,0.5585168549,-0.1221734335
ecoli_00431,0.765958898,0.0319992585
ecoli_00432,1.4798668560000001,0.0608454945
ecoli_00433,0.9631976656000001,0.3189385635
ecoli_00434,1.0002697012,0.0195453275
ecoli_00435,0.5542134045,0.5874336885
ecoli_00436,0.0276177319,-0.6278745345
ecoli_00437,0.5120050492,-0.36435478250000003
ecoli_00438,1.0647768649,0.0182250885
ecoli_00439,1.9326434686,1.9224232405000001
ecoli_00440,1.9758473168,1.3314062925
ecoli_00441,0.5541034037,0.0304660605
ecoli_00442,0.4922690456,0.0523699745
ecoli_00443,1.0692208669,0.0767070355
ecoli_00444,1.0238416773,0.4445525315
ecoli_00445,0.6176616219000001,0.47531387350000004
ecoli_00446,1.1292438922,0.8778352625
ecoli_00447,0.1989935817,3.6880675225
ecoli_00448,0.1770078138,3.7227081835
ecoli_00449,-0.09407145,2.4467117095
ecoli_00450,0.4182858506,3.1654483335
ecoli_00451,0.8778498914,3.5970591065
ecoli_00452,0.8128022467,3.5352583995
ecoli_00453,0.6043295458,3.2336090815
ecoli_00454,0.3236308056,2.7216134985
ecoli_00455,-0.1648740581,4.5486092895
ecoli_00456,0.2975289973,4.4092700215
ecoli_00457,-0.1012492282,4.9062811965
ecoli_00458,0.0488828138,4.8601135525
ecoli_00459,-0.0239723599,4.8945580515
ecoli_00460,-0.5865682603,4.8892532275
ecoli_00461,-2.1877759915,2.0094527645
ecoli_00462,-2.2588763273,2.1056363905
ecoli_00463,0.6504987597,3.1667173485
ecoli_00464,0.8258732767,2.9744898335
ecoli_00465,-1.1954923762,-0.0927696365
ecoli_00466,-1.6915835434000002,-0.5930677285
ecoli_00467,-1.2668255488,4.0289487535
ecoli_00468,-1.0515847226,4.1042032155
ecoli_00469,-1.8975336082,-0.5044072905
ecoli_00470,-1.9716203205,-0.8861950605000001
ecoli_00471,-2.3860386579,3.3105731685
ecoli_00472,-2.1093884459,3.0423614265
ecoli_00473,0.191988974,2.5775158045
ecoli_00474,0.4443807147,2.5321355575
ecoli_00475,1.7940785333,2.0443644125
ecoli_00476,1.2987106484,2.1243888775
ecoli_00477,-0.98352545,3.8671612675
ecoli_00478,-1.2929809346,3.9135318385
ecoli_00479,0.2931964874,0.2892806935
ecoli_00480,0.4536659408,-0.18009506050000001
ecoli_00481,1.0671328905,0.3302273195
ecoli_00482,1.1799347995,0.7956748335
ecoli_00483,-0.5420951102,4.2178569445
ecoli_00484,-0.9520727594,4.1732822375
ecoli_00485,1.8852172037,1.5844423994999999
ecoli_00486,1.5735452641,1.8107521105000002
ecoli_00487,-2.0561023749,-0.0660764125
ecoli_00488,-2.0249824161,0.3873910665
ecoli_00489,0.1423886456,2.5495795375
ecoli_00490,0.0599008767,2.6209686415
ecoli_00491,-1.8943204088,0.09468122650000001
ecoli_00492,-2.2685160654,-0.1717823715
ecoli_00493,-1.5563176794,3.1168194405
ecoli_00494,-1.7733735352000002,3.1964523415
ecoli_00495,0.519079237,2.8383891245
ecoli_00496,1.0746191455,3.0653082875
ecoli_00497,-2.1675832699,-0.5212373225
ecoli_00498,-1.5228272645,-0.5854091445
ecoli_00499,0.4611402157,0.0369182045
ecoli_00500,0.7867599049,0.4920060945
ecoli_00501,0.19965545040000002,0.9453301425
ecoli_00502,-0.25875615150000003,1.2926028105
ecoli_00503,-1.6577603466,0.7638686295
ecoli_00504,-1.3105800090000002,0.9111812105
ecoli_00505,-0.34530218490000003,3.0138420165
ecoli_00506,0.2328320331,2.8224056965
ecoli_00507,-0.206402685,4.9908095855
ecoli_00508,0.2577586837,5.0324762665
ecoli_00509,0.28741909800000004,5.0386846895
ecoli_00510,-0.1584666979,5.1734084755
ecoli_00511,0.9683217555,3.1117962185
ecoli_00512,1.4614362332,2.9362686255
ecoli_00513,-1.7953356052,-0.31694561450000003
ecoli_00514,-1.6699927495,-0.3801493145
ecoli_00515,-1.6323443463,1.4649311995
ecoli_00516,-1.2907867106,1.6177781995
ecoli_00517,-1.0359942973,-0.3242817385
ecoli_00518,-0.7145970269,-0.1981270485
ecoli_00519,-1.1429111289,2.1117577455
ecoli_00520,-0.6943401977,2.0220936525
ecoli_00521,-1.8995485242,1.5654787035000002
ecoli_00522,-2.2430072191,2.0348307255
ecoli_00523,-1.8219466292000002,1.3427456395
ecoli_00524,-0.4663058333,-0.12439322250000001
ecoli_00525,-0.7677451602,0.08202427350000001
ecoli_00526,-0.7119995204,0.1365782965
ecoli_00527,-1.2424956951000001,0.5741477925
ecoli_00528,0.0121622788,1.4253697965
ecoli_00529,-0.4214805596,1.0251784595
ecoli_00530,-0.1240497499,0.5303041385
ecoli_00531,0.2958671189,-0.42149402150000004
ecoli_00532,-1.0834224767,3.0115371015
ecoli_00533,-0.48806037550000003,4.9506858565
ecoli_00534,-1.4586236156,3.3883692605
ecoli_00535,-0.3888189774,5.2774652295
ecoli_00536,-2.0089891563,1.9785171515000002
ecoli_00537,-1.8115351265,2.0940029885
ecoli_00538,-1.8959263912000002,2.1908973875
ecoli_00539,-1.8107789396,1.8803659325000002
ecoli_00540,-0.7268997017000001,1.0988397795
ecoli_00541,-0.6693437832,1.6683907415
ecoli_00542,-0.9505351750000001,0.5409006195
ecoli_00543,-1.1924358598,-0.0308369915
ecoli_00544,-0.8026787791000001,1.4235292195
ecoli_00545,-0.39793694030000004,1.1261187325
ecoli_00546,-0.5766013999999999,1.5117499615
ecoli_00547,-0.7043685593,1.5865997305000001
ecoli_00548,-0.7617716188,1.8128554255
ecoli_00549,-0.7688909631,2.0904553825
ecoli_00550,-0.3939273412,1.7289405605
ecoli_00551,-0.8102904201000001,2.4056897695
ecoli_00552,-0.8967523766000001,2.2329612775
ecoli_00553,-0.5513797996,1.8815966025000002
ecoli_00554,-1.3428638290000001,2.0514018155000002
ecoli_00555,-1.002761105,2.2485096795
ecoli_00556,-1.6717160597,2.2220876485
ecoli_00557,-2.5491335304,1.7013288295
ecoli_00558,-0.46265090680000004,2.3413178065
ecoli_00559,-0.0472746572,2.2796869615
ecoli_00560,-0.9410949576000001,2.5528735245
ecoli_00561,-0.9426988390000001,2.0680378735
ecoli_00562,-1.4397028108,-0.8242939525
ecoli_00563,-1.7075990803,0.13093678250000002
ecoli_00564,-0.5131479457,-0.9771737525
ecoli_00565,-0.6828323982000001,-1.0936615545
ecoli_00566,-1.1784346659,2.1163611005
ecoli_00567,-0.9536620486,2.2209717885
ecoli_00568,-0.556795896,-0.6622910825
ecoli_00569,-0.3682206226,-0.7849035115
ecoli_00570,-0.259664876,-0.3173198235
ecoli_00571,0.0115008227,-0.5333795155000001
ecoli_00572,-1.3035455168,0.7677114075
ecoli_00573,-1.8325334594,0.3065473895
ecoli_00574,0.21791652250000002,4.2295676885
ecoli_00575,-0.10643385600000001,4.2325041695
ecoli_00576,0.0554673948,3.6318383965
ecoli_00577,0.3721861513,4.0758406885
ecoli_00578,-0.7323654839,4.4187558925
ecoli_00579,0.8725741423000001,3.9096484565000003
ecoli_00580,-0.9831496262,3.4065661905
ecoli_00581,-0.9286500343,3.0666892555
ecoli_00582,-0.7349393372,-0.7021065455000001
ecoli_00583,-0.4447702854,-0.6384973595
ecoli_00584,-1.9088449915,1.2144767825
ecoli_00585,-2.0640672285,1.6241697385
ecoli_00586,-0.9129578061,-0.7443826145
ecoli_00587,-0.3224831716,-0.6377576065
ecoli_00588,-0.6443056124000001,-0.8982997435000001
ecoli_00589,-0.4934276535,-0.3200686285
ecoli_00590,-3.0236506291,0.7193635565000001
ecoli_00591,-3.0011293583,0.3033319045
ecoli_00592,-0.8463426858,3.8746895205
ecoli_00593,-0.3698796258,4.1498658405
ecoli_00594,-0.9590467885,4.0652347475
ecoli_00595,-0.7646967693000001,4.1291492085
ecoli_00596,-0.8837006394,3.3229089745
ecoli_00597,-0.526156838,2.8767905055
ecoli_00598,0.4430642635,3.5023666455
ecoli_00599,0.7294822519,2.9804222895
ecoli_00600,-0.4548530035,0.0381902535
ecoli_00601,-0.2984899505,1.5185010585
ecoli_00602,-0.6298958999000001,1.8224055825
ecoli_00603,-0.18407350790000002,2.1827189045
ecoli_00604,-0.9374457237,0.4505451325
ecoli_00605,-1.0419492668,1.9741480545
ecoli_00606,-0.6082332937,0.3240329525
ecoli_00607,-0.6006981271,1.5652117975
ecoli_00608,-1.0347556869,0.9652821915
ecoli_00609,-0.7602217312,1.3592180665
ecoli_00610,-1.0479349683999999,1.7378781125
ecoli_00611,-1.5040705628,1.7650774405
ecoli_00612,-0.5680775858,1.0285931195
ecoli_00613,-0.5707160847,1.0343213715
ecoli_00614,-0.5202575875000001,1.2108804505
ecoli_00615,-1.0972065079,0.7089348415000001
ecoli_00616,-1.5295504805,0.9233201725
ecoli_00617,-1.6644596507,1.0561176295
ecoli_00618,-0.1147223321,-0.3845474075
ecoli_00619,0.3101482686,-0.5543692605
ecoli_00620,-0.3301113364,0.0027099455000000002
ecoli_00621,-0.6891146582000001,-0.2665502565
ecoli_00622,0.44770830170000003,0.062077414500000004
ecoli_00623,0.3213909883,-0.2826736525
ecoli_00624,1.1017481452,1.5957144625000002
ecoli_00625,0.3608907223,1.5619390805
ecoli_00626,1.3206006581,-0.25157701650000003
ecoli_00627,1.2891765979,0.17946649750000002
ecoli_00628,0.5302397092,2.6098612105
ecoli_00629,1.0533306977,2.9753757685
ecoli_00630,0.09921196410000001,0.0774322405
ecoli_00631,0.5986693175000001,0.11090899750000001
ecoli_00632,0.6649203297,-0.0654061915
ecoli_00633,0.2836031585,0.2407983125
ecoli_00634,0.3922715732,-0.1115014015
ecoli_00635,0.6301429550000001,0.0024582955000000003
ecoli_00636,-0.0039068831,0.0631784175
ecoli_00637,0.2911434891,-0.1017637555
ecoli_00638,0.3216252184,0.2397613505
ecoli_00639,0.9045973866,0.14674686750000002
ecoli_00640,-0.3648767198,1.9456497385
ecoli_00641,0.15670916270000002,2.4330993205
ecoli_00642,0.299621071,-0.09641767350000001
ecoli_00643,0.5044183446,-0.3336603185
ecoli_00644,0.3168371465,-0.0402715005
ecoli_00645,0.5128968664,0.5306017525
ecoli_00646,0.5982362720000001,0.2775560365
ecoli_00647,0.5651732802,2.4037444245
ecoli_00648,0.568929203,0.42241735150000004
ecoli_00649,0.48036351250000003,-0.1095016635
ecoli_00650,0.40065024800000004,0.0462113165
ecoli_00651,0.1474946372,0.6267341005
ecoli_00652,-0.4438259308,-0.2501055185
ecoli_00653,0.09815232950000001,0.2535643845
ecoli_00654,0.8208547934,1.1042215605
ecoli_00655,0.8949143367,1.7821291845
ecoli_00656,0.8298026836,0.0211414465
ecoli_00657,0.6698616555,0.2830580965
ecoli_00658,0.6444345784000001,0.5049935305000001
ecoli_00659,0.46957433590000003,1.9694550385
ecoli_00660,0.2819599939,-0.0665131245
ecoli_00661,0.0591633462,-0.0160018115
ecoli_00662,0.5434733899,-0.2440200815
ecoli_00663,0.7631284294,0.1688383145
ecoli_00664,0.0586201781,0.5713312865
ecoli_00665,-0.0155081928,0.5189064335
ecoli_00666,-0.3484808661,0.3504849815
ecoli_00667,-0.1282569436,0.6970474295
ecoli_00668,-0.4243923665,0.2840418705
ecoli_00669,-0.2574213938,-0.24899577050000002
ecoli_00670,0.1199999219,-0.0981849765
ecoli_00671,0.0755638756,0.1534082125
ecoli_00672,0.7261853585,1.1409256035
ecoli_00673,0.079921321,1.2695510155
ecoli_00674,0.7865210984000001,0.0926766645
ecoli_00675,0.9324214368,0.3178690615
ecoli_00676,0.675504538,0.3532090645
ecoli_00677,0.5825462634,0.0653290945
ecoli_00678,-0.20202367000000002,-0.13329888750000002
ecoli_00679,0.1480108367,0.3176371005
ecoli_00680,1.2151101735,1.4370305505
ecoli_00681,0.8148753314,1.6047558965
ecoli_00682,0.3608037276,0.1207862115
ecoli_00683,0.3684989864,-0.0959875615
ecoli_00684,0.4855706842,1.6743390995
ecoli_00685,1.095767921,2.4625742275
ecoli_00686,0.6023873957,0.1930008305
ecoli_00687,0.5247876714,1.1997770585
ecoli_00688,0.8882259496,0.5550999485
ecoli_00689,0.3297876362,0.11931111750000001
ecoli_00690,-0.0854223823,0.0023469895
ecoli_00691,-0.24230673290000002,-0.1354841635
ecoli_00692,-0.3758098351,-0.0578990375
ecoli_00693,-0.2554875538,-0.2299744555
ecoli_00694,-0.4617595263,-0.7122205045000001
ecoli_00695,-0.45994727830000004,-0.4362741665
ecoli_00696,-0.4139869973,-0.7236726895000001
ecoli_00697,-0.19677791490000002,-0.1320222285
ecoli_00698,0.7261483281000001,1.4315856905
ecoli_00699,1.3114337159,1.6419261565
ecoli_00700,0.6231633028,-0.0010211215
ecoli_00701,1.0752174187,0.29474818550000004
ecoli_00702,0.6733692229,0.1664092885
ecoli_00703,0.8387984644,2.0034314835
ecoli_00704,0.7062698736,0.33288576950000004
ecoli_00705,0.43004445750000003,0.3539383285
ecoli_00706,0.7991234922,0.0902189225
ecoli_00707,0.7566351617,0.40512497350000004
ecoli_00708,0.21264980660000002,0.2755523455
ecoli_00709,0.5370958536,1.2158930515
ecoli_00710,0.825057123,1.1525206525
ecoli_00711,0.6422482186,1.8089193095
ecoli_00712,0.6427953154,-0.1871610445
ecoli_00713,0.6640561919,0.4660659815
ecoli_00714,-0.63499774,0.5199545755
ecoli_00715,-0.7470183321,0.0789175165
ecoli_00716,0.2307306448,-0.0183901715
ecoli_00717,0.28974551330000003,-0.7251402005
ecoli_00718,-0.0117580175,-0.8667832575000001
ecoli_00719,0.8253266894,-0.6973718035
ecoli_00720,0.09921829260000001,-1.2852729125
ecoli_00721,-0.4066808146,-0.8444369725
ecoli_00722,-0.9122612754,-0.3838848145
ecoli_00723,-0.9018846920000001,-0.1261234695
ecoli_00724,1.8408672013,1.2357527625
ecoli_00725,0.0832113444,-0.1499496345
ecoli_00727,-0.1787459444,-0.9828466885
ecoli_00728,-0.16343994180000002,0.2778127985
ecoli_00729,0.2355574903,-0.4913696005
ecoli_00730,0.6289139516000001,-0.2422095025
ecoli_00731,0.3328432276,-0.8175570065000001
ecoli_00732,-0.1272859767,-0.5185186315
ecoli_00733,-0.292205088,0.2471464615
ecoli_00734,-0.09506459340000001,-0.0472229085
ecoli_00735,-0.1127137639,0.4000525655
ecoli_00736,-0.8595411374,-1.0523078145
ecoli_00737,0.45822350180000004,0.9136186955000001
ecoli_00738,-0.1161326431,-0.8626175885
ecoli_00739,-0.2228011234,0.0667493245
ecoli_00740,-0.4862037128,-1.0191840015
ecoli_00741,-0.3350770676,3.2823400815
ecoli_00742,1.1422215548,3.8201001765
ecoli_00743,1.0958722474,-0.6346443705
ecoli_00744,0.11121566220000001,-0.5468510405
ecoli_00745,0.5380541643,-0.3968052225
ecoli_00746,-0.20506360580000002,-0.9566862885
ecoli_00747,0.0237143372,-0.47656034550000004
ecoli_00748,0.1718200483,-0.5072842095
ecoli_00749,0.6352654984,0.8722067245
ecoli_00750,-0.7009177395,0.8207557245
ecoli_00751,-0.8676594286,-0.7110160305000001
ecoli_00752,-1.030739683,-0.9184315245
ecoli_00753,-0.4984251582,-1.1576845155
ecoli_00754,-0.6395915583,-1.0280242815
ecoli_00755,-1.5030396326000002,-1.1167829455
ecoli_00756,-1.7638687645000002,-1.1682618275
ecoli_00757,-0.0327226019,-0.8598195695
ecoli_00758,-0.0100565846,-0.4034196835
ecoli_00759,0.1768869956,2.1061999455000002
ecoli_00760,0.2372037156,1.7252747775000001
ecoli_00761,0.2700685527,-0.8563105905
ecoli_00762,-0.28549424230000003,-0.8824085835000001
ecoli_00763,0.1295619872,-1.0205557255
ecoli_00764,-0.2431881445,-0.9976792115
ecoli_00765,0.8051109163,-0.7408835685
ecoli_00766,0.6125143834,-0.8370275315
ecoli_00767,-1.4241329999999999,0.9482306325000001
ecoli_00768,2.8595245981,1.9782252855
ecoli_00769,-0.9585609807000001,-0.7583170155000001
ecoli_00770,-0.8521875462,-0.4162322445
ecoli_00771,-1.2633440764000001,-0.1752969995
ecoli_00772,-1.8218593096,-0.38242830050000004
ecoli_00773,-0.6959705058,-0.4327158955
ecoli_00774,-0.5036276142,-0.24672109350000002
ecoli_00775,-0.3225911166,-0.4700392245
ecoli_00776,-0.6289783433,-0.5285894695
ecoli_00777,1.1684824025,-0.6283806435
ecoli_00778,0.7646354052000001,-0.7205838105
ecoli_00779,0.1558430153,2.5831482475
ecoli_00780,0.5767514075,2.5526082945
ecoli_00781,0.2525208768,-0.6180528735
ecoli_00782,0.0381235536,-0.8975368665000001
ecoli_00783,1.001472854,-1.1299076805000001
ecoli_00784,1.5613034169,1.3662021495
ecoli_00785,0.9054989895000001,-0.1389074635
ecoli_00786,1.0490396158,-0.1327455025
ecoli_00787,0.1029417427,-0.8828624055000001
ecoli_00788,0.3671537331,-0.3198786435
ecoli_00789,0.2102275351,-1.1032466285
ecoli_00790,0.1958373326,-0.5700965165
ecoli_00791,0.3388303206,-0.2873972495
ecoli_00792,0.1478519442,0.9778670225
ecoli_00793,0.311923457,-0.7512467795000001
ecoli_00794,0.6215926066,-0.4033268145
ecoli_00795,0.9534480401000001,0.4551831475
ecoli_00796,0.041529025500000004,-0.3996115885
ecoli_00797,-2.2659829347000002,1.1752212405
ecoli_00798,-2.1081553133,0.7931665315
ecoli_00799,-1.008129741,1.0057279065
ecoli_00800,-2.2039792743,0.9822244195000001
ecoli_00818,-0.5449191322,0.5773361995
ecoli_00819,-0.7396630691,0.3301968905
ecoli_00820,-0.3037135278,1.7076530735
ecoli_00821,0.3777397631,1.9727978445
ecoli_00822,-0.1892937565,0.5596892535
ecoli_00823,0.19530582030000002,0.33315070750000003
ecoli_00824,-0.5579810514,0.8842538095
ecoli_00825,-0.22730495650000002,0.2443826385
ecoli_00826,-0.8403351627000001,0.3095022625
ecoli_00827,-0.49417307130000004,0.6488583675
ecoli_00828,-0.6452570366,0.3528124205
ecoli_00829,-0.2966539617,0.5458434845
ecoli_00830,-0.8692804860000001,0.6983350905
ecoli_00831,-0.8483549291,0.3476400975
ecoli_00832,2.0815967631,1.2241113695
ecoli_00833,1.7220741384,1.1485587855000001
ecoli_00834,-0.047926119600000004,0.6121010035000001
ecoli_00835,0.0584795257,0.46190227250000004
ecoli_00836,0.19038845470000001,0.7177797565
ecoli_00837,-0.0575229462,0.9362342985000001
ecoli_00838,0.1033022761,1.7778399155
ecoli_00839,-0.0323291957,0.9571764495
ecoli_00840,-0.25597697480000003,0.9009836265000001
ecoli_00841,-0.1995272834,1.0824174145
ecoli_00842,-0.1227333275,0.3040812475
ecoli_00843,-0.0990912763,0.6953184445
ecoli_00844,0.23070252,0.31378224250000003
ecoli_00845,0.9463619398,0.3206478665
