locus,gene_weight,gene_name,gene_product,cog,regulator,link
b4567,0.5768374846871309,yjjZ,protein YjjZ,Function unknown,"RpoD,ppGpp,OxyR,Fur",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10474
b2392,0.1201779501444251,mntH,Mn(2(+))/Fe(2(+)): H(+) symporter MntH,Inorganic ion transport and metabolism,"RpoD,Fur,MntR,OxyR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7254
