,BSU19670
M9exp_1,9.0626
M9exp_2,8.8289
M9exp_3,7.8762
M9tran_1,7.9219
M9tran_2,7.9264
M9tran_3,8.2493
M9stat_1,8.1167
M9stat_2,8.0192
M9stat_3,7.7695
MG-0.1_1,10.3773
MG-0.1_2,7.6292
MG-0.1_3,8.23
MG-0.2_2,7.832000000000002
MG-0.2_3,8.1346
MG+5_1,9.8815
MG+5_2,7.8086
MG+5_3,8.0838
MG+10_1,10.0517
MG+10_2,7.9509
MG+10_3,7.8339
MG+15_1,9.3662
MG+15_2,8.6627
MG+15_3,8.0144
MG+25_1,9.4699
MG+25_2,7.9931
MG+25_3,8.1256
MG+45_1,8.7328
MG+45_2,7.6301
MG+45_3,8.2131
MG+60_2,7.9236
MG+60_3,8.0167
MG+90_2,7.289
MG+90_3,7.8645
MG+120_1,7.6981
MG+120_2,7.8815
MG+120_3,7.7826
MG+150_1,7.9557
MG+150_3,7.7938
GM-0.1_1,7.7957
GM-0.1_2,7.8166
GM-0.1_3,8.1479
GM-0.2_1,8.0289
GM-0.2_2,8.2941
GM-0.2_3,7.6272
GM+5_1,7.7783
GM+5_2,7.6687
GM+5_3,7.7418
GM+10_2,7.717
GM+10_3,7.2843
GM+15_1,7.9988
GM+15_2,8.0543
GM+15_3,7.731
GM+25_1,8.0826
GM+25_2,8.0189
GM+25_3,7.8873
GM+45_1,8.1501
GM+45_2,7.2846
GM+45_3,7.9909
GM+60_1,7.8386
GM+60_2,7.7156
GM+60_3,7.9849
GM+90_1,8.0772
GM+90_2,8.325
GM+90_3,8.0797
GM+120_1,8.1033
GM+120_3,8.5634
GM+150_1,8.2593
GM+150_2,7.257999999999999
GM+150_3,7.8836
BT_1,13.4865
BT_2,12.7622
B36_1,12.9594
B36_2,12.7662
B60_1,10.0873
B60_2,10.6021
S0_1,7.2423
S0_2,7.3717
S0_3,7.4522
S1_1,8.5759
S1_2,8.6268
S1_3,8.7193
S2_1,7.9613
S2_2,7.4783
S2_3,7.3575
S3_1,8.6636
S3_2,7.9973
S4_1,9.5161
S4_2,9.272
S4_3,8.8766
S5_1,10.9937
S5_2,11.3645
S5_3,11.4796
S6_1,13.954
S6_2,12.5471
S6_3,14.0691
S6/t_1,13.5285
S6/t_2,11.323
S6_4,13.0582
S6_5,13.4746
S6_6,13.0605
S7_4,14.0316
S7_5,13.7004
S7_6,13.2324
S8_4,13.4753
S8_5,12.8272
G135_1,8.5047
G135_3,7.917999999999998
G150_1,8.085
G150_2,8.519
G150_3,8.1372
G180_1,8.3968
G180_2,8.427
G180_3,8.0829
T-5.40H_1,8.3902
T-4.40H_1,8.3028
T-3.40H_1,8.0463
T-2.40H_1,7.7899
T-1.40H_1,7.713999999999999
T-1.10H_1,7.8585
T-0.40H_1,7.6954
T0.0H_1,7.3822
T0.30H_1,7.7965
T1.0H_1,7.4468
T1.30H_1,7.9458
T2.0H_1,8.2087
T2.30H_1,8.086
T3.0H_1,7.8878
T3.30H_1,8.2611
T4.0H_1,8.2351
T5.0H_1,8.1548
LBexp_1,7.772
LBexp_2,7.4138
LBexp_3,7.4984
LBtran_1,7.3901
LBtran_2,7.1553
LBtran_3,7.3894
LBstat_1,7.2363
LBstat_2,7.4396
LBstat_3,7.5746
LBGexp_1,7.9909
LBGexp_2,8.3316
LBGexp_3,7.7775
LBGtran_2,7.6356
LBGtran_3,7.775
LBGstat_1,7.4378
LBGstat_2,7.2822
LBGstat_3,8.0374
Mt0_1,7.5918
Mt0_3,7.6997
M0t45_1,7.5027
M0t45_2,7.3326
M0t45_3,7.4511
M0t90_1,7.5141
M0t90_2,7.2026
M0t90_3,7.3244
M40t45_1,7.5635
M40t45_2,7.3982
M40t45_3,7.6739
M40t90_1,7.2395
M40t90_2,7.0741
M40t90_3,7.2103
dia0_1,7.2774
dia0_2,7.5236
dia0_3,7.3743
dia5_1,8.2169
dia5_2,8.491
dia5_3,8.2328
dia15_1,9.7375
dia15_2,9.2118
dia15_3,8.9264
C30_1,8.7146
C30_2,8.7373
C90_1,8.5421
C90_2,8.1981
SMM_1,8.0188
SMM_2,7.8261
SMM_3,7.8328
Salt_1,8.205
Salt_2,8.1779
Salt_3,8.4255
M+G_1,8.6695
M+G_2,8.2047
M+G_3,8.142000000000001
Glu_1,8.1808
Glu_2,8.1305
Glu_3,8.3332
Fru_1,8.0465
Fru_2,8.4337
Fru_3,8.1681
Mal_1,7.4827
Mal_2,8.4071
Mal_3,8.5443
G+S_2,11.5529
G+S_3,12.3842
Pyr_1,9.6619
Pyr_2,12.4916
Pyr_3,12.3209
Gly_1,7.9219
Gly_2,8.1354
Gly_3,8.1572
Glucon_1,10.0737
Glucon_2,10.3781
Glucon_3,8.2409
BI_1,7.5515
BI_2,7.4144
BC_2,7.6946
BC/t_1,7.3771
BC/t_2,8.5147
BC_1,7.305
Sw_1,6.7772
Sw_2,6.9279
BMM_1,8.177
BMM_2,7.9469
BMM_3,8.3069
Heat_1,8.6822
Heat_2,8.2087
Heat_3,8.5043
Cold_1,8.6458
Cold_2,8.221
Cold_3,8.1176
Etha_1,8.6401
Etha_2,8.7996
Etha_3,8.5326
SMMPr_1,8.8659
SMMPr_2,8.7745
SMMPr_3,9.5307
HiTm_1,7.625
HiTm_2,7.6863
HiTm_3,7.9475
LoTm_1,8.7863
LoTm_2,8.4828
LoTm_3,8.593
HiOs_1,8.3747
HiOs_2,8.4317
HiOs_3,8.235
Oxctl_1,8.4109
Oxctl_2,8.2697
Oxctl_3,8.5407
Diami_1,8.6805
Diami_2,9.0041
Diami_3,9.2494
Paraq_1,8.8344
Paraq_2,8.9005
Paraq_3,8.0402
H2O2_1,9.3816
H2O2_2,9.7782
H2O2_3,9.8269
HPh_1,8.568999999999999
HPh_2,8.2052
HPh_3,8.5509
LPh_1,8.5422
LPh_2,8.8602
LPh_3,8.7366
LPhT_1,8.1122
LPhT_2,7.8381
LPhT_3,7.978
aero_1,9.4835
aero_2,7.7285
aero_3,8.4245
nit_1,9.9306
nit_2,8.4407
nit_3,8.3364
ferm_1,10.0002
ferm_2,7.9645
ferm_3,8.3946
