,A,GadX,GadW
oxidative__delsoxr_pq__2,6.133918133371218,-1.0342160025,-0.10146836199999854
oxidative__delsoxs_pq__1,5.9016679241011625,-0.6086542565000013,0.3819168309999999
oxidative__delsoxs_pq__2,6.233133774466865,-0.7181850405000008,0.2553807140000002
nac_ntrc__wt_csn__1,6.584487370490052,0.8083707765000003,-0.12680923799999988
nac_ntrc__wt_csn__2,6.453846232635483,0.7844004704999996,-0.051973410999999636
nac_ntrc__wt_cytd__1,-5.958265112047784,-0.6108441465000007,0.933452206
nac_ntrc__wt_cytd__2,-5.777785331874188,-0.6173364105000019,0.8110816249999999
nac_ntrc__wt_gln__1,7.049156543661014,0.8968826824999994,1.4370623450000002
nac_ntrc__wt_gln__2,6.842285845260882,0.8132582564999993,1.351842725
nac_ntrc__bw_delnac_csn__1,3.4450321951966885,0.5021608385,-0.7034325939999997
nac_ntrc__bw_delnac_csn__2,0.6553604416399379,-0.5769943865000018,-1.4135053350000009
nac_ntrc__bw_delnac_cytd__1,-0.6423409935324281,-0.0016244155000002536,0.5822244259999998
nac_ntrc__bw_delnac_cytd__2,-0.5397921501394201,-0.03936516850000071,0.5982516679999996
nac_ntrc__bw_delnac_gln__1,9.380367118532831,1.1473516924999991,1.6164082439999996
nac_ntrc__bw_delnac_gln__2,9.58653336950605,1.2716164785000004,1.6930712069999998
nac_ntrc__bw_delnac_nh4__1,-2.773982004465827,-0.7623851755000004,-0.6562050050000003
nac_ntrc__bw_delnac_nh4__2,-2.8921331343010768,-0.8481387655000008,-0.5544403390000001
misc__wt_no_te__1,5.309895464213342,0.35408937749999936,0.7306706809999985
misc__wt_no_te__2,2.9227223957879818,0.06725673849999936,0.3645769830000001
misc__bw_delcbl__1,-2.663764714182679,-1.0031535195000003,-0.7280113650000004
misc__bw_delcbl__2,-2.458399854982971,-0.730323781500001,-0.578466003
misc__bw_delfabr__1,-6.576808376629977,-2.0228205285000005,-1.7178206019999998
misc__bw_delfabr__2,-6.799848529407959,-2.2226282165000004,-1.7060901570000002
misc__bw_delfadr__1,-2.7788316271721243,-0.5562966065000009,-0.23083981299999845
misc__bw_delfadr__2,-2.954251825052136,-0.5743505424999995,-0.2166140840000006
misc__nitr_031__1,10.652803751135297,0.9696136904999992,1.2608180290000002
omics__wt_glu__1,0.6196142305468144,0.5847712625000003,1.6234802190000002
omics__wt_glu__2,-0.0408827857514074,0.12433989750000053,1.41107181
omics__wt_gly__1,2.797248261974932,0.3938978884999997,1.2101929599999997
omics__wt_gly__2,2.6816496692722347,0.3540767954999993,1.2522147630000005
omics__wt_thr__1,6.470713430881145,1.7915137305000002,1.8798152380000002
omics__wt_thr__2,7.32968862725983,1.9122185435,2.056366966
omics__bw_ac__1,-4.269533575732217,-0.5347496345000007,-0.37898055500000094
omics__bw_ac__2,-4.945895011914519,-0.3125456895000003,-0.4576156539999996
omics__bw_fum__1,-11.485986605738304,-1.8076444175,-1.9116707880000003
omics__bw_fum__2,-11.178925412192395,-1.733761330500002,-2.1016595990000004
omics__bw_glc__1,-4.189229815650754,-0.4403304865000006,-0.4983151990000003
omics__bw_glc__2,-4.227995808827868,-0.5462515795000007,-0.5236126399999996
omics__bw_pyr__1,-12.278342283081082,-0.8417174484999999,-1.5447388290000001
omics__bw_pyr__2,-12.61177437886132,-0.9461260324999996,-1.6092566499999998
ompr__wt_nacl__1,3.735516274355129,1.991036059499999,1.8328092180000004
ompr__wt_nacl__2,3.581022249278172,1.9055433104999988,1.9073840349999989
ompr__bw_delompr_nacl__1,-3.021226381840858,2.1682473555,1.7838330959999995
ompr__bw_delompr_nacl__2,-2.7696266242396588,2.123150065499999,1.7194623069999997
minspan__wt_ade__1,-0.8426265613872482,0.8973646515000002,1.4247858439999996
minspan__wt_glc__2,1.480191705328234,0.07092463449999897,0.8039063299999993
minspan__wt_glc__3,1.6350142545399238,-0.02060153050000046,0.6916190759999985
minspan__wt_glc__4,1.1843857853554711,-0.09337175249999953,0.5913777580000001
minspan__wt_glc_anaero__1,3.485344175716429,0.4667018155000005,1.483491353000001
minspan__wt_glc_anaero__2,3.82639110884974,0.3605176754999988,1.3351629550000004
minspan__wt_trp__1,2.1768614910834505,0.3446108265000003,0.1575086480000003
minspan__bw_delcra_glc__2,0.5182691754500515,0.9584900285,0.9462769109999999
minspan__bw_delcra_trp__1,2.579170362895636,1.211382497499999,1.098664275
minspan__bw_delmntr__1,-10.17550825760839,-2.1356155775000003,-1.201004224
minspan__bw_delnac_ade__1,1.416032627623553,0.1883657915000008,-0.10213981299999908
minspan__bw_delnac_glc__1,-1.9973727649760464,0.5466738854999988,0.8797650460000002
cra_crp__wt_ac__1,4.8108603948584525,0.4230997695000003,1.1169339420000002
cra_crp__wt_ac__2,4.837594267326258,0.3689077584999989,1.0854213679999996
cra_crp__wt_fru__1,-1.5423609076667837,-0.34141858250000023,0.4852929849999992
cra_crp__wt_fru__2,-1.7531513011106534,-0.061436753499998886,0.5503114549999992
cra_crp__delcra_ac__1,-1.397060056395445,-0.16753512249999947,-0.3494655739999999
cra_crp__delcra_ac__2,-1.5068962403745525,-0.3311380915000006,-0.43808315299999995
cra_crp__delcra_fru__1,7.055598208522957,0.7307231054999992,1.136826200999999
cra_crp__delcra_fru__2,6.912267473609254,0.5180304865000007,1.2187603940000011
cra_crp__delcra_glc__1,1.328786326366017,-0.15916949250000026,0.02750637100000031
cra_crp__delcra_glc__2,1.276796801485867,-0.08186029450000021,0.07399584199999952
rpoB__wt_031__1,-3.84981740190541,-0.8791274405000005,-0.6186813419999986
rpoB__wt_044__1,5.711768421985254,-0.004002877499999613,0.9471625949999992
rpoB__wt_lb__1,3.0309491810998623,-0.1341524655000006,0.09808771999999966
rpoB__wt_lb__2,2.897548016043052,-0.15154457350000072,0.2465634630000002
rpoB__rpoBE546V_031__1,-1.903517924412266,-0.3916882325,0.1517054299999998
rpoB__rpoBE546V_044__1,-0.7848723386284533,-0.12611743450000024,0.3892195879999996
rpoB__rpoBE546V_lb__1,-12.57605361037398,-1.6231970045000006,-0.8835893529999996
rpoB__rpoBE546V_lb__2,-11.92032278061569,-1.9313957055000002,-1.281129677
rpoB__rpoBE546V_glc__1,-7.5542218033828465,-0.7906842455000005,0.019949094000000226
rpoB__rpoBE672K_glc__1,-14.419446962849502,-2.3959389855,-1.281693433
rpoB__rpoBE672K_glc__2,-14.052267631834786,-2.4724740365000004,-1.7869963830000002
rpoB__rpoBE672K_lb__1,-16.47889264071281,-3.7807173775,-2.508386547
rpoB__rpoBE672K_lb__2,-16.536279246909277,-3.8310427684999984,-2.191780917
crp__wt_fru__1,-4.892962943218766,-1.0349503855000002,-1.2782083000000002
crp__wt_glyc__1,-9.377963979698963,-2.0598013055000006,-2.0216076219999994
crp__wt_glyc__2,-9.177549332575124,-1.8432232455000002,-1.983985939
crp__delar1_glyc__1,-4.216151550366696,-0.4147074605000008,-0.9635633930000004
crp__delar1_glyc__2,-3.762821725649859,-0.0268740815000017,-0.5257880520000002
crp__delar1ar2_glyc__1,-2.337100294686486,-1.2687447835,-0.8469844479999997
crp__delar1ar2_glyc__2,-2.763438233229961,-1.3185563105,-0.919906578
crp__delar1ar2_glyc__3,-1.8213917536740387,-1.0371191905000003,-0.8254921209999999
crp__delar2_glyc__1,1.779456484966966,-0.27005087050000043,-0.43475637099999975
crp__delar2_glyc__2,1.931396869356064,-0.3513296575,-0.2432811629999998
crp__delar2_glyc__3,1.606444304395678,-0.3897686635,-0.4539091859999997
crp__delcrp_fru__1,11.996080789833432,1.1948374064999996,1.4080672369999998
crp__delcrp_fru__2,10.999061292489792,0.7470562884999996,1.0511930349999998
crp__delcrp_fru__3,11.284935888747768,1.2226409834999998,1.4173427290000005
crp__delcrp_glc__1,10.665720905489774,0.7165756064999993,0.5705287499999994
crp__delcrp_glc__2,10.885433186418116,0.6537706495000002,0.4927330199999993
crp__delcrp_glc__3,11.283741622615372,0.8757698375,0.6084343049999994
crp__delcrp_glyc__1,6.855536311751609,-0.4877115424999996,0.011693979000000354
crp__delcrp_glyc__2,7.186539391844124,-0.4297659245000007,0.037232564000000856
crp__delcrp_glyc__3,7.59250002056493,-0.2743316055000005,0.14973972599999996
glu__glu_ale3__1,-18.658376029045595,-3.5605257545000004,-3.820824262
glu__glu_ale4__1,-18.475880688705026,-4.570009235500001,-3.2206373160000004
glu__glu_ale5__1,-17.593328979741866,-3.6301086555,-2.482109099
glu__glu_ale6__1,-17.830256550483995,-4.0755330464999995,-3.165400574
glu__glu_ale8__1,-17.526413623854054,-2.6778444525000005,-3.129414161
glu__glu_ale9__1,-18.732044447071218,-3.984603704500001,-2.859600121
glu__glu_ale10__1,-17.41380009907861,-3.1232451655,-2.188454741
42c__wt_42c__1,-2.642446397676492,-0.6641676675000001,-1.3966591380000004
42c__42c_ale1__1,-11.26470585995564,-2.4926936955000008,-2.9527883269999995
42c__42c_ale2__1,-15.70841906090209,-3.3215281885000003,-2.834563574
42c__42c_ale3__1,-12.916947047951671,-2.5676270684999998,-2.6432612650000005
42c__42c_ale4__1,-17.917916381275422,-3.7653167725,-3.857724788
42c__42c_ale5__1,-16.368411487514653,-3.2485777455000004,-1.3862673580000004
42c__42c_ale6__1,-6.998533336159702,-2.3587458455000005,-2.330740671
42c__42c_ale8__1,-11.226062791438236,-1.6374206695,-2.2095467330000003
42c__42c_ale9__1,-15.991306891790902,-2.2969533874999994,-2.942839616
42c__42c_ale10__1,-14.738212637445868,-2.4741213105,-2.739693018
ssw__wt_ac__1,12.386232873905092,1.5725522954999995,1.93967369
ssw__wt_glc__1,2.813880003036448,1.0121943234999993,1.4071339810000003
ssw__wt_glyc__1,-0.5644023501305311,-0.5384877405000017,-0.7199954859999993
ssw__wt_xyl__1,2.303768818900031,0.19492083749999975,0.08260465000000039
ssw__glc_ale1__1,-13.308013319456968,-0.8785478974999998,-0.2782925580000004
ssw__glc_ale2__1,-11.932753019988128,-1.4678291235000005,-1.516682156
ssw__glc_ale3__1,-12.84653335394599,-1.4820735955000002,-2.098077214
ssw__glyc_ale1__1,-8.427677902167243,-0.5866332855000005,0.4382218919999996
ssw__glyc_ale2__1,-12.45354824424436,-0.9423013995000008,-1.3564065309999993
ssw__xyl_ale1__1,-13.833171100112777,-1.8214672174999995,-1.97399177
ssw__xyl_ale2__1,-16.096391492889133,-2.5037119015,-2.039250685
ssw__xyl_ale3__1,-6.272662326044467,-0.5179192585000001,-0.2060927250000004
ssw__glc_ac_ac2__1,-10.589794749186703,-0.18483118950000052,-0.2518240079999998
ssw__glc_ac_glc1__1,-10.192779588178285,-0.9389855945,-0.5407981179999997
ssw__glc_glyc_glc__1,-10.175470852059563,-0.20742260650000066,-0.7358312290000004
ssw__glc_glyc_glyc__1,-14.028932525514554,-1.9561528685000005,-1.6933387530000001
ssw__glc_xyl_glc__1,-15.160373935444364,-1.9803755384999988,-2.1090546640000003
ssw__glc_xyl_xyl__1,-16.705327642608964,-2.2334857265000005,-1.6992368730000005
ica__wt_glc__1,-9.075983804868008,-2.682087675500001,-1.1964041759999997
ica__wt_glc__2,-9.082583428785735,-2.7018631905000006,-1.1476547869999996
ica__wt_glc__3,-8.210782789958458,-2.8471762915000003,-1.5614646419999998
ica__wt_glc__4,-5.694075963392245,-1.7290232895000006,-0.7011498779999998
ica__arg_sbt__1,-7.677297952061591,-2.567950439500001,-3.640530501
ica__arg_sbt__2,-7.314411281776264,-2.357745678499999,-3.231117176
ica__cytd_rib__1,-8.922171303700125,-1.4912708385000002,-0.4197035600000003
ica__cytd_rib__2,-7.5458582727938195,-1.3227017195000004,-0.33861643699999977
ica__gth__1,-11.915283439565624,-0.2893386785000001,-1.3930699969999996
ica__gth__2,-12.890397059838344,-0.7855878284999989,-2.408482429
ica__leu_glcr__1,-10.165980716210598,-2.5893977465000004,-2.544273163
ica__leu_glcr__2,-10.09064019618858,-2.8568834615,-2.75308715
ica__met_glc__1,-4.116406364078438,-1.818392330500001,-1.4447326450000002
ica__met_glc__2,-4.839918927731011,-2.0743621715000007,-1.697261814
ica__no3_anaero__1,12.00410209742477,1.1866750014999994,1.3600212740000002
ica__no3_anaero__2,12.042322295292422,1.3401015794999989,1.322140998000001
ica__phe_acgam__1,-5.524829674470052,-1.7561430025,-1.0285711550000007
ica__phe_acgam__2,-6.683376656835463,-1.9421576475,-1.228230601
ica__thm_gal__1,7.113791305580382,-0.14201983650000116,-0.3379775390000006
ica__thm_gal__2,6.556991004064954,-0.4840179345000006,-0.5283701340000002
ica__tyr_glcn__1,-10.239064588687402,-2.7535215385000003,-1.5880949469999999
ica__tyr_glcn__2,-9.920921991088177,-2.7243186135000004,-1.3750243880000002
ica__ura_pyr__1,-3.228559354738901,-1.4441016815000012,-0.6211780379999999
ica__ura_pyr__2,-1.568886205487524,-1.0161573185000004,-0.939121623
ica__wt_glc__5,-8.953731097851954,-2.0696088345000003,-0.988924882
ica__wt_glc__6,-8.061983854379104,-1.8934059435000004,-0.9427251940000004
ica__bw_delpurR_cytd__1,-16.458440273634793,-3.5665444835000004,-2.7212257730000005
ica__bw_delpurR_cytd__2,-11.819952713286089,-2.4868514615000006,-1.695554091
ica__ade_glc__1,-11.014636422751868,-2.1694308705000003,-1.7694373700000003
ica__ade_glc__2,-17.066624132970983,-3.7408427184999984,-2.729811283
ytf__wt_glc__1,1.6138361504533736,0.4181332184999995,-0.021624869000000047
ytf__wt_glc__2,2.2399510143654755,0.8978764334999987,0.2403278390000008
ytf__delyafC__1,3.645206685210287,1.1120384264999998,0.8739625259999997
ytf__delyafC__2,4.057495865716516,1.2081581855000003,0.966888998
ytf__delyeiE__1,2.76863400506353,1.0320698234999988,1.3124382379999997
ytf__delyeiE__2,1.4664437335902096,0.1891227724999993,0.2775216010000001
ytf__delyiaJ__1,3.811157833868388,1.2824518195000003,0.9939227270000002
ytf__delyiaJ__2,6.302095259988477,1.6897983854999996,1.4967004279999996
ytf__delyieP__1,-0.3229875692948535,0.5667240004999989,0.6078493189999996
ytf__delyieP__2,0.5390988831695454,0.4748707665000005,0.5792118699999991
ytf__wt_ph5__1,5.326633643586322,0.7212957744999997,1.2388054169999991
ytf__wt_ph5__2,4.918310179288735,0.7985534404999992,1.2420521409999994
ytf__wt_ph8__1,-2.110262262913314,-0.1624804165000011,0.027892421999999858
ytf__wt_ph8__2,-2.8320822634567637,-0.16072864150000046,-0.01098580500000068
ytf__delybaO__1,2.9676432050042614,0.7732569665000001,0.7940034590000007
ytf__delybaO__2,1.8520987638555584,0.8706142304999993,0.6214596830000003
ytf__delybaQ__1,-0.0562078060430404,0.09040182750000092,0.19562401499999996
ytf__delybaQ__2,0.0450552706326975,0.07067158749999969,0.1598490210000003
ytf__delybiH__1,3.295339126295949,0.8468115494999999,0.397481998
ytf__delybiH__2,3.2563365621375406,1.0371667175,0.7148056020000002
ytf__delydcI_ph5__1,2.18427881130733,0.1551985165000005,0.7125189680000004
ytf__delydcI_ph5__2,2.435016107690588,0.2612386195000003,0.8643054819999998
ytf__delydcI_ph8__1,-3.014862084031128,-0.22314194950000046,0.1032798279999998
ytf__delydcI_ph8__2,-4.999204935763388,-0.4702757265000006,-0.3589337900000009
ytf__delyddM__1,0.7911842229585403,0.4644082884999996,0.6045872380000015
ytf__delyddM__2,0.1346250103869528,0.2945014864999997,0.37474112600000004
ytf__delyheO__1,3.254778836349539,0.8779873094999999,0.7517790640000008
ytf__delyheO__2,1.98519094333069,0.7393764734999984,0.5116376530000002
fps__bw_glc__1,-2.817177250176788,-0.22245717550000066,-0.1770665039999999
fps__bw_glc__2,-1.5538363554153858,-0.03539674950000027,-0.18722157199999856
fps__fps_thrA_ale1__1,-2.200615205375013,0.7113875854999989,1.0177663540000008
fps__fps_thrA_ale1__2,-1.8033935700295936,0.5942760135,0.9564244509999984
fps__fps_thrA_ale2__1,-4.486567539915538,0.5811847715000003,1.0102758019999998
fps__fps_thrA_ale2__2,-4.814738584227832,0.4354840184999986,0.8997996859999997
fps__fps_serB_ale1__1,-1.4879405887380686,0.4004644025000008,0.37176859999999934
fps__fps_serB_ale1__2,-1.8101585311901287,0.2223255704999989,0.3889629159999997
fps__fps_serB_ale4__1,1.4765677914303357,1.1907886684999998,0.3185273290000001
fps__fps_serB_ale4__2,1.783619832403823,1.3902241914999998,0.4639193709999985
fps__fps_ptsI_ale1__1,-8.159955203364985,-0.6984725725,-1.2054159759999994
fps__fps_ptsI_ale1__2,-8.218163957203892,-0.6216534885000007,-1.0734300450000005
fps__fps_ptsI_ale3__1,-8.18659478074549,-0.7241060875,-1.4345625909999995
fps__fps_ptsI_ale3__2,-8.573834191913638,-0.7588548975,-1.318135827
pal__lyx_ale2_f6__1,-2.8145574812119305,-0.7624092984999988,-1.1191506550000003
pal__lyx_ale2__1,-15.3988894077451,-2.5247343665000006,-2.375425877
pal__lyx_ale2__2,-14.50528369618942,-2.6254183174999994,-2.250966847
pal__lyx_ale4__1,-17.005225976199,-3.2007966514999997,-3.483788867
pal__lyx_ale4__2,-14.966636610083638,-3.6088553384999984,-3.129693314
pal__5drib_ale10_f18__1,-11.280058150676393,-2.1381204855,-2.8109757639999997
pal__5drib_ale10_f18__2,-11.186477874367752,-2.1636230915000008,-2.998482937
pal__5drib_ale10__1,-15.549392458328944,-2.9189051295000006,-2.640588831
pal__arab_ale14_f9__1,-0.657289582732157,-0.6759124855000005,-1.3258017250000007
pal__arab_ale14_f9__2,-1.0880773506636834,-1.2943004905000004,-1.4046416529999997
pal__arab_ale14__1,-1.2941264164153738,-1.1333685825000002,-1.3464588840000005
pal__arab_ale14__2,-2.2861751076328822,-1.4114338924999998,-1.6123397610000003
pal__arab_ale16__1,-8.678319529149137,-1.7964047074999998,-1.4775598189999997
pal__arab_ale16__2,-9.191389286215998,-1.3343431365000011,-1.4487550209999993
pal__tartr_ale26_f10__1,-8.378369791196352,-2.0021755575,-2.5058527780000004
pal__tartr_ale26_f10__2,-7.999524717808875,-1.8295724945000007,-2.0616619430000003
pal__tartr_ale26__1,-14.0821114943167,-2.4582644025,-2.737978688
pal__tartr_ale26__2,-14.10576646024995,-2.7993066385,-2.67214088
pal__tartr_ale28_f10__1,11.670197104978278,1.3234171564999997,0.37868495499999977
pal__tartr_ale28_f10__2,10.041111312815213,0.9217125205,-0.3992513509999993
pal__tartr_ale28__1,-2.764185921072305,-0.5743875255000006,-1.5806910290000005
pal__tartr_ale28__2,-3.070874665948143,-0.3904157374999997,-1.398125040000001
efeU__delmenFentC_citr__1,2.7838502417892834,0.7976262954999989,0.7576190589999996
efeU__delmenFentC_citr__2,3.563861141616925,0.6350549484999988,0.3746585920000003
efeU__delmenFentC__1,7.15636138762521,0.9462921125,1.5230005869999994
efeU__delmenFentC__2,6.913602685827638,0.8296804474999995,1.476074463000001
efeU__menFentC_ale39__1,-11.210096348268335,-1.6532818525,-1.7945306169999995
efeU__menFentC_ale39__2,-11.195888235947832,-1.554912675500001,-1.5843893409999996
efeU__menFentC_ale29__1,-12.087668416755792,-0.9148278185,-1.1602263950000005
efeU__menFentC_ale29__2,-12.247329496039365,-1.0554260145,-1.1543972079999998
efeU__menFentC_ale30__1,-13.420198120220869,-1.8311730245,-1.3821231459999996
efeU__menFentC_ale30__2,-13.566366186429285,-2.0313747315000006,-1.1539856850000003
efeU__menFentCubiC_ale36__1,-4.771904557074047,-0.23657443650000065,0.3216403320000003
efeU__menFentCubiC_ale36__2,-5.491756728545966,-0.2080952475000002,0.15918227400000085
efeU__menFentCubiC_ale37__1,-1.0199595809263586,0.6232716375000003,1.1566315979999997
efeU__menFentCubiC_ale37__2,-0.8001742781021602,0.6814589805000004,1.241283480999999
efeU__menFentCubiC_ale38__1,-7.194928262501645,-1.3383443145000005,0.11312646200000033
efeU__menFentCubiC_ale38__2,-8.578139748301968,-1.7073409395000008,-0.1579468989999997
misc2__salc_glc__1,5.522877602611057,0.8239774805,-0.17743699099999954
misc2__salc_glc__2,3.5942969364552426,0.3530768394999999,-0.7204820559999998
misc2__dbcn_glc__1,-9.215276143947856,-3.4045219585,-2.406799069
misc2__dbcn_glc__2,-9.473474279110189,-2.5408321124999995,-1.7608402769999998
misc2__tyr_glc__1,-7.965104883639424,-2.4634371655,-1.2189375819999997
misc2__tyr_glc__2,-7.48021083157264,-2.3430090944999997,-1.207368087
misc2__arg_cytd__1,-13.748219488476332,-2.5977299685000004,-1.520620696
misc2__arg_cytd__2,-14.350550033670675,-2.4144484424999995,-1.59674242
misc2__delyheO_pyr__1,-4.0654771808001895,-0.3398890935000001,-0.4572090739999997
misc2__delyheO_pyr__2,-4.745846707114905,-0.5550009745000004,-0.5012135029999998
misc2__dellon_glc__1,0.3156038050237418,-3.0930345855000008,-2.520975376
misc2__dellon_glc__2,1.3167370755531644,-2.7692378585000004,-2.671356019
nquinone__delubiC__1,-11.805410883782251,-1.6773367615000012,-0.9376148019999996
nquinone__delubiC__2,-10.690163680171958,-1.5457851534999991,-0.6374130519999985
nquinone__ubiC_ale1__1,-2.1041395262156017,-0.03056938249999952,0.9066824699999998
nquinone__ubiC_ale1__2,-1.4524828598522157,0.2102494234999988,1.164278318
nquinone__ubiC_ale2__1,3.3866656317526465,1.004957516499999,1.4774203229999996
nquinone__ubiC_ale2__2,3.155377828096994,0.7656772155000002,1.2330378059999996
nquinone__ubiC_ale3__1,-13.520745736866113,-3.1584375015,-2.1289114330000003
nquinone__ubiC_ale3__2,-13.04113117113147,-3.0311061725000004,-2.076136975
nquinone__ubiC_ale4__1,2.7650523276613352,0.8257871095000002,1.4012376279999996
nquinone__ubiC_ale4__2,2.773361636040666,0.8404219115,1.5001658449999988
nquinone__delpdhR__1,-13.22373885547042,-2.6943264825,-1.880523555
nquinone__delpdhR__2,-13.118469435522195,-2.5546141815000007,-1.7534462599999996
quinone__glu_ale4__1,-15.632826624312491,-3.3907812855000015,-2.6342002140000016
quinone__glu_ale4__2,-14.251459171973869,-2.5651576625,-2.9441754110000002
quinone__delmenF__1,2.260992568033813,0.5069120204999997,0.9520792899999986
quinone__delmenF__2,2.126627901638416,0.39723397549999895,0.4350069390000009
quinone__menF_ale5__1,-3.5927498192632497,-0.3103754655000017,-0.4227570890000001
quinone__menF_ale5__2,-3.344617038252262,-0.5030668555000002,-0.5864222759999995
quinone__menF_ale6__1,-3.81799145650592,-0.06252689749999972,-0.1466260100000003
quinone__menF_ale6__2,-3.340105649484623,-0.21366946050000024,-0.08268077500000093
quinone__menF_ale7__1,-1.8178462845587509,0.10835245949999894,0.2722807920000001
quinone__menF_ale7__2,-1.7348393283208838,0.013046458499999858,0.2694629019999999
quinone__menF_ale8__1,-9.052134477770354,-0.9155298515000004,-0.605294862
quinone__menF_ale8__2,-6.865048397310634,-0.14026824350000044,0.1121902229999998
quinone__delmenFubiC__1,1.8739943669582135,0.21734787149999946,0.540640593
quinone__delmenFubiC__2,2.07454822352182,0.3712992334999985,0.5673190849999994
quinone__menFubiC_ale1__1,-4.313729833122247,-0.4354938605000003,-0.035395908999999996
quinone__menFubiC_ale1__2,-4.066258717534767,-0.3101468505000007,-0.053538130999999815
quinone__menFubiC_ale2__1,1.6301195274060378,0.2579378654999989,0.5519299139999996
quinone__menFubiC_ale2__2,1.4634039932816985,0.12436075849999995,0.5160121469999996
quinone__menFubiC_ale3__1,-13.224073296558936,-2.0091461145,-1.6474494919999998
quinone__menFubiC_ale3__2,-13.099415979899875,-2.137883641500001,-1.509699405
quinone__menFubiC_ale4__1,-10.571842835521682,-0.5243469175,-0.6099603350000002
quinone__menFubiC_ale4__2,-10.208155255753654,-0.4873598785000004,-0.6618542470000001
oxyR__wt_glc__1,-7.7324481991777745,-2.2019184855,-1.132876532
oxyR__wt_glc__2,-7.256412558662013,-1.9782261825000005,-1.1446463050000002
oxyR__wt_h2o2__1,-1.888523586696381,-1.2630418005,-0.7886300700000008
oxyR__wt_h2o2__2,-0.6617861598333511,-0.5647255485000002,-0.12808464200000014
oxyR__glu_ale4__1,-11.194081245778886,-1.567487475500001,-1.4846308409999995
oxyR__glu_ale4__2,-10.505940567146077,-1.6419698805000005,-1.7239335000000002
oxyR__glu_ale4_h2o2__1,-8.400275481095525,-0.9542591845000006,-0.9323721469999996
oxyR__glu_ale4_h2o2__2,-8.12542664668398,-1.0239043545,-1.0605443919999995
oxyR__oxyR_ale17__1,-7.129757630466344,-0.2087909385,-0.00340963900000002
oxyR__oxyR_ale17__2,-6.89448449522215,-0.4666404985000003,-0.16777799500000068
oxyR__oxyR_ale17_h2o2__1,-8.989761733204446,-0.40402613950000005,-0.4003640950000005
oxyR__oxyR_ale17_h2o2__2,-10.37418314349408,-1.4946212085,-0.7903472369999998
oxyR__oxyR_ale18__1,-11.801929534871444,-2.4047770434999998,-1.9014666290000009
oxyR__oxyR_ale18__2,-11.395814191988514,-2.1639725495000004,-1.4883989670000002
oxyR__oxyR_ale18_h2o2__1,-0.9645726886716158,-0.6526674224999995,-0.14846469699999965
oxyR__oxyR_ale18_h2o2__2,-1.24633791768508,-0.6526529945000004,-0.21537019000000068
oxyR__oxyR_ale19__1,-11.26218591976901,-1.6291993305000003,-1.7869640230000003
oxyR__oxyR_ale19__2,-9.123114754551947,-0.7954169874999995,-0.7879267750000007
oxyR__oxyR_ale19_h2o2__1,-11.77548862687054,-1.9723728605,-1.723423801
oxyR__oxyR_ale19_h2o2__2,-11.826026517282566,-2.151935645500001,-1.78845851
oxyR__oxyR_ale20__1,-4.555877262740553,-0.30122937749999945,-0.10791590300000033
oxyR__oxyR_ale20__2,-4.415282912896167,-0.2615753855000005,0.044917878000001465
oxyR__oxyR_ale20_h2o2__1,-6.761736118419403,-0.5587236515000011,-0.3793763419999996
oxyR__oxyR_ale20_h2o2__2,-6.0740339886332935,-0.6518127225000008,-0.3262613879999998
