,Value,list
TF,AlgU,
reg_genes,76,"['cls' 'PSPTO_2124' 'PSPTO_5636' 'PSPTO_2790' 'fxsA' 'PSPTO_1626'
 'PSPTO_0556' 'PSPTO_0465' 'PSPTO_0472' 'PSPTO_3505' 'PSPTO_0970' 'aceE'
 'PSPTO_1281' 'dadA' 'PSPTO_1722' 'gltP' 'PSPTO_4293' 'PSPTO_2025'
 'PSPTO_5518' 'PSPTO_4030' 'PSPTO_0336' 'PSPTO_1597' 'PSPTO_1206']"
comp_genes,253,"['PSPTO_3115' 'PSPTO_0281' 'PSPTO_RS13850' 'PSPTOA0002' 'PSPTO_RS12775'
 'PSPTO_4020' 'algU' 'PSPTO_3264' 'PSPTO_2895' 'PSPTO_1619' 'PSPTO_2029'
 'fumC-1' 'PSPTO_0468' 'PSPTO_2807' 'PSPTO_2896' 'excA' 'glgA' 'yegS'
 'PSPTO_RS01215' 'PSPTO_0507' 'PSPTO_5492' 'asnB' 'gspF' 'algL'
 'PSPTO_3016' 'PSPTOA0032' 'treZ' 'PSPTO_2054' 'PSPTO_3502' 'PSPTO_2071'
 'PSPTO_2377' 'PSPTO_1185' 'PSPTO_4484' 'ngg' 'PSPTO_0453' 'osmE'
 'PSPTO_RS29525' 'PSPTO_1608' 'PSPTO_2470' 'PSPTO_4349' 'PSPTO_RS10655'
 'PSPTO_0743' 'PSPTO_3768' 'PSPTO_0744' 'PSPTO_4577' 'PSPTO_1596'
 'PSPTO_2748' 'PSPTO_RS24375' 'PSPTO_1512' 'PSPTOA0014' 'PSPTO_1594'
 'PSPTO_1410' 'PSPTO_3308' 'PSPTO_3465' 'hrpV' 'PSPTO_1489' 'PSPTO_1507'
 'mucA' 'clsB' 'PSPTO_0388' 'gspE' 'PSPTO_4350' 'PSPTO_4516'
 'PSPTO_RS25355' 'PSPTO_4840' 'PSPTO_1490' 'PSPTO_0742' 'PSPTO_2760'
 'PSPTO_2734' 'PSPTO_0750' 'PSPTO_3857' 'PSPTO_3546' 'PSPTO_3174' 'acnA'
 'PSPTO_5351' 'PSPTO_2023' 'PSPTO_4652' 'algA' 'PSPTO_4906' 'sodC'
 'PSPTO_3882' 'PSPTO_2048' 'PSPTO_2649' 'PSPTO_2256' 'PSPTOA0039'
 'PSPTOA0064' 'PSPTO_RS11670' 'PSPTO_3580' 'choW' 'PSPTO_RS23455'
 'PSPTO_4282' 'PSPTO_RS10440' 'PSPTO_3165' 'PSPTO_3701' 'PSPTO_2467'
 'PSPTO_3343' 'PSPTOA0061' 'cueR' 'PSPTO_5407' 'PSPTOA0019' 'PSPTO_3311'
 'PSPTO_2042' 'PSPTO_0464' 'PSPTO_0891' 'PSPTO_RS29505' 'PSPTO_0764'
 'PSPTO_RS19045' 'PSPTO_1707' 'PSPTOA0037' 'algF' 'PSPTO_3626'
 'PSPTO_4555' 'PSPTO_RS01965' 'PSPTO_3655' 'PSPTO_2650' 'PSPTO_3704'
 'gspH' 'algJ' 'PSPTO_4084' 'PSPTO_RS25995' 'mucB' 'PSPTO_1242'
 'PSPTO_1506' 'PSPTO_3296' 'PSPTO_2051' 'PSPTO_1588' 'PSPTO_0993'
 'PSPTO_0154' 'lhgO' 'PSPTO_1513' 'PSPTO_2769' 'PSPTOA0027' 'PSPTO_5390'
 'PSPTO_3312' 'PSPTOA0035' 'PSPTOA0030' 'PSPTOA0057' 'PSPTO_3378'
 'PSPTOA0003' 'algX' 'PSPTO_RS03535' 'PSPTO_3313' 'copZ' 'fliC'
 'PSPTO_2471' 'PSPTO_4673' 'PSPTOA0012' 'PSPTOA0031' 'PSPTOA0058'
 'PSPTO_2605' 'algG' 'malQ' 'PSPTO_3478' 'PSPTO_0469' 'PSPTO_3883'
 'PSPTO_2500' 'algK' 'PSPTO_0389' 'PSPTO_2622' 'gspG' 'PSPTO_1202'
 'PSPTO_3748' 'algI' 'PSPTO_0220' 'PSPTO_4356' 'PSPTO_5529' 'algD'
 'PSPTO_3309' 'PSPTO_5340' 'treS' 'PSPTO_2695' 'PSPTO_1241'
 'PSPTO_RS18670' 'poxB' 'PSPTO_4357' 'PSPTOA0015' 'PSPTO_0119'
 'PSPTO_1824' 'PSPTO_RS29995' 'PSPTO_4780' 'PSPTO_RS29625' 'PSPTO_2492'
 'PSPTO_1870' 'PSPTO_4135' 'PSPTO_4578' 'blc' 'PSPTO_1195' 'PSPTO_1631'
 'PSPTO_2716' 'PSPTO_RS19170' 'PSPTO_3545' 'PSPTOA0017' 'PSPTOA0018'
 'algE' 'PSPTO_0380' 'PSPTO_1207' 'glgX' 'PSPTO_4134' 'PSPTO_1730'
 'PSPTO_2506']"
both_genes,53,"['PSPTO_1485' 'wecB' 'PSPTO_RS00465' 'PSPTO_1910' 'PSPTO_3700'
 'PSPTO_1739' 'algR' 'PSPTO_0219' 'PSPTO_2659' 'PSPTO_1607' 'PSPTO_1491'
 'PSPTO_2684' 'PSPTO_4143' 'PSPTO_4237' 'PSPTO_4843' 'PSPTO_3708'
 'PSPTO_1511' 'PSPTO_4772' 'PSPTO_1417' 'PSPTO_5169' 'osmC' 'PSPTO_3123'
 'glgP' 'PSPTO_4974' 'PSPTO_RS18015' 'PSPTO_0156' 'PSPTO_5226'
 'PSPTO_0676' 'PSPTO_0155' 'PSPTO_3504' 'PSPTO_1847' 'PSPTO_3890'
 'PSPTO_2247' 'hrpR' 'PSPTO_3114' 'PSPTO_0451' 'PSPTO_1164' 'PSPTO_1363'
 'PSPTO_0318' 'PSPTO_2207' 'PSPTO_0675' 'PSPTO_4103' 'PSPTO_1625'
 'PSPTO_0304' 'PSPTO_2350' 'PSPTO_0374' 'PSPTO_4546' 'PSPTO_4381'
 'PSPTO_5408' 'PSPTO_0333' 'PSPTO_5502' 'PSPTO_3230' 'PSPTO_4586']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
