,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-7.401486830834377e-17,3.445341382068268,3.0,0.0,3.9045531163,2.0,-2.6127506004,4.0,-1.2918025159,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-5.77314372,1.3400618942560998,3.0,1.0,-4.4693633186,3.0,-5.7033114123,5.0,-7.1467564291,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-8.289309000925,4.058966807731248,4.0,6.0,-13.8356128423,20.0,-8.8030763387,40.0,-5.3970415361,63.0,-5.1215052866,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-7.420132889425,1.4947001419191457,4.0,7.0,-9.520674335,33.0,-7.1935322406,81.0,-5.9917684184,82.0,-6.9745565637,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-9.773225151625,7.990166941301845,4.0,8.0,-13.3289883112,51.0,-3.3908762605,65.0,-2.996411767,76.0,-19.3766242678,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-11.9395601278,10.174171583564808,3.0,9.0,-14.4420946599,22.0,-20.6289547159,49.0,-0.7476310076,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-4.5134250349,1.2115959540967542,2.0,10.0,-5.3701527501,26.0,-3.6566973197,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-6.538574002900002,8.522578818037912,3.0,11.0,-8.2624275951,54.0,-14.0674514772,83.0,2.7141570636,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-8.818654619975,6.8080817225416865,4.0,12.0,-11.8098330842,48.0,-2.4883070475,64.0,-3.9899911001,78.0,-16.9864872481,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-3.648824055,2.2639262574967516,4.0,13.0,-4.0841696131,38.0,-2.0565511997,67.0,-1.7796370635,72.0,-6.6749383437,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-6.1350668719,0.9997605270033084,3.0,14.0,-5.7382257087,41.0,-5.3946536398,85.0,-7.2723212672,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-7.916710560125001,1.5108778628554633,4.0,15.0,-8.1186145603,52.0,-6.2930582048,71.0,-7.3704929828,80.0,-9.8846764926,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-10.4118424052,5.833744633212117,3.0,16.0,-11.4334485844,53.0,-4.1347738815,77.0,-15.6673047497,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-6.152470906733334,3.9731519523143737,3.0,17.0,-10.6597641146,50.0,-3.1577660123,66.0,-4.6398825933,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-14.764522194166666,6.489873408453297,3.0,18.0,-19.8049894897,25.0,-7.4418179385,62.0,-17.0467591543,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-5.346543895625,3.163957698780406,4.0,19.0,-4.6578152549,28.0,-3.3198282228,56.0,-3.4055433837,73.0,-10.0029887211,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-10.30051984615,10.787157489908793,4.0,21.0,-19.9112953772,34.0,-7.6938034763,45.0,3.8174859314000003,58.0,-17.4144664625,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-5.70475849465,0.6554601474246018,4.0,23.0,-5.3404176115,42.0,-5.1050705732,70.0,-6.5941046808,79.0,-5.7794411131,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-7.108449670975,3.0075235770834143,4.0,24.0,-8.2465149137,29.0,-5.0813162293,68.0,-4.2868001732,74.0,-10.8191673677,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-8.339195253225,2.899907493835564,4.0,27.0,-9.2491108988,31.0,-9.4999508406,69.0,-4.0704983265,75.0,-10.537220947,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-8.694513163025002,12.560945458141486,4.0,30.0,-19.5566172561,32.0,-6.0244451217,59.0,-17.1416756827,86.0,7.9446854084,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-12.0028554404,,1.0,35.0,-12.0028554404,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-9.754510386300002,10.945872437148987,4.0,36.0,-7.3902373398,44.0,4.6604031821,60.0,-16.5183272209,61.0,-19.7698801666,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,-3.469446951953614e-18,0.3142158568520345,4.0,37.0,-0.0607895378,46.0,0.4364736434,57.0,-0.313183449,84.0,-0.0625006566,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,-8.05949612625,2.0946338452088065,2.0,39.0,-6.5783663302,43.0,-9.5406259223,,,,,,,,,,,,,,,,,,,,,,,,
