,A,PsrA
R2,,0.41442651970887845
xmin,,-2.8385727109999994
xmid,,1.518741872190935
xmax,,2.9098636
ystart,,-0.9418640381697756
yend,,28.08050902363368
ALE:GalactoseA5:1.0,-4.481069764562857,1.5840923472499997
ALE:GalactoseA5:2.0,-4.8384044391975145,1.416797955249999
ALE:GalactoseA6:1.0,-5.21376914788539,1.0945119332499995
ALE:GalactoseA6:2.0,-4.614766544170968,1.044190466249999
ALE:GalactoseA8:1.0,-5.4789827074462405,1.4467234502499997
ALE:GalactoseA8:2.0,-5.323077810433896,1.226982690249999
ALE:IL_Control:1.0,-0.5528937312972924,-0.0421639047500006
ALE:IL_Control:2.0,-0.7569544152139858,-0.1758224667500005
ALE:IL_Control:3.0,0.9271880219325228,0.0917262932499998
ALE:IL_Control:4.0,0.3826601246613295,0.1262600782499996
ALE:IL_TEOH_OAc:1.0,-2.721170043414775,0.9963261362499995
ALE:IL_TEOH_OAc:2.0,-0.3912992108186229,0.5459290282499998
ALE:IL_TEA_HS:1.0,2.281214239698985,1.5327306712499986
ALE:IL_TEA_HS:2.0,0.4763042552395558,1.5873802682499996
ALE:IL_Mixed:1.0,-0.2591203083757455,0.858450134249999
ALE:IL_Mixed:2.0,-0.8202866731154286,0.764409163249999
ALE:IL_PP5350:1.0,-1.185367694715487,0.0484158812499995
ALE:IL_PP5350:2.0,-1.47800803722647,0.0518158562499992
ALE:IL_T8:1.0,-0.0120129966006713,0.0011764562499996
ALE:IL_T8:2.0,0.0546139920062724,0.3011721022499998
ALE:IL_T9:1.0,-2.50116354073451,0.3467650182499993
ALE:IL_T9:2.0,-2.7673760662786604,0.2755414772499991
ALE:IL_Control2:1.0,-4.655709715954756,1.0366320002499991
ALE:IL_Control2:2.0,-4.279347052963679,1.0371639972499995
ALE:IL_Glc+Ace:1.0,-1.580187791321893,0.4691667982499989
ALE:IL_Glc+Ace:2.0,-1.0612031689752195,0.3560786112499992
ALE:XyloseA1:1.0,-2.469219274898481,1.119354079249999
ALE:XyloseA1:2.0,-2.0915873338014723,1.096655083249999
ALE:XyloseA2:1.0,-3.753583650530047,1.2852924792499998
ALE:XyloseA2:2.0,-2.4593710682931267,1.1320540702499997
ALE:XyloseA3:1.0,-3.2232166332459427,1.1979388812499998
ALE:XyloseA3:2.0,-2.804669736649028,1.2100654142499998
ALE:XyloseA4:1.0,-2.208220054032611,1.0138539272499996
ALE:XyloseA4:2.0,-2.919029811237674,1.113348662249999
Aromatic:Coumarate:1.0,1.4600802094666838,1.4895789363333334
Aromatic:Coumarate:2.0,1.974712401114215,0.9338090293333332
Aromatic:Coumarate:3.0,3.837402122374543,1.170672408333334
Aromatic:Coumarate+ferulate:1.0,3.387153750601795,1.573192054333334
Aromatic:Coumarate+ferulate:2.0,3.525142676775212,1.6038687853333329
Aromatic:Coumarate+ferulate:3.0,2.388288969707215,1.3714608203333336
Aromatic:Ferulate:1.0,3.2875541986667884,1.6987902493333331
Aromatic:Ferulate:2.0,3.429703540728388,1.7947177103333338
Aromatic:Ferulate:3.0,2.9099712674824003,1.9045289703333328
Aromatic:Glucose:1.0,-0.3817930708142234,0.1205528573333332
Aromatic:Glucose:2.0,-0.100043043150712,-0.2942748056666664
Aromatic:Glucose:3.0,0.4818361128799552,0.1737219483333332
Bioreactor1:24h:1.0,0.0746122853269635,0.0458786324999991
Bioreactor1:24h:2.0,-0.0746122845948628,-0.0458786325000009
Bioreactor2:S_0min:1.0,-0.4642786782601011,-0.0364142293333324
Bioreactor2:S_15min:1.0,-1.6573621488163746,1.037588688666668
Bioreactor2:P1_15min:1.0,-2.167493268334671,0.8191028006666681
Bioreactor2:P3_15min:1.0,-1.4392953937463704,0.5273444416666679
Bioreactor2:P5_15min:1.0,-0.2322919917612496,-0.0399310243333319
Bioreactor2:S_1h:1.0,-1.7266582847697567,0.7570335476666674
Bioreactor2:S_3h:1.0,-2.0772846817290764,0.8725744136666682
Bioreactor2:S_9h:1.0,-1.071395045633604,0.5325273826666681
Bioreactor2:S_25h:1.0,-1.125979452334951,0.6359879846666683
Bioreactor2:P1_25h:1.0,-1.5489648413564878,0.4647197296666681
Bioreactor2:P3_25h:1.0,0.049241102429628,0.581383276666668
Bioreactor2:P5_25h:1.0,0.4201486026358875,0.0449320526666676
Bioreactor2:S_0min:2.0,0.8667432133854446,0.1563231776666676
Bioreactor2:S_15min:2.0,-2.2407710125447635,0.9744385756666682
Bioreactor2:P1_15min:2.0,-2.478974776728516,0.6391691106666677
Bioreactor2:P3_15min:2.0,-2.0700784785392865,1.1153840486666675
Bioreactor2:P5_15min:2.0,-0.7391673412240211,0.232678521666668
Bioreactor2:S_1h:2.0,-3.2845013169735813,0.3519719886666674
Bioreactor2:S_3h:2.0,-1.9661519283213231,0.5456935396666678
Bioreactor2:S_9h:2.0,-1.398603564296267,0.7677274746666676
Bioreactor2:S_25h:2.0,-1.3541280926735415,0.604094478666668
Bioreactor2:P1_25h:2.0,-2.1148167613147404,0.6653367496666682
Bioreactor2:P3_25h:2.0,-0.6615974108141325,0.0213828456666682
Bioreactor2:P5_25h:2.0,-0.1576318178550056,-0.490755906333332
Bioreactor2:S_0min:3.0,-0.4024645347320931,-0.1199089483333324
Bioreactor2:S_15min:3.0,-2.3126359820765465,0.9556606246666676
Bioreactor2:P1_15min:3.0,-2.54535873324398,0.3603333316666681
Bioreactor2:P3_15min:3.0,-0.1430801386976498,0.7153190126666678
Bioreactor2:P5_15min:3.0,-0.2385813685295132,0.130935832666668
Bioreactor2:S_1h:3.0,-2.786870440424692,0.7873377136666679
Bioreactor2:S_3h:3.0,-1.9692953456659887,0.868697863666668
Bioreactor2:S_9h:3.0,-1.6636721275627275,0.5918555436666679
Bioreactor2:S_25h:3.0,-2.1478397846111985,0.2185734326666679
Bioreactor2:P1_25h:3.0,-0.8974202193998346,0.7032518136666681
Bioreactor2:P3_25h:3.0,-0.6360129508862321,-0.1345446483333319
Bioreactor2:P5_25h:3.0,-0.577804580570426,-0.6532213043333321
Carbon:Citrate:1.0,2.451668757275097,0.3762058739999991
Carbon:Citrate:2.0,2.097115405101891,0.312940972999999
Carbon:Citrate:3.0,1.1115017306692965,0.1463524289999993
Carbon:Ferulate:1.0,1.4734478544057226,0.3050034669999988
Carbon:Ferulate:2.0,0.7693617276954297,-0.0187445160000008
Carbon:Ferulate:3.0,1.0347010801214491,-0.0080919950000009
Carbon:Glucose:1.0,-0.5070958956885765,-0.0709449520000005
Carbon:Glucose:2.0,0.5070958952829555,0.0709449519999996
Carbon:Serine:1.0,-0.905132647217794,0.0437162889999989
Carbon:Serine:2.0,-1.7945093333551594,-0.2189726660000008
Carbon:Serine:3.0,-1.0888216056460882,-0.4510526600000011
Carbon2:Glucose:1.0,0.3586353307466252,-0.0488968996666674
Carbon2:Glucose:2.0,0.2303834327671984,0.0214271203333336
Carbon2:Glucose:3.0,-0.5890187628825485,0.0274697793333338
Carbon2:Coumarate:1.0,2.363163026158457,0.2565757603333338
