,A,PsrA
Carbon2:Coumarate:2.0,0.9764699245488428,-0.1075157386666667
Carbon2:Coumarate:3.0,1.51000812656898,0.1668739703333326
Crc:Control:1.0,-0.0823861138880334,0.0696245165000002
Crc:Control:2.0,0.0823861138243365,-0.0696245164999993
Crc:Del_crc:1.0,-2.07638587859045,-0.7093206844999997
Crc:Del_crc:2.0,-2.366679145741176,-0.4049539184999995
Crc:Del_crcZ_crcY:1.0,-3.949226488266066,-0.3236133434999999
Crc:Del_crcZ_crcY:2.0,-3.309168967307477,-0.8589723284999993
FinR:Control:1.0,-0.3630255608042262,0.0072633543333333
FinR:Control:2.0,0.1396117563336897,-0.0028577246666658
FinR:Control:3.0,0.2234138018325679,-0.0044056296666665
FinR:Del_finR:1.0,0.3351995658276523,0.2745980663333336
FinR:Del_finR:2.0,0.2071588901099796,0.3136552403333335
FinR:Del_finR:3.0,0.596475816279233,0.4782366013333341
FleQ:Del_fleQ:1.0,-0.032849324272136,0.0704115976666672
FleQ:Del_fleQ:2.0,0.1970198444505175,0.005543312666667
FleQ:Del_fleQ:3.0,0.1448909214504262,0.0647115806666667
FleQ:OE_wspR:1.0,-1.001755336441339,-0.067692972333333
FleQ:OE_wspR:2.0,-0.3527601432508241,-0.1126699163333331
FleQ:Control:1.0,0.2190776908547118,-0.0044045133333332
FleQ:OE_wspR:3.0,-0.1952403943835939,0.0198779566666669
FleQ:Control:2.0,-0.3545415297454043,0.0072629496666669
FleQ:Control:3.0,0.1354638365379333,-0.0028584363333328
Fuel:Butanol:1.0,7.5373306104795805,-0.4370075169999996
Fuel:Butanol:2.0,8.206512785575041,-0.5997019869999995
Fuel:Control:1.0,-0.1513359124257696,0.0506807010000001
Fuel:Control:2.0,0.1513359121274296,-0.0506807010000001
Fuel:Isopentanol:1.0,12.001467037430857,2.9098636
Fuel:Isopentanol:2.0,9.14611057670062,2.3742379650000007
Glycolaldehyde:Glycolaldehyde:1.0,-1.3631535358535845,1.8394380215000004
Glycolaldehyde:Control:1.0,-0.4808286709689936,0.0179995445000002
Glycolaldehyde:Glycolaldehyde:2.0,-2.15396275956204,1.620000264500001
Glycolaldehyde:Control:2.0,0.4808286709642817,-0.0179995445000002
HNS_protein:Control_ex:1.0,-0.4608387745268456,0.1596751659999995
HNS_protein:Del_turB_ex:1.0,1.1089441279373855,-0.188182136
HNS_protein:Del_turB_ex:2.0,2.095417627938449,-0.2528116279999999
HNS_protein:WT_pCAR1_ex:1.0,-0.3091243013861236,0.6358018459999997
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,1.0613222860348637,0.4855432440000005
HNS_protein:WT_pCAR1_Del_turA_st:1.0,3.0436984305650934,0.3092072209999994
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,1.6068998356529014,0.6344376690000004
HNS_protein:WT_pCAR1_Del_turA_st:2.0,3.588437564890406,0.4463363059999992
HNS_protein:WT_pCAR1_ex:2.0,-0.2006182673239438,0.5924484999999997
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,0.5334744859058244,0.5542231359999992
HNS_protein:WT_pCAR1_Del_turB_st:1.0,3.564190925548004,0.4032039950000001
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,0.4550826487498657,0.713422328
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,1.6660194760081908,0.5259603770000005
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,1.7431436035993986,0.9393686169999996
HNS_protein:WT_pCAR1_Del_turB_st:2.0,2.61567809075764,0.7148876610000006
HNS_protein:Control_ex:2.0,0.4608387744340831,-0.1596751660000004
HNS_protein:WT_Del_turA_ex:1.0,0.932345200481092,0.2006544970000003
HNS_protein:WT_Del_turA_ex:2.0,2.076636801078408,-1.0729956710000002
Mobile_gene:2737_exp:1.0,-0.0836126857532077,0.0418852340000004
Mobile_gene:2737_exp:2.0,-0.0018064586314968,0.0106659930000008
Mobile_gene:2737_exp:3.0,-0.3565699322236446,0.0783653810000002
Mobile_gene:2737_exp:4.0,0.4419890755139942,-0.1309166079999997
Mobile_gene:2737_reg:1.0,-3.168936316094951,0.3901760810000008
Mobile_gene:2737_reg:2.0,-2.787025747495986,0.5724723150000006
Mobile_gene:2737_reg:3.0,-3.262661011622388,0.6686135760000003
Mobile_gene:2737_reg:4.0,-2.688654430098877,0.5383380060000009
Mobile_gene:3227_exp:1.0,0.2531319679621684,0.1581168200000009
Mobile_gene:3227_exp:2.0,0.2911761610955572,0.0500115550000002
Mobile_gene:3227_exp:3.0,-0.0719859280843767,0.1210917250000003
Mobile_gene:3227_exp:4.0,-0.2942422516627686,0.3185790030000008
Mobile_gene:3227_reg:1.0,-2.957575707071826,0.5105458150000004
Mobile_gene:3227_reg:2.0,-1.6459050427743622,0.3946625080000006
Mobile_gene:3227_reg:3.0,-1.836532020586577,0.4116918410000005
Mobile_gene:3227_reg:4.0,-2.0246338721512656,0.4322632860000004
Mobile_gene:mfsR_exp:1.0,-1.7328004286004377,-1.6539530869999992
Mobile_gene:mfsR_exp:2.0,-2.888646283774352,-2.8385727109999994
Mobile_gene2:Condition1:1.0,1.944631066176629,0.1626040242499993
Mobile_gene2:Condition1:2.0,-3.1810342839253014,-0.488316565749999
Mobile_gene2:Condition2:1.0,2.104591032503949,0.4151732572500002
Mobile_gene2:Condition2:2.0,-0.79875246327966,-0.0958464677500003
Mobile_gene2:Condition2:3.0,1.3259859248974604,0.2992534522499994
Mobile_gene2:Condition2:4.0,-2.631824494578546,-0.6185802417499993
Muconate:CJ522_fructose:1.0,-5.291967474459479,-1.918838208333332
Muconate:CJ522_fructose:2.0,-5.202540901589889,-1.551806702333332
Muconate:CJ522_fructose:3.0,-5.456108469664896,-1.4415586943333318
Muconate:CJ522_fructose_glucose:1.0,-4.450244940537175,-1.2250704683333318
Muconate:CJ522_fructose_glucose:2.0,-2.70956428219594,-0.8542622773333326
Muconate:CJ522_fructose_glucose:3.0,-2.3811852110865472,-1.0837941573333325
Muconate:CJ522_fructose_glucose_gluconate:1.0,-2.438711676159212,-0.6789676553333326
Muconate:CJ522_fructose_glucose_gluconate:2.0,-3.0622490505059448,-1.0112773783333324
Muconate:CJ522_fructose_glucose_gluconate:3.0,-3.55137526450074,-1.099790847333332
Muconate:CJ522_glucose_gluconate:1.0,-2.6828491996275114,-1.3392693453333324
Muconate:CJ522_glucose_gluconate:2.0,-2.867680793966952,-1.0276934073333326
Muconate:CJ522_glucose_gluconate:3.0,-3.167830488441573,-1.3007109063333324
Muconate:CJ522_gluconate:1.0,-3.198823053592398,-1.0983540873333322
Muconate:CJ522_gluconate:2.0,-2.6322012309306704,-1.252580089333332
Muconate:CJ522_gluconate:3.0,-2.522247343395548,-1.1601882253333322
Muconate:CJ522_glucose:1.0,-2.9239271892401955,-0.995899686333332
Muconate:CJ522_glucose:2.0,-3.233248571023248,-0.9914023203333322
Muconate:CJ522_glucose:3.0,-2.7370347545950167,-1.2386025223333323
Muconate:GB032_fructose:1.0,-4.7473453681330975,-1.1099404183333323
Muconate:GB032_fructose:2.0,-5.237909932447256,-1.235947451333332
Muconate:GB032_fructose:3.0,-5.782723594157676,-0.7659425033333322
Muconate:GB032_fructose_glucose:1.0,-5.464066640161742,-0.7494356433333325
Muconate:GB032_fructose_glucose:2.0,-3.5134992397888603,-0.896092602333332
Muconate:GB032_fructose_glucose:3.0,-3.32009900482017,-0.8447462043333323
Muconate:GB032_fructose_glucose_gluconate:1.0,-3.1885340892863496,-1.0919754893333318
Muconate:GB032_fructose_glucose_gluconate:2.0,-1.2797189935204012,-1.2254181593333318
Muconate:GB032_fructose_glucose_gluconate:3.0,-3.090167687210815,-1.1780917923333325
Muconate:GB032_glucose_gluconate:1.0,-1.503564338685632,-1.7232599183333326
Muconate:GB032_glucose_gluconate:2.0,-3.0787530750035064,-1.2986650343333324
Muconate:GB032_glucose_gluconate:3.0,-1.8567833003968328,-1.339616912333332
Muconate:GB032_gluconate:1.0,-3.117601623957532,-1.3672679223333324
Muconate:GB032_gluconate:2.0,-2.921667399112969,-1.2979210503333318
Muconate:GB032_gluconate:3.0,-2.662464445346243,-1.5999088283333318
Muconate:GB032_glucose:1.0,-3.0554571928880314,-0.7551615113333323
Muconate:GB032_glucose:2.0,-3.5793567576887937,-1.031245517333332
Muconate:GB032_glucose:3.0,-3.267567601973368,-0.6834842993333323
Muconate:GB045_fructose:1.0,-5.608817040631618,-1.2260453993333318
Muconate:GB045_fructose:2.0,-6.274132322915449,-1.3702005723333324
Muconate:GB045_fructose:3.0,-6.064313620339376,-1.0912693023333322
Muconate:GB045_fructose_glucose:1.0,-4.818708809845725,-0.2571075943333323
Muconate:GB045_fructose_glucose:2.0,-3.677803052822176,-1.302360831333332
Muconate:GB045_fructose_glucose_gluconate:1.0,-4.720483396594376,-0.653799217333332
Muconate:GB045_fructose_glucose_gluconate:2.0,-5.694671590633272,-1.2753625553333323
Muconate:GB045_fructose_glucose_gluconate:3.0,-5.807806240900851,-0.8473175363333318
Muconate:GB045_glucose_gluconate:1.0,-0.6090962682133917,-1.9832008273333328
Muconate:GB045_glucose_gluconate:2.0,-1.1561218580314714,-1.985099094333332
Muconate:GB045_glucose_gluconate:3.0,0.5594299193327835,-2.1743254873333324
Muconate:GB045_gluconate:1.0,-6.272659246796734,-2.752586506333333
Muconate:GB045_gluconate:2.0,-6.691184011401336,-2.525990013333332
Muconate:GB045_gluconate:3.0,-6.188651373718935,-2.180127799333333
Muconate:GB045_glucose:1.0,-3.012662544169576,-1.1270714853333326
Muconate:GB045_glucose:2.0,-3.110313799510209,-1.478952985333332
Muconate:GB045_glucose:3.0,-2.960302959374165,-1.493960107333332
Muconate:GB062_fructose:1.0,-3.7503898806186697,-1.5394086743333322
Muconate:GB062_fructose:2.0,-4.524176392090777,-1.901293598333332
Muconate:GB062_fructose:3.0,-2.3446599639359844,-0.911978697333332
Muconate:GB062_fructose_glucose:1.0,-2.2522119486179246,-1.348017814333332
Muconate:GB062_fructose_glucose:2.0,-3.958905800724289,-1.4364973383333322
Muconate:GB062_fructose_glucose:3.0,-4.0052876791104985,-1.5960680363333326
Muconate:GB062_fructose_glucose_gluconate:1.0,-3.1742988745342378,-0.853969088333332
Muconate:GB062_fructose_glucose_gluconate:2.0,-3.204675152477748,-1.1361175623333324
Muconate:GB062_fructose_glucose_gluconate:3.0,-2.521702499302498,-1.0808325573333324
Muconate:GB062_glucose_gluconate:1.0,-1.7130342484256296,-0.963204992333332
Muconate:GB062_glucose_gluconate:2.0,-2.82060334006715,-1.085269539333332
Muconate:GB062_glucose_gluconate:3.0,-0.9037087990928676,-1.2526179753333322
Muconate:GB062_gluconate:1.0,-3.9317950717157535,-1.4800751593333326
Muconate:GB062_gluconate:2.0,-2.0079214409369754,-1.598834499333332
Muconate:GB062_gluconate:3.0,-3.956344187409372,-1.016752945333332
Muconate:GB062_glucose:1.0,-2.173909957270721,-1.297020822333332
Muconate:GB062_glucose:2.0,-1.7373692821468802,-1.1888589013333322
Muconate:GB062_glucose:3.0,-1.408568479578254,-0.8120222733333318
Muconate:KT2440_fructose:1.0,-3.7692580260620496,-0.792797282333332
Muconate:KT2440_fructose:2.0,-4.875836193016183,-1.0205790913333326
Muconate:KT2440_fructose:3.0,-4.2643177263724645,-1.4786247753333326
Muconate:KT2440_fructose_glucose:1.0,-0.4635012085148453,-1.3659055263333322
Muconate:KT2440_fructose_glucose:2.0,-0.3994773843479874,-1.172761291333332
Muconate:KT2440_fructose_glucose:3.0,-0.4806587855236693,-0.8598191503333323
Muconate:KT2440_fructose_glucose_gluconate:1.0,1.3009568835815517,-0.7948634333333322
Muconate:KT2440_fructose_glucose_gluconate:2.0,-2.5545321047010088,-1.4802555163333322
Muconate:KT2440_fructose_glucose_gluconate:3.0,1.927384616676871,-1.0277579073333325
Muconate:KT2440_glucose_gluconate:1.0,0.616695287073429,-0.4910413443333326
Muconate:KT2440_glucose_gluconate:2.0,-0.2789564299257566,-0.5781395413333321
Muconate:KT2440_glucose_gluconate:3.0,0.993553104468166,-0.4796741273333325
Muconate:KT2440_gluconate:1.0,0.9294720039902,-0.3075763833333322
Muconate:KT2440_gluconate:2.0,-3.068830291456272,-0.8954579193333325
Muconate:KT2440_gluconate:3.0,-0.0454074592446619,-0.1142556593333319
Muconate:KT2440_glucose:1.0,-0.0749810684196511,0.0019427306666681
Muconate:KT2440_glucose:2.0,-0.4027245855994759,-0.1647617873333322
Muconate:KT2440_glucose:3.0,0.4777056533930275,0.1628190566666676
Multistress:Control:1.0,-0.0159197687260398,-0.0946825216666669
Multistress:Control:2.0,-0.4929313262741782,-0.0519593966666667
Multistress:Control:3.0,0.5088510943634481,0.1466419183333327
Multistress:NaCl_7min:1.0,-1.2598707662704602,0.3243191563333329
Multistress:NaCl_60min:1.0,-0.258280588356804,1.0808844203333328
Multistress:NaCl_7min:2.0,-0.4574066376061247,0.0440308583333335
Multistress:NaCl_60min:2.0,1.0884696934760754,1.0531600713333331
Multistress:NaCl_7min:3.0,-0.7627115429822724,0.1652658133333329
Multistress:NaCl_60min:3.0,1.1869964929977312,0.6050050303333334
Multistress:Imipenem_7min:1.0,0.1171243449638703,0.0683800883333329
Multistress:Imipenem_60min:1.0,0.83503747984135,-0.9596923116666672
Multistress:Imipenem_7min:2.0,-0.4536085000938398,-0.8561452336666671
Multistress:Imipenem_60min:2.0,-0.7143092127962583,-0.2494883736666668
Multistress:Imipenem_7min:3.0,-0.7497002673527545,-0.6468068826666666
Multistress:Imipenem_60min:3.0,-0.0199858742281133,-0.3086908816666671
Multistress:H2O2_7min:1.0,1.3885397126994017,-0.2668746686666665
Multistress:H2O2_60min:1.0,1.0418069573835649,0.0227660143333334
Multistress:H2O2_7min:2.0,1.1326050799785958,-1.5156427876666667
Multistress:H2O2_60min:2.0,1.1453623473949317,0.0247362363333332
Multistress:H2O2_7min:3.0,2.5461690530901,-1.0902364856666669
Multistress:H2O2_60min:3.0,1.4135760226216407,0.3639521463333333
Myristic_acid:Control:1.0,-1.020566262247719,-0.219649875
Myristic_acid:Control:2.0,-0.1240061364158686,0.2336552099999993
Myristic_acid:Control:3.0,1.1445723970336985,-0.0140053350000002
Myristic_acid:Myristic_acid:1.0,37.00453360215597,2.10362723
Myristic_acid:Myristic_acid:2.0,37.8909305426716,2.473749689
Myristic_acid:Myristic_acid:3.0,37.09486266274027,2.6366938929999995
Phase:WT_Tr:1.0,7.95940493224079,-1.867495518
Phase:WT_Tr:2.0,8.818343702939071,-2.06430694
Phase:WT_Ex:1.0,-0.2707945930937889,-0.1009653549999995
Phase:WT_Ex:2.0,0.2707945933511392,0.1009653549999995
Phase:WT_Tr:3.0,8.748094523712629,-0.3833659049999998
Phase:WT_Tr:4.0,12.258304326071697,-0.014486325
Phase:WT_St:1.0,3.1966330555917746,-0.9058557450000002
Phase:WT_St:2.0,3.410778997558186,-0.5488474950000004
RelA:Control:1.0,0.1421592241820666,0.2693061766666664
RelA:Control:2.0,-0.1709908560283134,-0.0124632653333334
RelA:Control:3.0,0.0288316303686129,-0.2568429113333339
RelA:Del_relA:1.0,1.7093663269127912,0.1051251856666661
RelA:Del_relA:2.0,0.8917991836803665,0.0318413536666666
RelA:Del_relA:3.0,4.731092477538335,0.8417100956666665
RelA:Del_relA_lignin:1.0,3.7909552344782007,2.070971464666667
RelA:Del_relA_lignin:2.0,4.796010050144377,2.025031709666666
RelA:Del_relA_lignin:3.0,3.72084686373608,2.330265167666666
Zn:Zn_ion:1.0,4.58086029248376,0.4649605350000003
Zn:Zn_ion:2.0,4.6188924747132765,0.4269037580000008
Zn:Zn_ion:3.0,5.016146303860536,0.4394580690000005
Zn:Control:1.0,0.2767816443975336,0.0856778200000007
Zn:Control:2.0,-0.1716566735637169,-0.0567401639999998
Zn:Control:3.0,-0.1051249719146504,-0.0289376559999992
ZnO:Control:1.0,-1.5173501353901466,-0.2593522635000003
ZnO:Control:2.0,1.5173501345347804,0.2593522634999994
ZnO:Nano:1.0,-1.1270035142485495,0.4121921754999995
ZnO:Nano:2.0,-1.6338691200484274,0.1635132964999996
ZnO:Nano:3.0,-0.1247888310458831,0.5282885395000001
ZnO:Zn_ion:1.0,-1.6395865120455446,-0.0897877144999999
ZnO:Zn_ion:2.0,-2.06604021647011,-0.0632598524999998
ZnO:Zn_ion:3.0,1.0426305411897951,0.6303122764999998
