,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,0.045994584352525014,1.068831729690977,2.0,0.0,-0.7097835796593118,1.0,0.8017727483643619,,,,
1,ALE__GalactoseA6,0.25037497050576035,1.7285313227305152,2.0,2.0,1.4726311903018603,3.0,-0.9718812492903396,,,,
2,ALE__GalactoseA8,1.1879528731746767,0.5857568417762917,2.0,4.0,1.602145508121108,5.0,0.7737602382282451,,,,
3,ALE__IL_Control,-2.8055419099004553e-10,0.5117756379677941,4.0,6.0,-0.0055846561957027,7.0,-0.077382510976918,8.0,0.6644931712904603,9.0,-0.5815260052400564
4,ALE__IL_TEOH_OAc,-0.9390144787732593,2.819576345940311,2.0,10.0,-2.93275603306084,11.0,1.0547270755143217,,,,
5,ALE__IL_TEA_HS,0.07677590395987424,0.13324909699371876,2.0,12.0,0.1709972440311168,13.0,-0.0174454361113683,,,,
6,ALE__IL_Mixed,-1.4118029531861063,0.9652171932631359,2.0,14.0,-2.094314575860316,15.0,-0.7292913305118964,,,,
7,ALE__IL_PP5350,-0.4846080217015861,0.1180490558864091,2.0,16.0,-0.5680813096315357,17.0,-0.4011347337716365,,,,
8,ALE__IL_T8,1.402868778724618,0.32109327830019635,2.0,18.0,1.629916013204106,19.0,1.1758215442451296,,,,
9,ALE__IL_T9,1.4638985640945354,0.2742876839956597,2.0,20.0,1.2699478827452515,21.0,1.6578492454438192,,,,
10,ALE__IL_Control2,0.8298979654499768,0.42984501812012843,2.0,22.0,0.5259516382779796,23.0,1.133844292621974,,,,
11,ALE__IL_Glc+Ace,0.783192983926906,1.3637156080639887,2.0,24.0,-0.1810995701450766,25.0,1.7474855379988885,,,,
12,ALE__XyloseA1,0.39938338082383146,1.0380490246420344,2.0,26.0,1.1333948853522955,27.0,-0.3346281237046326,,,,
13,ALE__XyloseA2,0.1634205144977413,0.18092650249005504,2.0,28.0,0.291354871304824,29.0,0.0354861576906586,,,,
14,ALE__XyloseA3,0.042216134464813815,1.3490643251595194,2.0,30.0,0.9961486670419636,31.0,-0.911716398112336,,,,
15,ALE__XyloseA4,0.1436383361290085,0.8936097698940849,2.0,32.0,-0.4882391918976493,33.0,0.7755158641556663,,,,
16,Aromatic__Coumarate,0.373018085083143,1.6241941186612119,3.0,34.0,0.0149594053914695,35.0,2.1463660949309222,36.0,-1.0422712450729628,,
17,Aromatic__Coumarate+ferulate,0.9955016378236007,1.0487066661085997,3.0,37.0,-0.159397993497627,38.0,1.2576090955283206,39.0,1.8882938114401089,,
18,Aromatic__Ferulate,1.6617588908509193,1.1566883521059053,3.0,40.0,0.5228696675318031,41.0,1.6269465648977106,42.0,2.8354604401232444,,
19,Aromatic__Glucose,-5.431273949104328e-11,1.1332740413696305,3.0,43.0,1.3074339219478968,44.0,-0.6060466606504993,45.0,-0.7013872614603357,,
20,Bioreactor1__24h,9.540446210820619e-11,1.6660216360722495,2.0,46.0,-1.1780551963747894,47.0,1.1780551965655983,,,,
21,Bioreactor2__S_0min,3.254622867506403e-10,0.5847727561018595,3.0,48.0,0.283770412771672,60.0,-0.6725121379733202,72.0,0.3887417261780351,,
22,Bioreactor2__S_15min,0.10740615276800917,0.7462361061689826,3.0,49.0,-0.5923771979679285,61.0,0.0218718612083811,73.0,0.8927237950635749,,
23,Bioreactor2__P1_15min,-0.34462711806531515,0.8242841212773334,3.0,50.0,0.168293332886656,62.0,-1.295442274996652,74.0,0.0932675879140505,,
24,Bioreactor2__P3_15min,-0.7153896576711268,0.7844576725178211,3.0,51.0,-0.0098668375537162,63.0,-0.576163260266823,75.0,-1.5601388751928411,,
