,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,1.1109182695333333,0.35761780930862813,3.0,80.0,1.438925637,82.0,1.1641676012,84.0,0.7296615704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-7.160187666766667,0.8639318277462392,3.0,81.0,-7.8479510313,83.0,-6.19051499,85.0,-7.4420969790000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.7015656720468707,3.0,92.0,-0.7898780691,93.0,0.2391703947,94.0,0.5507076744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-5.614050961299999,0.32348387842473497,3.0,95.0,-5.8903254276,96.0,-5.6936202601,97.0,-5.2582071962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-9.396375681966667,0.8726759854912397,3.0,98.0,-8.6357577678,99.0,-9.2042698706,100.0,-10.3490994075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-7.735183599133333,1.2064700988530077,3.0,101.0,-9.1269342665,102.0,-6.9859916701,103.0,-7.0926248608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,-3.2278717044333334,0.3133314163410334,3.0,104.0,-3.5569179599,105.0,-2.9330681185,106.0,-3.1936290349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,-8.276852436299999,0.6865471426304884,3.0,107.0,-8.9276104256,108.0,-8.3435608153,109.0,-7.559386068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,-11.423260635066669,1.1717531063542201,3.0,110.0,-10.2155301863,111.0,-12.5553736371,112.0,-11.498878081800001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,-8.943442639733332,0.7326912277768368,3.0,113.0,-9.0148546801,114.0,-8.1776601334,115.0,-9.6378131057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
