,-0.15775868812500002,-0.13672419637500002,-0.11568970462500003,-0.09465521287500003,-0.07362072112500004,-0.05258622937500004,-0.03155173762500005,-0.010517245875000053,0.010517245874999942,0.03155173762499994,0.05258622937499993,0.07362072112499993,0.09465521287499992,0.11568970462499992,0.1367241963749999,0.1577586881249999,0.1787931798749999,0.1998276716249999,0.2208621633749999,0.2418966551249999
thresh,-0.08413796700000001,0.08413796700000001,2,,,,,,,,,,,,,,,,,
unreg,2,1,1,4,8,16,83,674,733,120,17,5,3,1,1,1,1,2,0,0
Phage_3,2,3,2,3,0,1,12,15,7,3,2,0,0,0,0,0,0,0,0,0
unreg_genes,['SP5448_02325' 'SP5448_04460'],['SP5448_04420'],['SP5448_03495'],['SP5448_03525' 'rlmL' 'SP5448_03550' 'SP5448_04445'],[],[],[],[],[],[],[],[],['SP5448_00635' 'SP5448_02470' 'cglB'],['SP5448_02230'],['SP5448_07280'],['int3'],['SP5448_02210'],['ps115' 'SP5448_02215'],[],[]
Phage_3_genes,['SP5448_04390' 'SP5448_04405'],['SP5448_04490' 'SP5448_04410' 'SP5448_04455'],['SP5448_04430' 'SP5448_04465'],['SP5448_04485' 'SP5448_04435' 'SP5448_04380'],[],['SP5448_04425'],"['arpU' 'SP5448_04500' 'SP5448_04355' 'SP5448_04600' 'SP5448_04575'
 'SP5448_04480' 'SP5448_04360' 'SP5448_04645' 'SP5448_04545'
 'SP5448_04630' 'SP5448_04615' 'SP5448_04350']","['SP5448_04635' 'SP5448_04530' 'SP5448_04535' 'SP5448_04570'
 'SP5448_04440' 'SP5448_04550' 'SP5448_04395' 'SP5448_04375'
 'SP5448_04620' 'SP5448_04505' 'SP5448_04650' 'SP5448_04625'
 'SP5448_04510' 'ydjZ' 'SP5448_04385']","['SP5448_04640' 'SP5448_04580' 'SP5448_04515' 'SP5448_04345'
 'SP5448_04540' 'SP5448_04610' 'SP5448_04595']",['SP5448_04585' 'SP5448_04520' 'SP5448_04560'],['skfE' 'SP5448_04660'],[],[],[],[],[],[],[],[],[]
