,A,GcvA
SRX4705226,-0.7504471739,-0.4020282732
SRX4705227,-0.1058340641,-0.5097844744
SRX4705228,-2.044396276,0.2864066463
SRX4705229,-2.0759460866,0.6067125904
SRX4705230,-3.0099334752,1.0309240892
SRX4705231,-0.7797752118,-0.1312206826
SRX4705232,-0.7900327033000001,-0.035971486500000004
SRX4705233,-3.2616868675,0.6133526621000001
SRX4705234,-3.2221652037,0.8672902229
SRX4705235,-3.0066504671,0.7547018068
SRX4705236,-3.2197313568,0.6674541455
SRX4705237,-2.7545102813,0.7875540415000001
SRX4705238,-2.8072500905,0.6461977014
SRX2038319,-1.9619716438,-0.23038913100000002
SRX2038320,-0.6097127769,0.0113107051
SRX2038321,-1.826980408,0.0952340104
SRX2038322,-2.0465217638,0.2708729909
SRX2038323,0.0183824926,-0.29884322150000003
SRX2038324,-0.7529753854,0.237492795
SRX2038325,-1.5136889695,-0.1305532369
SRX2038326,-3.6044005202,0.035444523400000004
SRX2038327,-2.6414219244,-0.43252615
SRX2038328,-2.9378317746000002,-0.1285359728
SRX2038329,-0.10974748890000001,0.0364157827
SRX2038330,0.4350320352,-0.0166546903
SRX2038331,-1.5547101165,-0.054687453000000004
SRX2038332,-2.7462079903000003,0.2754584815
SRX2038334,0.7444564147,-0.0017105424000000001
SRX2038335,-4.41889167,0.6302770109
SRX2038336,-2.8653953704,-0.0336170233
SRX2038337,-0.9072637750000001,0.1463520016
SRX2038338,2.1801973974,0.11009896890000001
SRX2038339,-0.8774138963,0.14735289910000002
SRX2038340,0.9094937886000001,0.599069246
SRX2038341,-1.3486002096,0.7473433802
SRX2038342,1.9587968448000002,0.1372238971
SRX2038343,0.5811772997,0.5349607160000001
SRX2038344,0.7757352292,0.5440246702
SRX2038345,-2.0300753228,0.4931722968
SRX2038346,-3.4003782598,0.2586585973
SRX2038347,-4.3220033884,0.47424061850000004
SRX2038348,-2.7039589307,0.5278731353
SRX2038349,3.5386414319,0.0440428911
SRX2038350,3.3143176951,-0.019480900500000002
SRX2038351,1.9056422065,0.1229997872
SRX2038352,-1.6571634151999999,0.7105604278000001
SRX2038353,0.5387394252000001,0.0717940828
SRX2038354,-0.6196071365,0.2886888415
SRX2038355,-3.0603068086,0.38515975480000003
SRX2038356,0.9201177002,0.4230982491
SRX2038357,-0.21822575360000002,0.1202901621
SRX2038358,1.5754732412,0.1326749472
SRX2038359,0.1384987256,0.8649396707
SRX2038360,-0.996722191,0.6400949387
SRX2038361,-0.9337495614,0.2420974913
SRX2038362,-4.0019137957,0.5563572715
SRX2038363,-1.6360317642000002,1.0299656124
SRX2038364,-3.1044105613,0.6009480618
SRX2038365,-3.3464197627,0.47741955820000004
SRX2038366,-4.2767445204,0.37117696170000003
SRX2038367,-3.1892511941,0.8250537446
SRX2038368,2.1518904254,0.300657088
SRX2038369,-0.034129622400000004,0.3062028637
SRX2038370,-3.5066467697,0.4630528976
SRX2038371,-2.451263924,0.7842882309
SRX2038372,-1.9685592333000002,0.3341487613
SRX2038373,-3.9877347893,0.8857001527
SRX2038374,-4.073690591,0.6710753903000001
SRX2038375,-3.0357328488,0.8514527420000001
ERX530520,0.016680428900000002,-0.0897433968
ERX530521,0.5605565055,0.1262955465
ERX530522,-0.1954697574,0.17211327070000002
ERX530523,-0.2031378361,0.3509662342
ERX530524,-0.016680428900000002,0.0897433968
ERX530525,0.3044723702,0.3963133029
ERX530526,0.938718695,-0.17480917540000002
ERX530527,0.1278986681,0.277273939
ERX3212443,1.0914715349,-0.4180309685
ERX3212444,0.9781951896000001,-0.26645612820000003
ERX3212445,1.1653533885,-0.5337305821
ERX3212446,0.6921980005,-0.12294056610000001
ERX3212447,0.2485072821,-0.2466122517
ERX3212448,0.0544891502,-0.2720034718
ERX3212449,0.1337228819,-0.040909738
ERX3212450,0.055114189200000004,-0.058314356500000004
ERX3212451,-0.18883707100000002,0.0992240944
ERX3212452,-0.6763108331000001,-0.4818392367
ERX3212453,-0.657865435,-0.4020225028
ERX3212454,-1.1573727375,-0.2726252458
SRX7478973,-0.3310823227,0.010821439700000001
SRX7478974,-0.21170354300000002,0.1494292888
SRX7478975,0.5427858657,-0.1602507285
SRX7478976,0.70755868,-0.23063514370000002
SRX7478977,0.45768567130000004,-0.09425301
SRX7478978,0.7076639561,-0.36358185190000003
SRX7478979,0.8899085413000001,-0.49693810320000004
SRX7478980,0.4203122542,-0.3819177141
SRX7478981,0.11704931730000001,-0.4824268499
SRX7478982,0.43701432560000003,-0.48284084800000004
SRX7478983,-0.0177475003,-0.3300459009
SRX7478984,0.060400275600000004,-0.4418634441
ERX1521038,0.8410128042,-0.18909808620000002
ERX1521039,2.5225466348,-0.7385940996
ERX1521040,1.1236018335,-0.1195228552
ERX1521041,2.6802119082,-0.9115326920000001
ERX1521042,0.9399691950000001,0.11373223760000001
ERX1521043,3.1239708635,-0.1437048609
ERX1521044,1.3006470251,-0.010626198
ERX1521045,-1.3006470251,0.010626198
SRX621182,-2.5689901087,-1.1651703461
SRX621183,-3.0524344512,-1.6249864489
SRX621184,-1.9129624222000001,-0.9036668855000001
SRX621185,-2.3287875991,-1.1259153173
SRX621188,-2.2313970836,-1.246665327
SRX621189,-2.2013462127,-1.3165191612
SRX621190,0.1781527561,0.2757732676
SRX621191,-0.1781527561,-0.2757732676
SRX621192,-2.8813642819,-1.5016891419
SRX621193,-2.3357976451,-1.2576356338
SRX6489436,-0.321844866,-0.27310261620000004
SRX6489437,0.4458757372,-0.5522003101
SRX6489438,0.4539827591,0.1734780592
SRX6489439,-1.164478289,0.10889966720000001
SRX6489440,-2.1251668247,0.3753916485
SRX6489441,3.2896451137,-0.4842913157
SRX6489442,0.4296562991,0.28782456230000003
SRX6489443,-3.550931658,0.5351032714
SRX6489444,3.1013714085,-0.5544318391
SRX6489445,-3.2342763487,0.3853850708
SRX6489446,-3.297322441,0.35742838590000003
SRX6489447,3.4185726535,-0.632124687
SRX6489448,1.6024651000999999,-0.33028173450000003
SRX6489449,-2.6084245212,0.2208558217
SRX6489450,5.6454480885,-0.37349171480000004
SRX6489451,-0.0467150776,0.10979321210000001
SRX6489452,-1.3695482358,0.2083738411
SRX6489453,4.2308219904,-0.4408309909
SRX6489454,0.5796173772000001,-0.0895846074
SRX6489455,-0.9896222233,-0.0700551794
SRX6489456,4.0548590527,-0.7398440116
SRX6489457,0.0788175673,0.27379348600000003
SRX6489458,-0.7520802624,0.5784539049
SRX6489459,0.9412079824,0.31714864
SRX6489460,-0.9915339286,0.4142219294
SRX6489461,-1.1546142415,0.6931646019000001
SRX6489462,0.3029370632,0.0553114423
SRX6489463,-0.45347663730000004,0.37761017950000003
SRX6489464,-0.7173358649,0.443284029
SRX6489465,1.3779881505,-0.0112929877
SRX6489466,0.6388708289,0.062611662
SRX6489467,2.1452995625,-0.2311254596
SRX6489468,1.766942388,0.1867903544
SRX6489469,1.3998757518,-0.2891062641
SRX6489470,-0.43901907230000004,0.1882711612
SRX6489471,1.425172965,0.060342398500000005
SRX6452027,2.5693489952,-0.8844289314
SRX6452029,0.3771149253,-0.0349524551
SRX6452030,0.9859400815,-0.6096478656000001
SRX6452031,1.5229999191,-0.1061950898
SRX6452044,0.34965616600000005,0.0387463628
SRX6452045,1.4227180676,-0.11722478500000001
SRX6452046,1.2576627168,-0.43925620130000004
SRX6452047,2.0293747311,-0.224282267
SRX6452048,-0.3771149253,0.0349524551
SRX6452059,2.6510981501,-0.3182651906
SRX1828491,3.4061815719,-0.0128402683
SRX1828492,3.5697608713999998,-0.1546288634
SRX1828493,5.1440604202,-0.8780973643000001
SRX1828494,8.3421337081,-1.2131905887
SRX1828495,-1.3518698981,0.7885731361
SRX1828496,-1.5867155021000001,0.37345489460000003
SRX1828497,0.2747597289,0.0104319735
SRX1828498,1.0209757602,0.4417465425
SRX1828499,2.6962050301,-0.0343431126
SRX1828500,4.0386710092,-0.21430246990000001
SRX1828501,-0.9009555074000001,0.7670069719
SRX1828502,-1.6838150111,1.0681684927
SRX1828503,-0.4608137385,0.68843022
SRX1828504,-0.7854221802,0.5847000825
SRX1828505,-1.2835146304,0.2538713461
SRX1828506,0.3935386366,0.113049465
SRX1828507,-0.41270899240000003,0.19553422380000002
SRX1828508,0.41270899240000003,-0.19553422380000002
SRX3796953,0.1555617003,-0.21358205300000002
SRX3796954,-0.1555617003,0.21358205300000002
SRX3796955,-5.2132500473,0.2001504047
SRX3796956,-5.1038998668,0.81286503
SRX3796957,-4.0987044861,0.0470585825
SRX3796958,-5.0674550634,0.2867948514
SRX3796959,3.7265820468,0.0393538897
SRX3796960,3.4110768807,0.0007171905
SRX3796961,5.0720064774,-0.42378803530000003
SRX3796962,5.1707451281,-0.5014650350000001
SRX3796963,-3.9242027008,-0.19862393320000002
SRX3796964,-3.9757833862,-0.1463152871
SRX3796965,0.1890972903,0.0216108043
SRX3796966,0.3218199174,0.026765266000000003
SRX3796967,3.6189144259,-0.3605876388
SRX3796968,2.8695054939,0.12872696620000001
SRX3796969,-4.6736820654999995,-0.3386451224
SRX3796970,-3.0608726087,-0.6482125401000001
SRX3796971,-2.3124251168,0.19448862890000002
SRX3796972,-2.5068529676,0.2406076943
SRX3796973,-2.51784922,-0.3086791929
SRX3796974,-2.3682667663,0.1463447327
SRX3796975,-4.058774384,0.12691734400000002
SRX3796976,-4.3693682087,0.014544031800000001
SRX3796977,-1.3580796185000001,0.0068555984
SRX3796978,-1.4026943026,-0.1764149184
SRX3796979,-1.0931182792,-0.5929431741
SRX3796980,-0.6905272056,-0.33791978580000004
SRX3796981,-4.7641547125,0.11977504970000001
SRX3796982,-4.4443306059,0.33781514100000004
SRX3796983,-3.8629371933,-0.037323179000000005
SRX3796984,-3.6557301157,0.081482966
SRX3796985,-0.6122466045,-0.35036673360000004
SRX3796986,-0.7321595204,-0.0066122519
SRX3796987,-2.9918036146,-0.2931697296
SRX3796988,-2.2694801765,0.0248241174
SRX2568270,0.4370963271,0.3934215881
SRX2568271,1.7633019412,-0.0406076479
SRX2568272,1.2572609558,0.1743727562
SRX2568273,-1.7892886532,-0.41279794750000004
SRX2568274,-4.6338753694,0.0645641581
SRX2568275,-0.4370963271,-0.3934215881
SRX2568276,2.7042454283,-0.2841322584
SRX2568277,1.0116558825,-0.8171902267000001
SRX2568278,-1.8523747111,-0.8064150258
SRX2568279,-4.771475576,0.5553986948
SRX3421856,0.14649935760000002,-0.060049615
SRX3421857,-0.14649935760000002,0.060049615
SRX3421858,-6.5731271581,0.49171390130000003
SRX3421859,-6.6107076039,0.46481715690000003
SRX3421860,2.490814707,-0.2404105872
SRX3421861,1.9300813593,-0.7746110508
SRX3421868,-8.5193031141,0.47587251300000005
SRX3421869,-8.8071917859,0.3833746196
SRX2606337,-0.09261506850000001,0.0207329961
SRX2606338,0.8636806059000001,0.054150307200000004
SRX2606339,-0.0723553885,0.1086980082
SRX2606340,-4.1575255475,0.3616343694
SRX2606341,-1.0928490752,-0.08940686390000001
SRX2606342,-4.8872590054,0.1553995174
SRX2606343,-4.171662224,0.9568030969
SRX2606344,-2.7887323964,-0.6664621712000001
SRX2606345,-4.6269069749,-0.349561809
SRX2606346,0.9861645750000001,0.3351527275
SRX2606347,0.2078081182,-0.1773573054
SRX2606348,0.7393751162000001,0.10692586600000001
SRX2606349,-1.2750631405,0.2256390695
SRX2606350,-3.6522983899,0.329125025
SRX2606351,-1.4986611582,-0.3057433457
SRX2606352,-4.6388533816,0.3158816973
SRX2606353,-3.9786940152,0.4718377543
SRX2606354,-3.0069944494,-0.7404953437
SRX2606355,-4.6284716099,-0.9155179137
SRX2606356,1.6649690430000001,0.2328405134
SRX2606357,-0.11519304970000001,0.1566243094
SRX2606358,0.710699312,0.35681465430000003
SRX2606359,-2.4675401057,0.4003020299
SRX2606360,-3.7711843688,0.5072029878000001
SRX2606361,-0.12425454520000001,0.1967474172
SRX2606362,-5.7612564938,-0.0070891742
SRX2606363,-2.8548597524,0.7820104202
SRX2606364,-3.1792042858,-0.7836817242
SRX2606365,-5.0576543527,-0.5533442039
SRX2606366,0.6922754512,0.2551428177
SRX3648427,1.4887168232,0.0985846543
SRX3648428,-0.4713284072,-0.023934092100000002
SRX3648429,-1.3126375238999999,0.4009902738
SRX3648430,0.7702975350000001,0.11229622400000001
SRX3648431,0.5440677924,0.2388756668
SRX3648432,-0.3928363516,-0.1960985188
SRX3648433,1.1485169953,-0.0543748962
SRX3648434,-0.12310455490000001,-0.1210082093
SRX3648435,-1.8110644678,0.07583956730000001
SRX3648436,-5.4697183324,0.1834061
SRX3648437,-5.0408820399,0.0121608477
SRX3648438,-6.6167448393,0.37148904660000004
SRX3648439,0.9806010905,-0.7344899982
SRX3648440,-0.26436556640000003,-0.6134496338000001
SRX3648441,-2.4153695242,-0.4526473683
SRX3648442,-7.2725352495,0.9497453108
SRX3648443,-6.2033529561,0.6547530415
SRX3648444,-5.7148062868,0.7497710221
SRX3648445,0.38784849990000003,0.1816642376
SRX3648446,0.0198119359,-0.0401750395
SRX3648447,-1.2900206189,0.0772460574
SRX3648448,1.2849504570999999,-0.1887700887
SRX3648449,1.2158239903,-0.129526011
SRX3648450,0.0334456074,-0.080013596
SRX3648451,0.0774170168,-0.0598857828
SRX3648452,-1.3657230796,0.3981220439
SRX3648453,-1.245913992,0.0600734345
SRX3648454,-4.5619275417,0.2328152655
SRX3648455,-4.6071417735,0.2333478135
SRX3648456,-5.2705142709,0.2945660804
SRX3648457,0.6478069485,0.0667498557
SRX3648458,0.055043679500000005,0.0049817588000000005
SRX3648459,-1.0216291349,0.31577521810000003
SRX3648460,1.072191914,-0.6739699445
SRX3648461,0.0759505458,-1.1775310596
SRX3648462,-2.1710826686,-0.4825385991
SRX3648463,0.9453465545,-0.24155604460000002
SRX3648464,0.1000439783,-0.08961000100000001
SRX3648465,-0.9553764906000001,0.07665158770000001
SRX3648466,1.1178511723,0.0055214334
SRX3648467,0.4210686008,-0.2719434933
SRX3648468,-0.9883453489,0.1827086991
SRX3648469,-1.9259440923,-0.1550745674
SRX3648470,-3.3454375874,-0.1479806511
SRX3648471,-4.7065215258,-0.008806409900000001
SRX3648472,0.7449993768000001,-0.31797793820000003
SRX3648473,0.7565704705,0.2619588077
SRX3648475,0.9530356168,-0.792446282
SRX3648476,-0.8288040483,-1.2396331792
SRX3648477,-2.5982177876,-0.8369931495
SRX3648478,-0.6996903097,0.5024923632
SRX3648479,0.0201461745,0.13556460680000001
SRX3648480,-0.6062528485,0.486446148
SRX3648481,-0.8458209066,-0.4348352929
SRX3648482,-4.3297115666,-0.6029965817
SRX3648483,-5.5111505918,-0.48037820610000004
SRX1429221,1.0323382241,0.017998476000000003
SRX1429222,-0.8606559066,-0.2894535619
SRX1429223,-0.17168231750000001,0.2714550859
SRX1429224,-0.048083716900000004,-0.4410418096
SRX1429225,0.3757452625,-0.4705752608
SRX1429226,0.4368738236,-0.6082770967000001
SRX1429227,0.8905020762,-0.5708038434
SRX1429228,-0.1019975459,-0.20468500450000002
SRX1429229,0.7948375002,-0.6819375873
SRX1429230,0.8976837457,-0.2602407338
SRX1429231,-0.0928129684,-0.0772291361
SRX1429232,1.2892869339,-0.12987352430000002
SRX1429233,2.2131685951,0.09633116300000001
SRX1429234,1.9474274998,0.18372805180000001
SRX1429235,2.1041900215,0.1008117674
SRX1429236,1.9951796671,0.6022655302000001
SRX1429237,3.1535570152,0.071334716
SRX1429238,2.9459114862,0.056041013300000005
SRX1429239,3.3267096938,-0.054759931000000005
SRX1429240,2.8348288868,0.0168187241
SRX1429241,2.9983092788,-0.1964678635
SRX1429242,2.6972347634,0.0949739876
SRX1429243,4.0721093814,-0.0007817919
SRX1429244,3.5716038022000003,0.1393430788
ERX2339161,-0.6418971716,0.43996469120000004
ERX2339162,0.6418971716,-0.43996469120000004
ERX2339163,5.596459179,-0.8387931005
ERX2339164,6.5388027777,-1.6859530753
ERX2339165,1.451244081,-0.3507734319
ERX2339166,3.6265836545,-0.7052929188
ERX2339167,0.610336051,-0.1050219881
ERX2339168,-0.4804623965,0.135486936
ERX2339169,0.1782234916,-0.5783434801
ERX2339170,5.350556286,-0.9025296063
ERX2339171,6.0428280678,-1.6692948625000001
SRX7656012,-0.7054912718,0.1634190289
SRX7656013,0.3883659729,-0.1043570142
SRX7656014,0.19356293830000001,-0.10106295030000001
SRX7656015,-0.5661129924,-0.029903219300000002
SRX7656016,1.6676107432,-0.1304000065
SRX7656017,2.3660435553,-0.0740903687
SRX7656018,1.9873002014,-0.0688268227
SRX7656019,-0.1087721142,-0.1535725437
SRX7656020,3.237085672,-0.20698579320000002
SRX7656021,1.718927855,-0.157406025
SRX7656022,0.5998966354,-0.06391814430000001
SRX7656023,2.853790896,-0.2895468424
SRX7656024,-0.3797179272,-0.078124133
SRX7656025,2.1851322364,0.11145073720000001
SRX7656026,-0.3142560661,0.0187408145
SRX7656027,-0.0828398983,-0.2036314541
SRX7656028,-0.6834996067,0.0490244057
SRX7656029,-0.10217582,0.14443264150000001
SRX7656030,-0.6688657876,-0.1893062533
SRX7656031,-0.2354995171,-0.10084747220000001
SRX7656032,-0.33307093860000003,-0.0590263768
SRX7656033,0.1264795673,-0.2018358439
SRX7656034,0.1073628855,-0.15444697400000001
SRX7656035,-0.7630925437,-0.3535707312
SRX7656036,0.22386745230000002,-0.06269720100000001
SRX7656037,0.1952290283,-0.0425251904
SRX7656038,0.4499074222,0.13180957100000001
SRX7656039,0.0782707882,0.28363471700000004
SRX7656040,0.0324500912,0.1282878864
SRX7656041,-0.1107208794,-0.41192260340000003
SRX7656042,2.7517041926,0.19026192390000002
SRX7656043,2.1820804829,0.3781004409
SRX7656044,2.5609654504,-0.1133480506
SRX7656045,3.2802777389,0.25753090030000003
SRX7656046,3.7232271193,0.0175886082
SRX7656047,2.9618378154,-0.1601566302
SRX7656048,2.6338262511,0.1016313309
SRX7656049,3.463291927,0.0238012602
SRX7656050,2.2032327671,0.2001426841
SRX7656051,3.5981562858,-0.0615483484
SRX7656052,2.6153959322,0.1613436527
SRX7656053,2.8143348768000003,0.2138107036
SRX7656054,-0.0297906226,-0.3988261397
SRX7656055,-0.5924593468,0.1609843746
SRX7656056,0.0012567034,-0.061911702500000006
SRX7656057,-0.3014414338,-0.0306471393
SRX7656058,-0.3390213936,-0.0977431165
SRX7656059,0.22852572270000002,-0.2268688103
SRX7656060,-0.5348496343,-0.5659727515
SRX7656061,-0.4231315382,-0.2495517458
SRX7656062,0.0095723727,-0.1947801922
SRX7656063,-0.3151293268,-0.41436991440000004
SRX7656064,-0.42155076610000003,-0.41177198140000004
SRX7656065,0.0884842675,-0.2390294984
SRX7656066,1.2286421815,-0.18038111810000002
SRX7656067,0.7977129354,-0.3741095835
SRX7656068,2.3375602413,-0.3779460646
SRX7656069,0.44506357300000005,-0.0696509554
SRX7656070,0.8857322469000001,-0.028718706
SRX7656071,0.5283236549,0.2329891442
SRX7656072,2.1871802202,-0.3950514386
SRX7656073,1.7233589159,-0.4562886876
SRX7656074,0.1622047327,0.2930451706
SRX7656075,-1.5083817244,-0.5310629635
SRX7656076,-1.9948918163,-0.0037641582
SRX7656077,-1.7584730793,-0.2834061439
SRX7656078,-0.5512874488,0.4303925307
SRX7656079,0.18447366710000002,0.1773593198
SRX7656080,-0.4385899836,0.2975205903
SRX7656081,-0.0377976158,-0.32510146500000003
SRX7656082,-0.9046809325,0.31184453560000003
SRX7656083,0.270051198,0.0422012578
SRX7656084,-0.5455218733,0.3400861323
SRX7656085,0.14529587,0.3449156398
SRX7656086,-1.4486653128,0.4540711861
SRX7656087,-0.5012808026,-0.16985652910000001
SRX7656088,-0.4024204511,0.16870705400000002
SRX7656089,-0.46005428400000004,-0.0375850906
SRX7656090,-0.3662422248,-0.2545103671
SRX7656091,0.043968457,-0.0277177308
SRX7656092,0.5565448526,-0.2061290164
SRX7656093,0.3321004926,-0.223985812
SRX7656094,-0.5085437154,-0.052998015100000004
SRX7656095,0.0789743354,-0.156154669
SRX7656096,0.310473379,0.0366588317
SRX7656097,0.1076606286,-0.2267937925
SRX7656098,0.23984757380000002,-0.1287921803
SRX7656099,-0.3377863632,-0.12591080570000002
SRX7656100,0.1733972135,-0.016640992400000002
SRX7656101,0.3523176603,-0.0601925777
SRX7656102,0.6320685529,-0.17496736540000002
SRX7656103,-0.0820009823,-0.032255946300000005
SRX7656104,0.0999997677,0.0001109779
SRX7656105,-0.1405999125,-0.3982807759
SRX7656106,0.11640312530000001,-0.24649996170000002
SRX7656107,0.0970773301,-0.24893449280000002
SRX7656108,0.16934709520000002,0.0430387034
SRX7656109,-0.7345595986,-0.1713136681
SRX7656110,-1.1391446295,-0.0070850669
SRX7656111,-0.7746484913,-0.07759181250000001
SRX7656112,-0.4875523138,-0.4652882136
SRX7656113,0.4340282802,-0.2599188318
SRX7656114,0.193197471,-0.2109313055
SRX7656115,-0.027846730400000002,0.056583623000000006
SRX7656116,-0.0569884764,-0.5325538391
SRX7656117,-1.8697538011,-0.7261414313
SRX7656118,0.2189230852,-0.6299034257
SRX7656119,0.016867574,-0.6311736389
SRX7656120,0.7000326115000001,0.0269926762
SRX7656121,-0.4238574042,-0.1917440547
SRX7656122,0.29149138410000003,-0.1773782447
SRX7656123,-1.0360066107,0.2194061958
SRX7656124,0.009394044800000001,-0.087070321
SRX7656125,-0.3713992528,-0.1273071996
SRX7656126,0.218635349,-0.1221709858
SRX7656127,-0.11170657510000001,-0.0941696284
SRX7656128,0.3914214,0.046317071700000004
SRX7656129,-0.2845541184,-0.3134841396
SRX7656130,-0.0865329113,-0.2742153519
SRX7656131,-0.4878231431,-0.09226705900000001
SRX7656132,0.1067907423,-0.2507740111
SRX7656133,-0.0620076279,0.0823312875
SRX7656134,-0.23949840360000002,-0.14498325850000002
SRX7656135,-0.414230335,0.2855100601
SRX7656136,-0.6804416583,0.1578551477
SRX7656137,0.3635036958,-0.051803627500000005
SRX7656138,-0.1702738653,-0.0579313193
SRX7656139,-0.2163448242,-0.0009441877
SRX7656140,-1.1560855074,-0.055642267200000005
SRX7656141,0.3918474381,-0.18395315240000001
SRX7656142,-0.2221536761,-0.33801957990000003
SRX7656143,0.0941419653,-0.1400398243
SRX7656144,0.9428753183,0.020174496
SRX7656145,0.4847142826,-0.015628084900000002
SRX7656146,0.3167972898,0.157440204
SRX5388319,-0.7504620234,0.1931874178
SRX5388320,-0.1315052507,-0.0883298324
SRX5388321,0.8819672741000001,-0.1048575855
SRX5388322,-1.6740995579,0.0297680079
SRX5388323,-0.2842880233,0.056072229200000004
SRX5388324,1.9593369277,-0.29495227020000003
SRX5388325,-1.5180281948,0.2172145581
SRX5388326,0.37097015310000003,-0.0498499867
SRX5388327,2.24431617,-0.2819284286
SRX8708326,-0.1694255433,-0.2117026172
SRX8708328,-3.8224323186999998,-0.6900924708
SRX8708335,1.0917849843,0.5451797038
SRX8708336,1.6191636633000002,0.06826235700000001
SRX8708337,1.1114836711,0.07665040990000001
SRX8708338,-0.7498175535,0.8916413685000001
SRX8708339,0.14502156800000002,0.7615604406
SRX8708340,0.1782669174,0.7454279306
SRX8708365,6.16100865,0.6993931646
SRX8708366,6.3530872378,0.6235378597
SRX8708368,6.3706515713,0.6784031508
SRX8708369,1.8823148789,0.09703947090000001
SRX8708370,3.7666427914,0.2516840336
SRX8708371,1.557409724,-0.0211208346
SRX4166001,-0.09016186970000001,-0.2203698604
SRX4166002,-0.158354155,0.045975234100000005
SRX4166003,0.2485160247,0.1743946263
SRX4166004,-2.3115185893,0.2880644855
SRX4166005,-1.7819166135,0.5681929559000001
SRX4166006,-2.5076146281,0.8042491562
SRX4166007,-2.2625263021,0.4981302362
SRX4166008,-2.4661410956,0.4633066978
SRX4166009,-3.6840329652,0.25974368200000003
SRX4166010,-1.4187427612,-0.1391947467
SRX4166011,1.0984642397,-0.42048249060000004
SRX4166012,-0.8700056204000001,-0.32059926580000003
SRX5000481,-0.7790092143,0.143437175
SRX5000482,-0.6525924630000001,0.0208323644
SRX5000483,2.1079101354,0.39666183730000004
SRX5000484,0.8574760784000001,0.1268870251
SRX5000485,1.6456327077,0.3205037469
SRX5000486,1.6601919137999999,0.3036050312
SRX5000487,-0.21115939290000002,0.24003173500000002
SRX5000488,0.40146104800000004,0.21486862880000002
SRX5000489,1.2843238278,0.3288607549
SRX5000490,1.0677844737,0.1666132793
SRX5000491,0.4403364041,0.0938758695
SRX5000492,6.6760058944,0.28603929980000004
SRX5000493,4.1995655096,0.21834038020000002
SRX5000494,4.0830718833,0.3219371931
SRX5000495,7.046078538,0.0880479962
SRX5000496,7.0850837965,0.0861011799
SRX5000497,-0.29112434730000003,0.001981411
SRX5000498,0.10257974460000001,-0.021931143900000002
SRX5000499,4.4480758409,0.0857258145
SRX5000500,0.1885446027,0.019949733
SRX5000501,-0.1610471533,0.0882201298
SRX5000502,-0.2732561733,0.3135074244
SRX5000503,-0.252091334,0.26250460340000004
SRX5000504,-0.5850471983000001,0.0449317875
SRX5000505,-0.7892797202,0.1442438559
SRX5000506,-0.38575307880000004,0.2347064855
SRX5000507,-0.3594848685,0.35971497500000005
SRX5000508,-0.7805129301,0.1268241225
SRX5000509,-0.8349521325,0.2031840185
SRX5000510,-1.0991312452,0.0291823114
SRX5000511,-0.7125699129,-0.0438212997
SRX5000512,0.2648884482,0.14190327460000002
SRX5000513,-0.1890182401,0.3249425997
SRX5000514,-0.1468664482,0.37840506300000004
SRX5000515,0.2056540547,0.23016877030000002
SRX5000516,-0.3024820616,0.26997066670000003
SRX4124772,-0.8489341587,0.5620800874
SRX4124773,-1.0873117124,0.1470134663
SRX4124774,-0.3300146485,0.0142506533
SRX4124775,0.3300146485,-0.0142506533
SRX5323946,-0.2386247396,-0.15527920450000002
SRX5323947,0.2386247396,0.15527920450000002
SRX5323948,-0.0567631056,0.1665169393
SRX5323949,0.8807093963,0.4487450048
SRX5323950,-0.8121161982,0.0442871275
SRX5323951,-0.17234068400000002,0.027927329100000002
SRX5323952,0.1949598551,-0.1467384235
SRX5323953,-0.0306423106,-0.2173576126
SRX5323954,-1.0154203766,0.1174937211
SRX5323955,-0.44867782580000004,0.10952653700000001
DRX093856,0.5659915595,0.1315396483
DRX093857,-3.3905592134,0.9044905939000001
DRX093858,-4.0049276017,1.0926882131
DRX093859,0.29433899480000003,0.28809736080000004
DRX093860,-0.1880940918,-0.3963881087
DRX093861,-0.1999325303,0.13848104790000001
DRX093862,-4.269655552,1.0992314669
DRX093863,-4.4526371346,1.1593893661
DRX093864,-0.025793050300000002,0.18492591
DRX093865,-0.0355056279,-0.2294569311
DRX093866,-0.3660590292,-0.27002069630000003
DRX093867,-4.9490914054,1.3985102991
DRX093868,-3.8300959191,1.0526807445
DRX093869,0.3047899234,0.23585285560000002
DRX093870,0.3592817393,0.1174561937
SRX6366242,0.9159621154,0.030604490300000002
SRX6366243,0.6194366971,0.4740322866
SRX6366244,2.7263778269000003,0.5276039763
SRX6366245,-0.1687967141,0.5149900581
SRX6366246,-0.17692196940000002,0.5188643684
SRX6366247,0.4764270678,0.5622247265
SRX6366248,0.8868492096,0.2381183826
SRX6366249,0.8171040932,0.3110050994
SRX6366250,0.6746113951,0.40352400200000005
SRX6366251,0.37482279,0.0813844292
SRX6366252,0.5432499699000001,-0.3706881574
SRX6366253,-0.5432499699000001,0.3706881574
SRX254739,1.0460081519,-0.5737456001
SRX254740,1.3138279883,-0.6726199873
SRX254741,1.3279023401,-0.7065355155
SRX254742,1.2649333935,-0.6723448134000001
SRX254743,1.4874444427,-0.7543872144
SRX254744,1.8307395296000002,-0.7183374447
SRX254745,0.2753039088,-1.244828726
SRX254746,0.45332190800000005,-0.7736606284
SRX254747,-0.040596271600000004,-0.9716949754
SRX254748,4.479138484,-1.1230443539
SRX254749,3.9929218271,-1.0636735435
