,-0.08119875606854969,-0.06766563005712474,-0.05413250404569979,-0.04059937803427484,-0.027066252022849888,-0.013533126011424937,1.3877787807814457e-17,0.013533126011424965,0.027066252022849915,0.040599378034274866,0.05413250404569982,0.06766563005712477,0.08119875606854972,0.09473188207997467,0.10826500809139962,0.12179813410282457,0.1353312601142495,0.14886438612567449,0.1623975121370994,0.17593063814852433
thresh,-0.08796531907426217,0.08796531907426217,2,,,,,,,,,,,,,,,,,
unreg,0,4,5,13,154,1162,3022,1051,121,16,1,2,1,3,2,6,2,0,2,0
PprB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['PA4652' 'pprA' 'PA1914'],['tadG' 'PA4649'],['PA4650' 'PA1875' 'PA1877' 'PA4651' 'rcpC' 'rcpA'],['PA1874' 'PA4648'],[],['flp' 'PA4298'],[]
PprB_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['tadB'],[],['tadZ' 'tadC' 'tadA' 'tadD'],[],[],[]
