,SP5448_09320
SRX1726505,-0.2513150758
SRX1726506,0.0036128131000000003
SRX1726507,0.2477022627
SRX1726508,-2.8774237214
SRX1726509,-2.8231848085999998
SRX1726510,-2.6326225648
SRX1726511,-3.1161665753
SRX1726512,-3.2660500932
SRX1726513,-2.9481603911
SRX1081650,0.4340866856
SRX1081651,-0.7159154858
SRX1081652,-0.6636454621
SRX1081653,1.0115672543
SRX1081654,-0.6973828377
SRX1081655,-0.5827689756000001
SRX1081656,-0.4810130247
SRX1081657,1.5234940971
SRX1081658,0.3405385728
SRX1081659,0.0177750097
SRX1081660,-0.0835568934
SRX1081661,-0.8898093252
SRX1081662,-0.6505471099
SRX1081663,0.5794854441
SRX1081664,0.2795871871
SRX1081665,-0.3746770253
SRX1081666,1.6572595906
SRX1081668,0.348403477
SRX1081669,-0.3250407771
SRX1081670,-0.8475386913
SRX1081671,0.1196982897
SRX1081672,-0.7409841258000001
SRX1081673,-0.7151065486
SRX1081674,-0.8194155547
SRX1081675,-0.5201323899
SRX1081676,-0.49656403600000004
SRX1081677,-0.49454153430000003
SRX1081678,-0.3862747963
SRX1081679,-0.5317882965
SRX1081680,-0.7744460011000001
SRX1081681,-0.7115575768
SRX1081682,-0.6291425652
SRX1081683,-0.9783079507
SRX1081684,-0.8141775148
SRX1081685,-0.9473668260000001
SRX1081686,-1.0607430699
SRX1081687,-0.8481610799
SRX1081688,-1.3236925917
SRX1081689,-1.1189971852
SRX1081690,-1.0317730505
SRX1081691,-0.6285103559
SRX1081692,-1.3645072156
SRX1962715,-0.0443921459
SRX1962716,-0.0112738713
SRX1962717,0.0556660171
SRX1962718,-3.5083071199
SRX1962719,-3.053090859
SRX1962720,-2.804595296
SRX1962721,-1.9623903643
SRX4892146,0.4961295947
SRX4892147,-0.1675149381
SRX4892148,-0.193223994
SRX4892149,-0.1353906625
SRX4892150,-0.747066427
SRX4892151,-0.6947831582
SRX4892152,-0.7093366649
SRX4892153,-0.5473926326
SRX4892154,-0.342270517
SRX4892155,-0.24454564
SRX4892156,-0.3352615298
SRX4892157,-0.4668521955
SRX4892158,0.8854659226
SRX4892159,1.2911550581
SRX4892160,-0.6272243831000001
SRX4892161,-0.9356940994
SRX7620814,-0.2923023168
SRX7620815,0.0526688171
SRX7620816,-0.029078251700000002
SRX7620817,-2.928163596
SRX7620818,-2.9056037087
SRX7620819,-2.9535938805
SRX7620856,0.07351697260000001
SRX7620857,-3.2472394539
SRX7620858,0.2762503831
SRX7620859,-3.1306649021
SRX7620860,-0.0627601299
SRX7620861,-3.3058937768
SRX7620862,-0.1911249617
SRX7620863,-3.9382147982
SRX7620864,0.3374358764
SRX7620865,-4.103307908
SRX7620866,0.12240083660000001
SRX7620867,-4.2998885826
SRX2161502,-0.22061292970000002
SRX2161503,-0.0521179216
SRX2161504,0.2727308513
SRX2161505,2.6481915731
SRX2161506,2.6394680636
SRX2161507,2.6145982548
SRX2161508,-0.1102456659
SRX2161509,2.2409090722
SRX2161510,0.1611515373
SRX2161511,2.2763566071
SRX2161512,2.3021210907
SRX2161513,2.0679363676
SRX2161514,0.0343161456
SRX2161515,-0.030069201
SRX2161516,-0.13728227780000002
SRX2161517,-0.014727709200000001
SRX2161518,0.4587154231
SRX2161519,0.3517597745
SRX2161520,0.0690545865
SRX2161521,0.1405868786
SRX2161522,0.0968028071
SRX2161523,0.5540473165
SRX2161524,2.1647181955
SRX2161525,2.0398946226
