,b0240_2
ompr__wt_nacl__2,7.97238304
ompr__bw_delompr_nacl__1,7.3636458165
ompr__bw_delompr_nacl__2,7.5817845602
minspan__wt_ade__1,8.2759801317
minspan__wt_glc__1,8.1938045128
minspan__wt_glc__2,7.7574507162
minspan__wt_glc__3,8.0021852299
minspan__wt_glc__4,7.8201092627
minspan__wt_glc_anaero__1,6.0176392819
minspan__wt_glc_anaero__2,6.3296621038
minspan__wt_trp__1,6.4345556499
minspan__bw_delcra_glc__1,6.5618916444
minspan__bw_delcra_glc__2,6.6288507111
minspan__bw_delcra_trp__1,6.1540073369
minspan__bw_delmntr__1,6.9139782366
minspan__bw_delnac_ade__1,8.7127479616
minspan__bw_delnac_glc__1,8.7944002144
cra_crp__wt_ac__1,6.9478573099
cra_crp__wt_ac__2,6.831311587
cra_crp__wt_fru__1,7.142678531
cra_crp__wt_fru__2,7.3499234269
cra_crp__delcra_ac__1,7.794179426
cra_crp__delcra_ac__2,7.8323180284
cra_crp__delcra_fru__1,7.9273946877
cra_crp__delcra_fru__2,8.0739283142
cra_crp__delcra_glc__1,8.3404780742
cra_crp__delcra_glc__2,8.0719491528
rpoB__wt_031__1,7.6297575746
rpoB__wt_044__1,8.2839986981
rpoB__wt_lb__1,8.517972978
rpoB__wt_lb__2,8.4906051379
rpoB__rpoBE546V_031__1,8.2738573097
rpoB__rpoBE546V_044__1,8.7079279606
rpoB__rpoBE546V_lb__1,7.6880892117
rpoB__rpoBE546V_lb__2,7.7270244168
rpoB__rpoBE546V_glc__1,8.8630768301
rpoB__rpoBE672K_glc__1,6.5007437676
rpoB__rpoBE672K_glc__2,6.898868252
rpoB__rpoBE672K_lb__1,7.584184424
rpoB__rpoBE672K_lb__2,7.5606677262
crp__wt_fru__1,8.4524714601
crp__wt_glyc__1,8.1073065584
crp__wt_glyc__2,8.1605872385
crp__delar1_glyc__1,5.4561292979000005
crp__delar1_glyc__2,5.0179478086
crp__delar1ar2_glyc__1,7.5959599739
crp__delar1ar2_glyc__2,7.3570963722
crp__delar1ar2_glyc__3,7.5225277806
crp__delar2_glyc__1,4.9007491519
crp__delar2_glyc__2,4.6735664727
crp__delar2_glyc__3,5.0292627499
crp__delcrp_fru__1,7.31768581
crp__delcrp_fru__2,7.5745831853
crp__delcrp_fru__3,7.1062156729
crp__delcrp_glc__1,7.5823764589
crp__delcrp_glc__2,7.6610036529
crp__delcrp_glc__3,7.4709643143
crp__delcrp_glyc__1,7.5402327254
crp__delcrp_glyc__2,7.3687415153
crp__delcrp_glyc__3,7.397668041
glu__glu_ale3__1,6.7332847572
glu__glu_ale4__1,7.3074267542
glu__glu_ale5__1,8.1350939651
glu__glu_ale6__1,7.6981040491
glu__glu_ale8__1,6.8201518636
glu__glu_ale9__1,6.7570879277
glu__glu_ale10__1,6.3206406833
42c__wt_42c__1,7.5331929991
42c__42c_ale1__1,6.1255357303
42c__42c_ale2__1,7.0935213376
42c__42c_ale3__1,8.1316438639
42c__42c_ale4__1,6.3231356951
42c__42c_ale5__1,8.3155516798
42c__42c_ale6__1,5.7742463467
42c__42c_ale8__1,6.2763944861
42c__42c_ale9__1,7.8366061132
42c__42c_ale10__1,6.2554018889
ssw__wt_ac__1,8.277607475
ssw__wt_glc__1,7.9275039146
ssw__wt_glyc__1,7.6487352700999995
ssw__wt_xyl__1,7.0382683702
ssw__glc_ale1__1,6.2754230333
ssw__glc_ale2__1,6.5544622037
ssw__glc_ale3__1,6.6392489316
ssw__glyc_ale1__1,7.4340849624
ssw__glyc_ale2__1,7.7439002047
ssw__xyl_ale1__1,7.2294877892
ssw__xyl_ale2__1,7.6870984347
ssw__xyl_ale3__1,8.271138197199999
ssw__glc_ac_ac2__1,8.5429402241
ssw__glc_ac_glc1__1,8.2899404307
ssw__glc_ac_glc2__1,6.83353678
ssw__glc_glyc_glc__1,7.352221896
ssw__glc_glyc_glyc__1,7.229406411
ssw__glc_xyl_glc__1,7.0098845969
ssw__glc_xyl_xyl__1,8.6868397674
pgi__glu4_delpgi__1,8.2007159143
pgi__pgi_ale1__1,8.1290644716
pgi__pgi_ale2__1,7.8945529721
pgi__pgi_ale3__1,8.1962188205
pgi__pgi_ale5__1,7.7257400701000005
pgi__pgi_ale6__1,8.3639702966
pgi__pgi_ale7__1,8.1800428583
pgi__pgi_ale8__1,7.8857325967000005
ica__wt_glc__1,8.5146458002
ica__wt_glc__2,8.3332746381
ica__wt_glc__3,8.71008558
ica__wt_glc__4,8.812143474
ica__arg_sbt__1,7.4411121215
ica__arg_sbt__2,7.7501288143
ica__cytd_rib__1,8.1268876785
ica__cytd_rib__2,7.8391702235
ica__gth__1,9.3832803851
ica__gth__2,8.9703254172
ica__leu_glcr__1,8.6666924805
ica__leu_glcr__2,8.5992347355
ica__met_glc__1,8.2200375507
ica__met_glc__2,8.4473332702
ica__no3_anaero__1,6.8120137124
ica__no3_anaero__2,6.5420084821
ica__phe_acgam__1,8.7369998843
ica__phe_acgam__2,8.8671954786
ica__thm_gal__1,8.0856480992
ica__thm_gal__2,8.0590708565
ica__tyr_glcn__1,9.284247049
ica__tyr_glcn__2,9.1278375692
ica__ura_pyr__1,8.7276316136
ica__ura_pyr__2,8.386058281
ica__wt_glc__5,9.031002283
ica__wt_glc__6,9.036984973
ica__bw_delpurR_cytd__1,8.5551554922
ica__bw_delpurR_cytd__2,8.1431815394
ica__ade_glc__1,9.3602453832
ica__ade_glc__2,9.1932225809
ytf__wt_glc__1,7.5737807917
ytf__wt_glc__2,7.3408283639
ytf__delyafC__1,7.1735264738
ytf__delyafC__2,7.2209462322
ytf__delyeiE__1,7.8650306612000005
ytf__delyeiE__2,8.2816638311
ytf__delyiaJ__1,6.8604920537
ytf__delyiaJ__2,6.8949442923
ytf__delyieP__1,7.3351841544
ytf__delyieP__2,7.3938139542
ytf__wt_ph5__1,8.2244786871
ytf__wt_ph5__2,8.3541518544
ytf__wt_ph8__1,9.0318905297
ytf__wt_ph8__2,8.7438636398
ytf__delybaO__1,6.8131407782
ytf__delybaO__2,7.006684762
ytf__delybaQ__1,9.0048932263
ytf__delybaQ__2,8.9500174267
ytf__delybiH__1,6.9539677399
ytf__delybiH__2,6.5971833809
ytf__delydcI_ph5__1,8.4123062976
ytf__delydcI_ph5__2,8.2996478237
ytf__delydcI_ph8__1,8.9394282088
ytf__delydcI_ph8__2,9.17765489
ytf__delyddM__1,9.7619381341
ytf__delyddM__2,9.8880570969
ytf__delyheO__1,7.4152506917
ytf__delyheO__2,7.5606189129
fps__bw_glc__1,9.0442932771
fps__bw_glc__2,9.2630328375
fps__fps_thrA_ale1__1,9.3080360525
fps__fps_thrA_ale1__2,9.2676799114
fps__fps_thrA_ale2__1,8.595741114500001
fps__fps_thrA_ale2__2,8.5944014903
fps__fps_serB_ale1__1,9.1566433395
fps__fps_serB_ale1__2,8.8448398586
fps__fps_serB_ale4__1,8.663398464
fps__fps_serB_ale4__2,8.2936588263
fps__fps_ptsI_ale1__1,8.8008942845
fps__fps_ptsI_ale1__2,8.6480657787
fps__fps_ptsI_ale3__1,8.5232761792
fps__fps_ptsI_ale3__2,8.7839767489
pal__lyx_ale2_f6__1,8.6850185587
pal__lyx_ale2__1,8.8053707077
pal__lyx_ale2__2,8.8130774177
pal__lyx_ale4__1,8.8053707077
pal__lyx_ale4__2,8.8130774177
pal__5drib_ale10_f18__1,8.3517636753
pal__5drib_ale10_f18__2,8.4168588592
pal__5drib_ale10__1,8.5345233794
pal__arab_ale14_f9__1,8.7963656894
pal__arab_ale14_f9__2,8.8198193169
pal__arab_ale14__1,8.8059018143
pal__arab_ale14__2,8.8327152098
pal__arab_ale16__1,8.5174152434
pal__arab_ale16__2,8.559827706
pal__tartr_ale26_f10__1,8.2796699579
pal__tartr_ale26_f10__2,8.1232864643
pal__tartr_ale26__1,8.5103345344
pal__tartr_ale26__2,8.4931556599
pal__tartr_ale28_f10__1,8.2451386858
pal__tartr_ale28_f10__2,8.1870587371
pal__tartr_ale28__1,8.8561432908
pal__tartr_ale28__2,9.236595669
efeU__delmenFentC_citr__1,8.3560470136
efeU__delmenFentC_citr__2,7.6754430743
efeU__delmenFentC__1,8.7450541482
efeU__delmenFentC__2,8.6187060716
efeU__menFentC_ale39__1,6.6303740129
efeU__menFentC_ale39__2,6.3284390919
efeU__menFentC_ale29__1,6.9323087475000005
efeU__menFentC_ale29__2,7.0060051436
efeU__menFentC_ale30__1,8.5378859973
efeU__menFentC_ale30__2,8.2996384325
efeU__menFentCubiC_ale36__1,8.8467419453
efeU__menFentCubiC_ale36__2,8.928126473
efeU__menFentCubiC_ale37__1,9.3388472276
efeU__menFentCubiC_ale37__2,9.4008416542
efeU__menFentCubiC_ale38__1,8.0679012054
efeU__menFentCubiC_ale38__2,8.0993560764
