,BSU01810
M9exp_1,8.0411
M9exp_2,7.9669
M9exp_3,7.724
M9tran_1,7.9062
M9tran_2,8.0417
M9tran_3,7.947999999999999
M9stat_1,8.5708
M9stat_2,8.5147
M9stat_3,8.2197
MG-0.1_1,7.83
MG-0.1_2,7.2352
MG-0.1_3,8.2059
MG-0.2_2,7.5413
MG-0.2_3,8.2764
MG+5_1,8.012
MG+5_2,7.4989
MG+5_3,8.2472
MG+10_1,8.0285
MG+10_2,7.6355
MG+10_3,7.9049
MG+15_1,7.7335
MG+15_2,8.6178
MG+15_3,8.1176
MG+25_1,7.8226
MG+25_2,7.5526
MG+25_3,8.0362
MG+45_1,7.8812
MG+45_2,7.3013
MG+45_3,8.0816
MG+60_2,7.7697
MG+60_3,7.9637
MG+90_2,7.1968
MG+90_3,7.9188
MG+120_1,7.7214
MG+120_2,7.9415
MG+120_3,7.8482
MG+150_1,7.9943
MG+150_3,7.9341
GM-0.1_1,7.6734
GM-0.1_2,7.9802
GM-0.1_3,8.1749
GM-0.2_1,7.9654
GM-0.2_2,8.4529
GM-0.2_3,7.8924
GM+5_1,7.5102
GM+5_2,7.4579
GM+5_3,7.7742
GM+10_2,7.6013
GM+10_3,7.3677
GM+15_1,7.693
GM+15_2,7.9577
GM+15_3,7.8016
GM+25_1,7.9205
GM+25_2,8.0124
GM+25_3,7.9571
GM+45_1,7.7805
GM+45_2,7.1416
GM+45_3,8.0992
GM+60_1,7.6871
GM+60_2,7.4827
GM+60_3,7.8758
GM+90_1,7.7503
GM+90_2,8.2785
GM+90_3,8.1926
GM+120_1,7.8642
GM+120_3,8.5804
GM+150_1,7.974
GM+150_2,7.235
GM+150_3,7.9705
BT_1,8.6317
BT_2,8.267999999999999
B36_1,8.5651
B36_2,8.475
B60_1,8.5823
B60_2,8.8544
S0_1,7.7582
S0_2,7.8621
S0_3,7.8442
S1_1,8.7416
S1_2,8.5261
S1_3,8.6078
S2_1,8.6554
S2_2,8.4782
S2_3,8.2601
S3_1,9.9802
S3_2,10.0531
S4_1,10.667
S4_2,10.2114
S4_3,10.0089
S5_1,10.2734
S5_2,10.8392
S5_3,10.6882
S6_1,9.9687
S6_2,10.6152
S6_3,10.2271
S6/t_1,9.9824
S6/t_2,9.6153
S6_4,9.5367
S6_5,9.7912
S6_6,9.9743
S7_4,10.2319
S7_5,10.2286
S7_6,10.2363
S8_4,9.9286
S8_5,10.0629
G135_1,8.4806
G135_3,7.8955
G150_1,8.3828
G150_2,8.8471
G150_3,8.7198
G180_1,8.7008
G180_2,8.788
G180_3,8.3761
T-5.40H_1,7.931
T-4.40H_1,7.7301
T-3.40H_1,7.6958
T-2.40H_1,7.7289
T-1.40H_1,7.6483
T-1.10H_1,7.7045
T-0.40H_1,7.5218
T0.0H_1,7.5067
T0.30H_1,8.5744
T1.0H_1,8.0464
T1.30H_1,8.4071
T2.0H_1,8.3759
T2.30H_1,8.4342
T3.0H_1,8.2357
T3.30H_1,8.4766
T4.0H_1,8.6
T5.0H_1,8.5777
LBexp_1,8.3227
LBexp_2,8.2466
LBexp_3,8.2078
LBtran_1,9.108
LBtran_2,8.3782
LBtran_3,8.3249
LBstat_1,8.183
LBstat_2,8.0729
LBstat_3,7.9554
LBGexp_1,7.9709
LBGexp_2,8.1445
LBGexp_3,8.1342
LBGtran_2,8.4575
LBGtran_3,8.6453
LBGstat_1,7.9273
LBGstat_2,7.8988
LBGstat_3,8.4532
Mt0_1,8.1768
Mt0_3,8.3317
M0t45_1,8.2195
M0t45_2,8.1221
M0t45_3,8.5434
M0t90_1,8.2793
M0t90_2,8.6677
M0t90_3,8.6564
M40t45_1,8.2619
M40t45_2,9.3811
M40t45_3,8.6379
M40t90_1,8.366
M40t90_2,8.8105
M40t90_3,9.2504
dia0_1,8.0453
dia0_2,8.2693
dia0_3,8.025
dia5_1,8.7193
dia5_2,8.5341
dia5_3,8.1951
dia15_1,8.1787
dia15_2,8.4677
dia15_3,8.0564
C30_1,9.1631
C30_2,8.9797
C90_1,8.7929
C90_2,8.2741
SMM_1,7.8294
SMM_2,7.6737
SMM_3,7.68
Salt_1,7.4273
Salt_2,7.3493
Salt_3,7.3835
M+G_1,8.8526
M+G_2,7.8055
M+G_3,7.8472
Glu_1,8.2868
Glu_2,8.105
Glu_3,8.0407
Fru_1,8.0306
Fru_2,8.2634
Fru_3,7.9937
Mal_1,7.6009
Mal_2,8.0195
Mal_3,7.9413
G+S_2,8.6049
G+S_3,8.8445
Pyr_1,8.6788
Pyr_2,8.6067
Pyr_3,8.6311
Gly_1,7.9347
Gly_2,8.1897
Gly_3,8.1942
Glucon_1,8.4388
Glucon_2,8.3983
Glucon_3,8.353
BI_1,8.2395
BI_2,8.1459
BC_2,11.0311
BC/t_1,9.8246
BC/t_2,10.8861
BC_1,10.0988
Sw_1,9.756
Sw_2,10.3103
BMM_1,7.855
BMM_2,7.8661
BMM_3,7.9374
Heat_1,8.9425
Heat_2,8.5809
Heat_3,8.8425
Cold_1,7.7278
Cold_2,7.7171
Cold_3,7.6983
Etha_1,8.2096
Etha_2,8.3456
Etha_3,8.0811
SMMPr_1,7.6208
SMMPr_2,7.8616
SMMPr_3,7.9631
HiTm_1,8.4115
HiTm_2,8.2701
HiTm_3,8.4727
LoTm_1,8.6036
LoTm_2,8.5393
LoTm_3,8.577
HiOs_1,8.1725
HiOs_2,8.2017
HiOs_3,8.1973
Oxctl_1,8.7287
Oxctl_2,8.1713
Oxctl_3,8.1778
Diami_1,8.0915
Diami_2,8.3239
Diami_3,8.4552
Paraq_1,8.418
Paraq_2,8.3456
Paraq_3,7.6488
H2O2_1,8.015
H2O2_2,8.0968
H2O2_3,8.017000000000001
HPh_1,8.0815
HPh_2,7.7162
HPh_3,8.0674
LPh_1,7.9751
LPh_2,7.9218
LPh_3,8.0996
LPhT_1,8.531
LPhT_2,8.2822
LPhT_3,8.5143
aero_1,8.0111
aero_2,7.6833
aero_3,7.9867
nit_1,8.1503
nit_2,7.9535
nit_3,8.1453
ferm_1,8.266
ferm_2,7.8653
ferm_3,8.3448
