,A,CymR,NsrR,SigA,ResD
S4_2,0.4881216611,-0.6740999999999993,0.17256666666666653,0.13193333333333435,0.827166666666665
S4_3,1.7217919524,-0.894499999999999,0.004466666666665731,0.047933333333334716,0.04816666666666514
S5_1,2.5028040362,-0.5734999999999992,0.18636666666666635,0.45683333333333387,0.6151666666666653
S5_2,2.6813940135000003,-0.4468999999999994,0.3120666666666665,0.6503333333333341,0.8398666666666657
S5_3,3.1550813248,-0.15289999999999893,0.5552666666666664,0.481933333333334,1.1302666666666656
S6_1,4.2528151034,-1.2365999999999993,0.18136666666666557,0.6142333333333347,0.10526666666666529
S6_2,11.6337615112,-3.476799999999999,-1.9519333333333329,1.3135333333333339,-1.9412333333333347
S6_3,5.3547424095,-1.0027999999999988,0.2937666666666665,0.22923333333333495,0.5065666666666662
S6/t_1,6.7511756209,-1.235899999999999,-0.26283333333333303,0.5664333333333342,-0.1331333333333351
S6/t_2,12.7572174578,-4.0686,-2.8052333333333337,0.6799333333333344,-2.7869333333333355
S6_4,5.3512585001,-1.8678999999999988,-0.4792333333333332,0.3513333333333346,-0.05693333333333506
S6_5,4.9844658853,-1.2361999999999984,0.015866666666665807,0.7257333333333342,0.7257666666666651
S6_6,4.5488204146,-0.9825999999999997,0.1969666666666665,0.6137333333333341,0.5585666666666658
S7_4,6.0065331845,-1.1161999999999992,-0.15303333333333313,0.3621333333333343,0.18396666666666484
S7_5,6.4580793521,-1.2520999999999987,-0.5210333333333335,0.23643333333333416,-0.039433333333334986
S7_6,7.2553461745,-1.2308999999999983,-0.2612333333333332,0.17803333333333526,0.3928666666666647
S8_4,7.0343418964,-1.7523,-0.7707333333333342,-0.31886666666666486,0.1433666666666653
S8_5,11.4562985113,-2.385299999999999,-1.5712333333333337,0.25853333333333417,-1.5527333333333342
G135_1,2.0427961344,0.5555000000000003,-1.837533333333333,1.0403333333333347,1.878266666666665
G135_3,8.8767334466,-1.5111999999999988,-3.515533333333334,-0.5351666666666652,-0.6657333333333337
G150_1,3.2526206291,0.2735000000000003,-2.059433333333333,0.06003333333333494,1.1835666666666658
G150_2,1.4363723162,0.7608000000000015,-1.4597333333333342,0.8795333333333346,1.4527666666666654
G150_3,1.66469004,0.5688000000000013,-2.034433333333334,0.7559333333333349,1.5013666666666659
G180_1,3.1374721043,0.7044000000000015,-1.7573333333333334,0.8065333333333342,0.8131666666666657
G180_2,1.2023328179,1.0908000000000015,-1.552433333333333,1.140833333333335,1.3491666666666653
G180_3,5.2315669458,-0.6185999999999989,-2.509333333333334,0.016233333333333988,0.0609666666666655
C30_1,6.5313968484,-0.14849999999999852,-1.0153333333333343,0.45133333333333425,-0.8514333333333344
C30_2,6.1060729205,-0.005499999999999616,-0.8791333333333338,0.4866333333333337,-0.5663333333333345
C90_1,3.5566882685,-1.052299999999999,-0.5015333333333327,0.4576333333333338,-0.5296333333333347
C90_2,-0.5784848978,-0.6100999999999992,-0.20223333333333393,0.5262333333333338,-0.23653333333333393
BI_1,3.3049944206,-0.037299999999998334,0.20846666666666636,0.5050333333333352,2.1836666666666655
BI_2,3.5887918819999998,0.11050000000000004,0.2008666666666663,0.7180333333333344,2.419066666666666
BC_2,-1.246265074,-0.10929999999999929,1.0743666666666662,1.096633333333335,1.5594666666666654
BC/t_1,1.853391279,-1.006499999999999,0.43826666666666725,0.9815333333333349,1.1348666666666656
BC/t_2,3.713032584,-0.13179999999999836,0.8505666666666656,1.0916333333333341,1.2644666666666655
BC_1,0.804815893,-0.9829999999999988,0.6249666666666656,0.5115333333333343,1.1981666666666655
Sw_1,0.9996932580000001,-1.3824999999999985,0.07166666666666721,1.045933333333334,0.760466666666666
Sw_2,0.7982595331,-0.5404999999999998,0.48476666666666723,1.047833333333335,1.3834666666666653
BT_1,24.1263094063,-2.3697,-1.5217333333333336,0.5767333333333351,1.211366666666665
BT_2,23.8987288893,-3.063699999999999,-2.105033333333333,-0.033466666666665645,0.6436666666666646
B36_1,36.5939394923,-0.4864999999999995,-0.897333333333334,0.09323333333333395,1.2915666666666663
B36_2,35.554996796,-0.5177999999999994,-0.7213333333333338,-0.2855666666666661,0.8126666666666651
B60_1,30.8499362988,-0.10169999999999924,-0.2521333333333331,-0.8806666666666647,0.861466666666665
B60_2,30.2389906458,-0.06849999999999845,0.19046666666666567,-1.417866666666665,0.30886666666666507
M9exp_1,-0.9110417040000001,0.3523000000000014,0.29616666666666625,0.45003333333333373,0.30806666666666516
M9exp_2,0.2647518122,-0.164299999999999,-0.013733333333332709,0.04283333333333417,-0.12773333333333525
M9exp_3,0.6462898917000001,-0.18799999999999883,-0.28243333333333354,-0.4928666666666661,-0.18033333333333523
M9tran_1,1.6237520249,-0.6158999999999999,-0.10623333333333385,-0.5197666666666656,1.1054666666666648
M9tran_2,1.0744752275,-0.5452999999999992,-0.1489333333333338,-0.4929666666666659,1.3740666666666659
M9tran_3,0.1816103785,-0.1612999999999989,0.2481666666666662,-0.28266666666666573,0.24056666666666615
M9stat_1,6.5106911687,-1.8575,-1.4683333333333337,-2.3677666666666664,-0.8492333333333342
M9stat_2,8.2997326671,-1.8775999999999993,-1.495633333333334,-2.5926666666666662,-0.886233333333335
M9stat_3,7.8348050341,-1.915099999999999,-1.7039333333333335,-2.8581666666666656,-1.1242333333333345
M+G_1,4.5905180226999995,-0.5867999999999984,-0.8145333333333333,-0.26516666666666566,0.6536666666666662
M+G_2,2.140157081,-0.3017999999999983,-0.13443333333333385,-0.06986666666666608,0.38606666666666456
M+G_3,0.9902186832000001,-0.48769999999999847,-0.08123333333333349,0.020233333333335324,0.3574666666666655
Glu_1,-0.12329701330000001,0.48910000000000053,0.11776666666666635,0.03853333333333531,0.2965666666666653
Glu_2,0.7681113194,0.11120000000000019,-0.16073333333333295,0.14113333333333422,0.27376666666666516
Glu_3,0.4399527492,0.1828000000000003,0.01146666666666718,0.2310333333333343,0.3125666666666653
Fru_1,5.6773330051,-0.09729999999999883,-0.49233333333333285,0.5758333333333336,0.5732666666666653
Fru_2,0.2305655238,0.11960000000000015,0.17606666666666726,0.6035333333333348,0.6024666666666647
Fru_3,1.8741568488,-0.28919999999999924,-0.3831333333333333,-0.3261666666666656,-0.20053333333333434
Mal_1,3.2865402449,-1.623099999999999,-1.3175333333333334,-0.0330666666666648,0.8788666666666654
Mal_2,2.226676445,-0.787799999999999,-0.7260333333333335,0.14333333333333442,0.8860666666666663
Mal_3,1.4417155048999999,-0.5925999999999991,-0.5317333333333334,-0.0349666666666657,1.3425666666666647
G+S_2,-0.4747637255,-0.4780999999999995,-0.39853333333333296,0.4199333333333346,0.3295666666666648
G+S_3,0.2788665531,-0.33419999999999916,-0.141233333333334,0.19643333333333501,0.7708666666666648
Pyr_1,2.1960517778,-1.0123999999999995,-0.4114333333333331,-1.0976666666666652,-0.33593333333333497
Pyr_2,0.5527403238,-0.3849999999999998,0.04826666666666668,0.054233333333334244,-0.0059333333333349
Pyr_3,1.65143178,-0.7189999999999994,-0.2028333333333343,-0.48926666666666563,0.11096666666666621
Gly_1,5.2867640832,-1.9480999999999984,-1.7013333333333343,-0.9769666666666659,-0.39993333333333503
Gly_2,2.747511654,-1.546199999999999,-1.0439333333333334,0.18693333333333406,0.3626666666666658
Gly_3,7.198719695,-2.9232999999999993,-2.544833333333333,-1.3730666666666664,-1.347333333333335
Glucon_1,4.4488747823,-0.8185999999999982,-0.8745333333333338,-0.7808666666666664,-0.20113333333333472
Glucon_2,2.5851884097999998,-0.30519999999999925,-0.4614333333333338,-0.4182666666666659,0.05986666666666629
Glucon_3,8.4025528259,-1.4614999999999991,-1.1365333333333343,-1.2729666666666652,-0.3563333333333354
aero_1,-2.6051169575,0.4062000000000001,0.6442666666666668,0.621733333333335,0.07216666666666605
aero_2,0.49812363330000003,-0.8346,-0.3821333333333339,-0.41626666666666523,-0.8179333333333343
aero_3,-3.668790892,-0.07279999999999909,0.6509666666666671,0.5514333333333337,0.652966666666666
nit_1,16.3222520419,0.1247000000000007,0.23676666666666613,0.05373333333333363,2.404466666666666
nit_2,15.6216291144,0.19840000000000124,0.6043666666666656,0.0560333333333336,2.6375666666666646
nit_3,14.8565343014,-0.1590999999999987,0.36856666666666626,-0.2976666666666663,2.3323666666666654
ferm_1,-4.4253352289,-0.26789999999999914,0.0429666666666666,-0.18116666666666603,2.291766666666666
ferm_2,-2.1819991501000002,-0.07019999999999982,0.04796666666666738,-0.039966666666666484,2.4161666666666655
ferm_3,-0.9128432146000001,0.6249000000000002,0.5917666666666666,0.592433333333334,2.696366666666666
T-5.40H_1,-1.4040321983,0.7903000000000002,0.7928666666666668,0.28563333333333496,0.49166666666666536
T-4.40H_1,-0.5497460771,0.5145,0.7248666666666672,0.4948333333333341,0.28286666666666527
T-3.40H_1,-0.31085957670000003,0.3412000000000006,0.5867666666666658,0.22873333333333434,0.08416666666666472
T-2.40H_1,-0.2403647878,-0.08569999999999922,0.3825666666666656,0.07293333333333507,0.06976666666666453
T-1.40H_1,0.5861980898,-0.17109999999999914,0.3744666666666667,0.046833333333333727,0.0004666666666661712
T-1.10H_1,0.2255465332,-0.15009999999999835,0.274166666666666,0.19213333333333438,0.38666666666666494
T-0.40H_1,-0.0521180658,0.22440000000000104,0.4995666666666665,-0.304666666666666,0.0952666666666655
T0.0H_1,1.5415115134000001,-0.38159999999999883,0.19406666666666617,-0.3593666666666664,0.3140666666666654
T0.30H_1,4.9755835709,-1.2288999999999994,-0.7507333333333328,-1.011966666666666,0.20956666666666557
T1.0H_1,5.3748383636,-1.2439999999999998,-0.9597333333333342,-1.1535666666666664,-0.31033333333333424
T1.30H_1,6.2154448523,-1.4768999999999988,-0.8687333333333331,-1.281466666666665,-0.31853333333333467
T2.0H_1,6.1847187298,-1.4913999999999987,-0.8976333333333333,-1.3330666666666655,-0.30993333333333517
T2.30H_1,3.1908405202,-0.5864999999999991,0.07026666666666692,-0.7498666666666658,0.41926666666666534
T3.0H_1,3.6226017442,-0.7159999999999993,-0.1655333333333342,-1.1512666666666664,-0.042033333333334255
T3.30H_1,3.7526609282,-0.2823999999999991,0.05986666666666629,-1.281066666666666,0.24836666666666574
T4.0H_1,2.2452700872,-0.3374999999999986,0.24666666666666615,-1.7384666666666657,0.22656666666666503
T5.0H_1,4.0021757139,-0.8756999999999984,-0.40053333333333363,-2.076466666666665,-0.5498333333333338
HPh_1,0.5495661416000001,0.43900000000000006,0.20076666666666654,0.5045333333333346,-0.25003333333333444
HPh_2,-0.7109100126,0.19740000000000002,0.1383666666666663,0.39183333333333437,-0.49533333333333474
HPh_3,1.0808592185,0.13060000000000116,0.27346666666666586,0.49003333333333465,-0.3665333333333347
LPh_1,0.3902688294,0.20770000000000088,-0.06323333333333281,0.5711333333333339,-0.26383333333333425
LPh_2,-2.2916829125,0.6987000000000005,0.4326666666666661,1.1716333333333342,0.4135666666666662
LPh_3,0.7616207328,0.21200000000000152,-0.06633333333333269,0.6312333333333342,0.014266666666665984
LPhT_1,1.5469677516,-0.022299999999999542,-0.2532333333333341,-0.222766666666665,0.7157666666666653
LPhT_2,0.8090544382,-0.2962999999999987,-0.470933333333333,-0.3203666666666649,0.9016666666666655
LPhT_3,0.1617067913,-0.12469999999999892,-0.422133333333333,-0.1312666666666651,1.4190666666666658
SMMPr_1,0.48927409310000003,-0.4300999999999995,0.06746666666666634,0.5559333333333338,0.16336666666666488
SMMPr_2,1.6493464737,-0.3083999999999989,-0.12423333333333275,0.5471333333333348,0.41586666666666616
SMMPr_3,0.8131393923,-0.45539999999999914,-0.0029333333333330103,0.5252333333333343,0.6987666666666659
HiTm_1,0.27820594400000004,-0.9145999999999983,-2.8357333333333337,0.626733333333334,0.32026666666666515
HiTm_2,0.1148585498,0.14740000000000109,-1.043333333333333,-0.18026666666666635,0.5917666666666648
HiTm_3,2.1912323356,0.020800000000001262,-0.691533333333334,0.09953333333333525,0.5758666666666645
LoTm_1,-1.7351912258,0.18480000000000096,0.21066666666666656,-1.1258666666666652,0.011166666666666103
LoTm_2,-0.10359174380000001,-0.33729999999999905,0.004766666666666808,-1.263166666666665,-0.21243333333333503
LoTm_3,-0.6575940656,-0.24189999999999934,-0.09213333333333296,-1.2358666666666647,-0.20853333333333524
HiOs_1,1.4959533557,0.13760000000000083,0.297366666666667,-0.2702666666666662,-0.07983333333333498
HiOs_2,1.614123491,-0.31539999999999857,0.15956666666666663,-0.3356666666666648,-0.4288333333333352
HiOs_3,1.5575585794,-0.14250000000000007,0.11836666666666673,-0.21426666666666527,-0.3220333333333354
BMM_1,-0.7768952494,-0.02779999999999916,-0.26693333333333413,-0.04176666666666584,-0.2550333333333352
BMM_2,0.094716565,-0.13339999999999996,-0.46683333333333366,-0.17106666666666648,-0.5490333333333339
BMM_3,0.2921180215,-0.2839999999999989,-0.3749333333333329,0.05463333333333509,-0.744133333333334
Heat_1,1.0498728714,0.7620000000000005,-0.3350333333333335,-0.258166666666666,0.09756666666666547
Heat_2,1.276500777,0.42520000000000024,-0.8466333333333331,-0.49306666666666565,0.01866666666666461
Heat_3,4.1765494368,-0.1860999999999997,-0.9567333333333341,-0.5707666666666658,-0.30283333333333395
Cold_1,3.3088112225,1.6015000000000015,1.4743666666666666,1.328733333333334,-0.04773333333333518
Cold_2,6.9601689194,1.1386000000000003,1.0017666666666667,0.6937333333333342,-1.1254333333333353
Cold_3,8.2302982316,0.1440999999999999,0.4331666666666667,0.26473333333333393,-1.600833333333334
Etha_1,6.2814112687,-0.7475999999999985,2.539766666666667,-0.6342666666666652,-0.5856333333333339
Etha_2,8.3692854182,-1.4863,1.681966666666666,-0.7672666666666661,-1.5202333333333353
Etha_3,6.6130968048,-0.7604999999999986,2.296566666666667,-0.5228666666666655,-0.8791333333333338
SMM_1,0.9697522517,-0.24569999999999936,0.033966666666666256,0.013633333333334718,0.11816666666666542
SMM_2,0.3431681057,-0.28389999999999915,-0.04283333333333417,-0.07516666666666616,0.0018666666666646847
SMM_3,-0.1188855817,-0.2641999999999989,-0.10833333333333428,0.03293333333333415,-0.14353333333333396
Salt_1,4.2734163898,0.24710000000000143,-0.09083333333333421,-0.010366666666666191,-1.0174333333333347
Salt_2,4.7442728078,0.017300000000000537,-0.3074333333333339,-0.16296666666666582,-1.1437333333333353
Salt_3,4.5640811929,0.14310000000000045,-0.19713333333333338,0.09823333333333473,-0.9516333333333353
Mt0_1,-1.1763740385,0.2696000000000005,-0.9429333333333343,0.6742333333333352,0.44876666666666587
Mt0_3,-1.8221994476,0.5456000000000003,-0.7106333333333339,0.5918333333333337,1.1013666666666655
M0t45_1,0.3809517967,-0.4512999999999998,-0.4703333333333326,0.6627333333333336,2.1870666666666647
M0t45_2,-3.9101997376,-0.0345999999999993,-0.8514333333333326,0.6930333333333341,0.49916666666666565
M0t45_3,-1.3013005652,0.08260000000000112,-0.26633333333333375,0.7735333333333347,2.6207666666666647
M0t90_1,3.1904520811,-2.195499999999999,-1.250633333333333,-0.8367666666666658,1.8863666666666656
M0t90_2,-2.5773184524,-0.31729999999999947,0.007466666666665844,0.2521333333333349,3.048566666666666
M0t90_3,0.5826693639,-1.5366,-0.3369333333333344,-0.17586666666666595,2.2900666666666663
M40t45_1,1.5016069121,-0.8878999999999984,-1.0298333333333343,0.15093333333333447,2.1012666666666657
M40t45_2,-0.4352322786,-1.4606999999999992,-0.3945333333333334,0.5476333333333336,0.9585666666666661
M40t45_3,-1.8448302904,0.16850000000000165,0.09326666666666661,0.6054333333333339,2.6939666666666646
M40t90_1,1.6179229058,-1.9797999999999991,-1.2572333333333336,-0.4538666666666664,2.053466666666665
M40t90_2,-1.850126424,-0.7142999999999997,-0.4192333333333327,-0.385866666666665,2.7614666666666654
M40t90_3,-0.5193537626,-1.3073999999999995,-0.5535333333333341,0.10243333333333382,2.405666666666665
dia0_1,-1.2043429111,0.09330000000000105,-1.1978333333333335,0.20543333333333358,0.7226666666666652
dia0_2,-2.5556325182,0.3769000000000009,-0.8113333333333337,0.3444333333333347,0.9695666666666654
dia0_3,-5.2331598824,0.6971000000000007,-0.4263333333333339,0.7850333333333346,1.5717666666666652
dia5_1,-0.9719071971000001,-0.5292999999999992,0.024566666666666848,-1.0404666666666653,1.0305666666666653
dia5_2,0.8701290761,0.053300000000000125,0.25666666666666593,-1.036366666666666,0.6408666666666658
dia5_3,0.9688181195000001,0.2201000000000004,0.36836666666666673,-0.8109666666666655,0.6279666666666657
dia15_1,-3.232590713,0.9984000000000002,1.0358666666666672,0.1478333333333346,1.3369666666666653
dia15_2,-1.8603830833,1.3078000000000003,1.0558666666666667,0.9208333333333343,0.6304666666666652
dia15_3,2.6797634872,0.33309999999999995,0.06386666666666585,-0.268066666666666,-1.1838333333333342
Diami_1,2.0549179952,-0.8676999999999992,-0.09263333333333357,-1.1459666666666664,-0.3638333333333339
Diami_2,-1.3174785891,-0.3141999999999996,0.6610666666666667,-0.5841666666666647,0.21656666666666524
Diami_3,1.6066195315,-0.3178000000000001,0.3014666666666663,-0.6146666666666665,0.0714666666666659
Paraq_1,1.6578084034,0.06420000000000137,-0.7170333333333332,0.7408333333333346,0.6388666666666651
Paraq_2,-1.8299155732,0.8293000000000017,-0.47353333333333403,0.9730333333333352,0.9879666666666651
Paraq_3,5.0566606682,-0.9874999999999989,-1.8236333333333334,-0.43976666666666553,-0.5942333333333352
H2O2_1,2.2693410918,0.2614000000000001,-0.8385333333333342,0.4620333333333342,0.9364666666666661
H2O2_2,1.4645532146,0.7215000000000007,-0.5530333333333335,0.6901333333333337,1.1451666666666647
H2O2_3,3.059432923,0.5725000000000016,-0.7673333333333332,0.42723333333333535,0.8574666666666655
Oxctl_1,4.0866101139,-0.12569999999999837,-1.6431333333333331,0.36833333333333407,0.5094666666666647
Oxctl_2,2.7822983043000002,-0.16199999999999903,-1.494133333333334,0.2219333333333342,0.3186666666666653
Oxctl_3,-1.0758123853,0.5257000000000005,-0.9019333333333339,0.9864333333333342,0.9771666666666654
GM-0.1_1,1.4818785435000001,-0.47219999999999906,-0.20023333333333326,-0.07256666666666511,-0.03763333333333385
GM-0.2_1,5.2026279982,-0.5553999999999988,-0.1888333333333332,-0.11566666666666592,-0.12883333333333447
GM+5_1,1.9292099475,-0.42709999999999937,-0.16023333333333412,-0.12016666666666609,-0.22453333333333525
GM+15_1,1.4739027664,-0.16849999999999987,0.11176666666666613,0.040033333333335364,0.21926666666666605
GM+25_1,-0.38997879900000004,0.47520000000000095,0.35996666666666677,0.3367333333333349,0.27206666666666557
GM+45_1,0.4801262329,0.2392000000000003,0.3372666666666664,0.32523333333333504,0.23826666666666618
GM+60_1,0.5567129080000001,0.1828000000000003,0.12526666666666664,0.4418333333333351,0.04266666666666552
GM+90_1,1.7177555145,0.21230000000000082,0.38576666666666704,0.3171333333333344,0.24006666666666554
GM+120_1,8.2514447621,-0.8996999999999993,-0.33793333333333386,-0.6702666666666648,-0.7536333333333349
GM+150_1,1.9459932004,-0.3739999999999988,0.03756666666666675,-0.09006666666666518,-0.32553333333333434
GM-0.1_2,-0.32676364220000004,0.08680000000000021,-0.25833333333333286,0.26043333333333507,0.04236666666666622
GM-0.2_2,2.0021952397,0.24380000000000024,-0.2864333333333331,0.37923333333333353,0.2293666666666656
GM+5_2,-0.3263135243,0.04940000000000033,-0.2344333333333335,-0.013666666666665606,0.3100666666666658
GM+10_2,1.2519398635,-0.12909999999999933,-0.21463333333333345,0.05173333333333474,0.22286666666666477
GM+15_2,3.7032441031000003,-0.1352999999999991,-0.30203333333333404,-0.19186666666666596,0.011666666666664938
GM+25_2,3.4201082867,0.13580000000000148,-0.052233333333333576,0.000433333333335284,-0.23373333333333512
GM+45_2,3.4514113139,-0.9139999999999997,-0.7682333333333329,-0.4550666666666654,-1.0210333333333352
GM+60_2,5.068513086,-0.6806999999999999,-0.7498333333333331,-0.6092666666666648,-1.076733333333335
GM+90_2,2.9308212325,-0.03669999999999973,0.22086666666666588,0.28073333333333395,-0.21593333333333398
GM+150_2,2.2658616194,-0.6484999999999985,-0.727033333333333,-0.7810666666666659,1.7800666666666647
GM-0.1_3,1.538839823,-0.07769999999999833,0.14736666666666665,-0.057266666666665245,-0.019933333333334247
GM-0.2_3,-0.24587576900000002,-0.0026999999999990365,0.06606666666666605,0.06363333333333365,-0.3258333333333354
GM+5_3,0.1707118393,0.2868000000000013,0.36776666666666635,0.09503333333333508,-0.011733333333333817
GM+10_3,3.1972768959,-1.1349999999999998,-0.8079333333333327,-0.7991666666666664,-1.1859333333333346
GM+15_3,2.6344764133,-0.31379999999999875,0.1934666666666658,-0.1754666666666651,-0.3806333333333338
GM+25_3,4.8945637891,-0.6929999999999996,-0.1033333333333335,-0.33346666666666636,-0.810433333333334
GM+45_3,6.9357859053,-0.6645999999999983,-0.3547333333333338,-0.6200666666666663,-0.898833333333334
GM+60_3,5.7896206266,-0.9680999999999997,-0.5024333333333342,-0.5594666666666654,-1.087433333333335
GM+90_3,4.4326334268,-0.18269999999999875,-0.6295333333333328,-0.051366666666664784,-0.3539333333333339
GM+120_3,5.8820408121,-0.5189999999999984,-0.14263333333333428,-0.001966666666666228,-0.431633333333334
GM+150_3,1.0804169842,0.037200000000000344,-0.16123333333333356,0.006733333333334812,0.04636666666666578
MG-0.1_1,2.7279378369,-0.09089999999999954,-0.38193333333333435,0.11073333333333402,0.9635666666666651
MG+5_1,4.8333043569,-0.34909999999999997,-0.3644333333333343,0.12543333333333528,0.5110666666666663
MG+10_1,4.5267216286,0.4900000000000002,-0.061633333333332985,0.4738333333333351,0.6859666666666655
MG+15_1,4.8756559408,-0.4819999999999993,-0.638933333333334,-0.37076666666666647,-0.4107333333333347
MG+25_1,1.2721817052,-0.021199999999998553,-0.2056333333333331,0.26933333333333387,-0.11013333333333541
MG+45_1,2.1558555678,-0.3422999999999998,-0.13253333333333295,0.04903333333333393,0.03446666666666509
MG+120_1,3.0942964852,-1.2248999999999999,-0.6109333333333336,-0.39686666666666603,-1.2561333333333344
MG+150_1,1.3068551757,-0.06509999999999927,-0.1923333333333339,-0.2510666666666648,0.08096666666666508
MG-0.1_2,3.534593376,-1.0053,-1.1738333333333344,-0.6843666666666657,0.21206666666666507
MG-0.2_2,2.5303165175,-0.3390999999999984,-0.6509333333333327,-0.14826666666666632,0.7294666666666654
MG+5_2,3.1623203664,-0.3036999999999992,-0.691533333333334,-0.1624666666666652,0.27266666666666595
MG+10_2,4.6262739479,-0.01249999999999929,-0.413333333333334,0.2072333333333347,0.4110666666666649
MG+15_2,4.3026910259,0.6350000000000016,0.003366666666666518,0.9027333333333338,1.0419666666666654
MG+25_2,3.4273155534,-0.3500999999999994,-0.6569333333333329,-0.15716666666666512,0.03546666666666454
MG+45_2,5.3794863722,-0.7914999999999992,-0.8274333333333335,-0.6668666666666656,-0.4475333333333342
MG+60_2,4.5923654872,-0.23239999999999839,-0.34733333333333327,0.033833333333333826,0.12556666666666594
MG+90_2,1.75117816,-0.793099999999999,-0.6574333333333335,-0.44416666666666593,-0.412133333333335
MG+120_2,-0.1231595095,-0.3332999999999995,0.07686666666666575,-0.06026666666666536,0.05426666666666513
MG-0.1_3,3.037313709,0.5074000000000005,-0.01843333333333419,0.494133333333334,1.8120666666666647
MG-0.2_3,4.3823674874,-0.041799999999998505,-0.43553333333333377,0.16453333333333475,1.079066666666666
MG+5_3,6.0847161424,-0.48109999999999964,-0.9792333333333332,-0.17206666666666592,0.2600666666666651
MG+10_3,8.3864173767,-0.8926999999999996,-1.2831333333333337,-0.29096666666666593,0.10996666666666499
MG+15_3,4.2314608314,0.25650000000000084,-0.37613333333333365,0.29643333333333466,0.931166666666666
MG+25_3,2.7747818136999998,0.3661000000000012,-0.247933333333334,0.1802333333333337,0.5478666666666658
MG+45_3,2.8445163363,0.4992000000000001,0.001866666666666461,0.30753333333333366,1.1502666666666652
MG+60_3,3.7551945025,-0.317499999999999,-0.35843333333333405,-0.14326666666666554,0.2783666666666651
MG+90_3,1.5079647915,0.07850000000000001,-0.17683333333333273,0.1077333333333339,0.39246666666666563
MG+120_3,1.1018382958,-0.5629999999999988,-0.3246333333333329,-0.3436666666666657,-0.1873333333333349
MG+150_3,0.3183053062,-0.07949999999999946,0.2069666666666663,-0.4068666666666658,-0.1760333333333346
