,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,4.625929269271485e-18,0.18813356600036116,3.0,0.0,-0.1265406507,1.0,0.21619133910000002,2.0,-0.0896506884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,2.8455923994999996,1.3308812982723282,3.0,3.0,3.6465122421,4.0,3.5809760345,5.0,1.3092889219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,2.7465516097000005,0.699327174897356,3.0,6.0,2.1680210892,7.0,2.5479282298,8.0,3.5237055101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.761887973883528e-12,0.6276568662368419,21.0,9.0,0.165810165,10.0,0.0214571995,11.0,-0.8576686759000001,12.0,0.4547232747,13.0,-0.4214999243,14.0,-0.6240418171000001,15.0,0.0512128472,16.0,-0.3650843125,17.0,-0.2649307841,18.0,2.0663180128,19.0,0.8071752015,20.0,0.0217416577,21.0,-0.47374660550000003,22.0,-0.11962644230000001,23.0,-0.3834211073,24.0,0.4786105746,25.0,0.45729548540000003,26.0,-0.0343732491,27.0,-0.22907011730000001,28.0,-0.5403142349,29.0,-0.210567148
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,2.688253712309524,0.5623048305520041,21.0,30.0,2.3380321628000003,31.0,3.3571932952,32.0,3.1303782245,33.0,3.4196770386,34.0,3.6533675987,35.0,3.2128390121,36.0,2.3855775408,37.0,2.9492778217,38.0,2.5361569677,39.0,3.1518794985,40.0,3.2071316848,41.0,2.8023306017,42.0,2.2263322463,43.0,2.7395032933,44.0,2.8971168968,45.0,2.2792821382,46.0,2.2950431526,47.0,2.3990712083,48.0,1.6166648153,49.0,2.2178548781,50.0,1.6386178825000002
5,WT_vs_Del_ccpA__THY_None_WT_exponential,1.1564823173178713e-18,0.06152306964610613,3.0,51.0,0.0693729004,52.0,-0.0479393222,53.0,-0.0214335782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,6.0116129536,0.23924048140425888,4.0,54.0,6.361131501,55.0,5.8191743222,56.0,5.942430666,57.0,5.9237153252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,3.469446951953614e-18,0.11837890136924714,4.0,58.0,0.174170227,59.0,-0.048600608000000003,60.0,-0.089799076,61.0,-0.035770543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.36621935260000005,0.16036529966064514,4.0,62.0,0.23021911220000002,63.0,0.29989192600000003,64.0,0.3374073178,65.0,0.5973590544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.1129527733,0.332805058707129,4.0,66.0,0.2255340456,67.0,-0.35600658560000004,68.0,0.425636292,69.0,0.1566473412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.275976622925,0.5877348438661183,4.0,70.0,0.2878014158,71.0,0.165004445,72.0,-0.8763774231,73.0,-0.6803349294000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.850371707708594e-17,0.5366948097584499,6.0,74.0,0.36847333790000003,75.0,0.414482049,76.0,0.5826528181,86.0,-0.1580386332,88.0,-0.4640243247,90.0,-0.7435452471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,0.02748967266666663,0.8947712694956632,6.0,77.0,0.9663739558000001,78.0,0.7048090288000001,79.0,0.8495193001,87.0,-0.7468716952000001,89.0,-0.7643848740000001,91.0,-0.8445076795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.18643657130000002,0.2238785803178018,3.0,80.0,-0.1813363966,82.0,0.0348483473,84.0,-0.4128216646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,1.7662701459,0.18598108594725699,3.0,81.0,1.6083547938,83.0,1.7191880643,85.0,1.9712675796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
