,Value,list
TF,AdeR,
reg_genes,0,[]
comp_genes,52,"['ABUW_2029' 'ABUW_2630' 'ABUW_2601' 'ABUW_2585' 'ABUW_2580' 'ABUW_2599'
 'ABUW_2590' 'ABUW_2579' 'ABUW_2602' 'ABUW_2577' 'pcaK2' 'ABUW_2610'
 'ABUW_2598' 'ABUW_2612' 'ABUW_2617' 'ABUW_2623' 'ABUW_2018' 'uca' 'bccA'
 'ABUW_2622' 'ABUW_2578' 'ABUW_2006' 'ABUW_1352' 'ABUW_2621' 'ABUW_2576'
 'ABUW_2624' 'qseC' 'ABUW_2613' 'ABUW_2618' 'ABUW_2583' 'ABUW_2619'
 'ABUW_2600' 'mumR' 'ABUW_2626' 'ABUW_2007' 'ABUW_2632' 'ABUW_2581'
 'ABUW_2582' 'ABUW_2593' 'ABUW_2616' 'ABUW_2611' 'ABUW_2620' 'ABUW_0259'
 'ABUW_2589' 'ABUW_2595' 'ABUW_2627' 'ABUW_1977' 'ABUW_2028' 'ABUW_2017']"
both_genes,0,['adeA' 'adeC' 'adeB']
reg_genes2,3,
comp_genes2,0,
both_genes2,0,
