,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-1.5872895033333334,0.8808156387056719,3.0,0.0,-2.5006813397,1.0,-1.518050298,2.0,-0.7431368723,,
1,AB0057_PGcoculture__AB ,2.4999997731700585e-11,0.14953855203415403,4.0,3.0,0.021366178200000002,4.0,-0.20482708730000002,5.0,0.1543632486,6.0,0.029097660600000002
2,AB0057_PGcoculture__ABPG,-0.644654462575,0.27328028798592935,4.0,7.0,-0.7125281673,8.0,-0.8825451237,9.0,-0.2508349255,10.0,-0.7327096338
3,AB5075_AZI__AZI_000,0.0,0.2629501930217627,2.0,11.0,0.1859338646,17.0,-0.1859338646,,,,
4,AB5075_AZI__preculture,-2.0772642304,0.08991045085625828,2.0,12.0,-2.1408405199000002,13.0,-2.0136879409,,,,
5,AB5075_AZI__AZI_040,2.8921078420499997,0.05017358678199433,2.0,14.0,2.9275859255,18.0,2.8566297586,,,,
6,AB5075_AZI__AZI_028,1.24887518235,0.019556407911681138,2.0,15.0,1.262703651,19.0,1.2350467137,,,,
7,AB5075_AZI__AZI_003,-0.2917662285,0.19559279401608884,2.0,16.0,-0.4300712195,20.0,-0.15346123750000001,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,-0.8658705717,1.093615589738754,3.0,21.0,-1.2891411261,28.0,0.37611735700000004,29.0,-1.6845879460000002,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,0.0,0.7921904166334609,3.0,22.0,0.904462614,23.0,-0.5706635286,24.0,-0.33379908540000003,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-4.230735234233333,0.611763252201381,3.0,25.0,-3.6984973283,26.0,-4.8990934013,27.0,-4.0946149731,,
11,AB5075_VIR-O_LSO__VIR-O,3.700743415417188e-17,0.6778928794265994,3.0,30.0,-0.08517852170000001,32.0,0.7164566221,34.0,-0.6312781004,,
12,AB5075_VIR-O_LSO__LSO,-0.8147534109999999,1.321357592069277,3.0,31.0,-0.9580438362,33.0,-2.0586258823,35.0,0.5724094855,,
13,AB5075_Zinc__Control,9.25185853854297e-18,0.9054727790980521,3.0,36.0,1.0041745897,37.0,-0.7542895921,38.0,-0.24988499760000002,,
14,AB5075_Zinc__Zinc,-3.8832717292,1.8957095921929226,2.0,39.0,-2.5428026214,40.0,-5.223740837,,,,
15,AB5075_biofilm+abx__planktonic,0.0,1.7703242859321713,3.0,41.0,-1.7932732129,42.0,0.0468269423,44.0,1.7464462706,,
16,AB5075_biofilm+abx__biofilm,-1.8441500623333331,0.724123711004449,3.0,43.0,-2.603753006,45.0,-1.7670161884,46.0,-1.1616809926,,
17,AB5075_biofilm+abx__cip_biofilm,-0.5164912600333335,1.7705640871549941,3.0,47.0,1.5173957176,48.0,-1.3535041834000001,50.0,-1.7133653143,,
18,AB5075_biofilm+abx__tet_biofilm,-0.6625825072,0.6929714831916868,3.0,49.0,-1.4010421642,51.0,-0.5602187083,52.0,-0.026486649100000002,,
19,AB5075_gigAB__kan_gigB,-5.152924920133334,0.9459716676591996,3.0,53.0,-4.8997276187,54.0,-4.3593166697,55.0,-6.199730472,,
20,AB5075_gigAB__gigB,-9.767211646333333,0.2856563266435151,3.0,56.0,-9.4928218311,57.0,-10.062937967,58.0,-9.7458751409,,
21,AB5075_gigAB__kan_gigA,-5.032199057133333,0.09965698175448527,3.0,59.0,-4.9603716526,60.0,-5.1459724536,61.0,-4.9902530652,,
22,AB5075_gigAB__gigA,-8.703838457033333,0.5453055765961045,3.0,62.0,-9.1292664936,63.0,-8.0891090023,64.0,-8.8931398752,,
23,AB5075_gigAB__kan_WT,2.4659735524,0.18270079023619598,3.0,65.0,2.6668225728,66.0,2.4214447666,67.0,2.3096533178,,
24,AB5075_gigAB__WT,0.0,0.6501382391152862,3.0,68.0,0.2246733227,69.0,0.5080028856000001,70.0,-0.7326762083,,
