,BSU11620
M9exp_1,11.9847
M9exp_2,11.4131
M9exp_3,11.2714
M9tran_1,11.0267
M9tran_2,11.2084
M9tran_3,11.5447
M9stat_1,9.2276
M9stat_2,8.7753
M9stat_3,8.7301
MG-0.1_1,11.6387
MG-0.1_2,10.5811
MG-0.1_3,12.1838
MG-0.2_2,11.5461
MG-0.2_3,11.5461
MG+5_1,11.5718
MG+5_2,11.7934
MG+5_3,11.2905
MG+10_1,12.0112
MG+10_2,11.9277
MG+10_3,10.9574
MG+15_1,11.1877
MG+15_2,12.585
MG+15_3,11.9417
MG+25_1,11.7884
MG+25_2,11.4496
MG+25_3,11.932
MG+45_1,11.2383
MG+45_2,11.4453
MG+45_3,12.4372
MG+60_2,11.6765
MG+60_3,11.7772
MG+90_2,11.3198
MG+90_3,11.8276
MG+120_1,10.9717
MG+120_2,11.5068
MG+120_3,11.2213
MG+150_1,11.2619
MG+150_3,11.2018
GM-0.1_1,11.4015
GM-0.1_2,12.0394
GM-0.1_3,11.4008
GM-0.2_1,11.4341
GM-0.2_2,11.9342
GM-0.2_3,11.6185
GM+5_1,11.2478
GM+5_2,11.9214
GM+5_3,12.0014
GM+10_2,11.8159
GM+10_3,10.7667
GM+15_1,11.538
GM+15_2,11.5351
GM+15_3,11.1729
GM+25_1,12.0116
GM+25_2,11.4561
GM+25_3,10.9407
GM+45_1,12.0059
GM+45_2,10.873
GM+45_3,11.0445
GM+60_1,11.9577
GM+60_2,10.7998
GM+60_3,10.8227
GM+90_1,12.0423
GM+90_2,11.8099
GM+90_3,11.2039
GM+120_1,10.9596
GM+120_3,11.0508
GM+150_1,11.2725
GM+150_2,11.0756
GM+150_3,11.6885
BT_1,10.7509
BT_2,10.1074
B36_1,11.0648
B36_2,11.0882
B60_1,10.6307
B60_2,10.4471
S0_1,11.5238
S0_2,11.4174
S0_3,11.4577
S1_1,11.6464
S1_2,11.6906
S1_3,11.4791
S2_1,11.1989
S2_2,11.0017
S2_3,10.9074
S3_1,11.8245
S3_2,11.3896
S4_1,11.6297
S4_2,11.4829
S4_3,10.8392
S5_1,11.6553
S5_2,11.7823
S5_3,11.7675
S6_1,11.097
S6_2,8.574
S6_3,11.0086
S6/t_1,10.7664
S6/t_2,8.3676
S6_4,10.4173
S6_5,11.2605
S6_6,11.3687
S7_4,10.9129
S7_5,10.5765
S7_6,11.0333
S8_4,10.4722
S8_5,9.7781
G135_1,12.2408
G135_3,10.6411
G150_1,12.1186
G150_2,12.2915
G150_3,12.2447
G180_1,11.7921
G180_2,12.3979
G180_3,10.9192
T-5.40H_1,11.8924
T-4.40H_1,11.9123
T-3.40H_1,11.804
T-2.40H_1,11.4314
T-1.40H_1,11.2858
T-1.10H_1,11.2426
T-0.40H_1,11.35
T0.0H_1,11.2559
T0.30H_1,9.9398
T1.0H_1,9.9923
T1.30H_1,9.5845
T2.0H_1,9.442
T2.30H_1,10.1601
T3.0H_1,9.8691
T3.30H_1,10.1562
T4.0H_1,10.0964
T5.0H_1,9.6244
LBexp_1,12.8956
LBexp_2,12.9279
LBexp_3,12.5238
LBtran_1,11.9127
LBtran_2,11.8521
LBtran_3,12.0927
LBstat_1,12.0679
LBstat_2,11.7001
LBstat_3,11.6428
LBGexp_1,12.4687
