,ABUW_0815
SRX3737100,0.1655167422
SRX3737101,-0.43074365130000003
SRX3737103,-0.0596288899
SRX3737104,0.1354584214
SRX3737105,0.0105592631
SRX3737106,0.0199800275
SRX3737107,-0.16599771200000002
SRX3737108,-0.9658600123000001
SRX3737109,-1.0075722624
SRX3737110,0.046756320500000004
SRX3737111,-0.7486214782
Abaum_0017,-0.1012604433
Abaum_0018,0.6289794651
Abaum_0019,0.521224475
Abaum_0020,-0.30035551380000003
Abaum_0021,0.3094330682
Abaum_0022,-0.0320149478
Abaum_0023,0.1012604433
Abaum_0024,-0.3348829541
Abaum_0025,0.3292702591
Abaum_0026,-0.0113059421
SRX3141471,0.18039201430000001
SRX3141472,-0.2160984213
SRX3141473,-0.1507996941
SRX3141474,0.3668981154
SRX3141475,-0.269378756
SRX3141476,-0.0609101024
SRX3141477,-0.0509196993
SRX3141478,-0.3341805138
SRX3141479,-0.11834481820000001
SRX8944518,0.1742324728
SRX8944519,0.0023047278
SRX8944520,-0.3179752964
SRX8944521,-0.0146933953
SRX8944522,0.1437428235
SRX8944523,0.2935597969
SRX5930997,0.43911680700000005
SRX5930998,-0.8964633702
SRX5930999,0.4573465633
SRX5931001,-0.8767184966
SRX5931002,-0.9072226636
SRX4488546,1.5081304443999999
SRX4488547,-0.6357702979000001
SRX4488548,0.6185034634000001
SRX4488549,-0.8723601465
SRX4488550,1.1040454995
SRX4488551,1.026886408
SRX4488552,1.1106212246
SRX4488553,0.3874025183
SRX4488554,0.3234483642
SRX4488555,1.1238142504
SRX4488556,0.3096698014
SRX4488557,0.5248330489
SRX2568047,-1.7616512782
SRX2568048,-2.3872373679
SRX2568049,-2.3178579131
SRX2568050,-0.5809173593
SRX2568051,-0.6437275455
SRX2568052,-0.42630680530000004
SRX2568053,-1.3781824433
SRX2568054,-0.6026574154000001
SRX2568055,-2.1341141457
SRX2568056,-0.36571477760000004
SRX2568057,0.13089316280000002
SRX2568058,-0.2196411456
SRX2568059,-0.7269300541
SRX2568060,-0.46264247680000004
SRX2568061,-0.3746137021
SRX2568062,0.3405326495
SRX2568063,-0.0530063039
SRX2568064,-0.2875263456
Abaum_0001,-0.35858588700000005
Abaum_0002,-0.5036409665
Abaum_0003,-0.3583967899
Abaum_0004,-0.7266919948
Abaum_0005,-0.6510698859
Abaum_0006,-0.5185734862
Abaum_0007,-1.0640109097
Abaum_0008,-0.1041720666
Abaum_0009,-0.24605593020000002
Abaum_0010,-0.0513658798
Abaum_0011,-0.0613610096
Abaum_0012,0.0613610096
Abaum_0013,-0.1548441223
Abaum_0014,-0.1016155094
Abaum_0015,-0.0829677505
Abaum_0016,-0.026356746
ERX1221046,0.0
ERX1221048,0.0
ERX1221049,0.0
ERX1221050,0.0
ERX1221052,0.0
ERX1221053,0.0
ABNM035,0.0191045605
ABNM036,-0.0191045605
ABNM037,0.0475084515
ABNM038,0.5032806195
ABNM041,-0.42706617150000004
ABNM042,-0.5164826885
ABNM019,-0.1862951123
ABNM020,0.1862951123
ABNM021,0.1764783118
ABNM022,0.0653880272
ABNM023,-0.5467721102
ABNM024,-0.9649873996
ABNM025,-0.5764401169
ABNM026,-0.7765763724
ABNM027,-0.1117948188
ABNM028,0.1117948188
ABNM029,-0.1839518427
ABNM030,-0.2992322799
ABNM031,-0.3221482473
ABNM032,-0.3457599051
ABNM033,-0.1356037523
ABNM034,-0.0722405173
ABNM001,0.08319484120000001
ABNM002,-0.08319484120000001
ABNM003,-0.9365304691
ABNM004,0.0001402082
ABNM005,-2.4223755701
ABNM006,-1.3613762105
ABNM007,-1.8230268965
ABNM008,-1.4684249081
ABNM009,-0.9312678628000001
ABNM010,-0.9016935441
ABNM043,-0.03509386
ABNM044,0.03509386
ABNM045,-0.49534183400000004
ABNM046,-0.29053518700000003
ABNM047,1.132027419
ABNM048,1.04155621
ABNM011,0.0127678136
ABNM012,-0.0127678136
ABNM013,0.05199543
ABNM014,0.1422144957
ABNM015,-0.0435565544
ABNM016,-0.0141261184
ABNM017,-0.3137852405
ABNM018,-0.049460736400000004
