,Value,list
TF,QscR,
reg_genes,21,"['phzD1' 'phzF1' 'phzA1' 'phzA2' 'phzG2' 'phzD2' 'phzC1' 'phzB2' 'phzB1'
 'phzE2' 'phzC2' 'phzG1' 'phzF2' 'phzE1']"
comp_genes,0,[]
both_genes,0,['PA1892' 'PA1894' 'PA1895' 'PA1893' 'PA1891' 'PA1896' 'PA1897']
reg_genes2,0,
comp_genes2,7,
both_genes2,0,
