,-0.07234224711221864,-0.04340534826733118,-0.014468449422443727,0.014468449422443727,0.04340534826733118,0.07234224711221864,0.10127914595710609,0.13021604480199356,0.15915294364688098,0.18808984249176847,0.2170267413366559,0.24596364018154332,0.2749005390264308,0.3038374378713183,0.3327743367162057,0.36171123556109314,0.3906481344059806,0.4195850332508681,0.4485219320957556,0.47745883094064295
thresh,-0.08681069653466236,0.08681069653466236,18,,,,,,,,,,,,,,,,,
unreg,1,38,1720,1556,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NarL,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr,0,1,44,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArcA,0,1,43,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp,0,6,213,183,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DpiA and ArcA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DpiA and Crp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NarL and Fnr,0,0,30,29,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NarL and ArcA,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and ArcA,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and Crp,0,1,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArcA and Crp,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarL, Fnr, ArcA, and Crp",0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarL, Fnr, and ArcA",0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, ArcA, and Crp",0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarL, Fnr, and Crp",0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DpiA, ArcA, and Crp",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DpiA, NarL, Fnr, ArcA, and Crp",0,0,0,1,1,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0
unreg_genes,[],[],[],[],[],[],['citT'],[],[],[],[],[],[],[],[],[],[],[],[],[]
NarL_genes,[],[],['ogt' 'yeaR' 'torC'],['yoaG' 'torA' 'ydeP' 'torD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fnr_genes,[],['hmp'],"['katG' 'ssuC' 'xdhC' 'ychO' 'ysgA' 'gnd' 'dppF' 'rplS' 'aspC' 'yibN'
 'garR' 'yffS' 'moaA' 'gadW' 'feoB' 'acrF' 'malP' 'soxR' 'malQ' 'ompX'
 'glnK' 'garD' 'rplT' 'phoU' 'moaC' 'trmD' 'dppD' 'hypB' 'ung' 'cheB'
 'rimM' 'moaB' 'purM' 'ccp' 'moaE' 'mltA' 'ydeJ' 'cheY' 'soxS' 'ssuB'
 'dppB' 'aroP' 'bcsB' 'ycaC']","['purN' 'yecR' 'pykA' 'fes' 'pstB' 'acrE' 'pstA' 'uraA' 'fepE' 'moaD'
 'ravA' 'narL' 'pstC' 'feoC' 'rpsP' 'gapC' 'nac' 'hypC' 'tap' 'pstS'
 'ybdZ' 'amtB' 'cheR' 'cheZ' 'ssuD' 'narX' 'garK' 'pepT' 'dppC' 'garP'
 'ssuA' 'nrdG' 'tar' 'xdhA' 'upp' 'bcsZ' 'entF' 'nfeR' 'glnD' 'yfcZ'
 'garL' 'iraD' 'ygbA' 'cadC' 'ydfO' 'viaA' 'emrK' 'emrY' 'fhlA' 'pitA'
 'ydfZ' 'nrdD' 'zwf' 'xdhB' 'hypE' 'yeiL' 'scpB' 'pdeF' 'hypD' 'argK'
 'scpC']",['ssuE' 'scpA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA_genes,[],['ybfA'],"['rho' 'yieE' 'appC' 'glcE' 'putA' 'rutA' 'lldD' 'glcF' 'rutC' 'igaA'
 'yeiQ' 'pldA' 'oppF' 'ypdA' 'oppD' 'yejG' 'oppB' 'rsd' 'argT' 'betA'
 'appA' 'betB' 'appB' 'folE' 'yigI' 'ybiU' 'ydeA' 'cadA' 'oppC' 'cadB'
 'fadI' 'glcD' 'rutB' 'lldP' 'yhjE' 'rutF' 'phoH' 'argR' 'fadB' 'fadJ'
 'rutG' 'thiC' 'glcA']","['yjiR' 'glcG' 'xthA' 'kgtP' 'icd' 'dsbB' 'sthA' 'lldR' 'potF' 'rstA'
 'betT' 'ynaJ' 'rutE' 'acpP' 'ndk' 'nudE' 'kdpA' 'pepN' 'glcB' 'ssb' 'mqo'
 'oppA' 'yhgE' 'uvrA' 'fadA' 'fadE' 'betI' 'carA' 'ydgC' 'rutD' 'sstT'
 'yfiF' 'cycA' 'pntA']",['yncD'],['yncE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
