,-0.07234224711221864,-0.04340534826733118,-0.014468449422443727,0.014468449422443727,0.04340534826733118,0.07234224711221864,0.10127914595710609,0.13021604480199356,0.15915294364688098,0.18808984249176847,0.2170267413366559,0.24596364018154332,0.2749005390264308,0.3038374378713183,0.3327743367162057,0.36171123556109314,0.3906481344059806,0.4195850332508681,0.4485219320957556,0.47745883094064295
Crp_genes,[],['araG' 'ugpB' 'araH' 'araF' 'lacA' 'chbR'],"['trg' 'srlE' 'raiA' 'chbF' 'rimP' 'tnaA' 'chbG' 'sgbE' 'cas2' 'udp'
 'ulaF' 'rbsK' 'malX' 'mhpA' 'ycdZ' 'galT' 'paaG' 'malI' 'srlR' 'ugpE'
 'speC' 'glgS' 'entD' 'cdd' 'gpsA' 'gutQ' 'csgD' 'glpF' 'idnK' 'paaE'
 'fucR' 'bglB' 'tam' 'idnD' 'dgoT' 'sgcX' 'secB' 'ppdD' 'preA' 'lsrR'
 'paaH' 'mdtF' 'chiP' 'idnO' 'ugpC' 'dadX' 'galK' 'marA' 'cstA' 'uxaB'
 'ampE' 'galM' 'prpC' 'araB' 'rihA' 'agaA' 'yiaK' 'cyaA' 'preT' 'hicB'
 'ompF' 'fecE' 'mazF' 'cirA' 'nagA' 'malG' 'lacI' 'xseA' 'srlD' 'glnL'
 'btsT' 'murQ' 'csgE' 'malY' 'glnA' 'gntP' 'ppiA' 'psuK' 'bglG' 'comR'
 'serC' 'glpR' 'abgR' 'manY' 'entE' 'fucU' 'nusA' 'xylF' 'casE' 'hofN'
 'gabD' 'malK' 'aaeA' 'lacY' 'mtlA' 'chbA' 'ldtB' 'marB' 'yfaE' 'marR'
 'dadA' 'nagE' 'paaB' 'uidB' 'rseB' 'ulaE' 'fecB' 'aroA' 'fucO' 'nanK'
 'trxA' 'tnaB' 'fucK' 'mtlD' 'uidC' 'fepA' 'mokB' 'nanS' 'nagC' 'guaA'
 'rseC' 'araA' 'idnR' 'metK' 'yjhI' 'fecA' 'malF' 'nanT' 'aaeR' 'ulaB'
 'entC' 'arfB' 'ompA' 'nanM' 'manZ' 'rof' 'malM' 'umpH' 'rpsF' 'nanA'
 'araC' 'mhpC' 'fecC' 'rseD' 'casB' 'hupB' 'ykgR' 'yhcH' 'lsrC' 'ebgC'
 'rhaS' 'hupA' 'paaI' 'mhpR' 'nrdB' 'proP' 'rhaB' 'malS' 'araE' 'yjhG'
 'nanC' 'yahN' 'truB' 'idnT' 'sgcC' 'rpoE' 'yjcH' 'guaB' 'nagB' 'dsdA'
 'lsrG' 'xylA' 'nadC' 'nlpE' 'rbsC' 'yhfA' 'nrdA' 'murP' 'galE' 'grpE'
 'casC' 'cytR' 'xylH' 'crp' 'paaC' 'rseA' 'hpt' 'malT' 'aaeX' 'sgbU'
 'yiaL' 'rspA' 'dgoA' 'lsrF' 'narQ' 'lsrK' 'lgoR' 'entB' 'fecD' 'ulaA'
 'rbfA' 'ebgA' 'glpG' 'deoC' 'ulaD' 'rhaR' 'entH' 'mglA' 'ascF' 'mhpE'
 'manX' 'dgoR' 'flhC']","['ulaC' 'ptsI' 'rplI' 'nfuA' 'sbmC' 'ygeW' 'yaeP' 'hflC' 'ntrC' 'dksA'
 'priB' 'srlA' 'lsrD' 'ugpA' 'yeiP' 'gyrA' 'sgcB' 'gutM' 'prpR' 'ptsH'
 'cas1' 'rbsR' 'hflX' 'paaD' 'rbsA' 'prpE' 'mlc' 'deoA' 'zraS' 'rhaA'
 'rpsR' 'gntU' 'mglB' 'rpoH' 'envZ' 'psiE' 'infB' 'yhgH' 'gabP' 'agp'
 'ygcW' 'entA' 'fbaA' 'paaZ' 'sgcR' 'dgoK' 'sgcA' 'zraR' 'aegA' 'sgcE'
 'fiu' 'lacZ' 'glgC' 'prpB' 'deoD' 'lhgO' 'aaeB' 'rpsO' 'casA' 'araJ'
 'patZ' 'ompR' 'pgk' 'prpD' 'hflK' 'sodB' 'csiE' 'glpK' 'cspE' 'pnp'
 'hofB' 'ampD' 'mpl' 'xylE' 'ychH' 'gntK' 'csgF' 'ubiG' 'crr' 'ygeA'
 'glgA' 'mtlR' 'bglF' 'tsx' 'sohB' 'dgoD' 'gapA' 'galP' 'csqR' 'yaeQ'
 'glgP' 'rbsB' 'uxuR' 'glpX' 'lyxK' 'sgcQ' 'mhpB' 'chiQ' 'dsdX' 'mdtE'
 'uxuB' 'fur' 'cspD' 'acs' 'mglC' 'oxyR' 'cpdB' 'nanE' 'fucI' 'ugpQ'
 'xylB' 'chbC' 'uxuA' 'mhpF' 'gabT' 'hfq' 'paaF' 'ascB' 'argG' 'flhD'
 'ybiT' 'epd' 'exuR' 'gcd' 'lgoD' 'psuG' 'hofC' 'yqeF' 'casD' 'agaV'
 'chbB' 'galS' 'plaR' 'hofM' 'ilvB' 'araD' 'fucP' 'rbsD' 'cas3' 'serA'
 'kbaZ' 'yiaN' 'yiaO' 'rspB' 'agaW' 'lsrB' 'srlB' 'malE' 'melR' 'mhpD'
 'xylG' 'modB' 'relA' 'bhsA' 'paaA' 'sgbH' 'yiaM' 'uidA' 'gadC' 'rhaD'
 'feaR' 'gntT' 'lamB' 'hicA' 'actP' 'sfsA' 'deoB' 'paaK' 'paaJ' 'modC'
 'ilvN' 'yjhH' 'dusB' 'mazE' 'nupG' 'csgG' 'lsrA' 'uhpT' 'modA' 'gadB'
 'yeiW' 'fucA' 'aldB']",['feaB' 'pck' 'hofO' 'fis' 'melB'],['melA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
DpiA and ArcA_genes,['appY'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
DpiA and Crp_genes,[],[],['exuT'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
NarL and Fnr_genes,[],[],"['nikD' 'ydhY' 'ccmB' 'narI' 'fdnG' 'ytfE' 'fdnH' 'nikE' 'dmsA' 'napH'
 'nrfA' 'norW' 'fdnI' 'nikR' 'ccmC' 'dmsB' 'nrfB' 'nikA' 'hcp' 'narH'
 'poxB' 'napC' 'ynfE' 'napB' 'dmsC' 'narG' 'ccmA' 'nrfD' 'frdB' 'napF']","['adhE' 'nrfC' 'napA' 'hcr' 'dmsD' 'nikB' 'norV' 'frdA' 'ynfG' 'nrfF'
 'fdhF' 'frdC' 'napG' 'nrfE' 'napD' 'ccmD' 'nrfG' 'ccmH' 'narJ' 'ydhV'
 'narK' 'ccmF' 'frdD' 'ynfF' 'dcuS' 'ccmG' 'ccmE' 'nikC' 'ynfH']",['ydhT' 'ydhW' 'ydhU'],['ydhX'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
NarL and ArcA_genes,[],[],['hyaE' 'hyaD' 'hybB' 'hybE' 'hyaB' 'hybO' 'hybF' 'hybG'],['hybC' 'hyaC' 'hyaF' 'hybA' 'hybD' 'hyaA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fnr and ArcA_genes,[],[],"['msrB' 'feoA' 'arcA' 'cydA' 'tpx' 'rpmC' 'thrA' 'ybdN' 'dcuC' 'fnr'
 'cydB' 'prfA' 'rplB']","['rpsS' 'hemA' 'rpsC' 'ndh' 'iraM' 'rplP' 'rplV' 'rpsQ' 'ymjE' 'rpsJ'
 'rplC' 'dppA' 'rplD' 'puuP' 'rplW' 'puuA' 'prmC' 'ackA']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Fnr and Crp_genes,[],['focB'],"['tdcA' 'tdcF' 'hyfF' 'hyfB' 'ansB' 'rpsI' 'ortT' 'hyfJ' 'pdhR' 'hyfG'
 'gltD' 'gltB' 'gdhA' 'rplM' 'hyfE' 'hyfI']","['gcvH' 'hyfD' 'gcvP' 'gcvT' 'uxaA' 'gltF' 'tdcC' 'tdcD' 'tdcG' 'fixB'
 'aer' 'hyfA' 'hyfR' 'tdcE' 'hyfH' 'uxaC' 'glpT' 'fixA' 'ynfK' 'tdcB'
 'hyfC' 'glpQ' 'fixC' 'hlyE']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA and Crp_genes,[],[],"['glpD' 'dctA' 'gadE' 'gatD' 'acnB' 'treB' 'osmY' 'puuE' 'xylR' 'fadD'
 'rhaT' 'ptsG' 'puuB' 'gatC' 'aceA' 'aceK' 'aceB' 'rmf' 'gatA' 'manA']","['gltA' 'glcC' 'gatZ' 'pncB' 'puuC' 'glpE' 'gatB' 'putP' 'puuR' 'treC'
 'rpoS' 'puuD' 'fadH' 'gatY' 'csiD' 'nupC' 'fadL']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"NarL, Fnr, ArcA, and Crp_genes",[],[],['ompW' 'dcuA'],['focA' 'pflB' 'fumB' 'dcuB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"NarL, Fnr, and ArcA_genes",[],[],['nuoH' 'nuoK' 'nuoJ' 'moeB' 'moeA' 'nuoL' 'nuoA' 'nuoG' 'nuoF' 'nuoE'],['nuoI' 'nuoC' 'cydC' 'nuoM' 'nuoB' 'ubiC' 'cydD' 'ubiA' 'nuoN'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"Fnr, ArcA, and Crp_genes",[],[],"['sdhC' 'sucD' 'sucB' 'sdhD' 'aceE' 'aceF' 'glpA' 'lpd' 'aldA' 'sdhA'
 'cyoB' 'sucA' 'cyoA']","['sucC' 'caiA' 'acnA' 'sodA' 'gadX' 'caiE' 'sdhB' 'fumA' 'cyoC' 'glpB'
 'caiT' 'caiD' 'glpC' 'fumC' 'caiB' 'cyoD' 'caiC' 'gadA' 'cyoE' 'grcA']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"NarL, Fnr, and Crp_genes",[],[],['aspA' 'nirD'],['cysG' 'nirC' 'nirB' 'dcuR'],['caiF'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"DpiA, ArcA, and Crp_genes",[],[],[],['mdh'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"DpiA, NarL, Fnr, ArcA, and Crp_genes",[],[],[],['dpiA'],['dpiB'],[],[],[],['citG'],[],['citF'],['citC' 'citX'],['citE'],[],[],['citD'],[],[],[],[]
