,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,-5.551115123125783e-17,1.141700912554969,3.0,0.0,1.2988128218,6.0,-0.8450972747000001,12.0,-0.4537155471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.18513716893333335,0.48002887431300406,3.0,1.0,0.1532481712,7.0,-0.7345261585,13.0,0.0258664805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.3745715702666667,0.4898052339377533,3.0,2.0,-0.8986896713,8.0,0.071564446,14.0,-0.2965894855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-1.0489838044,0.5618554460109477,3.0,3.0,-0.6864902117,9.0,-1.6962030663,15.0,-0.7642581352000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.7917958649666667,0.8336212755382589,3.0,4.0,-1.5502059798999999,10.0,-0.9259474128,16.0,0.1007657978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.5577104791999999,0.6847373313290335,3.0,5.0,-1.2575000453,11.0,0.1109101034,17.0,-0.5265414957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,7.32349067015,2.7348598669990953,2.0,18.0,9.2573286277,71.0,5.3896527126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-5.086734927599999,2.7300465756940433,3.0,19.0,-6.6420398996,70.0,-1.9344405447000002,205.0,-6.6837243385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-1.04823299715,2.089147878500863,8.0,20.0,-0.1298050541,32.0,-3.4323720704,55.0,-2.9629560756,67.0,-1.1517902261,126.0,-1.9936945703000002,147.0,-2.4932508904,203.0,1.65386852,210.0,2.1241363897,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,2.1460355962333333,0.46418909734004143,3.0,21.0,1.6184802804,34.0,2.4918837095,61.0,2.3277427988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,4.4784831689875,1.034248487038976,8.0,22.0,6.8186139013,104.0,3.7277769367999998,111.0,3.6990705252,133.0,4.3856207238,165.0,3.7529803126,238.0,4.1517232752,265.0,4.3790815661,270.0,4.9129981109,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-4.277161030685714,1.2556588071199408,7.0,23.0,-3.6459836672,56.0,-3.2165777255,82.0,-3.2436970817,118.0,-6.044541893,134.0,-5.3680108896,137.0,-5.3390131657,227.0,-3.0823027921,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,2.2382599099,5.558176814312781,4.0,24.0,-4.5167141669,101.0,2.0233312806,139.0,2.3531706447,149.0,9.0932518812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
