,A,Fnr,DpiA,ArcA,NarL,Crp
ecoli_00275,-1.0479810433,-0.42921199800000004,0.4243236185,0.816333446,-0.3369691675,0.843077653
ecoli_00276,-0.8700083709,-0.379678224,0.21008640750000002,0.838034626,-0.2131863105,0.8884085730000001
ecoli_00277,0.0975874095,-0.403674517,0.6160318335,-0.074172423,-0.19279054950000002,0.348438943
ecoli_00278,1.0821237142,-0.37325750100000005,0.3412427885,-0.09908335700000001,-0.1314762605,0.309908293
ecoli_00279,-0.8941895436,-0.22932395800000002,0.7860313905,0.5844178910000001,0.0488414235,-0.030941686000000003
ecoli_00280,-0.4897472532,-0.033457264,0.7447934685,0.808158746,-0.0588193295,-0.041858422
ecoli_00281,2.0094614375,-0.7301900130000001,-1.0357570015,0.15480885800000002,-1.3161856565,-0.41418928400000005
ecoli_00282,0.5075507945000001,-0.809273511,-0.46899443150000003,0.55781359,-0.9762902215,-0.322180379
ecoli_00283,-0.251130915,-0.557564307,0.2228906495,0.31652371500000004,-0.2913766035,0.482338413
ecoli_00284,0.059383985800000004,-0.55390057,0.0654770025,0.34805157400000003,-0.2493271775,0.519726133
ecoli_00285,0.3540153999,-1.103463808,-0.1077858855,0.169371414,-0.7299638995000001,0.10509646700000001
ecoli_00286,0.4258483523,-0.7432087820000001,-0.1735641035,0.010136641,-0.7226907685,0.09710128400000001
ecoli_00287,0.5525646681,-0.7526202150000001,0.2610191785,0.33839259600000005,-0.1649925865,1.000412783
ecoli_00288,0.9939044036,-0.41916110700000003,0.20027960050000002,0.271971768,-0.3955289275,1.013481493
ecoli_00289,-0.5168884477,-0.609506733,-0.1290016665,-0.21489506600000002,-0.4614789295,0.44647993300000005
ecoli_00290,-0.4065801557,-0.60441007,0.2836340745,-0.033263391,-0.2564717945,0.618285233
ecoli_00291,0.4307967633,-0.43235832,-0.1033099425,0.428926898,-0.0561660795,0.46214110300000005
ecoli_00292,-0.254435862,-0.606702598,0.15784591950000001,0.450352065,-0.0977709825,0.518639853
ecoli_00293,0.0226222534,-0.5499352390000001,0.2404669495,0.6083629190000001,0.0432040395,0.47472340300000004
ecoli_00294,-0.550377098,-0.502872402,-0.0040225745,0.553352198,-0.0254979635,0.429799533
ecoli_00295,1.2551441122,-0.582336814,-0.5913972485,-0.163675489,-0.8959829055,0.026469302
ecoli_00296,0.7793185961,-0.559977896,-0.4004835645,-0.11664080600000001,-0.9659653555000001,0.09906102300000001
ecoli_00297,-0.5538107949000001,-0.600151792,0.0634187475,0.5165691680000001,0.006563358500000001,0.49321258300000004
ecoli_00298,-0.3128311399,-0.536388949,0.25276409450000004,0.559982902,0.20412599850000002,0.508607923
ecoli_00299,0.3765522985,-0.8817682130000001,-0.2366636645,0.13690308,-1.1638198045,0.38566819300000005
ecoli_00300,0.6867058805,-0.867665945,-0.047621102500000005,0.13527434200000002,-1.2477763025,0.362990173
ecoli_00301,1.4770231125,-0.7937296570000001,0.0012230185000000001,0.32555621300000004,-0.6137973695,0.36842613300000004
ecoli_00302,1.3803201105,-1.334528925,-0.0661363115,0.554928426,0.0829422195,0.736125773
ecoli_00303,0.44312307040000004,-0.626396132,0.0245267315,0.6222112750000001,-0.0494158055,0.553279673
ecoli_00304,0.1952473713,-0.590486033,0.2427773555,0.385758567,-0.0662774065,0.42430167300000005
ecoli_00305,-0.300832115,-1.5730570959999999,0.1504797815,0.21714596200000003,0.0309599235,0.904530523
ecoli_00306,-0.4406142073,-1.5773257790000001,0.3349032065,0.31143739,-0.0016961125,0.929254393
ecoli_00307,1.4634914429,-2.032580734,0.2918000915,0.522454143,-0.043633226500000004,0.9289372330000001
ecoli_00308,0.08541966000000001,-2.029661312,0.44061940250000003,0.48432147600000003,0.0596387385,0.9358953230000001
ecoli_00309,2.6975405105,-2.266448492,0.5350622025,0.7122535630000001,0.2125941685,0.8647486830000001
ecoli_00310,3.3080606961,-2.358642473,0.4277133705,0.651048905,0.2025237555,0.829767083
ecoli_00311,1.8456506415,-2.30937575,0.3649402885,1.115899716,0.3216119255,1.000233243
ecoli_00312,1.1616931187,-0.821020288,0.5065195325,0.5338657950000001,0.3095147625,0.9954071830000001
ecoli_00313,0.389351267,-0.544667939,-0.3064769115,0.41800140300000005,0.0021142935,0.503242803
ecoli_00314,0.24270915950000002,-0.530756546,0.3651224635,0.41796379,0.1372844705,0.5733612730000001
ecoli_00315,3.2715703374,-2.548110757,0.1895045645,0.990161956,0.7491145085,0.688985203
ecoli_00316,3.991599053,-2.574525767,0.2658785825,0.9831297560000001,0.6345051145,0.689163233
ecoli_00317,4.4308909347,-2.5041279210000003,0.49519811950000003,0.8927740160000001,0.9392737995,0.566404903
ecoli_00318,4.6332479823,-2.445112978,0.2127140905,0.9872195560000001,1.0102653855,0.587592463
ecoli_00319,0.4148780966,-0.505443239,0.0092114695,0.07436142200000001,-0.1866845735,0.10847917900000001
ecoli_00320,1.3170035225,-0.5051048730000001,-0.1437315815,0.095882301,-0.20458765950000002,0.14360144
ecoli_00321,-0.5738411129000001,-1.639778015,0.5967826025,0.8589243360000001,0.22164052750000002,1.042582673
ecoli_00322,-0.1061697763,-1.525707863,0.6664742815,0.844631216,0.12060501250000001,1.027989663
ecoli_00323,0.3256668742,-0.8089780310000001,-0.20468764050000002,-0.146201738,-1.1792619845,0.09382866100000001
ecoli_00324,0.5988237109,-0.6878140150000001,-0.1392648085,-0.07992882,-1.2122088055,0.13043923
ecoli_00325,0.6571964989,-0.770999387,-0.1606359705,-0.058308609000000004,-1.2092205445,0.057576022000000004
ecoli_00326,-0.3055922331,-0.5165665970000001,0.045722067500000005,0.511779267,-0.7819696075,0.46187418300000005
ecoli_00327,-0.1340204011,-0.49981868,0.3649174575,0.48734367500000003,-0.41918834250000003,0.7723290730000001
ecoli_00328,0.37148230320000003,-1.053543247,0.3399464635,0.55045278,-0.4418706255,0.495795953
ecoli_00329,-0.0829818373,-0.876172555,0.5452123045,0.42652437200000004,-0.3740276255,0.621328373
ecoli_00330,0.3305928185,-1.004410894,0.5432396225,0.41923975900000005,-0.3782253115,0.486348433
ecoli_00331,0.1249001435,-0.9421467330000001,0.3888237335,-0.47258526700000003,-0.7739573245,0.13801763
ecoli_00332,0.0120478757,-1.093086918,0.2084774775,-0.319391246,-0.8888965105000001,0.15520324300000002
ecoli_00333,-0.6042913572,-0.979628476,0.2859960125,-0.407849047,-0.9141537815,0.211227453
ecoli_00334,-0.1930014659,-0.589808277,0.24421260150000001,-0.36088363100000004,-1.1604518145,0.156206473
ecoli_00335,0.8637190057,-1.166562635,-0.6071844615,-0.423750187,-1.5072900635000002,-0.23326590800000002
ecoli_00336,0.1953948812,-0.672576971,-0.1611888435,-0.580132675,-1.4919827405000001,-0.08594182800000001
ecoli_00337,0.1080426549,-1.09189336,0.32112104950000003,-0.432093592,-0.9541385955,0.027939159
ecoli_00338,0.0016334028,-1.139352826,0.18221037750000002,-0.32869141,-1.0521794555,0.095125363
ecoli_00339,0.7640997718,-1.045196496,-0.4177966045,-0.75174328,-1.6118221615000001,-0.186683067
ecoli_00340,0.7639438776,-0.7250733540000001,-0.0559080515,-0.8265227650000001,-1.4187666805,-0.08065952300000001
ecoli_00341,0.8294405761,-0.735836771,-0.4573997285,-1.194452202,-1.5853093894999999,-0.32169368600000003
ecoli_00342,0.7181437316,-0.803938064,-0.5346168235000001,-0.979012392,-1.4801573155,-0.22926116100000002
ecoli_00343,-0.13913607420000002,-1.402755684,0.0653644275,-0.669338697,-1.0670861065,-0.29073972200000003
ecoli_00344,0.1947559785,-1.428067927,-0.0539867215,-0.671754205,-0.9915333705,-0.328630297
ecoli_00345,0.7880855692000001,-1.098697508,0.16938474950000001,-0.809541689,-0.9357440225,-0.103214605
ecoli_00346,0.2879626605,-1.1274932340000001,-0.009966563500000001,-0.808753508,-0.8875884925,-0.05797147800000001
ecoli_00347,0.0576553117,-0.5360552860000001,0.16963210750000002,0.15738168700000002,-0.3760668075,0.20789728300000002
ecoli_00348,-0.1763667874,-0.536045576,0.20275339050000002,0.158383399,-0.38049006350000003,0.288214413
ecoli_00349,0.0575042063,-0.524884001,-0.11310668750000001,0.019257945000000002,-0.9001993245000001,0.16856253300000001
ecoli_00350,0.12504931900000002,-0.48640995000000004,-0.1111085745,0.151773498,-0.7239035175,0.144982372
ecoli_00351,-1.3864556844,-0.446965349,0.9471517945000001,1.017115486,0.0858218905,0.495849313
ecoli_00352,-0.1310694001,-0.467055863,0.2125879785,0.043576312000000006,-0.7092105915,0.08223337900000001
ecoli_00353,0.2187577114,-0.494457847,-0.0709537635,0.044739098000000005,-0.6891163765,0.260077643
ecoli_00354,0.3767278564,-0.541468839,0.0018460565000000002,0.057732437000000005,-0.7073035485,0.110092349
ecoli_00355,0.0369425566,-0.355877681,0.4285835005,0.7317756190000001,0.14320868650000002,0.946417433
ecoli_00356,0.1200251294,-0.371652078,0.3022756245,0.699000876,0.056953975500000004,0.980365153
ecoli_00357,-0.4717756034,-0.330622578,0.4276442905,0.7554666760000001,-0.1039783605,0.9986914830000001
ecoli_00358,-0.3437317864,-0.390185284,0.6657378125,0.7990900860000001,-0.22807424850000002,0.9749593430000001
ecoli_00359,0.074862124,-0.8311115560000001,0.2493147745,0.852278316,-0.10879174350000001,0.830338573
ecoli_00360,-0.0718090604,-0.8662979580000001,0.2358491705,0.908308306,-0.1511696985,0.926503413
ecoli_00361,-0.06819450810000001,-0.770292729,0.2216658755,1.097423036,-0.3593032335,0.8096897230000001
ecoli_00362,-0.4273530468,-0.7893792930000001,0.5014563645,1.1680522660000001,-0.42999641250000004,0.9991721830000001
ecoli_00363,0.32407177730000003,-0.893828944,-0.7363798135,0.38832677600000004,-1.2446789615,-0.219087253
ecoli_00364,0.6006986682000001,-0.8991160770000001,-0.6187723555,0.5281267030000001,-1.3104621935,0.06872793
ecoli_00365,1.7703199153,-1.5575180670000002,-2.2843429505,1.148398166,-0.6316149025000001,0.181883243
ecoli_00366,1.8055631390000002,-1.58392193,-1.1193404915,0.960487886,-0.3341771625,0.46045822300000006
ecoli_00367,1.5655522952,-1.179529736,-0.9477690435,-0.9133811220000001,-2.6131021825,-1.466715649
ecoli_00368,1.8802613281,-1.261389653,-1.1907331975,-0.9972484690000001,-2.5333668405000003,-1.564214307
ecoli_00369,1.1027360155,-0.9119070650000001,-1.1919646025,0.49373369300000003,-2.3783633935,0.10006032100000001
ecoli_00370,0.8333131634000001,-1.133278434,-0.9967807285,0.239644822,-1.9206515735,-0.24440689100000001
ecoli_00371,2.8644446874,-1.653565839,-2.0032690285,0.750131416,-1.4034768095,-0.15585906600000002
ecoli_00372,2.2996181486,-1.832894068,-1.5168670405,1.117783896,-1.0727006215000001,0.12222331400000001
ecoli_00373,2.6881590763,-1.464487794,-1.4189331935,-1.343260479,-2.9774129215,-2.568928611
ecoli_00374,2.597200072,-1.4166246660000001,-1.3448731925000001,-1.375806483,-3.0560450505,-2.37205329
ecoli_00375,0.7815344443000001,-0.46760251500000005,-0.0740847915,0.42521249800000005,-1.8272529995,-0.13952741600000002
ecoli_00376,0.2134126731,-0.569228457,-0.2817079065,0.202579652,-1.6281453685,-0.121563182
ecoli_00377,1.0073307332,-0.7884398340000001,-0.6022626035,-0.996780494,-1.6446397755,-1.138543574
ecoli_00378,0.6526101537,-0.754359556,-0.6325013235,-0.869100763,-1.6024175795,-1.125744815
ecoli_00379,1.0889177009,-0.686895557,-0.9533387345000001,-0.76746688,-2.2186303355,-0.616348749
ecoli_00380,1.1745632672,-0.741423825,-1.3470811125,-0.6975454830000001,-2.2708530125,-0.651084973
ecoli_00381,0.0217955224,-0.60199696,-0.5925499845000001,0.322745916,-1.5982843585,-0.424559634
ecoli_00382,0.5273410186,-0.801525192,-0.5536685425,0.32773048800000004,-1.5207189815,-0.35219075800000005
ecoli_00383,0.7478901389,-0.830792595,-1.0218539205,-0.031158746,-2.0186258885,0.17718560300000002
ecoli_00384,0.5424945297,-0.741680714,-1.2389418155,-0.000146966,-1.8782758075000001,0.253641923
ecoli_00385,1.1651764648,-1.081759613,-1.0080289235,-0.82586124,-2.2702762055,-0.8382274850000001
ecoli_00386,1.2572544992,-1.061934583,-1.1132526175,-0.816201806,-2.4516748775,-0.903455694
ecoli_00387,0.4652503798,-0.775849203,-0.7025761145,0.259412766,-1.3917499185,-0.296102011
ecoli_00388,0.2025229083,-0.853964598,-0.8509090605,0.25472500200000003,-1.6073914875000002,-0.23094071100000002
ecoli_00389,0.059560633700000004,-1.010053522,-0.9095210675000001,-0.464657757,-1.6759964105,-0.708797459
ecoli_00390,0.38890823700000005,-0.9865308030000001,-0.7052941565,-0.20812524200000002,-1.9203096015,-0.968107711
ecoli_00391,1.8707590789,-0.659868235,-0.8621011705,-1.6314585560000001,-2.2605209705,-1.356589447
ecoli_00392,1.4028460017,-0.729364565,-1.3353592404999999,-1.578264933,-2.1954210295,-1.123683673
ecoli_00393,0.6078390927,-0.31695025400000004,-0.4141988635,-0.085024997,-0.6455651495,0.062207968
ecoli_00394,2.2816859016,-0.340003802,-0.6910314805000001,-0.11169243100000001,-0.6768525995,0.01735881
ecoli_00395,0.5150018445,-0.375398277,0.0629040045,-0.12554602,-0.5762783755,0.43556652300000004
ecoli_00396,0.9015841795,-0.34373242200000004,0.06608575750000001,-0.12163840100000001,-0.6036873375,0.40063680300000004
ecoli_00397,-0.6771623067,-0.629555328,1.5774713115,0.147011691,0.39378304550000004,0.37188534300000003
ecoli_00398,-0.5379329311000001,-0.7233255390000001,1.4304186885,0.17322447,0.4017930665,0.35534419300000003
ecoli_00399,1.1455253432,-0.41708877800000005,-0.3348424625,0.59222252,-0.5350687825,0.739618883
ecoli_00400,1.9435873199,-0.416571966,-0.5193852415,0.504056843,-0.4399935325,0.562500333
ecoli_00401,1.4366977339,-0.35677252800000003,-0.35716408250000004,0.22968818400000002,-0.7768702585,0.5847484430000001
ecoli_00402,0.1807594627,-0.5292693580000001,-0.16731556150000002,0.056962728000000004,-0.7295481665,0.18943374300000002
ecoli_00403,-0.3813880464,-1.1714352350000001,0.8897788865,0.39358909999999997,-1.3677582405,-0.071245341
ecoli_00404,0.1966531132,-1.201384863,0.8326492005,0.6512664920000001,-0.6799400215,-0.002275453
ecoli_00405,2.1238948303,-0.6191741980000001,-0.3492524295,0.508200498,-0.7456317545000001,0.515020333
ecoli_00406,0.7369415089,-0.571577828,-0.4155072825,0.554538969,-0.6637240275,0.5286701730000001
ecoli_00407,0.7254869154,-0.722721968,-0.26110106450000004,0.131412035,-0.8143446075,0.349377103
ecoli_00408,0.6609189029,-0.68571509,-0.2701879535,0.113307349,-0.7327369645,0.396319383
ecoli_00409,0.6624947446,-1.597203914,0.8940064595,0.732414381,-0.8433266235,0.286434483
ecoli_00410,0.8023617281000001,-1.099440647,0.6799355395000001,0.397215451,-0.7923595355,0.302318703
ecoli_00411,1.265121969,-0.510796904,-0.5850421845,0.047990289000000005,-0.7568600765,-0.059878781000000006
ecoli_00412,1.3233093894,-0.444346291,-0.7385154855,0.024226647,-0.6745658195,0.027680622000000002
ecoli_00413,1.113286767,-0.445443578,-0.2905225705,-0.16735893200000002,-0.4799404205,-0.154360834
ecoli_00414,0.5116986511,-0.33888177,-0.0826815555,-0.046169952,-0.4385081025,-0.04945323
ecoli_00415,0.0022064650000000003,-0.36460928,0.9488944625,0.000397934,-0.08856976650000001,0.164713793
ecoli_00416,-0.2018186994,-0.5246024060000001,0.8123109745,0.061681656,-0.12219313550000001,0.075804102
ecoli_00417,3.0213844358,-0.6861498490000001,-0.7704265645,0.023464927,-0.47335504850000004,-0.056768665
ecoli_00418,1.0193527461,-0.6402435630000001,-0.5968928155000001,0.08428102900000001,-0.41035295650000003,-0.10699186200000001
ecoli_00419,0.8865461948000001,-0.5045901850000001,-0.1832522815,-0.240669923,-0.3083690125,-0.007091699000000001
ecoli_00420,0.6445422376000001,-0.512467405,-0.21657644850000002,-0.24078269100000002,-0.31723146550000003,-0.044047578000000004
ecoli_00421,0.1072657514,-0.325212596,1.1533910995,0.11352845800000001,0.4310402935,0.07381628
ecoli_00422,0.0872726375,-0.332838362,1.0663849035,0.055647699999999994,0.2820975975,0.140506256
ecoli_00423,-0.1928385644,-0.6325393610000001,-0.5239927505,0.423811033,-0.3300921685,0.119931675
ecoli_00424,-0.2269013067,-0.553225578,-0.7246729295000001,0.36192860400000004,-0.24252976950000002,0.10594186400000001
ecoli_00425,0.9365991782,-0.497033549,-1.0504110385,0.23718312100000002,-0.8644760725,0.057352916000000004
ecoli_00426,1.080417799,-0.42973484100000003,-1.0464022905,0.35780927900000004,-0.7912126085000001,0.174084083
ecoli_00427,-0.1970629927,-0.5066094210000001,-0.06748148450000001,-0.065463742,-0.4892257485,-0.07088768
ecoli_00428,-0.0877665681,-0.476166085,0.06647328450000001,0.0031101880000000003,-0.4169995815,0.028525377
ecoli_00429,0.2565934577,-0.54083384,-0.2719276645,0.024472946000000002,-0.6802163475,0.032825572000000004
ecoli_00430,0.0130342081,-0.542365552,-0.08002830550000001,0.055705313000000006,-0.6042122615000001,0.037217243000000004
ecoli_00431,-0.8433515654,-0.446139218,1.1703948195,0.153475046,-0.2540971175,0.286125693
ecoli_00432,-0.6018450562000001,-0.6800252410000001,1.3246933015,0.383165937,0.1077505785,0.30561196300000004
ecoli_00433,-0.7105847935,-0.6060665230000001,0.9314901055,0.42902198,-0.20135758250000002,-0.027297961000000003
ecoli_00434,0.211089826,-0.6258130630000001,0.8454438065000001,0.47947808100000006,-0.2117078195,-0.086313521
ecoli_00435,0.3980346194,-0.5646101130000001,-0.9698648715,0.40552786700000004,-0.8579470845,0.23749544300000003
ecoli_00436,0.2924834886,-0.5686878670000001,-0.5490507905,0.36391003800000005,-0.8320020885,0.42203483300000005
ecoli_00437,0.3399352835,-0.651898806,-0.4388770785,-0.17456958,-0.9100796795,0.06875389400000001
ecoli_00438,0.1151224249,-0.6178540090000001,-0.35219960650000004,-0.112775311,-0.8913156855000001,0.12083432100000001
ecoli_00439,1.8144576918,-1.029492911,1.1401779465,0.547628596,-0.5701095055000001,-0.035753444
ecoli_00440,1.8247032144,-0.68996751,1.2596133075,0.138707938,-0.5118017245,0.110043497
ecoli_00441,0.4936349826,-0.683328931,-0.6010504955,0.123741612,-0.6838693685,0.129309161
ecoli_00442,0.5528134581,-0.47066650200000004,-0.3876886785,0.148947619,-0.5485812645,0.251086443
ecoli_00443,0.5099072474,-0.720102758,-0.2897103585,-0.194823721,-1.0055411605,-0.022647861000000002
ecoli_00444,0.432335413,-0.757716979,-0.1386587665,-0.207813609,-0.9989605035,-0.007290675000000001
ecoli_00445,0.8202766537,-0.613270037,1.0536388635,0.116287575,-0.7385856815,0.039920518
ecoli_00446,0.5721854501,-0.634533915,1.0848044705,0.30610816900000004,-0.4397113315,0.206041613
ecoli_00447,0.022361235700000003,-1.473940054,-0.1212066665,0.182452148,-0.8010420485,0.426042593
ecoli_00448,0.1104706431,-1.567203776,-0.2492667795,0.05675017500000001,-0.7811465095,0.345369843
ecoli_00449,0.0999457913,-1.124824807,0.0563029835,0.9022052260000001,-0.3802087295,0.413744223
ecoli_00450,0.3226843747,-1.181267665,-0.2012854325,0.805511006,-0.3273251775,0.374689043
ecoli_00451,0.0828008249,-1.3757046910000001,0.035826670500000005,-0.13942209900000002,-0.9761005145,0.208151253
ecoli_00452,0.5489488104,-1.376913207,-0.2332590665,-0.07192016500000001,-0.7803540805,0.291227723
ecoli_00453,0.9779616383,-1.441781878,-0.0020962425,-0.052949313000000005,-0.5638357965,0.35863981300000003
ecoli_00454,0.3483977172,-1.43565696,-0.1722142325,0.362159938,-0.5128694395,0.29102474300000003
ecoli_00455,1.4067934335,-1.529352188,-0.2367458705,-0.189834376,-0.5654890545,0.372321163
ecoli_00456,2.0815767946,-1.4608699120000002,-0.1548013145,0.008173476,-0.4132689665,0.554500683
ecoli_00457,0.9292398262,-1.573940725,-0.1313554745,0.169654342,-0.3804213775,0.729717593
ecoli_00458,1.0709664778,-1.587397541,-0.3473507945,0.06729879400000001,-0.1910178925,0.8032040530000001
ecoli_00459,1.1734143287,-1.610960337,-0.2468140255,0.15616148500000002,-0.4846049565,0.699493633
ecoli_00460,1.2706616296,-1.537168137,-0.0867800775,0.239198092,-0.4006434665,0.8078232030000001
ecoli_00461,9.3972050758,-0.7947728310000001,-0.1955768005,0.8641572160000001,-1.4537137615,0.7253874130000001
ecoli_00462,10.8117798842,-0.711595816,-0.2325086395,0.973083856,-1.1451116345,0.8432000030000001
ecoli_00463,1.9717003009,-1.959879614,-1.1473373475,1.333750346,-0.3820145015,0.45295403300000003
ecoli_00464,2.0116830381,-1.992148699,-0.6309410335,1.312309306,-0.3027732245,0.513648663
ecoli_00465,1.018276506,-0.9138769640000001,-1.2105833825,1.8951162460000002,-1.5646758445,-1.00432669
ecoli_00466,1.2950815678,-0.8770422170000001,-1.3008080805,1.911921266,-1.6569003935,-1.132510871
ecoli_00467,1.4180798289,-1.8100021380000002,-0.5100658695,1.350056986,0.2682209975,0.905930643
ecoli_00468,1.4716723078,-1.911786533,-0.7158763755,1.376970496,0.5264552055,0.882795573
ecoli_00469,1.1344079582,-0.7551962090000001,-1.0287796005,1.913679546,-1.4637153035,-1.207481932
ecoli_00470,1.4840343135,-0.8057040050000001,-0.9416816155000001,1.8060344860000002,-1.4390991645,-1.260247428
ecoli_00471,12.3282765016,-1.272700713,0.6597191205,1.558450116,-1.1978485065,1.209290043
ecoli_00472,12.1819844209,-1.285143709,0.5123582115,1.512987446,-1.0672774624999999,1.196778413
ecoli_00473,2.7040172411,-1.767592873,-1.0563792275,1.187646956,-0.5703100065,0.560846033
ecoli_00474,3.1800448955,-1.663140319,-0.7424255415000001,1.183673156,-0.2487453895,0.640789563
ecoli_00475,2.5681586265,-1.092642111,-0.8862485735000001,1.134926456,-0.3636793205,1.046254113
ecoli_00476,2.5832893702,-1.03221939,-1.1120284385,1.171369256,-0.1807132055,1.048489943
ecoli_00477,2.6965387339999998,-1.824259277,-1.4979837285,1.277705766,-0.4904922565,0.995224693
ecoli_00478,1.7797137937,-1.824737212,-1.2276921815,1.193604036,-0.5804042375,1.040602243
ecoli_00479,0.1430660717,-0.49775268800000005,-0.2476529465,1.209686186,-0.46113588050000004,0.088105161
ecoli_00480,0.0259221288,-0.48845080900000004,-0.2042445695,1.219010516,-0.4103342555,0.12273579200000001
ecoli_00481,0.7265173645,-0.629519641,-0.3287435965,0.749578626,-0.6257547715,0.04519701
ecoli_00482,0.7207456805,-0.510347726,-0.27495207850000003,0.8959164460000001,-0.4813081515,-0.003365355
ecoli_00483,-0.024438556900000002,-1.330013863,-0.5269098435,0.43540830300000005,-0.5446831015,0.731063943
ecoli_00484,-0.07087683930000001,-1.340629176,-0.37999807350000003,0.336615744,-0.5484098885,0.757859213
ecoli_00485,1.4651101834,-2.154292839,-1.3735212915,0.9587748460000001,-2.4385274455,-0.51730162
ecoli_00486,1.3335603508,-2.186921256,-1.0551404085,0.888778866,-2.4518684995,-0.48681598000000004
ecoli_00487,4.243514122,-0.363607589,-1.5161801685,1.239469466,-1.5638156054999999,0.858421713
ecoli_00488,4.3953899438,-0.26936122900000004,-1.6186110185,1.286611286,-1.6198489715000002,0.9214160130000001
ecoli_00489,3.6884539497,-1.5861596310000001,-0.6230985665000001,0.593363677,-0.4140866385,0.6655188230000001
ecoli_00490,3.9044711231,-1.554112041,-0.8219993245,0.6304361510000001,-0.3156676095,0.700550933
ecoli_00491,0.0650235807,-0.982470728,-0.7052828965,0.805178606,-1.1970788515,0.536767573
ecoli_00492,-0.3081484947,-0.9951957260000001,-0.9210292655000001,0.7645057460000001,-1.2487042325,0.5696375730000001
ecoli_00493,-0.1343685928,-1.358499992,-0.39274192950000003,1.309449926,-0.4872285585,0.833890483
ecoli_00494,-0.34494577,-1.388633639,-0.36386585450000003,1.256571656,-0.43775212750000003,0.8158754130000001
ecoli_00495,0.0397710307,-0.989835321,-0.5702045095,0.8213794360000001,-0.1159621485,-0.04219238
ecoli_00496,0.5764016547,-1.046526627,-0.48786477850000004,0.7716407660000001,-0.3606601305,-0.041591509000000006
ecoli_00497,1.0854299868,-0.627626621,-0.8038102065,1.765406416,-1.2507584405,-1.18682151
ecoli_00498,1.1371067013,-0.594704153,-1.4498457995,1.713364286,-1.3054678685,-1.187464975
ecoli_00499,0.1840871392,-0.6038745640000001,-0.3158009365,0.7587941960000001,-0.6241446925,-0.09970663
ecoli_00500,0.2626355368,-0.619591071,-0.2004671955,0.817858076,-0.7729185295000001,-0.12142913200000001
ecoli_00501,0.8552707269000001,-0.9148683420000001,-2.1278227895,0.7807056960000001,-1.0277409525,0.733850203
ecoli_00502,0.4410554755,-0.9852227830000001,-1.6662674955,0.796525916,-0.8030274405000001,0.730520613
ecoli_00503,2.4707673283,-0.49219957300000006,-0.5958989245,1.3944261660000001,-0.7731925865,0.575463063
ecoli_00504,2.2307763674,-0.5109897880000001,-0.8153110615,1.321416506,-0.6362122115000001,0.539484413
ecoli_00505,2.4343102841,-1.3424401160000001,-0.9106100335,1.515113286,-0.5131804205,0.9893765630000001
ecoli_00506,2.5769657084,-1.381257632,-0.7924039315,1.607825306,-0.4637121335,1.092255943
ecoli_00507,1.2927053173,-1.647171522,-0.2167388965,-0.088775881,-0.3308512255,0.649175273
ecoli_00508,1.0705752804,-1.672436319,-0.18037659450000001,-0.169818773,-0.5648129185,0.406217943
ecoli_00509,0.5363583156,-1.592588379,-0.2251453095,0.22573171900000003,-0.4023529275,0.574315623
ecoli_00510,0.2001871829,-1.618416323,-0.1882853605,0.15109339300000002,-0.6673889215000001,0.6016396030000001
ecoli_00511,1.1520055616,-1.822635071,-1.0845225775,0.9089738660000001,-1.9433092615,-0.395497808
ecoli_00512,1.2263178825,-1.744095974,-1.1247940995,0.9448164760000001,-1.9217833885000002,-0.420119436
ecoli_00513,1.4063412696,-0.5684677490000001,-1.1869230735,1.9375935260000001,-1.2674985455,-1.287916309
ecoli_00514,1.9674166169,-0.546228793,-1.1451501455,1.987175686,-1.2846637914999999,-1.163147485
ecoli_00515,0.24096913520000002,-1.034137505,-0.5454558495,0.7711966060000001,-0.8197582785,0.665530193
ecoli_00516,0.2715039033,-1.030251514,-0.7097235325,0.6683309540000001,-0.9198018515,0.6831118230000001
ecoli_00517,0.7293583975,-0.004000038,-0.7245838985,0.066647027,-2.2131058125,0.040594261
ecoli_00518,-0.8317801506,-0.298286875,-0.6166909075,-0.139444285,-2.1104281645,0.219280403
ecoli_00519,-0.48188058110000004,-0.390843082,0.2433069015,0.7034926290000001,-1.5516010224999999,1.110700303
ecoli_00520,-0.4363360223,-0.357732802,-0.2427728915,0.510520804,-1.6620210775,0.843117993
ecoli_00521,-0.06272472200000001,-0.113309328,-0.0701931695,0.5737665230000001,-1.6107359365,0.9049245530000001
ecoli_00522,0.1465327072,-0.344769418,0.1770878045,0.650774197,-1.8849882574999999,1.048487963
ecoli_00523,0.0594546555,-0.24647739000000002,0.5590149075,0.334286132,-2.1288456345,0.7018120830000001
ecoli_00524,0.5793279564,0.529609298,-0.6801554745,0.261113048,-0.8554140595,0.40668794300000005
ecoli_00525,0.437603228,0.48756842800000005,-0.6014725655000001,0.240423778,-1.0307259295,0.36532405300000004
ecoli_00526,0.4494466385,0.392257358,-0.26599404050000003,0.257043055,-1.0543742515,0.389190503
ecoli_00527,0.9525022561,0.350241148,-0.3053403645,0.21156323800000001,-0.9881753885000001,0.43728822300000003
ecoli_00528,0.8323048843,0.9029290280000001,1.1180047645,0.383409127,-2.0783476535,-0.610562742
ecoli_00529,0.2687457051,0.609610548,0.6211532245,-0.29952612700000003,-2.0746081035,-0.773419076
ecoli_00530,0.19664872860000002,0.641891428,0.0511571155,-0.94411497,-2.1275063915,0.051653856000000005
