,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.046422643331064266,2.0,0.0,0.0328257659,1.0,-0.0328257659,,,,,,,,
1,fur__wt_dpd,-2.1289783709,0.36301290912423134,2.0,2.0,-1.8722894812000002,3.0,-2.3856672606,,,,,,,,
2,fur__wt_fe,-0.6758217784,0.5405953286978212,2.0,4.0,-0.2935631556,5.0,-1.0580804012,,,,,,,,
3,fur__delfur_dpd,-1.99965512895,0.4198728762745011,2.0,6.0,-1.7027601709,7.0,-2.296550087,,,,,,,,
4,fur__delfur_fe2,-1.96346538865,0.18675423353797746,2.0,8.0,-2.0955205736,9.0,-1.8314102037,,,,,,,,
5,acid__wt_ph5,-1.0347183785,0.1649771970850664,2.0,10.0,-0.9180618837000001,11.0,-1.1513748733,,,,,,,,
6,acid__delgadx_ph5,-0.7664041759,,1.0,12.0,-0.7664041759,,,,,,,,,,
7,acid__delgadw_ph5,-0.63206296035,0.47008037384711165,2.0,13.0,-0.9644599804,14.0,-0.2996659403,,,,,,,,
8,acid__delgade_ph5,-0.6559866562000001,0.004964717625970328,2.0,15.0,-0.6524760707,16.0,-0.6594972417,,,,,,,,
9,oxidative__wt_pq,-2.29314704125,0.07858566786299859,2.0,17.0,-2.3487154999,18.0,-2.2375785826,,,,,,,,
10,oxidative__deloxyr_pq,-3.4540526687,0.5313416973169709,2.0,19.0,-3.0783373514,20.0,-3.8297679860000002,,,,,,,,
11,oxidative__delsoxr_pq,-3.0257187949500004,0.2660182571497286,2.0,21.0,-2.8376154814000003,22.0,-3.2138221085,,,,,,,,
12,oxidative__delsoxs_pq,-3.7243608052,0.24334574335612888,2.0,23.0,-3.8964322305,24.0,-3.5522893799,,,,,,,,
13,nac_ntrc__wt_csn,-0.8121208066000001,0.21093353503090068,2.0,25.0,-0.6629682736,26.0,-0.9612733396,,,,,,,,
14,nac_ntrc__wt_cytd,-0.12876830820000001,0.08349142148083132,2.0,27.0,-0.0697309579,28.0,-0.1878056585,,,,,,,,
15,nac_ntrc__wt_gln,-0.25503147800000003,0.44267677927616955,2.0,29.0,-0.5680512305000001,30.0,0.0579882745,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-1.68327616755,1.8984294138679074,2.0,31.0,-0.3408838554,32.0,-3.0256684797,,,,,,,,
