,-0.08705011921310854,-0.06964009537048683,-0.05223007152786513,-0.034820047685243424,-0.01741002384262172,-1.3877787807814457e-17,0.01741002384262169,0.0348200476852434,0.0522300715278651,0.0696400953704868,0.08705011921310851,0.10446014305573023,0.12187016689835192,0.13928019074097361,0.15669021458359533,0.17410023842621705,0.19151026226883874,0.20892028611146043,0.22633030995408213,0.24374033379670387
thresh,-0.09575513113441939,0.09575513113441939,2,,,,,,,,,,,,,,,,,
unreg,0,2,7,66,898,3703,822,58,5,1,0,0,1,0,0,1,0,0,0,0
FpvR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],['fpvA'],[],[],['PA2384'],[],[],[],[]
FpvR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['PA2410'],[],['PA2405'],['PA2403' 'PA2407' 'PA2406'],['PA2409' 'PA2408' 'PA2404'],[],[]
