,-0.20932952048142534,-0.16746361638514026,-0.1255977122888552,-0.08373180819257012,-0.041865904096285045,2.7755575615628914e-17,0.0418659040962851,0.08373180819257015,0.12559771228885525,0.16746361638514035,0.2093295204814254,0.25119542457771044,0.29306132867399554,0.33492723277028064,0.3767931368665656,0.4186590409628507,0.4605249450591358,0.502390849155421,0.544256753251706,0.586122657347991
thresh,-0.23026247252956789,0.23026247252956789,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,2,162,3884,155,1,0,0,0,0,0,0,0,0,0,0,0,0
CueR,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CueR_genes,[],[],[],[],[],['moaB' 'moaC' 'moaE' 'moaD' 'moaA'],[],[],[],[],[],[],[],[],['cueO'],[],[],['copA'],[],[]
