,A,CueR
SRX4705226,-0.23840854520000002,-0.4002576378
SRX4705227,-0.0794818523,-0.0862319042
SRX4705228,1.00247552,1.1431828104
SRX4705229,1.080634029,1.0136455581
SRX4705230,0.2396409212,1.2296192608
SRX4705231,0.7968189750000001,1.291620097
SRX4705232,0.6697329005,0.9936076187
SRX4705233,2.5070765833,1.532965076
SRX4705234,1.4005525569000001,0.7897792698
SRX4705235,-0.8896043222000001,0.1716781776
SRX4705236,1.7921631870999999,0.9197334117
SRX4705237,-1.2673147626999999,0.0803434782
SRX4705238,-0.31927977350000003,0.2989055258
SRX2038319,1.2938345798,-0.15417008940000002
SRX2038320,1.8929383532,0.7344568113000001
SRX2038321,1.7999125524,0.2158136634
SRX2038322,0.6621294632,0.2169533841
SRX2038323,0.0998974863,-0.9995861882
SRX2038324,-0.039001844800000005,-0.9271239396000001
SRX2038325,2.3902308707,-0.9380541549
SRX2038326,1.5996991561,-1.2843567952
SRX2038327,2.598610309,0.3910610466
SRX2038328,1.7932338669,0.3978092281
SRX2038329,1.0202375402,-0.006908122500000001
SRX2038330,0.9961752475000001,-0.36694231120000004
SRX2038331,0.3876081858,-0.042623279800000004
SRX2038332,2.8252020137000002,0.6302521003
SRX2038334,0.3437653818,-0.49928920120000003
SRX2038335,1.9255739374,0.7443218502000001
SRX2038336,2.7414299536,0.138002555
SRX2038337,0.7017942639,0.0519627895
SRX2038338,-1.2868750374,0.3065182996
SRX2038339,0.5566459885,0.8023642321000001
SRX2038340,-0.2661816896,-0.0701608859
SRX2038341,-0.3286798447,0.3314067284
SRX2038342,-1.1201029044,-0.059772848
SRX2038343,-0.033827959000000005,0.2911992867
SRX2038344,-0.36504720820000003,0.3230785984
SRX2038345,-1.7735284389000001,-0.1932907914
SRX2038346,0.2537832735,0.4276890638
SRX2038347,0.1984085563,0.7363132406
SRX2038348,0.5355876136000001,0.6374720394
SRX2038349,-1.1284958468,-0.2226909446
SRX2038350,0.0126199946,-0.46103095580000003
SRX2038351,-0.2246310343,0.2134635491
SRX2038352,0.4111313102,0.859393394
SRX2038353,1.4397450824,-0.0427234208
SRX2038354,0.5174940846,0.620913573
SRX2038355,1.2287954814,0.2243211599
SRX2038356,2.2879906791,-0.1089851777
SRX2038357,-0.0069595424,-0.1523482102
SRX2038358,-0.8156056386,-0.36597571030000003
SRX2038359,0.8682014845,0.10837471130000001
SRX2038360,-0.3348800932,0.0703771851
SRX2038361,0.021591526700000002,-0.2481046591
SRX2038362,-0.34227122190000003,-0.22959876380000002
SRX2038363,-0.6073009613,0.3368433487
SRX2038364,0.6021087371,0.5632264716000001
SRX2038365,0.47083099,0.5961195544
SRX2038366,0.3053746329,0.7017703234
SRX2038367,-0.3053109211,0.7417232563
SRX2038368,-0.6841934812,-0.2545490559
SRX2038369,1.4238824731,0.407376155
SRX2038370,0.8247218601,0.5749247222
SRX2038371,-0.4742012835,0.42772739120000003
SRX2038372,0.37563609610000004,-0.4580679151
SRX2038373,0.6824664853,0.38038324360000003
SRX2038374,0.6236372609,0.0807662207
SRX2038375,1.1290696233,0.2893318703
ERX530520,0.0855664203,-0.0065796959
ERX530521,-0.5436973633000001,-0.1853155181
ERX530522,-0.3897799711,-0.21330226730000001
ERX530523,-0.4893892057,0.0228095158
ERX530524,-0.0855664203,0.0065796959
ERX530525,-0.0460299556,0.0407340988
ERX530526,-0.6023678395000001,-0.0017269073
ERX530527,-0.20261264750000002,-0.35533146660000003
ERX3212443,1.7313847180000002,-0.1540010527
ERX3212444,0.7164046365000001,-0.7180865202000001
ERX3212445,1.1538218767,-0.37083852240000004
ERX3212446,1.0015622618,-0.5473877346
ERX3212447,0.3624945512,-0.1084610159
ERX3212448,0.8266868792000001,0.3428737001
ERX3212449,-0.0289342408,-0.0190705572
ERX3212450,-0.0326080944,-0.040755672
ERX3212451,0.0615423352,0.0598262291
ERX3212452,-0.2315730728,0.2695645282
ERX3212453,-0.0297702682,0.29555969530000004
ERX3212454,0.0331828086,0.4585773567
SRX7478973,1.0093558499,-0.2584710146
SRX7478974,-0.670502162,0.0415840637
SRX7478975,-0.33885368790000003,0.21688695090000001
SRX7478976,-0.6183844145,0.0683583591
SRX7478977,-0.857690036,0.1846733528
SRX7478978,-0.6539160545,0.22771934870000002
SRX7478979,-1.7275342951,-0.007669303200000001
SRX7478980,-1.9016030103000001,-0.0796893681
SRX7478981,-1.9265004774,-0.21889657810000002
SRX7478982,-1.5359346787,-0.2636059442
SRX7478983,-1.615082314,-0.046213547300000005
SRX7478984,-1.6517846017000002,-0.0797030938
ERX1521038,-0.44633757700000004,0.4738232907
ERX1521039,0.6483098131,1.2164514707
ERX1521040,-0.7456828647,0.4110775947
ERX1521041,1.4998492443,1.2376278804
ERX1521042,-1.0393232372,-0.0592196964
ERX1521043,1.135163876,0.8288804034
ERX1521044,-0.9360878049,-0.1733766373
ERX1521045,0.9360878049,0.1733766373
SRX621182,-0.4409453118,-0.4655694883
SRX621183,-1.2238145927,-0.5811058659
SRX621184,-2.2062421877,-1.194556229
SRX621185,-2.2043441927,-1.8339174124
SRX621188,-1.9571589511,-0.9155892991000001
SRX621189,-3.1378168137,-1.3401281851
SRX621190,0.5808585021,0.2083488315
SRX621191,-0.5808585021,-0.2083488315
SRX621192,-3.4739368209,-0.7187869757
SRX621193,-3.1511772984,-0.31069449930000004
SRX6489436,0.2356313491,-0.7194249993
SRX6489437,0.1848716359,-0.6702221931
SRX6489438,0.3934021897,-0.2079844399
SRX6489439,-0.3495988961,-0.1842369337
SRX6489440,-0.5785656542000001,-0.4442799886
SRX6489441,0.9281645503,0.6285169223
SRX6489442,-0.5739200123,0.1557575431
SRX6489443,-2.382451062,-0.4034379891
SRX6489444,1.521872134,0.6937019991000001
SRX6489445,-0.2474964761,-0.38754907780000003
SRX6489446,-0.762757456,-0.221866157
SRX6489447,1.2896384331,0.5784589182000001
SRX6489448,1.2098411722,-0.12374654800000001
SRX6489449,-1.1242674861,-0.17505020870000002
SRX6489450,1.7151849292999999,0.9165406384
SRX6489451,0.7508056133000001,-0.38345468390000004
SRX6489452,-0.8365178541,-0.3263321595
SRX6489453,0.692474157,0.194962773
SRX6489454,0.1139479984,-0.0590702868
SRX6489455,1.0666096582,-0.0025831051
SRX6489456,1.3578558536,0.5766434621000001
SRX6489457,0.8842063006,0.4247943409
SRX6489458,0.9163953768,0.3866089506
SRX6489459,1.2956662715,0.4369530413
SRX6489460,0.2696419081,0.2663451302
SRX6489461,1.1994145191,0.6436516790000001
SRX6489462,1.2294513183,0.7091634263000001
SRX6489463,0.3077568016,0.1959455484
SRX6489464,1.0908259174,0.5716925921
SRX6489465,2.1040920625,0.9091794388000001
SRX6489466,1.0732402444,0.33970160460000004
SRX6489467,1.8963250499000002,0.7759624850000001
SRX6489468,1.7454882191,0.766725579
SRX6489469,0.9766647111000001,0.6506592752
SRX6489470,1.9744730974,0.7291539938
SRX6489471,1.7762727584,0.6714637838
SRX6452027,-2.3961779468,-0.8465885898000001
SRX6452029,-0.0474791368,-0.2341567797
SRX6452030,-2.8216846839,-0.5058009068
SRX6452031,0.5613530876,-0.2510891403
SRX6452044,0.7409303504,-0.2889598753
SRX6452045,1.0021914906,0.9491512011000001
SRX6452046,0.9751464905,0.5155984701
SRX6452047,-1.3509374351,-0.042215207500000004
SRX6452048,0.0474791368,0.2341567797
SRX6452059,-1.7403493425,-0.2333768779
SRX1828491,0.577838757,0.9840594157
SRX1828492,0.3268372243,0.9720590857
SRX1828493,0.8402792910000001,0.8571481175000001
SRX1828494,1.5345481485999999,1.5779908096000002
SRX1828495,0.21689068720000002,0.21644782
SRX1828496,-0.5978525666,0.5038559084
SRX1828497,0.3711276744,1.1235715768
SRX1828498,-0.2012868854,0.3137570709
SRX1828499,0.5061293035000001,0.7107487836
SRX1828500,1.0684214065,1.1498126936
SRX1828501,-0.6008980059,0.5144128446
SRX1828502,-0.5684112028,0.6675933350000001
SRX1828503,0.9343890831,0.6255840358
SRX1828504,1.0524020405,-0.014736175700000001
SRX1828505,-0.2844229666,0.6521573717
SRX1828506,0.054432763,0.9574834198000001
SRX1828507,-0.4087257076,-0.579007304
SRX1828508,0.4087257076,0.579007304
SRX3796953,0.011228586300000001,-0.1775727229
SRX3796954,-0.011228586300000001,0.1775727229
SRX3796955,2.1554306909,1.5687542667
SRX3796956,1.718748799,1.7411489158
SRX3796957,-1.1315643272,0.47435388910000004
SRX3796958,-0.8184617172,0.8577044553000001
SRX3796959,-0.7710468614,0.5461238412
SRX3796960,-1.0992068669,0.3187973568
SRX3796961,1.4031677663,1.2041013091
SRX3796962,0.4647318814,0.7315804769
SRX3796963,-2.2165983613,0.8651744074000001
SRX3796964,-2.4025757675,0.9794679844
SRX3796965,-3.3213094378,-1.6758056974
SRX3796966,-3.3308828582,-1.5164131821
SRX3796967,0.013470126700000001,1.0309793568
SRX3796968,-0.6419659988,1.9206502072
SRX3796969,-2.4599086602,1.3021606069
SRX3796970,-2.2940733499,1.2531779121
SRX3796971,-0.6479565182,0.3407568687
SRX3796972,0.7422542288,0.3632507521
SRX3796973,-0.3001815192,0.7903097757
SRX3796974,0.2219816661,1.0703348337
SRX3796975,-0.9257630244,0.9499243735
SRX3796976,-1.3188448875,0.8281961526
SRX3796977,-0.5698405532,1.6227667047
SRX3796978,-1.3919598678,1.0925803005999999
SRX3796979,0.36105385440000004,0.9153925995000001
SRX3796980,0.5433880543,0.8252666579
SRX3796981,-1.4717899468,0.9950673399000001
SRX3796982,-1.4095280892,0.7678157462
SRX3796983,-3.1265824216,-1.5408829438
SRX3796984,-2.9787694542,-1.4738951671
SRX3796985,0.8980913337,1.5110788279
SRX3796986,-0.1143196058,2.0966422388
SRX3796987,-1.2486879558,0.45473478500000003
SRX3796988,-0.8342626518,0.5263403826
SRX2568270,0.041586337200000004,0.40772061260000003
SRX2568271,-0.5303596974,-0.4123466663
SRX2568272,-1.6141374296,-0.6814958479000001
SRX2568273,-1.2658513061,-0.5950879237000001
SRX2568274,0.37357485,0.4594121849
SRX2568275,-0.041586337200000004,-0.40772061260000003
SRX2568276,0.7183046683000001,-0.9447243254000001
SRX2568277,-0.3863792609,-0.8952708613
SRX2568278,-2.1414596843,-0.152048641
SRX2568279,1.8568435434000001,0.6094097129
SRX3421856,-0.0654494899,-0.061410938400000004
SRX3421857,0.0654494899,0.061410938400000004
SRX3421858,-2.070600259,0.2561800915
SRX3421859,-2.3270308338,0.3468520074
SRX3421860,-0.35929497260000004,-0.6071763406
SRX3421861,0.2086438425,-0.4499209289
SRX3421868,-0.8304120301,-1.2309473357
SRX3421869,-1.1286719203,-1.4483804533
SRX2606337,-0.5424273458000001,0.0077060952000000005
SRX2606338,0.5162128678,0.40555029610000004
SRX2606339,0.7295049979,0.7598980154
SRX2606340,1.5780826431000001,1.1111075227
SRX2606341,11.9543780954,2.102402127
SRX2606342,11.8096597299,1.7952144447
SRX2606343,4.8610146679,1.7360565729
SRX2606344,7.1274986168,1.4876150046
SRX2606345,4.05143077,1.7292086103000002
SRX2606346,-2.3800799885,0.3693246188
SRX2606347,0.041110686800000004,-0.019314404400000002
SRX2606348,0.604040884,0.2656551076
SRX2606349,1.4575989215,1.0193182295
SRX2606350,2.5584157869,1.1667019247
SRX2606351,11.6791408401,1.8890448887
SRX2606352,10.5916984692,1.7328891188000002
SRX2606353,0.4865217786,0.33500239860000003
SRX2606354,6.9603484573,1.5785993917
SRX2606355,2.1535529238,1.668380022
SRX2606356,-2.5051182317,0.5186562370000001
SRX2606357,0.5013166589,0.0116083092
SRX2606358,0.4715441468,0.36405175970000003
SRX2606359,1.8394435493999999,1.2381403895
SRX2606360,2.0978941579,1.1292403646
SRX2606361,11.9197869699,2.260198201
SRX2606362,12.6484552624,1.8136984900000002
SRX2606363,3.0739191337,0.934770961
SRX2606364,6.3483184878,1.6536759008000002
SRX2606365,1.8295437658,1.5395266705
SRX2606366,-1.7303062096000001,0.7311326294
SRX3648427,1.2262612113,0.5063773146
SRX3648428,0.06870197410000001,0.24061905190000002
SRX3648429,0.5775576563,0.7312863485000001
SRX3648430,0.41543697300000004,0.3978430888
SRX3648431,0.4623600249,0.4496792996
SRX3648432,0.2403910702,0.31340367890000004
SRX3648433,0.2766978084,0.19922782760000002
SRX3648434,0.15301352140000002,0.1152101061
SRX3648435,-0.35918682,-0.42205319280000003
SRX3648436,-1.8088500209,-0.6351493281
SRX3648437,-1.2042420075,-0.1912257505
SRX3648438,-0.8851771230000001,-0.3497409752
SRX3648439,0.49087172090000003,-0.3230613549
SRX3648440,-0.2644370232,0.013931834300000001
SRX3648441,-0.4117593906,-0.8695550179
SRX3648442,-3.534376805,-0.5835745273
SRX3648443,-3.0133444859,-0.34976888170000003
SRX3648444,-2.499840102,-0.6942047976
SRX3648445,0.7881623152,0.22391255340000002
SRX3648446,0.6706496989,0.2597507932
SRX3648447,0.4009305837,0.1183771967
SRX3648448,0.0821421455,0.3070047322
SRX3648449,-0.0747691592,0.2113585969
SRX3648450,-0.1320764801,0.3361836466
SRX3648451,0.2919514385,0.24617451950000002
SRX3648452,-0.3764077047,-0.4166699016
SRX3648453,0.20915976,-0.6840515936
SRX3648454,-2.8657142038,-0.2893720385
SRX3648455,-2.30531834,-0.6985192277000001
SRX3648456,-2.0260094787,-0.7491090958000001
SRX3648457,1.01171173,0.4230655367
SRX3648458,0.4274350021,0.6231993641
SRX3648459,-0.0503240578,-0.3519044622
SRX3648460,0.703964743,0.0207611586
SRX3648461,0.5603797271000001,-0.2121551466
SRX3648462,0.0628833646,-0.8446982897
SRX3648463,-0.2560610919,0.3810666854
SRX3648464,-0.2985094722,0.1598792282
SRX3648465,-0.18914784040000002,-0.2993239434
SRX3648466,-0.2422504786,0.2160651442
SRX3648467,-0.0180611345,0.24868521470000002
SRX3648468,-0.1306348364,-0.5469104442
SRX3648469,-0.6695692127,0.22392531070000002
SRX3648470,-1.2551713569,0.696949212
SRX3648471,-1.3893514234,0.4572924921
SRX3648472,9.129501658,2.8389614
SRX3648473,9.0278109639,3.629331685
SRX3648475,0.9522127588,-0.0464505725
SRX3648476,-0.3998223428,-0.29763091750000004
SRX3648477,0.2114315857,-0.9325745139
SRX3648478,1.8558492318000002,0.5049484623
SRX3648479,1.8354672636,0.5254654547000001
SRX3648480,2.148757593,0.4764327532
SRX3648481,-0.0942822662,0.2785690732
SRX3648482,-0.4646780035,0.2378593947
SRX3648483,-0.0175907145,-0.1645601635
SRX1429221,0.3601188347,-0.00047975650000000003
SRX1429222,0.0651339925,0.06544181980000001
SRX1429223,-0.4252528272,-0.0649620633
SRX1429224,0.0599350286,0.28199780620000003
SRX1429225,0.031419295300000004,0.3555883976
SRX1429226,-0.1518421279,0.2864726376
SRX1429227,0.5167249233,0.2607457297
SRX1429228,0.07704925580000001,-0.0372984099
SRX1429229,0.5694837464,0.3034911876
SRX1429230,-0.0994758749,0.6858151938
SRX1429231,-0.3915587951,0.6529442312
SRX1429232,-0.07601000100000001,0.5005198861
SRX1429233,-0.5721179996,0.48215291050000003
SRX1429234,-0.5502429090000001,0.6769182377
SRX1429235,0.1874650037,0.3394730724
SRX1429236,0.6866811628,0.0668592925
SRX1429237,-0.3146884846,0.153667305
SRX1429238,-0.4617303385,0.4625659763
SRX1429239,0.0378046466,0.2807617458
SRX1429240,-0.4472772527,0.44684305550000003
SRX1429241,-0.1988670297,0.4448936382
SRX1429242,-0.7986364807,-0.19578862200000002
SRX1429243,-0.0090304002,0.09682348780000001
SRX1429244,-0.2383899861,0.061733489100000004
ERX2339161,0.3657787367,-0.0780272286
ERX2339162,-0.3657787367,0.0780272286
ERX2339163,-4.1105198594,-2.2632481426
ERX2339164,-3.5376236778,-1.0649989832
ERX2339165,-6.3500837427,-2.560240747
ERX2339166,-3.4511793564,1.309129857
ERX2339167,-4.328038804,-0.9755360325
ERX2339168,0.421580844,-0.5380283131
ERX2339169,0.5053485506000001,-0.0081122252
ERX2339170,-4.102005405,-2.0055010531
ERX2339171,-3.6916976367,-1.4344527856
SRX7656012,-0.4283307938,-0.027253958000000002
SRX7656013,0.28966779,-0.11971786220000001
SRX7656014,-0.3204646483,-0.21584072440000002
SRX7656015,1.326234184,0.3683892925
SRX7656016,0.9576923979,-0.5771029972
SRX7656017,0.0652123592,-0.1841666521
SRX7656018,0.4925413746,-0.3687948276
SRX7656019,1.4786649081,0.1360468099
SRX7656020,-0.9230817867000001,-0.3431985309
SRX7656021,0.5336661783000001,-0.4555540195
SRX7656022,0.2603004961,-0.1858076724
SRX7656023,-0.5436627313,-0.7099119595000001
SRX7656024,1.0341543413,-0.046857243400000005
SRX7656025,0.31327139670000004,-0.41269513630000004
SRX7656026,0.44767130790000004,-0.5131154343000001
SRX7656027,-0.0832063512,-0.1269990668
SRX7656028,-0.8213691868,0.10993355040000001
SRX7656029,-0.4190697511,0.023998691000000003
SRX7656030,0.7802021795,-0.0645421345
SRX7656031,0.26116669470000003,0.024453562300000002
SRX7656032,0.1530806176,0.0490355546
SRX7656033,0.4548081533,-0.0041063973
SRX7656034,0.5786327586000001,-0.10113869
SRX7656035,0.7070856551,-0.3123334129
SRX7656036,-0.2547980177,0.12031063260000001
SRX7656037,0.0586335983,0.0867310174
SRX7656038,0.3681363957,-0.0719239748
SRX7656039,0.18882155050000002,0.1551575962
SRX7656040,-0.2997438871,-0.1455205064
SRX7656041,0.1109223366,-0.0096370899
SRX7656042,-1.2488954215999999,0.4786307316
SRX7656043,-1.3346334561,0.3623312729
SRX7656044,-0.429490945,0.5059505444
SRX7656045,-2.3827927128,0.43209964110000004
SRX7656046,-0.5943017991,0.4525042172
SRX7656047,-0.4821206114,0.6632017722
SRX7656048,-0.4583321171,0.7217021386
SRX7656049,-1.0157310963,0.4677544638
SRX7656050,-1.0693740728,0.4611925243
SRX7656051,-1.6784851743,-0.37997339890000004
SRX7656052,-1.6483334899000002,0.0772761478
SRX7656053,-1.4883370275,-0.1096736403
SRX7656054,0.3059903368,-0.0230433434
SRX7656055,-0.0624895169,0.168352475
SRX7656056,-0.33846724850000004,-0.053155568900000005
SRX7656057,0.7230564525000001,0.1913602136
SRX7656058,0.047108240600000004,0.1677065451
SRX7656059,0.2333727447,0.0582385391
SRX7656060,0.8087951167,0.1382441158
SRX7656061,0.2031701733,-0.0302317619
SRX7656062,0.6041624519000001,-0.0370696041
SRX7656063,-0.0645851574,-0.3372377347
SRX7656064,-0.047468349800000004,-0.9243751729
SRX7656065,-0.13569196690000002,-0.1161961215
SRX7656066,-0.7021657162,0.8073721184
SRX7656067,-0.5059717099000001,0.6480559778
SRX7656068,-1.3399695125,0.6671653607
SRX7656069,-1.110684599,0.32650178900000004
SRX7656070,-1.5324007972,0.6699942852
SRX7656071,-2.0192993041,0.7175511391
SRX7656072,-1.5051780858,0.6930190192
SRX7656073,-1.8449561255,0.6395806559
SRX7656074,-1.8237139552000001,0.7560918152
SRX7656075,-5.578461261,0.5011515705
SRX7656076,-4.8042223127,0.0634748549
SRX7656077,-4.3714018435,0.037444798
SRX7656078,-1.7560343898,0.3195477163
SRX7656079,-2.5343568638000002,0.3922466502
SRX7656080,-1.9446338654000002,0.380241675
SRX7656081,-1.5260648859,0.3310440665
SRX7656082,-2.2920067855,0.2027718107
SRX7656083,-2.9414235176,0.5358021842
SRX7656084,-1.9045417688000001,0.48080550120000004
SRX7656085,-2.7802979082,0.33520989630000003
SRX7656086,-3.7574182356,0.5667290612
SRX7656087,-3.0613397946,-0.3702067146
SRX7656088,-1.9155275368,-0.2319845284
SRX7656089,-4.1158413985,-0.3490162701
SRX7656090,0.1301812818,0.0209454242
SRX7656091,-0.0318828669,0.0894372902
SRX7656092,0.032938647200000004,-0.17779653310000001
SRX7656093,0.3575779222,0.1140185477
SRX7656094,-0.1591833431,0.0423146067
SRX7656095,0.0555022109,-0.0063325025
SRX7656096,-0.1981621492,0.10235866360000001
SRX7656097,-0.1795065247,-0.1729889986
SRX7656098,-0.1789810142,-0.0290035878
SRX7656099,-0.43244787970000004,-0.4829505636
SRX7656100,0.43455824930000003,-0.5070243673
SRX7656101,-0.205526126,-0.2194525104
SRX7656102,0.5677894493,-0.009618724
SRX7656103,-0.0726977546,-0.07078720720000001
SRX7656104,0.22196746220000002,-0.1308405709
SRX7656105,-1.0949974845,-0.5614017487
SRX7656106,-0.7842411973000001,-0.46725191930000004
SRX7656107,-1.4662056422,-0.6554630457
SRX7656108,-1.1154189239,-0.1237117001
SRX7656109,0.4744372156,-0.15723888490000001
SRX7656110,-1.6490485047,-0.038116049900000004
SRX7656111,0.14592619,0.2117384314
SRX7656112,2.4606599399,-0.0472237189
SRX7656113,-0.5262526448,-0.1983678585
SRX7656114,-1.2955585542999999,-0.4623429048
SRX7656115,-0.6097535484000001,-0.4348139043
SRX7656116,-2.6384183757,-0.4875960347
SRX7656117,-2.7597762575,-0.5660897333
SRX7656118,-3.1038391411,-0.2582917132
SRX7656119,-3.6504358945,-0.7663269783000001
SRX7656120,-0.6133443397,-0.1615983729
SRX7656121,-0.4513726073,0.020579887300000002
SRX7656122,-0.31499946700000003,-0.1032407042
SRX7656123,-0.531792252,0.0016392886
SRX7656124,-0.0939675578,-0.0335402949
SRX7656125,0.6320049443,0.0135575895
SRX7656126,0.0848765828,-0.0279669581
SRX7656127,-0.7145611042000001,-0.040531266
SRX7656128,-0.025886,0.026195446100000002
SRX7656129,-2.1917762628,-0.4490984501
SRX7656130,-1.7897862835,-0.9302594036
SRX7656131,-1.0859753673,-0.7233284163
SRX7656132,-1.746878362,-0.6752385933
SRX7656133,-1.4231925113,-0.5253946062
SRX7656134,-1.6994632354,-0.0431432161
SRX7656135,-1.2621532566,-0.3759814871
SRX7656136,-0.21947906890000002,-0.40481956100000005
SRX7656137,-0.17715206890000001,-0.2298192718
SRX7656138,-0.06914647900000001,-0.28416761830000004
SRX7656139,-0.3409489825,-0.2788715476
SRX7656140,-0.6183353657,-0.1864134177
SRX7656141,0.4470517967,-0.2313089361
SRX7656142,-0.24565989870000002,-0.1884251542
SRX7656143,0.18588735250000002,-0.6350596201
SRX7656144,-0.6312959233000001,-0.6539034775
SRX7656145,-1.0784915802,-0.3628534685
SRX7656146,-0.3944034118,-1.1208244177
SRX5388319,-0.16557036930000002,-0.2912388094
SRX5388320,-0.15761251780000002,-0.252532876
SRX5388321,0.32318288710000004,0.5437716854
SRX5388322,-0.0337847996,-0.08818015550000001
SRX5388323,0.3673914401,0.6808229206
SRX5388324,0.7467662562,0.8162201527
SRX5388325,-0.1222692583,-0.27075058620000003
SRX5388326,0.1389884207,0.8322416974
SRX5388327,0.6242752982,1.0109736957
SRX8708326,0.44060100490000004,0.421217606
SRX8708328,-0.3826793522,-1.2476648032
SRX8708335,-0.2878444645,0.1233727929
SRX8708336,0.275628841,0.5303571317
SRX8708337,0.3948949758,0.5939348786
SRX8708338,1.1239826101000001,-0.1728268573
SRX8708339,0.8508606230000001,-0.14599571120000002
SRX8708340,0.3251785078,0.2259798513
SRX8708365,-0.1186400628,0.45600863420000004
SRX8708366,-0.2422492612,0.5108495661
SRX8708368,-0.2808011452,0.4532147785
SRX8708369,-0.0814583849,0.6334833128
SRX8708370,0.1733476725,0.7934807897
SRX8708371,0.2756142055,0.6847775150000001
SRX4166001,-0.3617811866,0.0163380466
SRX4166002,0.33965104090000003,0.0449569786
SRX4166003,0.0221301458,-0.061295025200000006
SRX4166004,-2.5231047152,0.4213781455
SRX4166005,-2.4786419985,0.5604665916
SRX4166006,-1.7999322808,0.5511121346
SRX4166007,-1.5974246868000002,0.1249106418
SRX4166008,-0.8440711624,0.322595628
SRX4166009,-0.383762258,0.1738519178
SRX4166010,0.1671276181,0.0012760031
SRX4166011,0.7260786954,0.0109145726
SRX4166012,1.0679780296999999,-0.1720241918
SRX5000481,-0.4045339549,-0.1696286656
SRX5000482,0.1815696158,-0.0226908307
SRX5000483,0.5235489394,1.1393612047000001
SRX5000484,0.0417130677,0.1441327395
SRX5000485,-0.4884188289,0.11411104870000001
SRX5000486,-0.0059604832,0.5971442968
SRX5000487,-0.2890781385,0.1308820813
SRX5000488,0.35783915200000005,0.3756456668
SRX5000489,0.42543449320000004,0.3425371439
SRX5000490,0.34004573860000004,0.7255038479
SRX5000491,0.18332929080000002,0.3962561758
SRX5000492,2.20580093,1.5159655266
SRX5000493,1.1577860213,0.9582540262
SRX5000494,0.8736033655000001,0.9551141336000001
SRX5000495,2.6554614304,1.8218440594
SRX5000496,2.5140924919,1.9714172382
SRX5000497,0.2353079841,0.1425984929
SRX5000498,0.2609610231,0.1120344327
SRX5000499,1.9467931360000001,1.5526928832
SRX5000500,-0.4962690072,-0.2546329256
SRX5000501,-0.1021665858,-0.2095789246
SRX5000502,-1.0613216431,-0.6629530315000001
SRX5000503,-0.1359574289,0.04810106
SRX5000504,-0.42424129930000004,0.108835655
SRX5000505,-0.575455059,-0.09145257300000001
SRX5000506,-0.3825904948,-0.0333657869
SRX5000507,-0.3472120818,0.3050521531
SRX5000508,-0.2789968658,-0.3228614023
SRX5000509,-0.1311226744,-0.47911612950000004
SRX5000510,-0.5253819086,-0.5597146447
SRX5000511,-0.2153693683,-0.2307424501
SRX5000512,-0.0688098458,-0.17108991540000001
SRX5000513,-0.8659153986,-0.47780829880000003
SRX5000514,-0.9919859528,-0.0981257096
SRX5000515,0.0957896094,0.3305774819
SRX5000516,-0.3453373102,0.1526205723
SRX4124772,-2.1441381757,-0.7621357112
SRX4124773,-1.4163978415,-0.535341115
SRX4124774,0.049026271100000005,-0.045493394300000004
SRX4124775,-0.049026271100000005,0.045493394300000004
SRX5323946,-0.13777905000000001,0.21846914150000002
SRX5323947,0.13777905000000001,-0.21846914150000002
SRX5323948,-1.1881148205,0.8969295377000001
SRX5323949,-0.9535295335,0.553682173
SRX5323950,-1.8083680762,0.5537243292
SRX5323951,-1.1652357366000001,0.1799827062
SRX5323952,-0.5668493302000001,-0.1440020034
SRX5323953,-0.1198935998,0.0664846227
SRX5323954,-1.3253071631,0.28657187910000004
SRX5323955,-1.4519499633000001,0.47741321740000003
DRX093856,0.20704689180000002,-0.0432692604
DRX093857,1.5074444344,2.5348491822
DRX093858,1.6770171845,2.6435895802
DRX093859,1.4807217441,1.4977100732
DRX093860,0.2136049358,0.0991104572
DRX093861,-0.47118213810000004,0.1004741653
DRX093862,2.0000327464,2.8391377218000002
DRX093863,0.7604502788,2.6332824997
DRX093864,1.1179381022000001,1.5826295114
DRX093865,0.186419093,-0.4446874945
DRX093866,0.2641352462,-0.0572049049
DRX093867,1.4568167224000002,2.866683404
DRX093868,0.9122265546,2.603052639
DRX093869,1.6873229983,1.4640931906999999
DRX093870,-0.1440672408,-0.534668468
SRX6366242,-0.2595320829,-0.2035897915
SRX6366243,0.8826662272,-0.4896257725
SRX6366244,4.3633807277,0.3624939579
SRX6366245,0.7907297273,0.16982948850000001
SRX6366246,0.6231493356000001,-0.0914542628
SRX6366247,5.1493463421,0.2140305936
SRX6366248,0.46167643700000005,-0.10127591200000001
SRX6366249,-0.1573232038,-0.19287081020000002
SRX6366250,0.1567443769,-0.6152435569
SRX6366251,0.5903434674,-0.2214935066
SRX6366252,0.11006312480000001,-0.28855784300000004
SRX6366253,-0.11006312480000001,0.28855784300000004
SRX254739,-0.1247170747,-0.9980165853
SRX254740,-0.46722319160000003,-0.9928194020000001
SRX254741,-0.7146892650000001,-1.1203850678
SRX254742,-0.750897808,-1.1345989328
SRX254743,-0.4306392732,-1.0964353613
SRX254744,-1.0287643565,-0.8779223673000001
SRX254745,-1.4987884169,-1.2556278559
SRX254746,-0.9296733963,-0.8369020665
SRX254747,-1.0140479198,-1.296015839
SRX254748,-0.7934567149,-0.5992529715
SRX254749,-0.44420859420000003,-0.9278098607
SRX254750,-1.0024645387,-0.8276642038
