,PA3733a
SRX7442752,-0.252565555
SRX7442753,0.252565555
SRX7442754,1.5652869690000002
SRX7442755,1.575289439
SRX7442756,1.451337851
SRX7442757,0.967657097
SRX7442758,1.650001381
SRX7442759,2.10828989
SRX7442761,2.195435665
SRX7874204,0.056543535000000006
SRX7874205,-0.056543535000000006
SRX7874206,-0.40985867200000003
SRX7874207,-0.441993833
SRX8639787,0.072198842
SRX8639788,-0.072198842
SRX8639789,-0.40068118500000005
SRX8639790,0.22755607200000003
SRX8639791,0.224393012
SRX8639792,0.247549696
SRX8639793,-2.1830589160000002
SRX8639794,-2.255505919
SRX8639795,-1.899648186
SRX8639796,-2.070624795
SRX8639797,0.033100337
SRX8639798,0.286737211
SRX8639800,0.052238628
SRX1156127,-0.16092698700000002
SRX1156135,0.16092698700000002
SRX1156136,-0.022176664000000002
SRX1156137,0.24387539
SRX1156138,0.289414537
SRX1156140,0.459015571
ERX2195929,0.170981871
ERX2195930,-0.170981871
ERX2195931,-1.7753107460000002
ERX2195932,-1.625509594
ERX2195933,-1.137220627
ERX2195934,-0.514087645
SRX4579961,0.007821284000000001
SRX4579962,-0.055443364
SRX4579963,0.047622081000000004
SRX4579964,-1.089397701
SRX4579965,-0.038403364
SRX4579966,-0.385944638
SRX5630349,0.017849919000000002
SRX5630350,-0.017849918000000003
SRX5630351,-0.097172664
SRX5630352,-1.138310427
SRX1411278,-0.119585754
SRX1411287,-0.15890336500000002
SRX1411289,0.07679873400000001
SRX1411279,0.173163793
SRX1411280,-0.053578038
SRX1411281,0.81394554
SRX1411282,0.527664244
SRX1411283,0.871391154
SRX1411284,0.340442625
SRX1411285,0.627081085
SRX1411286,0.271926037
SRX1411288,-0.140699459
SRX2711962,-0.146002765
SRX2711963,0.146002765
SRX2711964,0.8827296450000001
SRX2711965,0.814497317
SRX2711966,0.7218207750000001
SRX2711967,0.6567484490000001
ERX3558798,-1.038938155
ERX3558799,-0.79249753
ERX3558800,-0.586535079
ERX3558801,-0.677808187
ERX3558802,0.09694720700000001
ERX3558803,-0.136577354
ERX3558804,-0.092162227
ERX3558805,0.13179237200000002
ERX3593017,1.39342049
ERX3593018,1.246205399
ERX3593020,0.140877525
ERX3593021,-0.092641444
ERX3593022,-0.048236081
SRX7058492,0.295597741
SRX7058494,-0.448898571
SRX7058495,-0.41859402900000003
SRX7058509,-0.295597741
SRX2662717,-2.9327073500000003
SRX2662718,-2.643179006
SRX2662721,0.057624422
SRX2662722,-0.057624422
SRX8143226,-0.666760719
SRX8143227,0.666760719
SRX8143228,0.057768836000000004
SRX8143229,0.688465069
ERX2456848,0.25630466500000004
ERX2456849,0.43694437500000005
ERX2456850,0.47248547
ERX2456851,-1.3628657720000001
ERX2456852,-1.043677573
ERX2456853,-0.8655025120000001
ERX2456854,0.8609269860000001
ERX2456855,0.944854057
ERX2456856,1.01866274
ERX2456857,-1.1047867120000001
ERX2456858,-0.747093651
ERX2456859,-0.9725634190000001
SRX540108,0.073313982
SRX540109,-0.073313982
SRX540110,-0.839932761
SRX540111,-0.455407176
SRX540112,1.045272521
SRX540113,1.528777681
SRX540114,1.030378361
SRX540115,1.416579276
SRX1737662,-0.78790685
SRX1737664,-0.865374517
SRX1737665,-1.047229947
SRX1737667,0.187863728
SRX1737668,0.037448141000000004
SRX1737670,-0.22531187
SRX1516139,0.012448484000000001
SRX1516140,-0.012448484000000001
SRX1516141,-0.207899928
SRX1516142,-0.19236513600000002
SRX591667,0.33716186200000003
SRX591668,-0.7423528920000001
SRX591669,-0.068161915
SRX591670,1.218403904
SRX591671,0.8556927550000001
