,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.0035079296794439064,,1.0,0.0,-0.0035079296794439064
1,Cr__2,-0.00028062890945153404,,1.0,1.0,-0.00028062890945153404
2,Cr__3,0.005691647212541019,,1.0,2.0,0.005691647212541019
3,Cr__4,0.01155192570790636,,1.0,3.0,0.01155192570790636
4,Cr__5,0.017984199624288794,,1.0,4.0,0.017984199624288794
5,Cr__6,0.021061813782548015,,1.0,5.0,0.021061813782548015
6,Fe__1,-0.009443513899639535,,1.0,6.0,-0.009443513899639535
7,Fe__2,-0.02056547384499374,,1.0,7.0,-0.02056547384499374
8,Fe__3,-0.03215018303457905,,1.0,8.0,-0.03215018303457905
9,Fe__4,-0.04402522878461945,,1.0,9.0,-0.04402522878461945
10,Fe__5,-0.04835833384730712,,1.0,10.0,-0.04835833384730712
11,Fe__6,-0.057450252075846614,,1.0,11.0,-0.057450252075846614
12,Cd__1,-0.002583500437135549,,1.0,12.0,-0.002583500437135549
13,Cd__2,0.00030723893625997167,,1.0,13.0,0.00030723893625997167
14,Cd__3,0.005009703974162731,,1.0,14.0,0.005009703974162731
15,Cd__4,0.011240151651293469,,1.0,15.0,0.011240151651293469
16,Cd__5,0.013644502717556337,,1.0,16.0,0.013644502717556337
17,Cd__6,0.01694681294802723,,1.0,17.0,0.01694681294802723
18,Zn__1,-0.016503527442175037,,1.0,18.0,-0.016503527442175037
19,Zn__2,-0.03502858132853371,,1.0,19.0,-0.03502858132853371
20,Zn__3,-0.04912461787394717,,1.0,20.0,-0.04912461787394717
21,Zn__4,-0.05742450634854121,,1.0,21.0,-0.05742450634854121
22,Zn__5,-0.06560344334192336,,1.0,22.0,-0.06560344334192336
23,Zn__6,-0.08087729517894088,,1.0,23.0,-0.08087729517894088
24,Cu__1,0.002747114587051368,,1.0,24.0,0.002747114587051368
25,Cu__2,0.009602851027465085,,1.0,25.0,0.009602851027465085
26,Cu__3,0.009813539595901208,,1.0,26.0,0.009813539595901208
27,Cu__4,0.011558120550444943,,1.0,27.0,0.011558120550444943
28,Cu__5,0.020146162089479943,,1.0,28.0,0.020146162089479943
29,Cu__6,0.021806905801042963,,1.0,29.0,0.021806905801042963
30,Pb__1,0.009239160419526526,,1.0,30.0,0.009239160419526526
31,Pb__2,0.015145273848332237,,1.0,31.0,0.015145273848332237
32,Pb__3,0.026050432549725343,,1.0,32.0,0.026050432549725343
33,Pb__4,0.03074342696957672,,1.0,33.0,0.03074342696957672
34,Pb__5,0.03627137489320019,,1.0,34.0,0.03627137489320019
35,Pb__6,0.046908914495048235,,1.0,35.0,0.046908914495048235
