,A,Fnr
nac_ntrc__bw_delnac_nh4__1,1.1713145717331312,-0.4074629840000004
nac_ntrc__bw_delnac_nh4__2,0.949528245086779,-0.4319254960000016
misc__wt_no_te__1,-0.6043125027227255,-0.5747228530000008
misc__wt_no_te__2,-1.4407786986539393,-0.4345764080000016
misc__bw_delcbl__1,0.7391435880609838,-0.5447975610000011
misc__bw_delcbl__2,0.1958529939366205,-0.5101214760000019
misc__bw_delfabr__1,0.1007168129661841,-0.5468835700000003
misc__bw_delfabr__2,-0.0872141875753059,-0.5969020620000016
misc__bw_delfadr__1,-0.3349716066545571,-0.6318394690000009
misc__bw_delfadr__2,-0.2135101983925152,-0.5991148660000007
misc__nitr_031__1,3.5425031537041765,-0.4462157430000016
omics__wt_glu__1,1.2964268387757136,0.6836297179999988
omics__wt_glu__2,1.33316259969631,0.7885854679999991
omics__wt_gly__1,1.308102619496951,0.206760040999999
omics__wt_gly__2,1.152105466273305,0.1833143229999994
omics__wt_thr__1,10.152500235197545,-0.542585261000001
omics__wt_thr__2,11.651338759256545,-0.6071561150000004
omics__bw_ac__1,2.273887723844735,0.045715160999998616
omics__bw_ac__2,2.703938043360824,0.09762738399999904
omics__bw_fum__1,2.671935238868367,-0.1884815580000012
omics__bw_fum__2,2.41744537673645,-0.2422709619999992
omics__bw_glc__1,-0.1283163037574834,-0.2345112470000004
omics__bw_glc__2,-0.3846969218140185,-0.2088260980000012
omics__bw_pyr__1,-0.6489979315853746,0.08724294099999952
omics__bw_pyr__2,-0.848423090799204,0.02212409499999879
ompr__wt_nacl__1,5.839772630472938,-0.7696515920000007
ompr__wt_nacl__2,6.319953999043047,-0.6463673310000004
ompr__bw_delompr_nacl__1,8.962715702707868,-1.035417797000001
ompr__bw_delompr_nacl__2,9.011691438734164,-0.9836439900000008
minspan__wt_ade__1,3.086421666616022,-0.579642380000001
minspan__wt_glc__2,4.614840937014664,-0.946672155
minspan__wt_glc__3,3.4970052962084046,-0.702451240000002
minspan__wt_glc__4,4.75484626157617,-0.6560544730000011
minspan__wt_glc_anaero__1,17.933243597588095,-1.3752412100000004
minspan__wt_glc_anaero__2,19.127310409692825,-1.5192858430000022
minspan__wt_trp__1,27.698918532660155,-1.8579653490000012
minspan__bw_delcra_glc__2,20.407357848623384,-1.774069647000001
minspan__bw_delcra_trp__1,24.898397703204044,-1.6792622710000007
minspan__bw_delmntr__1,22.305620308072648,-1.529694333000002
minspan__bw_delnac_ade__1,2.3890726953479837,-0.24103003300000125
minspan__bw_delnac_glc__1,2.4788280597027463,-0.7240322750000008
cra_crp__wt_ac__1,3.278327427711043,0.5630292579999985
cra_crp__wt_ac__2,2.8739485232599105,0.5452901479999994
cra_crp__wt_fru__1,1.782586056737116,0.574998437999998
cra_crp__wt_fru__2,0.7784231803145044,0.5622400479999996
cra_crp__delcra_ac__1,-1.924412313180712,-0.3505163840000005
cra_crp__delcra_ac__2,-1.2685947404987217,-0.29769803800000183
cra_crp__delcra_fru__1,-1.3562725920628165,-0.4862878060000018
cra_crp__delcra_fru__2,-1.535301313170577,-0.5381468600000012
cra_crp__delcra_glc__1,1.3464927495250705,-0.5029783950000013
cra_crp__delcra_glc__2,0.8459760836895904,-0.5727874140000004
rpoB__wt_031__1,5.492346644611377,-0.4392632620000008
rpoB__wt_044__1,3.4474152955103934,-0.35546248300000194
rpoB__wt_lb__1,5.652371409131663,-0.4312754440000006
rpoB__wt_lb__2,6.364000434439293,-0.4756920160000018
rpoB__rpoBE546V_031__1,3.907660145455215,-0.2190748840000012
rpoB__rpoBE546V_044__1,3.712639982754107,-0.29527451800000115
rpoB__rpoBE546V_lb__1,6.198641748946495,-0.1772575130000007
rpoB__rpoBE546V_lb__2,6.314082391523276,-0.1896798920000009
rpoB__rpoBE546V_glc__1,0.8654354776402796,-0.13970386800000156
rpoB__rpoBE672K_glc__1,-1.2562503031875654,-0.2144874060000017
rpoB__rpoBE672K_glc__2,0.2228670248974808,-0.2133236690000011
rpoB__rpoBE672K_lb__1,5.708595207432934,-0.31724649200000066
rpoB__rpoBE672K_lb__2,5.6977841194320105,-0.3099385020000014
crp__wt_fru__1,-0.0130581906125793,-0.2229942960000013
crp__wt_glyc__1,0.4225416410456188,-0.17428477600000036
crp__wt_glyc__2,0.565171663493726,-0.08995859500000059
crp__delar1_glyc__1,11.874570093184031,-1.2857264020000017
crp__delar1_glyc__2,18.60058888271189,-1.5015297130000018
crp__delar1ar2_glyc__1,2.4741049673393696,-0.15562998200000067
crp__delar1ar2_glyc__2,2.440529260286955,-0.11493448800000115
crp__delar1ar2_glyc__3,3.105141057260544,-0.1471097530000005
crp__delar2_glyc__1,23.6747922246371,-1.2714837790000022
crp__delar2_glyc__2,23.434583341915825,-1.1773514360000004
crp__delar2_glyc__3,23.174534151247137,-1.1748534320000008
crp__delcrp_fru__1,2.7656639544170654,-0.24670364600000205
crp__delcrp_fru__2,2.9986927801083225,-0.21771090100000198
crp__delcrp_fru__3,2.841777826074051,-0.34636329800000176
crp__delcrp_glc__1,3.352862728481324,-0.14795257000000106
crp__delcrp_glc__2,3.527042858609215,-0.1338359880000013
crp__delcrp_glc__3,3.627651764766857,-0.2458932260000015
crp__delcrp_glyc__1,1.3410762374259075,-0.17621799900000035
crp__delcrp_glyc__2,2.12528267072748,-0.25661334000000124
crp__delcrp_glyc__3,1.964598544865381,-0.2795685010000017
glu__glu_ale3__1,11.89954423575598,-1.5312083710000015
glu__glu_ale4__1,0.9035559490231796,-0.3330961230000007
glu__glu_ale5__1,0.7460125619619122,-0.7786549400000009
glu__glu_ale6__1,0.2395554606263121,-0.12059369700000032
glu__glu_ale8__1,18.87141033080144,-1.378413375000001
glu__glu_ale9__1,8.09452279835302,-0.7807343670000009
glu__glu_ale10__1,11.523219007438197,-1.3600023360000009
42c__wt_42c__1,8.516140890008039,-1.0145581910000008
42c__42c_ale1__1,29.05692107965047,-1.8717782250000008
42c__42c_ale2__1,-0.1619832439242648,-0.4431280230000017
42c__42c_ale3__1,0.341923255639081,-0.1727305000000019
42c__42c_ale4__1,3.829737191542818,-0.3207554420000012
42c__42c_ale5__1,0.8478984098634755,-0.5273028440000012
42c__42c_ale6__1,28.4126843322283,-1.720490645
42c__42c_ale8__1,11.487301525983163,-0.7990813750000001
42c__42c_ale9__1,0.5249996111395022,-0.4473727390000004
42c__42c_ale10__1,15.01233827460306,-0.9696312210000002
ssw__wt_ac__1,2.476752139718711,-0.8082528600000014
ssw__wt_glc__1,3.1624455530479514,-0.2496041240000011
ssw__wt_glyc__1,17.807774179219916,-0.3966449650000019
ssw__wt_xyl__1,10.06770139940972,0.2157472579999986
ssw__glc_ale1__1,7.304383914995536,-0.4638172160000007
ssw__glc_ale2__1,19.117994629594836,-1.507022258000001
ssw__glc_ale3__1,24.67121519693162,-1.2375372210000002
ssw__glyc_ale1__1,9.8247072640963,-0.391325409000002
ssw__glyc_ale2__1,24.908576977136164,-1.296498570000001
ssw__xyl_ale1__1,9.054632857226576,-0.9544926520000008
ssw__xyl_ale2__1,1.938072167715092,-0.6357546720000009
ssw__xyl_ale3__1,5.041693697046094,-0.9828595450000002
ssw__glc_ac_ac2__1,26.136963906468708,-2.2943992480000013
ssw__glc_ac_glc1__1,0.8017183936228904,-0.3561024360000005
ssw__glc_glyc_glc__1,12.434602377249307,-1.4659991440000013
ssw__glc_glyc_glyc__1,2.19347801027253,-0.5806601790000006
ssw__glc_xyl_glc__1,16.186174376342244,-1.242127184000001
ssw__glc_xyl_xyl__1,-0.778717623617157,-0.7752710380000014
ica__wt_glc__1,-1.6350557888839106,-0.7268877690000011
ica__wt_glc__2,-0.6970276848460472,-0.7699083190000007
ica__wt_glc__3,-2.3096470365520942,-0.5550889640000012
ica__wt_glc__4,-2.6899302641433445,-0.701890070000001
ica__arg_sbt__1,4.0064800898626345,-0.9857155870000014
ica__arg_sbt__2,1.8316939099513907,-0.8052297820000014
ica__cytd_rib__1,5.093852577898581,-0.6435942390000005
ica__cytd_rib__2,5.402387859996071,-0.6875447610000016
ica__gth__1,4.996578701208127,-0.8140340760000004
ica__gth__2,5.020954853142088,-0.9197743240000024
ica__leu_glcr__1,-1.8124645528393704,-0.5381583960000018
ica__leu_glcr__2,-1.7577319483954967,-0.5397882840000019
ica__met_glc__1,-0.8419404724916889,-0.7339297900000012
ica__met_glc__2,-1.53425434841787,-0.7304694330000014
ica__no3_anaero__1,4.591200981359351,-0.7996812930000008
ica__no3_anaero__2,4.087604399412105,-0.7648052850000013
ica__phe_acgam__1,-1.854752379601832,-0.5583355860000019
ica__phe_acgam__2,-1.376399026117614,-0.4918045360000018
ica__thm_gal__1,0.5736167794012401,-0.6206503470000015
ica__thm_gal__2,1.5899319023406333,-0.6047507440000004
ica__tyr_glcn__1,-1.2661579783507095,-0.6034127080000005
ica__tyr_glcn__2,-0.2583635113818202,-0.6014504730000017
ica__ura_pyr__1,-1.9375440436409856,-0.5894554290000009
ica__ura_pyr__2,-1.9967375163367396,-0.5449526920000007
ica__wt_glc__5,6.3612293833675,-0.6705241160000011
ica__wt_glc__6,6.144713304424745,-0.6067997510000005
ica__bw_delpurR_cytd__1,1.6907387023125489,-0.7190110720000007
ica__bw_delpurR_cytd__2,-3.3717137721231456,-0.6968049610000016
ica__ade_glc__1,-3.3059046499695177,-0.6706830310000012
ica__ade_glc__2,-0.0421949474350266,-0.7218945370000007
ytf__wt_glc__1,1.5816676164113517,-1.0162461270000005
ytf__wt_glc__2,4.428762654381053,-1.3082336250000015
ytf__delyafC__1,23.22244619095289,-1.7164273530000018
ytf__delyafC__2,21.476155227804924,-1.6210117860000004
ytf__delyeiE__1,10.271718492940389,-0.1461128140000003
ytf__delyeiE__2,10.391301897941986,-0.4326376600000009
ytf__delyiaJ__1,24.200711503185225,-1.55639051
ytf__delyiaJ__2,18.14488555808632,-0.8717574610000014
ytf__delyieP__1,19.71763702147925,-1.347170503000001
ytf__delyieP__2,16.700633127638596,-1.305195932000002
ytf__wt_ph5__1,0.778895934000415,-0.5570430830000017
ytf__wt_ph5__2,0.3675363939248333,-0.5606580010000021
ytf__wt_ph8__1,-1.8982391233916915,-0.5787427820000008
ytf__wt_ph8__2,-1.4282688794453622,-0.3957363220000012
ytf__delybaO__1,24.65465927332361,-1.6552725600000002
ytf__delybaO__2,23.890504556484547,-1.410532003000002
ytf__delybaQ__1,-0.3937039776694837,-0.606795733000002
ytf__delybaQ__2,-0.3239104546470709,-0.5836305950000007
ytf__delybiH__1,3.50602745408613,-0.9780890030000008
ytf__delybiH__2,13.7864546523534,-1.476111577000001
ytf__delydcI_ph5__1,0.2152848656187361,-0.6045711670000014
ytf__delydcI_ph5__2,0.4562380793547052,-0.612837080000002
ytf__delydcI_ph8__1,-2.250415174422311,-0.4941553620000008
ytf__delydcI_ph8__2,-1.8373882849437984,-0.6297628440000018
ytf__delyddM__1,2.65189877587106,-0.5226934970000006
ytf__delyddM__2,2.2510302545680028,-0.4254320210000007
ytf__delyheO__1,25.196962755631404,-1.8218537240000008
ytf__delyheO__2,24.77494252967108,-1.8295830700000009
fps__bw_glc__1,-1.0626477212592091,-0.6606700440000015
fps__bw_glc__2,-1.4901170134163169,-0.7722607140000015
fps__fps_thrA_ale1__1,-0.6649795563516695,-0.5674762880000017
fps__fps_thrA_ale1__2,-0.6099727370983311,-0.7100081640000013
fps__fps_thrA_ale2__1,-0.6403344253015953,-0.7084273220000004
fps__fps_thrA_ale2__2,-1.0468423938706728,-0.6741296350000017
fps__fps_serB_ale1__1,-0.3152822102054411,-0.7472038340000005
fps__fps_serB_ale1__2,-0.7444638568650037,-0.6559473680000014
fps__fps_serB_ale4__1,0.2486359490746561,-1.1846466490000012
fps__fps_serB_ale4__2,-0.3909222199814267,-1.019253874000002
fps__fps_ptsI_ale1__1,0.778005947632617,-0.9269502930000008
fps__fps_ptsI_ale1__2,1.2026009244744535,-0.8308143870000021
fps__fps_ptsI_ale3__1,0.0807022293718825,-0.8180644960000016
fps__fps_ptsI_ale3__2,0.2878808386291205,-0.8140812820000018
pal__lyx_ale2_f6__1,2.647996274423666,-0.4994335160000016
pal__lyx_ale2__1,2.1085051382743933,-0.5389567430000017
pal__lyx_ale2__2,1.989690414524306,-0.5235788160000006
pal__lyx_ale4__1,0.1318203962828181,-0.7789653710000017
pal__lyx_ale4__2,0.6324453980390604,-0.7546695460000006
pal__5drib_ale10_f18__1,4.114292576598603,-0.8584368649999998
pal__5drib_ale10_f18__2,4.442122630355415,-0.7536076010000006
pal__5drib_ale10__1,3.9760997478627456,-0.6081119500000014
pal__arab_ale14_f9__1,0.8986166237028189,-0.6507291250000016
pal__arab_ale14_f9__2,0.3266148593483656,-0.5790906580000019
pal__arab_ale14__1,-0.230477340690744,-0.5612669600000011
pal__arab_ale14__2,-0.017494077493495,-0.6327277780000014
pal__arab_ale16__1,1.1359006193718133,-0.6648468970000003
pal__arab_ale16__2,1.0484285498783847,-0.6864830750000017
pal__tartr_ale26_f10__1,6.764808500975379,-0.703734273000002
pal__tartr_ale26_f10__2,7.499162618183343,-0.6609027810000008
pal__tartr_ale26__1,4.914734857764071,-0.7898414690000024
pal__tartr_ale26__2,5.296379179541588,-0.7943045050000013
pal__tartr_ale28_f10__1,6.237149872095243,-0.6169361680000005
pal__tartr_ale28_f10__2,5.47206642383409,-0.6927632880000019
pal__tartr_ale28__1,2.932860772415321,-0.7137339220000012
pal__tartr_ale28__2,2.261272637593525,-0.6521569950000004
efeU__delmenFentC_citr__1,2.572357979893436,-1.164833993000002
efeU__delmenFentC_citr__2,3.680875154159613,-1.2848913940000024
efeU__delmenFentC__1,-1.4427755884239315,-0.5161069770000015
efeU__delmenFentC__2,-1.5695488387838,-0.5080433480000011
efeU__menFentC_ale39__1,18.13007367049007,-2.109849670000001
efeU__menFentC_ale39__2,19.699524164031704,-2.0968477890000026
efeU__menFentC_ale29__1,20.201866106694485,-2.366996998000001
efeU__menFentC_ale29__2,20.41596509176214,-2.3954243040000014
efeU__menFentC_ale30__1,0.6172271784403688,-0.5423336000000011
efeU__menFentC_ale30__2,1.8049907987848828,-0.4112517400000009
efeU__menFentCubiC_ale36__1,-1.598644958727505,-0.4590538350000006
efeU__menFentCubiC_ale36__2,-1.8782605465186024,-0.5276504510000013
efeU__menFentCubiC_ale37__1,-2.4279826996091805,-0.4292119980000013
efeU__menFentCubiC_ale37__2,-1.931280469362957,-0.37967822400000095
efeU__menFentCubiC_ale38__1,1.3727283955376557,-0.4036745170000007
efeU__menFentCubiC_ale38__2,0.5641537406694829,-0.3732575010000012
misc2__salc_glc__1,1.6590052952652414,-0.22932395800000194
misc2__salc_glc__2,1.848420246712136,-0.03345726400000082
misc2__dbcn_glc__1,-1.4123329023512263,-0.7301900130000014
misc2__dbcn_glc__2,-1.9048344731528373,-0.8092735110000007
misc2__tyr_glc__1,-2.4087080417313924,-0.5575643070000016
misc2__tyr_glc__2,-1.920015047224806,-0.5539005700000015
misc2__arg_cytd__1,8.738974323102104,-1.1034638080000008
misc2__arg_cytd__2,3.64140282802156,-0.7432087820000017
misc2__delyheO_pyr__1,7.179655320163805,-0.7526202150000003
misc2__delyheO_pyr__2,1.2717199688270462,-0.4191611070000008
misc2__dellon_glc__1,0.8142955185340643,0.3493916779999981
misc2__dellon_glc__2,0.58518894259002,0.5194171779999994
nquinone__delubiC__1,-1.218468696377916,-0.6095067330000017
nquinone__delubiC__2,-2.4528493041329917,-0.6044100700000019
nquinone__ubiC_ale1__1,0.7974392641722667,-0.4323583200000005
nquinone__ubiC_ale1__2,-0.0472742412323182,-0.6067025980000018
nquinone__ubiC_ale2__1,1.414676589411166,-0.5499352390000016
nquinone__ubiC_ale2__2,1.0755041493694513,-0.5028724020000013
nquinone__ubiC_ale3__1,-3.5470745727057493,-0.5823368140000014
nquinone__ubiC_ale3__2,-3.1210576805045385,-0.5599778960000013
nquinone__ubiC_ale4__1,0.8996148929815801,-0.6001517920000019
nquinone__ubiC_ale4__2,0.7173429052847738,-0.5363889490000009
nquinone__delpdhR__1,0.1870271576313653,-0.8817682130000009
nquinone__delpdhR__2,-0.7260061245844484,-0.8676659450000006
quinone__glu_ale4__1,2.551935051421271,-0.7937296570000019
quinone__glu_ale4__2,17.318673548142755,-1.3345289250000008
quinone__delmenF__1,0.4783105971970864,-0.6263961320000018
quinone__delmenF__2,1.3719147531510387,-0.5904860330000012
quinone__menF_ale5__1,12.227443489039311,-1.5730570960000012
quinone__menF_ale5__2,12.808991877370442,-1.5773257790000024
quinone__menF_ale6__1,16.76052101493404,-2.032580734000001
quinone__menF_ale6__2,18.251978666159907,-2.029661312000001
quinone__menF_ale7__1,24.161844129097396,-2.266448492000001
quinone__menF_ale7__2,24.567116301251367,-2.358642473000001
quinone__menF_ale8__1,25.92043828351209,-2.309375750000001
quinone__menF_ale8__2,17.853254294389426,-0.8210202880000015
quinone__delmenFubiC__1,-0.8569306986030991,-0.5446679390000018
quinone__delmenFubiC__2,-1.0416540291393896,-0.5307565460000011
quinone__menFubiC_ale1__1,27.870075696175896,-2.5481107570000012
quinone__menFubiC_ale1__2,28.49795015959496,-2.5745257670000012
quinone__menFubiC_ale2__1,28.699299889261454,-2.5041279210000007
quinone__menFubiC_ale2__2,28.983663071590087,-2.4451129780000027
quinone__menFubiC_ale3__1,0.5784820167990592,-0.5054432390000017
quinone__menFubiC_ale3__2,1.2132235790855512,-0.5051048730000005
quinone__menFubiC_ale4__1,12.128289504638964,-1.639778015000001
quinone__menFubiC_ale4__2,13.869870918486772,-1.525707863000001
oxyR__wt_glc__1,4.776073242772646,-0.8089780310000005
oxyR__wt_glc__2,2.716765553904864,-0.6878140150000007
oxyR__wt_h2o2__1,4.53253597873672,-0.7709993870000016
oxyR__wt_h2o2__2,5.377039381357985,-0.5165665970000006
oxyR__glu_ale4__1,15.01280066951128,-0.4998186800000006
oxyR__glu_ale4__2,15.20447376157844,-1.0535432470000003
oxyR__glu_ale4_h2o2__1,18.14250459637012,-0.8761725550000001
oxyR__glu_ale4_h2o2__2,16.09068340024141,-1.0044108940000012
oxyR__oxyR_ale17__1,19.39961124272357,-0.9421467330000012
oxyR__oxyR_ale17__2,19.39957280118053,-1.093086918000001
oxyR__oxyR_ale17_h2o2__1,18.66623004411487,-0.9796284760000002
oxyR__oxyR_ale17_h2o2__2,11.486932797524208,-0.5898082770000013
oxyR__oxyR_ale18__1,11.210219491109209,-1.166562635
oxyR__oxyR_ale18__2,8.780473235163537,-0.6725769710000016
oxyR__oxyR_ale18_h2o2__1,19.66891139662581,-1.0918933600000005
oxyR__oxyR_ale18_h2o2__2,20.063898314549206,-1.1393528260000014
oxyR__oxyR_ale19__1,7.761599509357118,-1.0451964960000009
oxyR__oxyR_ale19__2,17.66618542544381,-0.725073354000001
oxyR__oxyR_ale19_h2o2__1,4.718150170071159,-0.7358367710000007
oxyR__oxyR_ale19_h2o2__2,3.6028414904357424,-0.8039380640000022
oxyR__oxyR_ale20__1,22.825210284997446,-1.4027556840000024
oxyR__oxyR_ale20__2,23.02635650544944,-1.4280679270000007
oxyR__oxyR_ale20_h2o2__1,19.68285596263752,-1.0986975080000008
oxyR__oxyR_ale20_h2o2__2,19.908385204759742,-1.127493234000001
svns_pgi__BmePgi24_15__1,2.5932918840053465,-0.5360552860000016
svns_pgi__BmePgi24_15__2,0.577512046512741,-0.5360455760000011
svns_pgi__BmePgi24_26__1,2.806545336760947,-0.524884001000002
svns_pgi__BmePgi24_26__2,-0.2940718170547596,-0.4864099500000005
svns_pgi__BmePgi24_41__1,4.04709455203214,-0.44696534900000096
svns_pgi__BmePgi24_41__2,0.1209726110938088,-0.4670558630000006
svns_pgi__BmePgi24_52__1,5.904208311364574,-0.4944578470000014
svns_pgi__BmePgi24_52__2,0.0225840999830036,-0.541468839000002
svns_pgi__PaePgi2_34__1,0.0902752616268385,-0.35587768100000083
svns_pgi__PaePgi2_34__2,-0.063495316080961,-0.3716520780000003
svns_pgi__PaePgi2_63__1,-0.4418929649254613,-0.3306225780000016
svns_pgi__PaePgi2_63__2,0.1132934635939652,-0.3901852840000011
svns_pgi__PaePgi24_54__1,12.218073908525458,-0.8311115560000015
svns_pgi__PaePgi24_54__2,12.760414855016498,-0.8662979580000005
svns_pgi__PaePgi24_90__1,14.384542119184076,-0.7702927290000012
svns_pgi__PaePgi24_90__2,12.853784940764204,-0.7893792930000014
abx_media__m9_ctrl__1,0.1385328359015891,-0.8938289440000009
abx_media__m9_ctrl__2,0.085662402689889,-0.8991160770000004
abx_media__rpmi_ctrl__1,11.07376638966661,-1.557518067000002
abx_media__rpmi_ctrl__2,13.470006748218134,-1.5839219300000007
abx_media__camhb_ctrl__1,-0.599988965689471,-1.179529736000001
abx_media__camhb_ctrl__2,2.0575643486009008,-1.261389653000002
abx_media__m9_mero__1,-2.6007317976299853,-0.9119070650000012
abx_media__m9_mero__2,-0.7665472778106845,-1.133278434000001
abx_media__rpmi_mero__1,10.38269690830524,-1.6535658390000023
abx_media__rpmi_mero__2,12.26703432138718,-1.8328940680000023
abx_media__camhb_mero__1,-2.407628192301823,-1.4644877940000018
abx_media__camhb_mero__2,-2.147394333260455,-1.4166246660000006
abx_media__m9_trisulf__1,-0.7469173342672231,-0.4676025150000012
abx_media__m9_trisulf__2,-0.2880523837988327,-0.5692284570000012
abx_media__rpmi_trisulf__1,-0.5992276566183905,-0.7884398340000018
abx_media__rpmi_trisulf__2,-0.5457398769572053,-0.7543595560000007
abx_media__camhb_trisulf__1,-0.7612867840827097,-0.6868955570000015
abx_media__camhb_trisulf__2,-0.8537052686637022,-0.7414238250000018
abx_media__m9_cef__1,2.698469760607608,-0.6019969600000009
abx_media__m9_cef__2,4.467003241321094,-0.8015251920000015
abx_media__rpmi_cef__1,5.663973124524508,-0.8307925950000001
abx_media__rpmi_cef__2,4.576795982451476,-0.7416807140000009
abx_media__camhb_cef__1,-0.01506733851967,-1.0817596130000011
abx_media__camhb_cef__2,-0.1400728596171593,-1.061934583000001
abx_media__m9_cipro__1,1.0727400168253722,-0.7758492030000017
abx_media__m9_cipro__2,0.5276104723809169,-0.853964598000001
abx_media__rpmi_cipro__1,10.147110110005814,-1.0100535220000015
abx_media__rpmi_cipro__2,6.403163076304317,-0.9865308030000008
abx_media__camhb_cipro__1,-1.272392908139098,-0.6598682350000011
abx_media__camhb_cipro__2,-1.2971792587869728,-0.7293645650000009
hot_tale__42c_ale3_30c__1,-3.4701458905490434,-0.31695025400000176
hot_tale__42c_ale3_30c__2,-3.1857802891300646,-0.3400038020000018
hot_tale__42c_ale3_37c__1,-1.9387109957180075,-0.3753982770000004
hot_tale__42c_ale3_37c__2,-2.172269664260308,-0.3437324220000004
hot_tale__42c_ale3_44c__1,-0.1575878971400866,-0.6295553280000004
hot_tale__42c_ale3_44c__2,0.07685969834155,-0.7233255390000011
hot_tale__hot_ale3_mid_30c__1,-1.5905969734327687,-0.4170887780000019
hot_tale__hot_ale3_mid_30c__2,-2.876745985040655,-0.4165719660000011
hot_tale__hot_ale3_mid_37c__1,-4.351633753508951,-0.3567725280000005
hot_tale__hot_ale3_mid_37c__2,-2.487608321793449,-0.5292693580000005
hot_tale__hot_ale3_mid_44c__1,14.53181572131128,-1.1714352350000006
hot_tale__hot_ale3_mid_44c__2,10.544973956000293,-1.2013848630000012
hot_tale__hot_ale3_30c__1,-2.185154913113496,-0.6191741980000014
hot_tale__hot_ale3_30c__2,-2.703697810044355,-0.5715778280000006
hot_tale__hot_ale3_37c__1,-2.498968043579739,-0.7227219680000019
hot_tale__hot_ale3_37c__2,-2.505483540342056,-0.6857150900000004
hot_tale__hot_ale3_44c__1,9.188631472215642,-1.5972039140000014
hot_tale__hot_ale3_44c__2,-0.0449604439140101,-1.0994406470000015
hot_tale__hot_ale4_30c__1,-3.3983047639906614,-0.5107969040000011
hot_tale__hot_ale4_30c__2,-3.200881634477376,-0.4443462910000005
hot_tale__hot_ale4_37c__1,-2.134865757505969,-0.4454435780000008
hot_tale__hot_ale4_37c__2,-1.7150385274422704,-0.3388817700000004
hot_tale__hot_ale4_44c__1,-0.4333658594837655,-0.3646092800000016
hot_tale__hot_ale4_44c__2,-0.2164245474325511,-0.5246024060000014
hot_tale__hot_ale8_30c__1,-1.4110267336439613,-0.6861498490000013
hot_tale__hot_ale8_30c__2,-2.0147341160727628,-0.6402435630000003
hot_tale__hot_ale8_37c__1,-1.310171068402478,-0.5045901850000014
hot_tale__hot_ale8_37c__2,-1.9082174478840583,-0.5124674050000007
hot_tale__hot_ale8_44c__1,1.4094032145236024,-0.32521259600000185
hot_tale__hot_ale8_44c__2,1.671005161275121,-0.3328383620000004
hot_tale__hot_ale9_mid_30c__1,-2.9571896707950547,-0.632539361000001
hot_tale__hot_ale9_mid_30c__2,-2.2489944524984806,-0.553225578000001
hot_tale__hot_ale9_30c__1,-3.6805517367441447,-0.4970335490000011
hot_tale__hot_ale9_30c__2,-3.603055658142846,-0.4297348410000019
hot_tale__hot_ale9_mid_37c__1,-1.4343943912085393,-0.5066094210000003
hot_tale__hot_ale9_mid_37c__2,-1.852261666807733,-0.4761660850000009
hot_tale__hot_ale9_37c__1,-2.8928277694943514,-0.5408338400000012
