,-0.1694509218078272,-0.14338154922200763,-0.11731217663618806,-0.0912428040503685,-0.06517343146454893,-0.039104058878729364,-0.013034686292909797,0.01303468629290977,0.039104058878729336,0.0651734314645489,0.09124280405036847,0.11731217663618806,0.1433815492220076,0.16945092180782714,0.19552029439364674,0.22158966697946633,0.24765903956528587,0.27372841215110544,0.299797784736925,0.3258671573227446
thresh,-0.182485608100737,0.182485608100737,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,3,12,107,1775,1905,85,4,0,1,0,0,0,0,1,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['pntB'],['pntA2' 'pntA1'],[],[]
