locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
ABUW_3314,0.2818019518,pntA1,NAD(P) transhydrogenase subunit alpha,Energy production and conversion,,,
ABUW_3313,0.275757762,pntA2,NAD(P) transhydrogenase subunit alpha,Energy production and conversion,,,
ABUW_3312,0.2473696255,pntB,NAD(P) transhydrogenase subunit beta,Energy production and conversion,,,
