,A,GlcC,PdhR,ArcA,ihfB
ecoli_00312,-2.3349349326,-3.691243122,-3.025227246,0.5338657950000001,0.971904815
ecoli_00313,-1.087576537,-1.299079255,0.129738969,0.41800140300000005,0.045415855000000005
ecoli_00314,-0.45733214120000004,-1.12837751,0.08619411,0.41796379,0.152257115
ecoli_00315,-2.5302395934,-3.8337628009999998,-2.259269158,0.990161956,0.5501011250000001
ecoli_00316,-2.4843416194,-3.847814581,-2.357896422,0.9831297560000001,0.532344675
ecoli_00317,-1.9188579534999999,-4.32598959,-2.612905733,0.8927740160000001,0.626683035
ecoli_00318,-2.1960141902,-3.642891163,-2.40261834,0.9872195560000001,0.596736845
ecoli_00319,-1.5832697413,-1.653794393,0.396130142,0.07436142200000001,-0.15358316500000002
ecoli_00320,-2.3896745047,-1.8640278860000001,0.33490203300000004,0.095882301,-0.036589665
ecoli_00321,-1.8350286543,-3.891317206,-2.5579925,0.8589243360000001,0.775029505
ecoli_00322,-2.2127274695,-3.641987419,-2.736455229,0.844631216,0.8413603550000001
ecoli_00323,-1.2310448245,-1.213364203,-0.5939216310000001,-0.146201738,-0.48556983000000004
ecoli_00324,-0.7119091253000001,-0.570027151,-0.7293935410000001,-0.07992882,-0.46299467600000005
ecoli_00325,-0.37752980270000003,-1.302749318,-0.5367757470000001,-0.058308609000000004,-0.5230424
ecoli_00326,0.38387211460000004,-0.16885570300000002,-0.9360822160000001,0.511779267,0.050135135000000004
ecoli_00327,-1.4731600922,-0.577637826,0.8295831760000001,0.48734367500000003,0.5308955750000001
ecoli_00328,-0.5417604626,-4.154540548,0.012154792000000001,0.55045278,0.239963105
ecoli_00329,-1.5781416968,-3.487396942,-1.354143334,0.42652437200000004,0.321393215
ecoli_00330,-2.0543093728,-3.54581085,0.5555508650000001,0.41923975900000005,0.175331545
ecoli_00331,-2.3489457658,-3.561636202,0.16553516100000001,-0.47258526700000003,-0.012998075000000001
ecoli_00332,-2.4649848684,-3.577048128,0.30774985,-0.319391246,-0.17918820500000002
ecoli_00333,-2.1798337325,-3.503202513,-0.902962028,-0.407849047,0.11520936500000001
ecoli_00334,-1.6960159921,-0.270218122,1.014623436,-0.36088363100000004,-0.10849309500000001
ecoli_00335,-2.233680249,-2.659493641,-0.47982876700000004,-0.423750187,-0.712682895
ecoli_00336,-1.8135403372,-0.7946435220000001,-0.8939865810000001,-0.580132675,-0.45515782
ecoli_00337,-2.4762218715,-3.666046679,-0.102343453,-0.432093592,-0.19995716500000002
ecoli_00338,-2.0352946317,-3.655113735,-0.20313905200000001,-0.32869141,-0.057134725000000004
ecoli_00339,-2.3793624137,-2.220472093,-0.54316451,-0.75174328,-0.6934130190000001
ecoli_00340,-2.5843632395,-1.368549239,-0.82206313,-0.8265227650000001,-0.61577951
ecoli_00341,-2.2732705884,-1.5545687570000002,-0.909391699,-1.194452202,-0.8395102720000001
ecoli_00342,-2.8105866524,-1.611180349,-0.8193251840000001,-0.979012392,-0.70593072
ecoli_00343,-2.0489583309,-3.653689901,0.524929694,-0.669338697,-0.6174351720000001
ecoli_00344,-2.5095219969,-2.972883763,0.645414418,-0.671754205,-0.7454431260000001
ecoli_00345,-2.1524962223,-2.785459577,0.343467493,-0.809541689,-0.553778804
ecoli_00346,-2.3983764152,-3.287631351,0.241879226,-0.808753508,-0.39342944500000004
ecoli_00347,0.5226706923000001,-0.195091168,-0.724573279,0.15738168700000002,-0.242068375
ecoli_00348,1.5922290563,-0.450017135,-0.742232921,0.158383399,-0.145811075
ecoli_00349,-0.8941973517,-0.40693611500000004,-0.748127348,0.019257945000000002,-0.22252184500000002
ecoli_00350,-0.0240148352,-0.449091832,-0.635808012,0.151773498,-0.290125915
ecoli_00351,-0.6437898228000001,-0.258000993,-0.6767706490000001,1.017115486,0.818727175
ecoli_00352,-2.2428324296,-0.7521924560000001,-0.6055919120000001,0.043576312000000006,-0.43698767
ecoli_00353,-0.4865820018,-0.32666910200000004,-0.7855442810000001,0.044739098000000005,-0.23280757500000002
ecoli_00354,0.5599594612000001,-0.506825297,-0.67683176,0.057732437000000005,-0.44035611500000005
ecoli_00355,5.0873599116,0.36223361200000004,-1.043414398,0.7317756190000001,0.48633563500000004
ecoli_00356,5.0799325315,0.31103941100000004,-1.109772646,0.699000876,0.469224085
ecoli_00357,4.5586317205,0.142168605,-1.007537784,0.7554666760000001,0.310422755
ecoli_00358,4.652258468,0.247239688,-0.9655840550000001,0.7990900860000001,0.406436905
ecoli_00359,5.8115390693,0.42965731300000004,-0.783204278,0.852278316,0.107600365
ecoli_00360,5.5392098977,0.516625522,-0.582004533,0.908308306,0.14424013500000002
ecoli_00361,5.3114443398,0.223356455,-0.280198852,1.097423036,0.21443858500000001
ecoli_00362,4.97551344,0.398050567,-0.263591599,1.1680522660000001,0.256181475
ecoli_00363,-0.6440498586,-1.722516527,0.423971606,0.38832677600000004,-0.7748466310000001
ecoli_00364,-0.2375029261,-1.5486569060000002,0.780867806,0.5281267030000001,-0.64266658
ecoli_00365,-7.0906220082,-2.820466402,-0.439964352,1.148398166,-1.939577305
ecoli_00366,-5.0658862086,-2.594292289,0.10277367700000001,0.960487886,-2.241790295
ecoli_00367,-5.4819300151,-3.040788199,1.158534188,-0.9133811220000001,-1.209246395
ecoli_00368,-5.7286082977,-3.132996443,1.09290761,-0.9972484690000001,-1.408883126
ecoli_00369,-2.7580200842,-1.535585497,0.044264288000000006,0.49373369300000003,-0.692410551
ecoli_00370,-0.8688430143,-1.710958909,0.579536759,0.239644822,-0.760633267
ecoli_00371,-6.2799240185,-2.466430667,0.140526554,0.750131416,-2.122024952
ecoli_00372,-6.3057883591,-2.606998335,-0.286777544,1.117783896,-1.985576121
ecoli_00373,-6.0410959061,-3.063559628,0.61626311,-1.343260479,-1.809309373
ecoli_00374,-5.5190479843,-3.050938772,0.694032402,-1.375806483,-1.769452582
ecoli_00375,-0.3815197957,-1.399866209,0.368088615,0.42521249800000005,-0.654139134
ecoli_00376,-0.6920652273,-1.871542201,0.30728888200000004,0.202579652,-0.673502463
ecoli_00377,-4.430528783,-2.4578446720000002,1.769628133,-0.996780494,-1.495545031
ecoli_00378,-4.3930122041,-2.586293799,1.832649208,-0.869100763,-1.3725593790000001
ecoli_00379,-4.0775920232,-1.227194682,1.7068177599999999,-0.76746688,-1.642703878
ecoli_00380,-4.5452639474000005,-1.18064167,1.633953771,-0.6975454830000001,-1.608883975
ecoli_00381,-0.9253366238,-1.707819894,0.38607178400000003,0.322745916,-0.7174840370000001
ecoli_00382,-1.1205838419,-2.252185364,0.571381302,0.32773048800000004,-0.795013022
ecoli_00383,-6.0807294612,-1.561884386,2.341774193,-0.031158746,-2.385835026
ecoli_00384,-6.0674931156,-1.695985678,2.404960983,-0.000146966,-2.377511802
ecoli_00385,-4.7029053459,-2.184914406,1.442652509,-0.82586124,-1.499025855
ecoli_00386,-4.744896927,-2.025427006,1.472209093,-0.816201806,-1.429627373
ecoli_00387,4.2919226974,-1.758905474,0.763134123,0.259412766,-0.797538743
ecoli_00388,4.5916200048,-2.112587723,0.5357338340000001,0.25472500200000003,-0.715373115
ecoli_00389,-4.978620537,-1.915856202,1.5724305040000002,-0.464657757,-1.969755932
ecoli_00390,-5.7199875844,-1.728433013,1.535231684,-0.20812524200000002,-1.89297845
ecoli_00391,-5.2069770452,-3.052337926,1.372365839,-1.6314585560000001,-1.285918855
ecoli_00392,-5.6810553837,-2.8814714710000002,1.313462394,-1.578264933,-1.320916752
ecoli_00393,-3.7780623573,-2.158640049,0.274980385,-0.085024997,-0.311726125
ecoli_00394,-3.4874394083,-1.9985228210000001,0.31697594500000004,-0.11169243100000001,-0.313698215
ecoli_00395,-2.386402937,-2.216938619,0.300487826,-0.12554602,-0.356550505
ecoli_00396,-3.0290357776,-2.726141726,0.257246939,-0.12163840100000001,-0.286844505
ecoli_00397,-2.215132484,-1.8008938790000002,0.012720654000000001,0.147011691,0.8838351350000001
ecoli_00398,-1.9283775866,-1.850631789,0.003710034,0.17322447,0.915693485
ecoli_00399,-3.0138311594,-1.5691909370000001,0.23912079100000003,0.59222252,0.005993265
ecoli_00400,-2.4325078106999998,-1.378757754,-0.033805023000000003,0.504056843,-0.007385775000000001
ecoli_00401,-3.0415119379,-1.933177603,-0.149227513,0.22968818400000002,-0.501685806
ecoli_00402,-3.1244289129,-2.067698744,-0.46164692700000004,0.056962728000000004,-0.528992617
ecoli_00403,-3.7670329048999998,-2.947496687,-1.040942879,0.39358909999999997,0.11469567500000001
ecoli_00404,-3.5543560515,-3.209139526,-0.648585313,0.6512664920000001,0.23116971500000003
ecoli_00405,-2.6814483344,-1.711129646,-0.338239952,0.508200498,-0.45345180900000004
ecoli_00406,-2.4642076814,-1.505620891,-0.323719696,0.554538969,-0.329073775
ecoli_00407,-2.9361268502,-1.766018914,-0.638099033,0.131412035,-0.40363830500000003
ecoli_00408,-2.4819681296000002,-1.568954624,-0.599241056,0.113307349,-0.277036345
ecoli_00409,-3.3917271908,-3.508099481,-0.391466069,0.732414381,0.227503365
ecoli_00410,-2.3656250009,-1.195531088,-0.35500843400000004,0.397215451,0.238396985
ecoli_00411,-4.5123906856,-2.60600642,0.45450901400000004,0.047990289000000005,-0.546493917
ecoli_00412,-4.5739484752,-2.487453134,0.47729965900000004,0.024226647,-0.407269425
ecoli_00413,-3.9634167934,-2.873793453,0.047354850000000004,-0.16735893200000002,-0.459973854
ecoli_00414,-3.8095646571,-2.953423292,0.22682855600000001,-0.046169952,-0.44517688800000005
ecoli_00415,-2.4175321526999998,-2.467349092,0.078342834,0.000397934,0.082785365
ecoli_00416,-3.1611164033,-2.6570572930000003,0.232495001,0.061681656,0.259213805
ecoli_00417,-4.1942151041,-2.46128543,0.116499927,0.023464927,-0.9095089900000001
ecoli_00418,-4.1419194177,-2.186165114,0.118444564,0.08428102900000001,-0.7777570690000001
ecoli_00419,-2.9919198111,-2.599326068,-0.074322571,-0.240669923,-0.727489724
ecoli_00420,-3.526329343,-2.542678745,-0.093454066,-0.24078269100000002,-0.703668932
ecoli_00421,-2.3316097518,-1.858602195,0.44242118700000005,0.11352845800000001,0.012718265000000001
ecoli_00422,-2.8161517349,-1.995736761,0.24414767,0.055647699999999994,-0.09703083500000001
ecoli_00423,-4.1710399335,-2.117159953,0.238899828,0.423811033,-0.049583385
ecoli_00424,-3.4748521873,-2.328516828,0.255774249,0.36192860400000004,0.135071655
ecoli_00425,-4.579251313,-1.76509263,0.217194287,0.23718312100000002,-0.592842238
ecoli_00426,-3.857629712,-1.649897731,0.260052452,0.35780927900000004,-0.58999575
ecoli_00427,-3.5803275687,-2.571372946,-0.13844389999999998,-0.065463742,-0.367639655
ecoli_00428,-3.8144750867,-2.7175606979999998,-0.09125556300000001,0.0031101880000000003,-0.29849762500000004
ecoli_00429,-3.1201880602,-2.003289671,-0.159088149,0.024472946000000002,-0.38001561500000003
ecoli_00430,-3.4871691462,-1.9589374410000002,-0.197957039,0.055705313000000006,-0.376293755
ecoli_00431,-2.8818096593,-2.228702446,-0.027585555,0.153475046,0.19238305500000003
ecoli_00432,-2.7271823881,-2.312992282,0.329796123,0.383165937,0.510890925
ecoli_00433,-1.5777368087,-1.15706309,0.156269513,0.42902198,0.24630422500000002
ecoli_00434,-2.1914704305,-1.209046443,0.039586351000000006,0.47947808100000006,0.38751159500000004
ecoli_00435,-3.9343014125,-1.7864139790000002,0.253613441,0.40552786700000004,-0.45869837300000005
ecoli_00436,-3.6934869986,-2.099198554,0.14625839200000001,0.36391003800000005,-0.355403095
ecoli_00437,-3.8560101266,-2.970823911,-0.432530275,-0.17456958,-0.447231433
ecoli_00438,-3.473904574,-2.7616147460000002,-0.32195738300000004,-0.112775311,-0.371389305
ecoli_00439,-3.5822410093,-2.39038406,0.048669009000000006,0.547628596,0.178874645
ecoli_00440,-3.2952932866999998,-2.175343219,0.24485287600000002,0.138707938,0.311857795
ecoli_00441,-3.6826540359,-2.6072223660000002,0.672041792,0.123741612,-0.467012603
ecoli_00442,-3.5609445287,-2.435512677,0.802473988,0.148947619,-0.372629985
ecoli_00443,-3.383920945,-3.223801714,0.406593378,-0.194823721,-0.431921053
ecoli_00444,-3.0737009386,-2.443445331,0.390795375,-0.207813609,-0.424432715
ecoli_00445,-2.8559184735,-2.91737809,0.52536131,0.116287575,0.140553845
ecoli_00446,-3.494326686,-2.869961737,0.632916903,0.30610816900000004,0.24958026500000002
ecoli_00447,-2.0508474868,-2.251431972,-7.947651277,0.182452148,0.670059155
ecoli_00448,-2.5638468991,-3.485611476,-7.69884999,0.05675017500000001,0.584683415
ecoli_00449,-0.2517036393,-0.9654500010000001,-7.947651277,0.9022052260000001,1.127235165
ecoli_00450,-0.1450364274,-2.33694342,-7.947651277,0.805511006,1.086679905
ecoli_00451,-3.3571997237,-3.991661868,-7.947651277,-0.13942209900000002,0.419866055
ecoli_00452,-2.6645350135,-4.042685281,-7.947651277,-0.07192016500000001,0.633658665
ecoli_00453,-1.5129897824,-3.967838339,-7.947651277,-0.052949313000000005,0.992749325
ecoli_00454,-0.4350684656,-2.870789817,-7.947651277,0.362159938,0.978565255
ecoli_00455,-3.7863719209,-3.284432029,-1.712722892,-0.189834376,0.07488206500000001
ecoli_00456,-3.374548672,-3.240554234,-1.547742179,0.008173476,0.076697995
ecoli_00457,-3.0560103268,-3.528074962,-1.903721414,0.169654342,0.35601839500000004
ecoli_00458,-3.0490280585,-3.575512814,-1.692536799,0.06729879400000001,-0.003665175
ecoli_00459,-3.2004034021,-3.579819897,-2.254234147,0.15616148500000002,0.390416185
ecoli_00460,-3.0997096594,-3.880362015,-2.141272772,0.239198092,0.45289707500000004
ecoli_00461,-1.3728446,-3.533993179,-1.271227278,0.8641572160000001,-1.004696949
ecoli_00462,-0.0706540888,-2.655723684,-1.144301051,0.973083856,-1.039493529
ecoli_00463,-1.5946104326000001,-2.158494743,-2.343748334,1.333750346,0.560565675
ecoli_00464,-1.9720423737,-2.504335046,-2.238383433,1.312309306,0.6126008350000001
ecoli_00465,6.6920844874,-0.625238995,-1.690048881,1.8951162460000002,0.9432713450000001
ecoli_00466,6.8423093744,-0.556891209,-1.6785191799999999,1.911921266,0.936693195
ecoli_00467,-3.5174460937000003,-3.359048832,-2.816033732,1.350056986,-0.685354248
ecoli_00468,-3.2898105745,-3.066573881,-2.735431196,1.376970496,-0.7342108110000001
ecoli_00469,5.479681005,-0.588863682,-1.506239294,1.913679546,1.100573585
ecoli_00470,5.1704838289,-0.6736075140000001,-1.5346332440000001,1.8060344860000002,1.042834665
ecoli_00471,-1.5588009898,-3.762507356,-1.377000358,1.558450116,-1.245766886
ecoli_00472,-1.2752640876,-4.007388063,-1.472253316,1.512987446,-1.365107315
ecoli_00473,-1.699951407,-2.433581723,-2.047948811,1.187646956,0.496570985
ecoli_00474,-1.0418867428,-2.59561436,-1.9881383330000002,1.183673156,0.521179295
ecoli_00475,-1.2017720909,-2.663033468,1.0435207,1.134926456,0.18434866500000002
ecoli_00476,-1.3991434056,-2.22671459,1.080094081,1.171369256,0.172252555
ecoli_00477,-2.6005311608,-2.557599857,-2.681928047,1.277705766,-1.04493152
ecoli_00478,-2.6026404589,-2.5631952,-2.634280103,1.193604036,-0.94008373
ecoli_00479,-0.850641388,-1.219279296,-0.606057215,1.209686186,1.188748505
ecoli_00480,-0.101590655,-1.284423446,-0.660622632,1.219010516,1.132852455
ecoli_00481,-2.130959939,-1.117336166,-0.5442407490000001,0.749578626,0.315758295
ecoli_00482,-2.129744403,-1.920761804,-0.064601977,0.8959164460000001,0.327461795
ecoli_00483,-1.8936264555000002,-3.198776144,-1.471653684,0.43540830300000005,0.34490785500000004
ecoli_00484,-1.9959300365,-3.108054548,-1.481033444,0.336615744,0.359382225
ecoli_00485,-1.7528758899999999,-1.260585306,-1.067598414,0.9587748460000001,0.042946165
ecoli_00486,-1.7923490506,-1.331382164,-0.938658635,0.888778866,0.148344995
ecoli_00487,-0.5931512775000001,-0.9622012090000001,1.419709312,1.239469466,-1.113655764
ecoli_00488,-0.2886670927,-0.69809046,1.42483026,1.286611286,-1.286862524
ecoli_00489,-1.4036089414,-2.551877049,0.10895803200000001,0.593363677,-0.130483775
ecoli_00490,-1.6808975718,-2.4423298300000003,0.168149238,0.6304361510000001,-0.11948199500000001
ecoli_00491,-2.8626251649,-0.05590002,-1.581024178,0.805178606,-1.008928745
ecoli_00492,-3.2029133671,0.197201068,-1.698643604,0.7645057460000001,-1.091690486
ecoli_00493,-1.8397802393,-1.4804024230000001,-0.23068416500000002,1.309449926,-0.38165406500000004
ecoli_00494,-2.2712280008,-1.385205283,-0.279022147,1.256571656,-0.349034975
ecoli_00495,-1.0896176439,-3.300272607,-1.15159231,0.8213794360000001,1.455038345
ecoli_00496,-1.3520929754,-3.6458528770000003,-1.278394367,0.7716407660000001,1.366600795
ecoli_00497,5.8094955765,-0.26711566000000003,-1.6709128830000002,1.765406416,1.232707105
ecoli_00498,6.0856384184,-0.304916315,-1.5835799270000002,1.713364286,1.196058335
ecoli_00499,-2.724028719,-1.346675563,-1.197292953,0.7587941960000001,0.32144473500000004
ecoli_00500,-1.9929222349,-1.164386961,-1.212782447,0.817858076,0.254998695
ecoli_00501,-2.5889813813,-1.1272876059999999,-0.5766163390000001,0.7807056960000001,-0.34763808500000004
ecoli_00502,-2.6921530251,-1.018357295,-0.6147037860000001,0.796525916,-0.33729100500000003
ecoli_00503,-0.8242253192000001,-1.677374135,0.9368710480000001,1.3944261660000001,-0.748208975
ecoli_00504,-0.9204423217000001,-1.798473161,1.034998169,1.321416506,-0.77338142
ecoli_00505,-2.2814617299,-2.8803066790000003,0.8451398010000001,1.515113286,0.7751741050000001
ecoli_00506,-1.7231198151,-2.982285669,0.936294049,1.607825306,0.778722075
ecoli_00507,-1.8888543388999999,-3.496627398,-1.6912125900000001,-0.088775881,0.017340905
ecoli_00508,-2.7626660951,-3.025320109,-1.9175630320000001,-0.169818773,0.268100265
ecoli_00509,-2.4921497553,-3.448905521,-1.7855825969999999,0.22573171900000003,0.29628289500000005
ecoli_00510,-2.6666287142,-3.449232055,-1.864334117,0.15109339300000002,0.39963469500000004
ecoli_00511,-2.1687204803,-0.754831914,-0.61453715,0.9089738660000001,0.076579375
ecoli_00512,-2.5372953082,-0.893973686,-0.49763414300000003,0.9448164760000001,0.131004705
ecoli_00513,4.9545500881,0.059486881000000005,-1.860958309,1.9375935260000001,1.210572895
ecoli_00514,4.7856902864,-0.016120847,-1.681706024,1.987175686,1.222105615
ecoli_00515,-3.1169305763,-0.892013169,0.39101531900000003,0.7711966060000001,-0.7767742820000001
ecoli_00516,-2.9156432929,-0.895379981,0.39214903100000004,0.6683309540000001,-0.85283599
ecoli_00517,-4.0949902207,-1.5909754249999999,0.7491768940000001,0.066647027,-0.8659966050000001
ecoli_00518,-4.6799951202,-2.600105653,0.45910289,-0.139444285,-0.9510845130000001
ecoli_00519,-3.5106714682,-4.410697975,0.19606825,0.7034926290000001,-0.892650067
ecoli_00520,-4.0084390433,-4.098876018,0.20525567,0.510520804,-0.650211917
ecoli_00521,-4.44675421,-3.924698166,0.45190684000000003,0.5737665230000001,-0.449078336
ecoli_00522,-4.7365467765,-4.008384934,0.384819829,0.650774197,-0.756018851
ecoli_00523,-4.6283306295,-3.915483567,0.7389724520000001,0.334286132,-0.9738206110000001
ecoli_00524,1.6248501117,-0.029701599000000002,0.681512144,0.261113048,0.609933425
ecoli_00525,1.4058788714000001,0.12141803,0.6480273520000001,0.240423778,0.5490627650000001
ecoli_00526,1.455154125,0.024438629,0.55347061,0.257043055,0.20033556500000002
ecoli_00527,1.2215126256,-0.126805727,0.558215543,0.21156323800000001,0.21333680500000002
ecoli_00528,-2.2251614949,-1.849029545,0.524331659,0.383409127,-0.101637155
ecoli_00529,-3.5859188772,-2.130880465,0.46354756900000005,-0.29952612700000003,-0.49744366
ecoli_00530,-3.4842363523,-2.387801485,1.042160677,-0.94411497,-1.24988038
ecoli_00531,-5.8026520406,-2.600289546,1.12381399,-1.248649327,-1.09819233
ecoli_00532,-4.1457538906,-4.024307113,-1.275953739,0.5494004290000001,-0.10574536500000001
ecoli_00533,-4.2551293649,-4.199034825,-1.819745468,0.7754563160000001,-0.101382835
ecoli_00534,-3.7267567923,-4.069646209,-1.250588398,0.695047587,-0.140543905
ecoli_00535,-3.8066198377,-3.7005417400000002,-1.711163197,0.903529596,-0.151116715
ecoli_00536,-4.2085201248,-3.3352111779999998,-0.024134976000000002,-0.0036125550000000004,-0.28454211500000004
ecoli_00537,-3.0303418058,-3.447296549,-0.133934465,0.16108550400000002,-0.218709975
ecoli_00538,-5.1169578096,-3.851119226,-0.23344766800000002,0.20020821100000002,0.059289785000000005
ecoli_00539,-4.215531097,-3.383826427,-0.10494560900000001,0.221042754,0.08908384500000001
ecoli_00540,-1.381833001,-0.8689745670000001,0.22224380700000002,0.22423083500000002,-0.518450237
ecoli_00541,-1.0471584962,-0.72018751,0.10707632,0.43619118300000004,-0.47543456700000003
ecoli_00542,-0.6812530548,-1.557788746,1.265314853,0.257730731,-0.869744331
ecoli_00543,-0.9137248614000001,-1.397889792,1.802802191,0.5135476840000001,-1.050985093
ecoli_00544,-0.6427155166,-1.7251867920000001,0.7947952850000001,0.12783092100000001,-0.72520451
ecoli_00545,-1.0758948089,-1.525307443,0.801090904,-0.092230409,-0.7641835720000001
ecoli_00546,-1.0945168296,0.34598936900000005,-0.029187778,-0.14357819900000002,-1.0700173099999999
ecoli_00547,0.6108846736,0.675535035,0.040699894,-0.18103812400000002,-1.103072573
ecoli_00548,-1.240091257,0.123127022,0.21253760800000002,-0.276094987,-1.148855377
ecoli_00549,-0.6949061064000001,0.34209996600000003,0.11470115600000001,-0.28364754400000003,-0.9061221570000001
ecoli_00550,-0.7555234222,0.174261512,0.11438218,-0.385375122,-0.9090295740000001
ecoli_00551,-0.4274955144,0.378000384,0.094104322,-0.302820358,-0.6581965830000001
ecoli_00552,-4.6990637759,-3.586763114,-0.8513309880000001,-0.158081835,-1.130481859
ecoli_00553,-5.7493641154,-3.722841887,-0.33185224700000004,-0.326010792,-1.097951499
ecoli_00554,-4.6366481970999995,-3.843026095,-0.477300726,0.12303699200000001,-0.7678107230000001
ecoli_00555,-4.1077636431,-3.438012379,-0.7154273760000001,0.172556438,-0.501428296
ecoli_00556,-4.2653424065,-3.818386685,-0.286103649,0.340269241,-0.539670415
ecoli_00557,-4.4643210871,-3.018614107,-0.052814051,0.281019843,-0.418458545
ecoli_00558,-1.7836625487000002,-3.09071291,-0.30458717500000004,-0.537316428,-0.859777644
ecoli_00559,-1.9186010135,-2.513472401,-0.44048470300000003,-0.43609835900000005,-0.8969574320000001
ecoli_00560,-3.2536548507,-3.439190184,0.209971348,-0.102851355,-0.7157152090000001
ecoli_00561,-2.1942740052,-2.806018472,0.429431443,-0.176020641,-0.827818583
ecoli_00562,-0.3486350626,0.131059053,0.079200435,1.3674984860000001,1.084884585
ecoli_00563,-0.5900337965,0.158530964,1.002338233,0.936573286,1.110534925
ecoli_00564,-2.2086527524,-1.271219909,1.048305185,0.391265266,-0.322763075
ecoli_00565,-2.5592067969,-1.2953456700000001,0.996503954,0.38658636900000004,-0.293092475
ecoli_00566,-4.614769709,-4.42366133,-1.448675098,-0.03401531,0.34716982500000004
ecoli_00567,-4.2535034629,-3.393487652,-1.184368414,-0.068463514,0.33392048500000004
ecoli_00568,-2.3975606277,-2.491414313,0.153599549,0.18575091400000002,-0.291864605
ecoli_00569,-2.5237057303,-2.630327206,0.23859320900000003,0.21141973400000003,-0.29224345500000004
ecoli_00570,-2.6807029864,-3.523636633,0.842803701,0.15879195200000001,-0.465235485
ecoli_00571,-2.4671585928,-2.806327437,0.869358878,0.156995183,-0.483834904
ecoli_00572,-4.7309593685,-3.513344013,0.471164061,0.215164809,-0.230275895
ecoli_00573,-4.1852786327,-3.863490489,0.094718282,0.319740371,0.08051488500000001
ecoli_00574,-4.7799044595,-1.449120677,-2.314934377,0.43983647600000003,0.414410155
ecoli_00575,-4.0217890514,-2.147644371,-2.200844372,0.392020733,0.420775255
ecoli_00576,-4.0327041594,-2.702390374,-1.407314521,0.706101113,-0.091196495
ecoli_00577,-3.3890974527,-3.360084575,-1.112800145,0.620042288,0.18637689500000001
ecoli_00578,-3.6044147393,-2.973374234,-1.203524359,0.5387263680000001,-0.25625172500000004
ecoli_00579,-3.1730704852000002,-2.167225303,-0.930756652,0.9171451260000001,0.16089092500000002
ecoli_00580,-4.0288576204,-2.304261494,-0.9299716140000001,0.6481270760000001,-0.5423704530000001
ecoli_00581,-4.636930962,-2.419919043,-0.9913373620000001,0.445417956,-0.41065191500000003
ecoli_00582,-0.5068213573,-1.865697902,1.1793018690000001,1.259036816,0.556681175
ecoli_00583,-0.8354302031,-1.87271436,1.179472882,0.813995346,0.044054445000000005
ecoli_00584,-4.2626959976,-3.777608444,-1.320864837,0.51610102,0.150418815
ecoli_00585,-3.8181781729,-4.085108734,-1.562724443,0.602182045,0.296173185
ecoli_00586,-2.4889381945,-2.314944419,0.093211652,0.44791902100000003,-0.39758026500000004
ecoli_00587,-2.0757937963,-2.259060645,0.183552438,0.7039331990000001,-0.7291996590000001
ecoli_00588,-2.7248949434,-2.70813353,1.353868869,0.720855298,-0.535026925
ecoli_00589,-2.7364623185,-2.61068297,1.306655954,0.650875576,-0.47481011500000003
ecoli_00590,-2.5296486258,-1.73378849,0.7912335020000001,1.546197726,0.676957735
ecoli_00591,-2.1548817308,-1.28834444,0.7178036640000001,1.584077686,0.760018115
ecoli_00592,-4.9457978236999995,-2.9636745820000003,-2.929425504,0.19594456000000002,0.732289525
ecoli_00593,-4.6305800785999995,-3.742829308,-3.011321911,0.08939118800000001,0.43077015500000004
ecoli_00594,-5.4173536593,-3.612099126,-1.737045546,0.32206998800000003,0.394077915
ecoli_00595,-4.9519349443,-3.198756574,-2.185930871,0.045230318000000005,-0.033236975
ecoli_00596,-4.7983809566,-2.8569922,-1.7267401580000001,0.17019406,-0.08328756500000001
ecoli_00597,-5.0030127153,-2.986179861,-0.991472106,-0.05540499,-0.444519447
ecoli_00598,-4.7043023808,-2.032808196,-1.423934662,-0.14625546,0.360943715
ecoli_00599,-4.9920372493,-2.125559761,-1.26454933,-0.6842217220000001,-0.0008650550000000001
ecoli_00600,-3.3232294803,-1.928069857,0.9826932500000001,-0.069939922,-1.239469425
ecoli_00601,-4.0394871282,-1.537020465,0.808546324,0.521034976,-0.906114233
ecoli_00602,-3.6850729353,-1.312757678,1.139719806,0.443479783,-0.664380941
ecoli_00603,-4.0277899173,-1.132862862,0.95110813,0.742704066,-0.751543803
ecoli_00604,-3.5880480778,-1.656585956,1.528914906,0.139308513,-0.582283069
ecoli_00605,-3.8874183664,-1.7275387229999999,1.412393927,0.740062926,-0.6685993090000001
ecoli_00606,-5.1351808777,-2.556280006,0.833170504,-0.25468864,-0.8101516240000001
ecoli_00607,-4.5462777827,-3.945034187,0.19267109500000001,-0.247761798,-0.821579228
ecoli_00608,-4.7439225204,-2.936553334,1.306163962,-0.042195750000000004,-0.6815045200000001
ecoli_00609,-5.0147790684,-4.319039851,0.514262835,-0.40731054800000005,-1.030650892
ecoli_00610,-4.7327378167,-3.859768176,0.933842975,-0.41696341600000003,-0.91410638
ecoli_00611,-3.4676780244,-3.619811983,1.214200578,-0.277083305,-0.396619785
ecoli_00612,-4.6677963986,-4.339832121,-0.027905356000000003,0.11370136500000001,-1.143270606
ecoli_00613,-4.6401653358,-3.638847032,-0.640218992,0.420637772,-0.5396704520000001
ecoli_00614,-5.2977428141,-3.290338679,-0.00046135500000000004,0.43312212200000005,-0.460564228
ecoli_00615,-4.9426426424,-3.9771483610000002,0.07886875,0.46302000600000004,-1.3851055859999999
