,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,2.2790923633749998,4.737100723285891,4.0,70.0,5.8067728385,71.0,6.9072870528,72.0,-1.485393213,73.0,-2.1122972248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,9.251858538542972e-17,0.9847896871893087,6.0,74.0,1.2045031064,75.0,0.806372053,76.0,0.4470259689,86.0,-1.342091046,88.0,-0.3084723285,90.0,-0.8073377538000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-4.3282205422,3.1728240167306034,6.0,77.0,-1.5231023815,78.0,-1.6877460242,79.0,-1.1362765025,87.0,-6.9759402902000005,89.0,-6.901591755,91.0,-7.7446662998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,2.536411198933333,0.12645886660513847,3.0,80.0,2.4654269657,82.0,2.6824147354,84.0,2.4613918957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-1.2804438354666667,0.3528508982504943,3.0,81.0,-1.6386994438,83.0,-1.2693738955,85.0,-0.9332581671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,1.0563731590269794,3.0,92.0,-0.4265433751,93.0,-0.776409985,94.0,1.2029533601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,6.727863950033334,0.2892898487161771,3.0,95.0,6.4665391997,96.0,6.6783301884,97.0,7.038722462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,1.9425181842,2.441950520081989,3.0,98.0,0.147053594,99.0,4.7231611308,100.0,0.9573398278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,5.345287461433334,0.47190599320451615,3.0,101.0,5.3976139365,102.0,5.7888493791,103.0,4.8493990687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,9.837107957833334,0.2391716903457112,3.0,104.0,9.8956837741,105.0,9.5740899644,106.0,10.041550135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,5.370447940800001,0.48230622690291175,3.0,107.0,5.1742828851,108.0,5.9199269127,109.0,5.0171340246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,7.476245027266667,0.07307687566330485,3.0,110.0,7.5584144703,111.0,7.4185360244,112.0,7.4517845871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,11.049534545333335,4.477682381659469,3.0,113.0,5.8882021761,114.0,13.3653882647,115.0,13.8950131952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
