,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,-10.255535302097957,3.0605501122554455,2.0,0.0,-12.419671040635032,1.0,-8.091399563560882
1,RichMedia__BHIN_Growth_Mid,-8.90588133621044,2.698944969574729,2.0,2.0,-10.81432362624605,3.0,-6.997439046174828
2,RichMedia__BHIN_Growth_Stat,-5.513219031786214,0.49381449410936573,2.0,4.0,-5.1640394543532775,5.0,-5.862398609219151
3,RichMedia__LBv2_Growth_Late,12.165729800131743,0.8998691206286777,2.0,6.0,11.529426242754829,7.0,12.802033357508655
4,RichMedia__LBv2_Growth_Mid,9.46465128492946e-15,0.5607317030873015,2.0,8.0,-0.3964971896793031,9.0,0.396497189679322
5,RichMedia__LBv2_Growth_Stat,20.74748477981255,1.531170284714039,2.0,10.0,21.830185671285182,11.0,19.664783888339915
6,RichMedia__MHB_Rich_Mid,-4.862542302319393,1.1717885220346922,2.0,12.0,-5.691121912366686,13.0,-4.0339626922721
7,RichMedia__NBO_Rich_Mid,-0.6722523637981292,0.857646950518826,2.0,14.0,-1.2787003383739546,15.0,-0.065804389222304
8,Carbon__M9Na_Arabinose_Mid,-0.9849490577754629,1.8035556554233287,2.0,16.0,-2.260255491972647,17.0,0.2903573764217212
9,Carbon__M9Na_Galactose_Mid,16.72462881688823,0.5467977825673179,2.0,18.0,16.337984396897113,19.0,17.11127323687935
10,Carbon__M9Na_GlcNAcGrowth_Late,-2.7705580127746536,0.9245379503767508,2.0,20.0,-2.116810958598941,21.0,-3.4243050669503656
11,Carbon__M9Na_GlcNAcGrowth_Mid,-3.025476284469113,0.07995742015071983,2.0,22.0,-3.082014718463869,23.0,-2.968937850474357
12,Carbon__M9Na_GlcNAcGrowth_Stat,2.5046713936049594,0.35991355486293775,2.0,24.0,2.25017407832042,25.0,2.7591687088894994
13,Carbon__M9Na_GlcNAc_Mid,-1.576500486544501,0.32844565848876617,2.0,26.0,-1.8087466389131883,27.0,-1.3442543341758133
14,Carbon__M9Na_Gluconate_Mid,-0.7883516643362347,0.005047419521080345,2.0,28.0,-0.791920728907084,29.0,-0.7847825997653854
15,Carbon__M9Na_Glucosamine_Mid,1.5138512649352835,1.697837561751213,2.0,30.0,2.7144037182028,31.0,0.3132988116677673
16,Carbon__M9Na_Glycerol_Mid,17.477817176786132,7.692227314881957,2.0,32.0,12.03859108000471,33.0,22.91704327356755
17,Carbon__M9Na_Maltose_Mid,2.7591708177344705,0.3166887154409464,2.0,34.0,2.983103555948021,35.0,2.5352380795209206
18,Carbon__M9Na_Mannitol_Mid,3.979571329715105,0.942980958510771,2.0,36.0,3.3127830994223486,37.0,4.646359560007862
19,Carbon__M9Na_Trehalose_Mid,2.601190544279176,3.0261764328852863,2.0,38.0,4.741020421039279,39.0,0.461360667519073
20,Carbon__M9Na_ethanol_Mid,41.44901131039729,1.1241296280383068,2.0,40.0,40.65413162747869,41.0,42.24389099331589
21,Carbon__M9Na_fructose_Mid,3.217757573035675,4.486982618692096,2.0,42.0,0.0449817362923217,43.0,6.390533409779029
22,Carbon__M9Na_fumarate_Mid,20.325639782881396,0.22702341534815002,2.0,44.0,20.4861695793622,45.0,20.165109986400587
23,Carbon__M9Na_glucoseGrowth_Late,0.15988451535729695,0.22958166078095135,2.0,46.0,0.3222232645315773,47.0,-0.0024542338169834
24,Carbon__M9Na_glucoseGrowth_Mid,-1.3711254354120683e-14,1.1035412625904903,2.0,48.0,0.7803215100968866,49.0,-0.780321510096914
25,Carbon__M9Na_glucoseGrowth_Stat,-2.1912383332876586,0.5185093851147042,2.0,50.0,-1.824596830964184,51.0,-2.557879835611133
26,Carbon__M9Na_ribose_Mid,35.37323250311719,8.258498515238106,2.0,52.0,41.212872805661085,53.0,29.53359220057329
27,Carbon__M9Na_succinate_Mid,-3.9732610059664744,0.9668956435586389,2.0,54.0,-4.656959472226519,55.0,-3.28956253970643
28,Carbon__M9Na_sucrose_Mid,7.914530573768256,1.7853911905618043,2.0,56.0,6.652068355851281,57.0,9.176992791685231
29,TF__LBv2_HapROver_Late,-5.45117282397028,0.25811268783177793,2.0,58.0,-5.633686055846416,59.0,-5.268659592094143
30,TF__LBv2_HapROver_Mid,8.668869527707791,2.8455968934215687,2.0,60.0,10.681010387569556,61.0,6.656728667846027
31,TF__LBv2_HapROver_Stat,7.7824069181948445,2.4909768293953234,2.0,62.0,9.543793526038844,63.0,6.0210203103508455
32,TF__LBv2_LuxOOver_Late,24.59647843218744,1.5516102320032448,2.0,64.0,25.693632548995364,65.0,23.49932431537951
33,TF__LBv2_LuxOOver_Mid,13.004518248386969,0.6163668255939393,2.0,66.0,12.568681086311068,67.0,13.44035541046287
34,TF__LBv2_LuxOOver_Stat,-1.7237561969326385,0.38136738635364764,2.0,68.0,-1.9934236619466927,69.0,-1.4540887319185842
35,TF__LBv2_QstROver_Late,28.491572453372818,0.11272731262167017,2.0,70.0,28.571282700552537,71.0,28.4118622061931
36,TF__LBv2_QstROver_Mid,6.342166647055016,1.1494379559232246,2.0,72.0,5.5293912738685,73.0,7.154942020241532
37,TF__LBv2_QstROver_Stat,-7.608235962160736,0.2158133093237004,2.0,74.0,-7.455632907667637,75.0,-7.760839016653834
38,TF__LBv2_TfoXOver_Late,22.53333967086678,0.8762170630125038,2.0,76.0,23.152918697914284,77.0,21.91376064381928
39,TF__LBv2_TfoXOver_Mid,14.423194075794532,1.4772449724787111,2.0,78.0,13.3786241382811,79.0,15.467764013307963
40,TF__LBv2_TfoXOver_Stat,-5.587974003067508,3.350402052420443,2.0,80.0,-3.218881992099686,81.0,-7.9570660140353295
41,Stress-I__20-300-T1,0.3813986425772203,0.011061903205856727,2.0,82.0,0.3892205893469108,83.0,0.3735766958075298
42,Stress-I__20-300-T2,-0.5551309401964767,0.23463266830952842,2.0,84.0,-0.3892205893469152,85.0,-0.7210412910460382
43,Stress-II-1__LBv2_LowpH_Mid,-2.109159978284671,0.9607463550949982,2.0,86.0,-2.788510240972603,87.0,-1.4298097155967389
44,Stress-II-1__LBv2_highSalt_Mid,28.068888335284377,0.06708802271698558,2.0,88.0,28.116326731083955,89.0,28.0214499394848
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,4.065356131677985,0.45105773916433856,2.0,90.0,4.384302117747762,91.0,3.746410145608208
46,Stress-III__R_wt,-2.8449465006019636e-15,0.20909311919355222,2.0,92.0,-0.1478511624812107,93.0,0.147851162481205
47,Stress-III__R_s,-0.4991881009876019,0.6107097394136862,2.0,94.0,-0.9310250990636888,95.0,-0.067351102911515
48,Competence-condition__OSS_TfoXOver_Stat,6.958017570196153,1.6102028524020269,2.0,96.0,8.096602926215548,97.0,5.819432214176758
49,Competence-condition__OSS_VectorOnly_Stat,1.3850032232198828e-14,0.3367304270187133,2.0,98.0,0.2381043683767879,99.0,-0.2381043683767602
50,Competence-Recovery__LBv2_TfoXOver_Recov,2.2096623663740846,3.2865420179707847,2.0,100.0,4.533598513935747,101.0,-0.1142737811875773
51,Competence-Recovery__LBv2_VectorOnly_Recov,-6.661338147750939e-15,2.9562638440290527,2.0,102.0,-2.09039421108956,103.0,2.0903942110895466
