,A,Crp,GlpR
pcoli__hsTPH_N174trunc__1,13.607455912133029,0.3836390329999997,-0.2726327589999986
pcoli__hsTPH_N174trunc__2,14.879352030225254,0.6533793929999998,-0.2509643789999991
pcoli__hsTPH_Ntermtrunc__1,14.631014718198893,0.5076168729999999,-0.2684938929999987
pcoli__hsTPH_Ntermtrunc__2,12.349425973081056,0.580596903,-0.5236162739999992
pcoli__hsTPH1__1,13.579813267632971,0.5255677930000004,-0.29918664399999884
pcoli__hsTPH1__2,13.35398164533283,0.5415309229999998,-0.3272883829999991
pcoli__MBP__1,14.032456318512567,-0.3459770999999989,-0.8498552599999991
pcoli__MBP__2,14.433145411158971,0.026489270000000783,-0.7435917409999986
pcoli__msCOMT__1,14.914966949829452,-0.10757294999999978,-0.5133107879999992
pcoli__msCOMT__2,15.04904169513962,-0.09238089099999948,-0.3647119109999997
pcoli__ocAANAT__1,13.83275928237385,0.3196315130000009,-0.3833129839999989
pcoli__ocAANAT__2,13.861755359157517,0.2939196830000004,-0.4153349439999987
pcoli__osTDC_K374H__1,11.646950166762942,0.6863196630000008,-0.45135528399999897
pcoli__osTDC_K374H__2,11.258823157523448,0.6933763230000007,-0.39703204899999894
pcoli__osTDC_K374L__1,15.871656507978503,-0.030107002999999462,-0.1500625039999992
pcoli__osTDC_K374L__2,15.910419077311335,0.15281107300000052,-0.17502868899999854
pcoli__osTDC_K374Q__1,13.617803724939677,0.4485571030000006,-0.20579377099999974
pcoli__osTDC_K374Q__2,13.61404405424827,0.4643148630000002,-0.2650257579999975
pcoli__osTDC_L360V__1,14.76386909197697,0.2966241729999997,-0.3458999169999988
pcoli__osTDC_L360V__2,15.38468948410388,0.3820168630000005,-0.3031176999999996
pcoli__pmTPH__1,15.779862435332666,-0.10026360400000024,-0.4436082129999992
pcoli__pmTPH__2,16.520495204520852,0.08226395500000018,-0.5297086289999989
pcoli__RFC__1,13.405619712730193,0.06813715200000026,-0.42696233199999867
pcoli__RFC__2,13.336916073771086,0.008882815999999849,-0.4420304549999994
pcoli__RFCctrl__1,10.48739716985732,0.4522689930000006,-0.4552982959999996
pcoli__RFCctrl__2,10.460444685705545,0.5165584929999998,-0.4948851249999988
pcoli__RFCnopause__1,11.369876025002435,0.6708687229999999,-0.5387775789999987
pcoli__RFCnopause__2,12.678940508086844,0.6748039729999995,-0.4243392289999992
pcoli__RFCpluspause__1,15.488822780137328,0.7640610930000005,-0.2521900859999997
pcoli__RFCpluspause__2,17.269868410607714,0.5214214130000006,-0.4455518259999991
pcoli__rnCOMT_sol__1,11.62044748465294,0.8270174130000001,-0.4274356229999992
pcoli__rnCOMT_sol__2,11.157632246152373,0.6395325229999997,-0.5066899619999985
pcoli__rnPNMT__1,16.39532576504284,0.1635869329999995,-0.4117215969999988
pcoli__rnPNMT__2,16.364863931398048,0.07451194300000097,-0.5367297159999991
pcoli__rnTDC__1,14.651496765999454,0.08798361800000087,-0.4193150199999991
pcoli__rnTDC__2,14.630535027507523,0.17114607300000095,-0.2615178449999993
pcoli__rnTDC_trunc__1,14.346179337225909,0.3075571430000004,-0.32171099299999906
pcoli__rnTDC_trunc__2,15.250247509359276,0.43504015300000104,-0.2274594619999988
pcoli__saCOMT_T2A__1,12.962043964987917,0.3335838930000001,-0.07101050999999893
pcoli__saCOMT_T2A__2,12.75859335560268,0.4038707630000005,-0.19505190199999856
pcoli__sfCOMT__1,14.204341202027898,0.1572444130000008,-0.4182420829999991
pcoli__sfCOMT__2,14.559484998989536,0.06503750799999962,-0.4385131009999999
pcoli__sgAANAT_D63G__1,13.625241016907651,0.18900217300000044,-0.3378080139999993
pcoli__sgAANAT_D63G__2,14.04026882606544,0.43052260299999995,-0.2045592369999989
pcoli__ssDDC__1,14.839565133724442,0.20759201300000107,-0.30136311899999857
pcoli__ssDDC__2,15.349825536223586,0.3251403029999995,-0.41615306899999904
pcoli__TP53B__1,13.17161417050116,0.4237391030000008,-0.21859341499999907
pcoli__TP53B__2,12.81209604358253,0.4437453829999996,-0.28229886599999965
pcoli__WT__1,12.621604980723912,0.5471816730000008,-0.1928085899999994
pcoli__WT__2,13.055782361836645,0.4334316830000001,-0.1401950069999982
cck__glu_ale4__1,-0.2319052947984899,0.10431546100000057,-0.12662352399999932
cck__glu_ale4__2,-0.2094326347734194,0.21222904300000067,-0.31557952899999897
cck__cck_ale1__1,-0.0944588017960299,0.14875797300000038,-0.4177736159999999
cck__cck_ale1__2,-0.4944430550176016,0.21173196300000008,-0.3999621309999997
cck__cck_ale2__1,-0.4121171945852241,0.24320085299999936,-0.3723187729999991
cck__cck_ale2__2,-0.3671952665357124,0.2196628030000003,-0.34194763199999834
cck_pgi__gmos_delpgi__1,7.236515857700926,0.6099491930000003,-0.4409739819999983
cck_pgi__gmos_delpgi__2,9.466072170533096,0.5151660729999996,-0.3011524569999988
cck_pgi__pgi_ale1__1,0.7841662251049009,0.0871969090000011,-0.6643848959999996
cck_pgi__pgi_ale1__2,-0.1779790892627644,0.4703615729999999,-0.5097941139999991
cck_pgi__pgi_ale2__2,0.5685632762512608,0.6450278430000012,-0.44743634699999824
cck_pgi__pgi_ale3__1,0.2296099834301475,0.2577020430000001,-0.5176028279999985
cck_pgi__pgi_ale3__2,-0.2512053239007237,0.527121343000001,-0.3145437589999993
cck_pgi__pgi_ale4__1,-0.2528102778239089,0.025670410000000032,-0.3268071559999992
cck_pgi__pgi_ale4__2,-0.3440967011345168,0.14926491299999967,-0.4601405229999989
cck_pgi__pgi_ale4__3,-0.95228346331931,0.2310494330000008,-0.3230530839999988
cck_pgi__pgi_ale5__1,0.4550647115216039,0.26444670300000084,-0.2360269459999991
cck_pgi__pgi_ale5__2,0.1864608586445247,0.4910110930000009,-0.19165550599999914
cck_pgi__pgi_ale6__1,2.828567534844453,0.40659345300000105,-0.22701730299999845
cck_pgi__pgi_ale6__2,1.213354836871703,0.6293582329999996,-0.2216280829999988
cck_pgi__pgi_ale7__1,4.060659811581711,0.4198053730000009,-0.05103364199999838
cck_pgi__pgi_ale7__2,3.2185739697246025,0.7252530329999995,-0.10096488899999922
cck_pgi__pgi_ale8__1,0.9984850979958744,0.2900276829999999,-0.376876714999999
cck_pgi__pgi_ale8__2,0.4512710351253781,0.6440838830000004,-0.3139356869999981
cck_sdh__gmos_delsdhCB__1,1.4453999980745815,0.8479485130000004,-0.26954239399999924
cck_sdh__gmos_delsdhCB__2,1.330449158219865,0.8298960530000006,-0.3894349559999997
cck_sdh__sdh_ale1__1,0.6204071607595172,0.5440714730000007,-0.05055196699999875
cck_sdh__sdh_ale1__2,0.2346829009127599,0.5592394929999998,-0.11824257799999847
cck_sdh__sdh_ale2__1,0.0649589098485258,0.4799116730000002,-0.11366115799999756
cck_sdh__sdh_ale3__2,-0.318407086751183,0.5564179130000007,0.051024065000000896
cck_sdh__sdh_ale3__1,0.2157691066741264,0.4938992930000001,-0.20062182399999884
cck_sdh__sdh_ale3__3,0.1704070418785456,0.4853280929999997,-0.1674307999999991
cck_pts__gmos_delptsHIcrr__2,1.8290748221597872,0.4644968830000007,-1.1183462409999994
cck_pts__gmos_delptsHIcrr__1,1.918944623666976,0.649161093,-1.1109046699999992
cck_pts__pts_ale1__2,1.4407828596794616,0.3294758729999998,-0.034832016999998494
cck_pts__pts_ale1__1,1.6701177080716425,0.2967783530000005,-0.04193478199999845
cck_pts__pts_ale2__2,0.5151349074374298,0.20189095299999948,-0.33135427399999884
cck_pts__pts_ale2__1,0.4172407414464243,0.2751297130000001,-0.4129308239999992
cck_pts__pts_ale3__2,0.4599437051155755,-0.4453421809999991,-0.6129887959999998
cck_pts__pts_ale3__1,0.9836981364450724,-0.1455219379999999,-0.5627663959999998
cck_pts__pts_ale4__2,-0.5330755591408597,0.4206787429999999,-0.18061133399999907
cck_pts__pts_ale4__1,-0.5989699050752227,0.3875030329999998,-0.4429300109999996
cck_gnd__gmos_delgnd__1,0.5892884222720667,0.5155411030000003,-0.5230635599999989
cck_gnd__gmos_delgnd__2,1.0379744947107683,0.4190796030000001,-0.8506183599999986
cck_gnd__gnd_ale1__1,-0.8922171853383604,0.11322853200000085,-0.2750980239999992
cck_gnd__gnd_ale1__2,-0.1952797837618837,0.14549259800000058,-0.1603728579999988
cck_gnd__gnd_ale2__1,-0.3469908275667601,0.057324061000000974,-0.2459336119999982
cck_gnd__gnd_ale2__2,-0.4325415516055336,0.0516023170000004,-0.2766127569999988
cck_gnd__gnd_ale3__1,-0.0724445138135554,0.04701789499999976,-0.2907562339999989
cck_gnd__gnd_ale3__2,-0.1047307762498036,0.07806117700000037,-0.2574691009999999
cck_tpiA__gmos_deltpiA__1,8.001827180849727,0.5549454330000003,-0.27270664999999905
cck_tpiA__gmos_deltpiA__2,7.639244397515912,0.6484744429999996,-0.23638810999999915
cck_tpiA__tpiA_ale1__1,0.9973269262626973,0.5753141230000001,0.0630865140000001
cck_tpiA__tpiA_ale1__2,1.0844944288054803,0.5862271529999994,0.0783125920000014
cck_tpiA__tpiA_ale2__1,2.2123890881111654,0.6931617929999998,0.03595350100000072
cck_tpiA__tpiA_ale2__2,2.3361960828749133,0.4825762030000007,-0.21974127299999854
cck_tpiA__tpiA_ale3__1,0.6778594022167826,0.44486670300000064,-0.08377488099999919
cck_tpiA__tpiA_ale3__2,0.6693402813756671,0.42426745300000057,-0.048612989999999634
cck_tpiA__tpiA_ale4__1,1.4264696175106948,0.2272038629999997,-0.11055203699999884
cck_tpiA__tpiA_ale4__2,1.3678364496151303,0.19612825299999948,-0.11197974399999923
acid_tale__acid_ale1_pH7__1,0.4979188626981101,0.15268897300000006,-0.14085034099999927
acid_tale__acid_ale1_pH7__2,0.3859922518958302,0.126066680000001,-0.30318199899999865
acid_tale__acid_ale1_pH5__1,-0.1763185381118397,0.7941495229999997,-0.9349814879999993
acid_tale__acid_ale1_pH5__2,0.0646133940212608,0.8152700330000009,-0.9060107539999986
acid_tale__acid_ale2_pH7__1,-0.0680156428069475,0.3388400730000001,-0.1844597729999986
acid_tale__acid_ale2_pH7__2,0.2139193988700128,0.3230544630000001,-0.09821619799999848
acid_tale__acid_ale2_pH5__1,0.327229045507278,0.432644723000001,-0.060003523999998976
acid_tale__acid_ale2_pH5__2,0.4850948874710287,0.4854809929999994,-0.15726522499999884
acid_tale__low_Mg_ale_pH7__1,0.1400214301862919,0.3007467029999997,0.5325330630000016
acid_tale__low_Mg_ale_pH7__2,0.0668398118192794,0.3462454630000007,0.39845231500000106
acid_tale__low_Mg_ale_pH5__1,4.349526145498026,0.6085887329999995,0.690285718000001
acid_tale__low_Mg_ale_pH5__2,-0.2144921426522102,0.5572315630000002,0.4519798550000012
acid_tale__MES_ale_pH7__1,-0.4562377462518301,0.4305318729999996,-0.2218161229999991
acid_tale__MES_ale_pH7__2,-0.0503809092945054,0.4747332229999994,-0.23045176099999945
acid_tale__MES_ale_pH5__1,-0.4818326170892246,0.4750174830000002,0.03243552000000083
acid_tale__MES_ale_pH5__2,-0.7886813790215199,0.709374983,0.13830263400000042
acid_tale__gmos_pH7__1,-0.2635085335005517,0.4296040630000011,-0.14769910999999958
acid_tale__gmos_pH7__2,-0.4335036915465239,0.4446293130000001,-0.1367332069999989
acid_tale__gmos_pH5__1,-0.1066573067912201,0.6502280230000004,0.12245076900000028
acid_tale__gmos_pH5__2,-0.402408325583345,0.7174304530000004,0.1753772490000003
adnB__wt_adn__1,-0.8306896147540389,-0.4159558469999993,-0.7629548319999984
adnB__wt_adn__2,-0.5630058340843034,0.22959581299999954,0.19047757500000093
adnB__delydhB_adn__1,-0.0064079568591341,-0.5303189100000001,-0.5561250909999993
adnB__delydhB_adn__2,-0.2069793232323006,-0.2645061010000003,-0.2040763049999992
ytf2__wt_glc__1,-0.0966418150174202,0.2079942330000009,-0.5908915399999994
ytf2__wt_glc__2,-0.4584548277510824,0.2538454530000003,-0.5519277679999988
ytf2__ybcM_glc__1,0.3437776463050077,0.49687887299999994,-0.8890960769999987
ytf2__ybcM_glc__2,0.3659063611059893,0.5496294230000007,-0.9619709149999992
ytf2__ydhB_glc__1,-0.0525433214818455,0.3261516029999996,-0.6916202589999987
ytf2__ydhB_glc__2,0.2054135924661748,0.3955030429999997,-0.6279968999999994
ytf2__yfeC_glc__1,0.0816380914550232,0.2082961430000001,-0.6681367939999987
ytf2__yfeC_glc__2,-0.0935154670555015,0.3760682129999999,-0.5577277329999974
ytf2__yciT_glc__1,-0.6601202918474217,0.4599342330000002,-0.7266185469999984
ytf2__yciT_glc__2,-0.5918237535753414,0.5174864029999995,-0.7750607409999999
ytf2__ydiZ_glc__1,-0.5642646592030838,0.2818442530000009,-0.6738177859999999
ytf2__ydiZ_glc__2,-0.6096604599051202,0.28140171300000105,-0.7060291899999989
ytf2__ynfL_glc__1,-0.5182318497335134,0.5107562229999996,-0.4816033079999986
ytf2__ynfL_glc__2,-0.4184792600166943,0.523190413,-0.5342510259999997
ytf3__wt_glc2__1,0.1862981793103849,0.45626287299999996,-0.5466380739999988
ytf3__wt_glc2__2,-0.1150136262402871,0.5116651829999999,-0.4951154049999991
ytf3__wt_pH7_lactate__1,-0.1686357790623793,0.560872303,-0.4935040899999992
ytf3__wt_pH7_lactate__2,0.1654525721525212,0.5532738630000011,-0.4948400659999992
ytf3__wt_pH55_lactate__1,-0.0730967331063987,0.7780642029999996,-0.3649158789999989
ytf3__wt_pH55_lactate__2,-0.4291093822714062,0.7423117129999994,-0.3170996549999989
ytf3__wt_pH55_HCl__1,-0.1217729171649972,0.6150495429999996,-0.2961938919999989
ytf3__wt_pH55_HCl__2,-0.1869188592965116,0.6014201329999995,-0.3934882739999992
ytf3__dyieP_pH7__1,-0.0121966703608177,0.4791694330000009,-0.3533638459999997
ytf3__dyieP_pH7__2,-0.0824682286559457,0.42496669299999995,-0.4260146719999982
ytf3__dyieP_pH55__1,-0.003232976416776,0.4390071130000006,-0.2991558079999992
ytf3__dyieP_pH55__2,-0.1789145128450482,0.623551333,-0.29227921599999984
minicoli__aldA_f1c2__1,3.2378861494277125,0.7631858827982381,-0.4633231662445905
minicoli__aldA_minE__1,3.3095757556149663,0.255888508978142,-0.3791893399953255
minicoli__mg1655_glc__1,0.0115762913710846,-0.8470184669947685,-0.8363708882730254
minicoli__mg1655_glc__2,-0.0813118881912479,-0.8039264138958604,-0.6823953952531543
minicoli__minE_cyt__1,8.523746174999237,0.7601914841850306,-0.13914460790345107
minicoli__minE_cyt__2,6.198850453513297,0.4729475383347843,-0.36262377993042616
minicoli__minE_fruc__1,8.10040232891085,0.34172110794916755,-0.8621517800839813
minicoli__minE_fruc__2,8.062672333761215,0.461542666559108,-0.9055301849993196
minicoli__minE_glc__1,3.569785562859765,0.2938109111467888,-0.7299127519709865
minicoli__minE_glc__2,3.278561880450442,0.10430003951357314,-0.3750089264994285
minicoli__minE_glyc__1,22.20510750881249,0.575831448418306,-0.3167612548146339
minicoli__minE_glyc__2,24.86268484991633,0.6844880187857836,-1.3308436763731946
minicoli__minE_Fe_starve__1,2.9612389936756176,0.5804469724508969,-0.4510835337472718
minicoli__minE_Fe_starve__2,3.51084928629064,0.6236096478485607,-0.7340219064315887
minicoli__minE_LB__1,5.748981374501902,-0.5768918406871162,-0.020003380373552204
minicoli__minE_LB__2,5.962174255134931,-0.8092098841975535,0.08457939281508152
minicoli__minE_N_starve__1,4.218813411003048,0.3528053698058322,0.05122110837781868
minicoli__minE_N_starve__2,3.154650501487146,0.4807614269391625,-0.18937190390975897
minicoli__minE_osm__1,9.132192953251051,0.3547041686708319,0.06860557517891852
minicoli__minE_osm__2,9.362343795671842,0.5658446295801518,-0.1336671361629218
minicoli__minE_ph5__1,4.571718036049153,0.6501761031624761,-0.022002470098561492
minicoli__minE_ph5__2,4.254236878667566,0.6347492200625684,-0.03471683086993593
minicoli__minE-pyr__1,18.995486466496157,0.9884421842001724,-1.3999489469857318
minicoli__minE-pyr__2,8.36386290604322,0.5805078277861995,-2.488015102733062
minicoli__minE_sorb__1,8.590255056890104,0.6284983244472482,-0.7880178534802935
minicoli__minE_sorb__2,8.506472514559231,0.6064916202251851,-0.7781382271901567
minicoli__minE_urid__1,18.0651962787449,0.4108001218596762,-0.3007889978931697
minicoli__minE_urid__2,18.08707733441737,0.34830946039232913,-0.3239789900114172
minicoli__W3110_cyt__1,-0.6881823322615013,-0.2741512513245965,-1.1924399082504404
minicoli__W3110_cyt__2,-0.5763702574589205,-0.2471138346472994,-1.414933902092275
minicoli__W3110_glc__1,18.209925091379592,-0.3286400323548726,-1.2231860591514714
minicoli__W3110_glc__2,-0.5988534612786471,-0.4080395046534289,-1.5794378982866233
minicoli__W3110_glyc__1,19.02290095400779,0.1888029313895725,-0.4839613149008386
minicoli__W3110_glyc__2,18.75021088746018,0.16079573130215685,-0.34940451452304266
minicoli__W3110_Fe_starve__1,0.4488523021137139,-0.39335282894219503,-0.8535773013104269
minicoli__W3110_Fe_starve__2,0.1198836593758516,-0.3767980913136952,-1.0450781367764217
minicoli__W3110_LB__1,18.86160981350187,0.4782054662101167,-0.01683001223673664
minicoli__W3110_LB__2,19.24390583269929,0.4998332578699021,0.029468522620613058
minicoli__W3110_N_starve__1,-0.6342634563118391,-0.3672969470778735,-0.7946991105722994
minicoli__W3110_N_starve__2,0.23022047761416,-0.17080551194691118,-0.6704389254481251
minicoli__W3110_osm__1,0.5714190530827904,0.18475333822734186,-0.7559415270359962
minicoli__W3110_osm__2,0.5176660273550977,0.21075048409365135,-0.8688396996814705
minicoli__W3110_ph5__1,-0.9610447462361118,-0.0020982938586069366,-0.5683568563373464
minicoli__W3110_ph5__2,-1.07060482786656,0.06374104599613695,-0.5423134977705972
minicoli__W3110_pyr__1,0.2497606419006807,0.6437353797175921,-1.0013348084912064
minicoli__W3110_pyr__2,0.6445626209815338,0.8084862253725884,-0.7296010540690032
minicoli__W3110_sorb__1,1.0293509092413244,-0.3697472429572191,-2.023232795247045
minicoli__W3110_sorb__2,1.0971221693750248,-0.2282472383218792,-2.063753576766452
minicoli__W3110_urid__1,0.5609668980837105,-0.14597371871249898,-1.9207823083815017
minicoli__W3110_urid__2,0.356672005535899,0.0011588474703554395,-1.7085186929352316
minicoli__W3110_WT_glc__1,0.3672894352597511,-0.05853650097271945,-0.8465168699169129
minicoli__W3110_WT_glc__2,-0.000825936367923,-0.2736059720925805,-0.9961759745406368
minicoli__W3110_WT_osm__1,3.641201668558225,-0.4068572548991813,-1.0028988984883798
minicoli__W3110_WT_osm__2,3.596201736008594,-0.26682409365055193,-0.7148630723938316
eep__BOP27__1,-0.447343641100246,0.09382866102208354,-0.5516543735564925
eep__BOP27__2,-0.4279188407876811,0.13043922998821067,-0.6992690443318565
eep__BOP1000__1,0.066795718437994,0.7723290743721964,0.15457537422890422
eep__BOP1000__2,0.0684499555700832,0.49579595280529,0.1268123207878631
eep__BOP27_ndh-cydB-appC__1,0.2257829207565047,0.7178399562547568,-0.5600134674295516
eep__BOP27_ndh-cydB-appC__2,0.2814027429422128,0.7133880226929996,-0.7507006036095802
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,0.590851533368447,-0.5253466876128723,-1.0381487230291464
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,1.0474362491675535,-0.2758437215494869,-1.3203985105392375
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,0.2969728373614179,0.028680680978968812,-0.9369030703366557
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,0.6157268820069648,0.12755066767542012,-1.7144400199684229
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,0.9312501153831256,0.3217998396952169,-0.6496407451124719
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,1.5513398965451508,0.7396323977227315,-1.424529483946502
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-0.2706206855102234,0.3720932222038407,-0.646253740561539
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,-0.4355542720461796,0.6134547669373926,-0.5306839461882964
eep__BOP27_nuoB-cydB-appC__1,0.8797434831571747,0.4882750943039085,-0.8857311143094853
eep__BOP27_nuoB-cydB-appC__2,0.5976433677537321,0.11815421918128875,-0.9134188745188396
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,1.3357702634117712,-0.21372449261360948,-0.8316350453686692
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,1.6729195397816594,-0.06724694596392844,-0.7594307396197921
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,1.0552081248044132,0.08839676249674255,-0.8813371426907786
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,1.252933043908242,0.15877789631800887,-0.8018299850931676
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,0.9640044771137328,-0.17916595071337582,-1.6745917447639522
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,1.1080517553763345,-0.09374282793228694,-1.7224399711461371
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,0.9857866008628028,-0.21533576919100209,-1.8128973881058112
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,0.4683136808025223,-0.22582268173968426,-2.156484897395708
eep__BOP27_ndh-cyoB__1,-0.0293911600969831,0.3901020806678357,-0.7019382470986866
eep__BOP27_ndh-cyoB__2,-0.2562682036596501,0.4659621036932382,-0.4447965403323773
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,0.5513599441741378,-0.3892631557815793,-0.9166600221061234
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,1.2133026637957025,-0.3696585111725295,-1.1287130998069952
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,0.3342841163328341,-0.0005791883812236165,-2.0285540553366044
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,0.7306185478813741,0.02281436954393712,-1.5747161979747393
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,0.6416509741493068,0.2178899696497876,-2.1803068645414068
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,0.7774901481029931,0.20618357401769136,-1.808574049474052
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,-0.147204486799661,0.22911237248339056,-2.214408586408624
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,0.1371310168332993,0.3309433360820844,-2.072873263613721
eep__BOP27_nuoB-cyoB__1,-0.158473666757002,0.3184592194490801,-0.6312125535337056
eep__BOP27_nuoB-cyoB__2,-0.2741731256613648,0.4559210903879496,-0.6114990103295783
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,0.6813740338344288,0.7765435519830799,-0.6926102623882935
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,0.5242750579863686,0.59322303693056,-0.910811337162011
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,0.8041900061385236,0.9087634004837568,-0.8951548943518928
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,0.8691493746881293,0.8216013681301941,-0.7583784015478399
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,1.1902023087924325,0.4719138623499397,-0.6949586973031892
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,1.0755792567707263,0.5587931596523799,-0.580683616383741
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,1.5018406507942623,0.6343408622266598,-1.0072657887626226
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,1.1569465297828323,0.6467570174864914,-0.9372590140495224
eep__BOP27_ndh-cydB__1,0.5918307572782873,0.5795424806329965,-1.0108418983127407
eep__BOP27_ndh-cydB__2,1.4178432797484388,0.5830047350587346,-0.8566881340472419
eep__BOP27_nuoB-cydB__1,1.6328165883745922,0.7793213906795806,-0.8089723523365837
eep__BOP27_nuoB-cydB__2,0.8400951034706994,0.8418525340196368,-0.9199865675394978
DDB2__PD-005_BW25113_Batch_6h__1,1.3529075195146552,-0.12723029239772998,-0.7701411771950966
DDB2__PD-005_BW25113_Batch_6h__2,1.551763793541536,-0.19715708438903512,-0.7676854364432986
DDB2__PD-003_BW25113_Batch_9h__1,1.586526804488975,-0.16807586777489902,-0.7665494165816593
DDB2__PD-003_BW25113_Batch_9h__2,2.1139401812713747,-0.15998061409660205,-1.3899095318201002
DDB2__PD-003_BW25113_Fed-batch_6h__1,5.259246706558328,-0.027134141818516252,-1.4783633229797175
DDB2__PD-003_BW25113_Fed-batch_6h__2,5.835961012565184,-0.17852551024006402,-1.8002183301726662
DDB2__PD-005_BW25113_Fed-batch_6h__1,4.052166453987445,-0.3223346990388993,-1.0693282371631223
DDB2__PD-005_BW25113_Fed-batch_6h__2,4.21486686135904,-0.142315246792732,-1.0755961092248452
DDB2__PD-005_BW25113_Fed-batch_6h__3,4.713370603310912,-0.0021470405809242976,-1.7470998798639137
DDB2__PD-005_BW25113_Fed-batch_15h__1,5.860348422971672,0.2350709659175898,-1.7423501077464731
DDB2__PD-005_BW25113_Fed-batch_15h__2,6.29197447685436,0.2314675354999398,-1.514911989299763
DDB2__PD-003_BW25113_Fed-batch_21h__1,6.526091902588047,0.3617103437948988,-1.5603417009798817
DDB2__PD-003_BW25113_Fed-batch_21h__2,5.970907486995084,0.5141217169364491,-1.935666185577608
DDB2__PD-004_del-basS_Batch_6h__1,1.0789563334623553,-0.3925529624361753,-0.7486373989183885
DDB2__PD-004_del-basS_Batch_6h__2,0.6087303708687702,-0.3297445270973629,-0.5833901421056016
DDB2__PD-004_del-basS_Fed-batch_6h__1,3.332063552899641,-0.5282964282981357,-1.328843310708141
DDB2__PD-004_del-basS_Fed-batch_6h__2,4.0309634339579965,-0.04672945896208347,-1.4521107007621206
DDB2__PD-004_del-basS_Fed-batch_15h__1,6.193425883338774,-0.18462207311152845,-1.3079791851742213
DDB2__PD-004_del-basS_Fed-batch_15h__2,5.789065833947376,0.11541921525898854,-1.7153178497767911
DDB2__PD-004_del-kdpE_Batch_6h__1,0.9051603849740946,-0.10203008187775353,-0.9026058246138112
DDB2__PD-004_del-kdpE_Batch_6h__2,0.611467047787847,-0.13771078535060433,-0.6669785532370254
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,4.160172967703255,-0.30953429046660297,-1.4039641447085192
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,4.634528912256312,-0.20352765843154152,-1.2501025332342888
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,5.3025357463605145,0.19855716077668184,-1.5308512679605937
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,4.334936831568122,0.3785889334450516,-1.5702377044681295
DDB2__PD-005_del-phoB_Batch_6h__1,1.28896712437497,-0.18690698319940324,-0.9684171238110216
DDB2__PD-005_del-phoB_Batch_6h__2,0.4091399686084254,-0.22105351110348792,-0.8128767414529188
DDB2__PD-005_del-phoB_Batch_6h__3,1.3501854661428343,-0.14235715509988545,-1.0166966235193744
DDB2__PD-003_del-phoB_Batch_9h__1,2.626598983452501,-0.27939917001360826,-1.2367490240579562
DDB2__PD-003_del-phoB_Batch_9h__2,0.7784700029053303,-0.2833164869874789,-1.118987829807117
DDB2__PD-003_del-phoB_Fed-batch_6h__1,4.6846138599268725,-0.024235422345480373,-2.0150334284180222
DDB2__PD-003_del-phoB_Fed-batch_6h__2,4.59285097979156,-0.06170063906209222,-1.7980090653836616
DDB2__PD-005_del-phoB_Fed-batch_6h__1,5.3314997558944,0.431330570779684,-1.7047803840600981
DDB2__PD-005_del-phoB_Fed-batch_6h__2,4.109864534386184,0.0373685130868342,-1.5145758871205528
DDB2__PD-005_del-phoB_Fed-batch_15h__1,6.985020349314517,0.24940911188163994,-1.6023041005539245
DDB2__PD-005_del-phoB_Fed-batch_15h__2,6.521765795427169,0.2134181153241954,-1.4098713805970269
